create_time,design,design_filetype,destination_id,dist,dist_filetype,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.alpha,parameters.chromInfo,parameters.dbkey,parameters.design.values,parameters.dist.values,parameters.dist|__identifier__,parameters.iters,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-20 21:49:32.922188,230,mothur.design,reserved_normal,1657,mothur.dist,1513806592.0,0,,1.0,main_w3_handler1,3280912,17864894,False,,11936564.roundup,slurm,,132111800.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","[{'src': 'hda', 'id': 33012011}]","""thetayc.0.03.lt.std""","""1000""",32.0,,42691248,1513806587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-12-20 21:49:58.976406,5254,5.0
2017-12-20 21:49:31.398067,230,mothur.design,reserved_normal,1657,mothur.dist,1513806603.0,0,,1.0,main_w4_handler0,3280912,17864893,False,,11936568.roundup,slurm,,132112168.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","[{'src': 'hda', 'id': 33012010}]","""thetayc.0.03.lt""","""1000""",32.0,,42691248,1513806597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-12-20 21:50:14.436878,5254,6.0
2017-12-20 21:49:30.094077,230,mothur.design,reserved_normal,1657,mothur.dist,1513806601.0,0,,1.0,main_w4_handler0,3280912,17864892,False,,11936567.roundup,slurm,,132111800.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","[{'src': 'hda', 'id': 33012009}]","""thetayc.0.03.lt.ave""","""1000""",32.0,,42691248,1513806597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-12-20 21:50:13.539512,5254,4.0
2017-12-20 21:49:28.254808,230,mothur.design,reserved_normal,1657,mothur.dist,1513806601.0,0,,1.0,main_w3_handler0,3280912,17864889,False,,11936566.roundup,slurm,,132111800.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","[{'src': 'hda', 'id': 33012006}]","""jclass.0.03.lt.ave""","""1000""",32.0,,42691248,1513806597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-12-20 21:50:13.498638,5254,4.0
2017-12-20 21:49:29.731231,230,mothur.design,reserved_normal,1657,mothur.dist,1513806901.0,0,,1.0,main_w4_handler1,3280912,17864891,False,,11936604.roundup,slurm,,132112168.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","[{'src': 'hda', 'id': 33012008}]","""jclass.0.03.lt.std""","""1000""",32.0,,42691248,1513806856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-12-20 21:55:31.028501,5254,45.0
2017-12-20 21:49:28.868186,230,mothur.design,reserved_normal,1657,mothur.dist,1513806901.0,0,,1.0,main_w4_handler1,3280912,17864890,False,,11936603.roundup,slurm,,132112168.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","[{'src': 'hda', 'id': 33012007}]","""jclass.0.03.lt""","""1000""",32.0,,42691248,1513806853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-12-20 21:55:30.367807,5254,48.0
2017-11-21 10:27:16.552548,230,mothur.design,slurm_normal,1657,mothur.dist,1511260045.0,0,,1.0,main_w3_handler0,3329759,17532967,False,,11592252,slurm,,132112168.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","[{'src': 'hda', 'id': 32393651}]","""jclass.0.03.lt.ave""","""1000""",32.0,,42143990,1511260041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-11-21 10:27:28.813208,113498,4.0
2017-11-21 10:27:16.989584,230,mothur.design,slurm_normal,1657,mothur.dist,1511260057.0,0,,1.0,main_w4_handler0,3329759,17532968,False,,11592260,slurm,,132112168.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","[{'src': 'hda', 'id': 32393652}]","""jclass.0.03.lt""","""1000""",32.0,,42143990,1511260051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-11-21 10:27:45.424918,113498,6.0
2017-11-21 10:27:17.641248,230,mothur.design,slurm_normal,1657,mothur.dist,1511260059.0,0,,1.0,main_w4_handler0,3329759,17532970,False,,11592262,slurm,,132112168.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","[{'src': 'hda', 'id': 32393654}]","""thetayc.0.03.lt.ave""","""1000""",32.0,,42143990,1511260055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-11-21 10:27:46.571218,113498,4.0
2017-11-21 10:27:19.177155,230,mothur.design,slurm_normal,1657,mothur.dist,1511260055.0,0,,1.0,main_w4_handler1,3329759,17532971,False,,11592259,slurm,,132112168.0,corral-repl,,"""0.05""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32446098}]","[{'src': 'hda', 'id': 32393655}]","""thetayc.0.03.lt""","""1000""",32.0,,42143990,1511260051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_amova/mothur_amova/1.36.1.0,1.36.1.0,,2017-11-21 10:27:42.083697,113498,4.0
