chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fastq1,fastq1_filetype,fastq2,fastq2_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fastq1,parameters.fastq1.values,parameters.fastq1|__identifier__,parameters.fastq2,parameters.fastq2.values,parameters.fastq2|__identifier__,parameters.invariant,parameters.taglen,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-24 17:31:51.449847,slurm_normal,1466789613.0,0,1109992,fastq,1109992,fastq,1.0,main_w2_handler0,2745050,13255876,False,,7442851.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9a4285bd2eeeb86'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516c8540d61b3c476'}]",,"""0""","""10""",32.0,,31009472.0,1466789610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:35.591840,86313.0,3.0
,,2016-06-24 17:31:46.631653,slurm_normal,1466789560.0,0,2115618,fastq,2115618,fastq,1.0,main_w2_handler0,2745050,13255861,False,,7442833.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5220cd663e893aa8c'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c7973c44413840cc'}]",,"""0""","""10""",32.0,,31009472.0,1466789557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:46.502913,86313.0,3.0
,,2016-06-24 17:31:49.368905,slurm_normal,1466789586.0,0,1892004,fastq,1892004,fastq,1.0,main_w1_handler0,2745050,13255869,False,,7442839.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d601effb01dcbd5'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab9fa790774fe6e0'}]",,"""0""","""10""",32.0,,31009472.0,1466789582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:09.319352,86313.0,4.0
,,2016-06-24 17:31:43.827428,slurm_normal,1466789534.0,0,1715453,fastq,1715453,fastq,1.0,main_w1_handler0,2745050,13255854,False,,7442825.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53ae7057cd2ea4731'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54dafe20364a59a7b'}]",,"""0""","""10""",32.0,,31009472.0,1466789531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:16.594147,86313.0,3.0
,,2016-06-24 17:31:46.975494,slurm_normal,1466789582.0,0,1528881,fastq,1528881,fastq,1.0,main_w1_handler0,2745050,13255862,False,,7442835.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b569601bfe91e52ee6'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56aaa57fb8480f8ba'}]",,"""0""","""10""",32.0,,31009472.0,1466789578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:04.857668,86313.0,4.0
,,2016-06-24 17:31:51.221365,slurm_normal,1466789639.0,0,2097422,fastq,2097422,fastq,1.0,main_w1_handler0,2745050,13255875,False,,7442859.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5281088175b525278'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59ceb20454d8991b0'}]",,"""0""","""10""",32.0,,31009472.0,1466789635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:34:01.739619,86313.0,4.0
,,2016-06-24 17:31:44.643085,slurm_normal,1466789535.0,0,1822749,fastq,1822749,fastq,1.0,main_w1_handler0,2745050,13255856,False,,7442826.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e16240871b29baee'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59122826beccca02e'}]",,"""0""","""10""",32.0,,31009472.0,1466789532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:16.938522,86313.0,3.0
,,2016-06-24 17:31:49.672123,slurm_normal,1466789611.0,0,2148458,fastq,2148458,fastq,1.0,main_w1_handler0,2745050,13255870,False,,7442848.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d0400b174144d4d'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5828dacf0bfe9e9ff'}]",,"""0""","""10""",32.0,,31009472.0,1466789607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:34.818432,86313.0,4.0
,,2016-06-24 17:31:46.281154,slurm_normal,1466789540.0,0,1632102,fastq,1632102,fastq,1.0,main_w1_handler1,2745050,13255860,False,,7442828.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52c7f2207a51a4b07'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576e3783e1e3f9b52'}]",,"""0""","""10""",32.0,,31009472.0,1466789534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:22.207767,86313.0,6.0
,,2016-06-24 17:31:43.458952,slurm_normal,1466789543.0,0,1935704,fastq,1935704,fastq,1.0,main_w2_handler1,2745050,13255853,False,,7442829.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b588925419bb53b46e'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50048ddf4c0cb3cf0'}]",,"""0""","""10""",32.0,,31009472.0,1466789540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:27.302782,86313.0,3.0
,,2016-06-24 17:31:50.964266,slurm_normal,1466789643.0,0,1174715,fastq,1174715,fastq,1.0,main_w2_handler1,2745050,13255874,False,,7442854.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5062d97c583d75db4'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c03a7457dbdd2d7'}]",,"""0""","""10""",32.0,,31009472.0,1466789637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:34:05.906568,86313.0,6.0
,,2016-06-24 17:31:48.602865,slurm_normal,1466789614.0,0,2256914,fastq,2256914,fastq,1.0,main_w2_handler1,2745050,13255867,False,,7442850.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57eb516d6e3e5ebfb'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55cc9c44aa7acb3a1'}]",,"""0""","""10""",32.0,,31009472.0,1466789610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:35.607524,86313.0,4.0
,,2016-06-24 17:31:45.487007,slurm_normal,1466789558.0,0,1926627,fastq,1926627,fastq,1.0,main_w2_handler0,2745050,13255858,False,,7442832.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509aca2ba00f0634d'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de0ce2fbec709215'}]",,"""0""","""10""",32.0,,31009472.0,1466789554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:43.264892,86313.0,4.0
,,2016-06-24 17:31:47.902188,slurm_normal,1466789607.0,0,1805183,fastq,1805183,fastq,1.0,main_w2_handler0,2745050,13255865,False,,7442841.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b585491f46cd6160be'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f1ef200d183b9ff'}]",,"""0""","""10""",32.0,,31009472.0,1466789601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:31.831068,86313.0,6.0
,,2016-06-24 17:31:47.574090,slurm_normal,1466789585.0,0,1262154,fastq,1262154,fastq,1.0,main_w2_handler0,2745050,13255864,False,,7442840.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3a1d78e720426be'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5818fb4b17fff43f3'}]",,"""0""","""10""",32.0,,31009472.0,1466789582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:08.445582,86313.0,3.0
,,2016-06-24 17:31:50.233526,slurm_normal,1466789610.0,0,995400,fastq,995400,fastq,1.0,main_w2_handler0,2745050,13255872,False,,7442847.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e58581d08ed7510c'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b80f41a257580b02'}]",,"""0""","""10""",32.0,,31009472.0,1466789607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:35.026077,86313.0,3.0
,,2016-06-24 17:31:44.156610,slurm_normal,1466789558.0,0,2093471,fastq,2093471,fastq,1.0,main_w2_handler0,2745050,13255855,False,,7442831.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c8d3fb6c0860cf81'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa1fc01ec685e110'}]",,"""0""","""10""",32.0,,31009472.0,1466789554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:43.039050,86313.0,4.0
,,2016-06-24 17:31:45.843347,slurm_normal,1466789546.0,0,2087198,fastq,2087198,fastq,1.0,main_w2_handler1,2745050,13255859,False,,7442830.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c862027f9e3dfd23'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57508a7cc48014ddd'}]",,"""0""","""10""",32.0,,31009472.0,1466789540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:28.246492,86313.0,6.0
,,2016-06-24 17:31:48.222519,slurm_normal,1466789589.0,0,1528842,fastq,1528842,fastq,1.0,main_w2_handler1,2745050,13255866,False,,7442843.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52347ac87a70a6df0'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55ab70b7811933112'}]",,"""0""","""10""",32.0,,31009472.0,1466789585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:11.723149,86313.0,4.0
,,2016-06-24 17:31:47.283643,slurm_normal,1466789561.0,0,1679183,fastq,1679183,fastq,1.0,main_w1_handler0,2745050,13255863,False,,7442836.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b501efaad54c43cba9'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e8dcf8e000b61ea'}]",,"""0""","""10""",32.0,,31009472.0,1466789557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:42.667735,86313.0,4.0
,,2016-06-24 17:31:49.939069,slurm_normal,1466789643.0,0,1798306,fastq,1798306,fastq,1.0,main_w1_handler0,2745050,13255871,False,,7442858.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5225500d7e44c42f1'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5466f557f80ba19b3'}]",,"""0""","""10""",32.0,,31009472.0,1466789637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:34:04.244273,86313.0,6.0
,,2016-06-24 17:31:45.045663,slurm_normal,1466789537.0,0,1394846,fastq,1394846,fastq,1.0,main_w1_handler0,2745050,13255857,False,,7442827.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dd3003d6f0e2eaff'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e51ff377cbd8e8b'}]",,"""0""","""10""",32.0,,31009472.0,1466789532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:32:19.158598,86313.0,5.0
,,2016-06-24 17:31:49.011306,slurm_normal,1466789586.0,0,1432325,fastq,1432325,fastq,1.0,main_w2_handler0,2745050,13255868,False,,7442842.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bed9559ae40acd25'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50030fb8749d1fa10'}]",,"""0""","""10""",32.0,,31009472.0,1466789582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:08.740434,86313.0,4.0
,,2016-06-24 17:31:50.542569,slurm_normal,1466789613.0,0,1334703,fastq,1334703,fastq,1.0,main_w2_handler0,2745050,13255873,False,,7442849.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bd4d2847367a0da7'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591ce4b4bc1470a6e'}]",,"""0""","""10""",32.0,,31009472.0,1466789610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:33:37.355754,86313.0,3.0
,,2016-06-24 17:31:51.691804,slurm_normal,1466789639.0,0,1384115,fastq,1384115,fastq,1.0,main_w2_handler0,2745050,13255877,False,,7442856.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5575ffc20869991c3'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a8ab006ee9c7ab6'}]",,"""0""","""10""",32.0,,31009472.0,1466789635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:34:02.789811,86313.0,4.0
,,2016-06-24 17:31:53.084608,slurm_normal,1466789664.0,0,1680869,fastq,1680869,fastq,1.0,main_w1_handler0,2745050,13255879,False,,7442867.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b2e69edd8501167'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b48ef7a624f25af'}]",,"""0""","""10""",32.0,,31009472.0,1466789660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-24 17:34:26.994128,86313.0,4.0
,,2016-06-27 06:47:45.784288,slurm_normal,1467010139.0,0,26271907,fastqsanger,26295207,fastqsanger,1.0,main_w1_handler1,2691382,13264685,False,,7452949.roundup,slurm,,132112168.0,corral-repl,,"""0d454ad43c3311e69d09005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b567d1334c6f544b49'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51e00ba284d57b3d2'}]",,"""5""","""12""",32.0,,30091305.0,1467010128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-27 06:49:02.863020,75824.0,11.0
,,2016-06-27 07:07:19.200482,slurm_normal,1467011299.0,0,26286659,fastqsanger,26309959,fastqsanger,1.0,main_w1_handler0,2750528,13264832,False,,7453092.roundup,slurm,,132112168.0,corral-repl,,"""c85653523c3511e6bfc7005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f539c4652a3eb1c'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3d172edf3d3ed5e'}]",,"""5""","""12""",32.0,,30091305.0,1467011287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-27 07:08:20.292118,75824.0,12.0
,,2016-06-27 07:13:07.790285,slurm_normal,1467011671.0,0,26259298,fastqsanger,26306878,fastqsanger,1.0,main_w1_handler0,2750535,13264936,False,,7453155.roundup,slurm,,132112168.0,corral-repl,,"""985b01ec3c3611e689ac005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f76e1ed20a68224'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d4ecf7e6f4f4143'}]",,"""5""","""12""",32.0,,30091305.0,1467011659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-27 07:14:37.069909,75824.0,12.0
,,2016-06-27 09:17:18.168913,slurm_normal,1467019074.0,0,26259298,fastqsanger,26306878,fastqsanger,1.0,main_w1_handler0,2750580,13265613,False,,7453865.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5241b12da42baaa78'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51725f861b9d9ba07'}]",,"""0""","""12""",32.0,,30091305.0,1467019062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-27 09:17:57.874185,75824.0,12.0
,,2016-06-27 09:23:23.036805,slurm_normal,1467019480.0,0,26259298,fastqsanger,26306878,fastqsanger,1.0,main_w2_handler1,2750580,13265651,False,,7453909.roundup,slurm,,132112168.0,corral-repl,,"""ca5f65863c4811e6b7c4005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f77daa9309c95043'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c723bbcc4702315c'}]",,"""0""","""12""",32.0,,30091305.0,1467019467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-27 09:24:42.756899,75824.0,13.0
,,2016-06-27 12:27:27.802495,slurm_normal,1467030529.0,0,262527,fastqsanger,263077,fastqsanger,1.0,main_w1_handler0,2750580,13266536,False,,7454828.roundup,slurm,,132112168.0,corral-repl,,"""81135f9e3c6211e684d0005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b578ecfa15f6a6ab5f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5566ed87fdb96e3c9'}]",,"""0""","""10""",32.0,,30091305.0,1467030527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-27 12:28:54.164810,75824.0,2.0
,,2016-06-27 12:46:49.956236,slurm_normal,1467031704.0,0,26259298,fastqsanger,26306878,fastqsanger,1.0,main_w1_handler1,2548600,13266709,False,,7454991.roundup,slurm,,132112168.0,corral-repl,,"""365db53c3c6511e68c9e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54092cb2e0e8c8449'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537021a52a15f3a1b'}]",,"""0""","""10""",32.0,,30091305.0,1467031689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-27 12:48:27.023259,75824.0,15.0
,,2016-06-28 03:40:15.925289,slurm_normal,1467085284.0,0,262527,fastqsanger,263077,fastqsanger,1.0,main_w2_handler1,2548600,13273755,False,,7462588.roundup,slurm,,132112168.0,corral-repl,,"""06677d2c3ce211e694cb005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b1abe4be7c2d0849'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e8d0e5d513277246'}]",,"""0""","""10""",32.0,,30091305.0,1467085278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-06-28 03:41:25.670717,75824.0,6.0
,,2016-10-14 12:04:46.170253,slurm_normal,1476446759.0,0,163182686,fastqsanger,164585474,fastqsanger,1.0,main_w3_handler0,2854839,14081501,False,,8297925.roundup,slurm,,132112168.0,corral-repl,,"""65e50ae8920611e6ab10005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c834db9987e0e703'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5365ef69d9ae72ea2'}]",,"""5""","""12""",32.0,,33389435.0,1476446703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-10-14 12:06:02.310684,61346.0,56.0
,,2016-05-12 10:26:32.498288,slurm_normal,1463049363.0,0,4830809243,fastqsanger,4826210093,fastqsanger,1.0,main_w2_handler1,2703437,12866573,False,,7067291.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d77db4e09b1050c'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c18eb82903f3aa6f'}]",,"""5""","""12""",32.0,,30187158.0,1463048821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-05-12 10:36:06.829519,84316.0,542.0
,,2016-05-13 09:52:57.651343,slurm_normal,1463134362.0,0,7916469668,fastqsanger,7925681516,fastqsanger,1.0,main_w2_handler0,2703467,12883236,False,,7082225.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c07cdc86042ef544'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f77c4127b19952d9'}]",,"""5""","""12""",32.0,,30187158.0,1463133214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-05-13 10:12:45.550974,84316.0,1148.0
,,2016-07-01 08:46:57.228089,slurm_normal,1467362893.0,0,110758655,fastq,110552961,fastq,1.0,main_w2_handler1,2688080,13303777,False,,7505555.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572d889f384e63c45'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce0c8e7f6b114257'}]",,"""0""","""0""",32.0,,31135501.0,1467362871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-07-01 08:48:19.650668,77970.0,22.0
,,2016-07-01 13:30:26.132594,slurm_normal,1467379897.0,0,131355480,fastqsanger,130599674,fastqsanger,1.0,main_w1_handler0,2754180,13305701,False,,7507502.roundup,slurm,,132112168.0,corral-repl,,"""f83edd0c3f8f11e685f7005056a51846""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b0e99cbc83132f17'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c06dee389cd962f9'}]",,"""0""","""10""",32.0,,31200388.0,1467379878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-07-01 13:31:38.522270,75824.0,19.0
,,2016-07-02 14:07:48.052687,slurm_normal,1467468539.0,0,151588819,fastqsanger,142448998,fastqsanger,1.0,main_w2_handler0,2755818,13312901,False,,7515957.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b507bbe8173031ce4c'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed81fd837b48afd6'}]",,"""0""","""10""",32.0,,31200388.0,1467468521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-07-02 14:09:00.986512,75824.0,18.0
,,2016-09-14 11:12:52.652707,slurm_normal,1473851598.0,0,9476133,fastq,9476133,fastq,1.0,main_w3_handler1,2819881,13848124,False,,8071243.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b533e8f520a7a39fbd'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b533e8f520a7a39fbd'}]",,"""5""","""12""",32.0,,32953614.0,1473851589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/make_families/0.3,0.3,,2016-09-14 11:13:19.372587,90171.0,9.0
