create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.align,parameters.calc,parameters.chromInfo,parameters.countends,parameters.cutoff,parameters.dbkey,parameters.fasta.values,parameters.output,parameters.scoring.__current_case__,parameters.scoring.setby,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-17 20:17:29.218681,slurm_normal,1492460270.0,0,9023,fasta,1.0,main_w4_handler0,3012970,15608488,False,,9727962.roundup,slurm,,132112168.0,corral-repl,,"""needleman""","""onegap""","""/galaxy-repl/localdata/chrom/?.len""","""false""","""0.1""","""?""","[{'src': 'hda', 'id': 29251109}]","""lt""",0,default,32.0,,37381200,1492460262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_pairwise_seqs/1.20.0,1.20.0,,2017-04-17 20:17:53.159075,101024,8.0
