create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-19 08:21:36.967579,slurm_normal,1432023782.0,0,1.0,main_w2_handler1,2302955,9493823,False,,206801903,qual454,3816037.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19750952,,32.0,,23032355,1432023717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-05-19 08:23:06.383276,63404.0,65.0
2015-06-16 15:32:29.631350,slurm_normal,1434469051.0,0,1.0,main_w2_handler1,2286031,9665174,False,,717469525,qualsolexa,3974649.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20024662,,32.0,,23655890,1434468791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-06-16 15:37:35.132444,37607.0,260.0
2015-08-03 08:12:55.795787,slurm_normal,1438589677.0,0,1.0,main_w1_handler1,2399309,10053521,False,,254459429,qual454,4333051.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20671880,,32.0,,24435406,1438589601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-08-03 08:14:39.882887,67327.0,76.0
2015-08-18 11:38:50.851403,slurm_normal,1439898336.0,0,1.0,main_w1_handler1,2411491,10140463,False,,93904,qual454,4411360.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20810168,,32.0,,24729440,1439898332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-08-18 11:45:40.574543,67893.0,4.0
2015-08-18 11:03:30.582349,slurm_normal,1439895847.0,0,1.0,main_w1_handler1,2411464,10140313,False,,93904,qual454,4411200.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20809978,,32.0,,24729437,1439895840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-08-18 11:04:11.736483,67892.0,7.0
2015-08-18 11:28:18.336469,slurm_normal,1439898312.0,0,1.0,main_w1_handler2,2411465,10140414,False,,93904,qual454,4411353.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20810157,,32.0,,24729440,1439898306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-08-18 11:45:15.966264,67893.0,6.0
2015-08-18 11:42:54.668913,slurm_normal,1439898331.0,0,1.0,main_w1_handler2,2411503,10140476,False,,93904,qual454,4411359.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20810258,,32.0,,24729440,1439898327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-08-18 11:45:35.529438,67893.0,4.0
2015-08-18 11:22:33.340688,slurm_normal,1439896987.0,0,1.0,main_w1_handler0,2411457,10140389,False,,93904,qual454,4411268.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20810127,,32.0,,24729041,1439896980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-08-18 11:23:11.102614,,7.0
2015-08-18 11:33:12.210597,slurm_normal,1439898319.0,0,1.0,main_w1_handler1,2411491,10140450,False,,93904,qual454,4411355.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20810168,,32.0,,24729440,1439898314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-08-18 11:45:21.884001,67893.0,5.0
2015-08-18 11:30:45.472443,slurm_normal,1439898316.0,0,1.0,main_w1_handler2,2411491,10140427,False,,93904,qual454,4411354.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20810168,,32.0,,24729440,1439898309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-08-18 11:45:17.879911,67893.0,7.0
2015-08-27 19:21:10.020191,slurm_normal,1440703307.0,0,1.0,main_w2_handler0,2421390,10212460,False,,415,qual454,4482594.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20929406,,32.0,,24836377,1440703292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-08-27 19:21:50.060442,,15.0
2015-10-05 16:17:31.790768,slurm_normal,1444061924.0,0,1.0,main_w1_handler2,916931,10504111,False,,16372952,qual454,4779810.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21402856,,32.0,,25452666,1444061880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-10-05 16:18:48.312198,13069.0,44.0
2015-11-06 03:00:56.625153,slurm_normal,1446779024.0,0,1.0,main_w1_handler2,2496994,10832184,False,,518129059,qual454,5087363.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21892104,,32.0,,26121890,1446778870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-11-06 03:03:48.921627,24457.0,154.0
2015-11-11 14:42:16.013038,slurm_normal,1447252966.0,0,1.0,main_w2_handler0,2502836,10876656,False,,7796,qualsolexa,5130195.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21961430,,32.0,,26220560,1447252959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-11-11 14:42:51.312445,,7.0
2015-11-11 14:49:19.652167,slurm_normal,1447253379.0,0,1.0,main_w1_handler1,2502836,10876777,False,,7796,qualsolexa,5130304.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21961570,,32.0,,26220560,1447253373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-11-11 14:49:41.630180,,6.0
2015-11-26 12:14:28.752972,slurm_normal,1448540113.0,0,1.0,main_w2_handler1,2519977,11014229,False,,55863435,qual454,5272763.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22173307,,32.0,,26430455,1448540090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2015-11-26 12:15:17.459725,72585.0,23.0
2016-02-02 15:39:26.277170,slurm_normal,1454427593.0,0,1.0,main_w2_handler0,2585864,11682035,False,,2975074,qual454,5936072.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23143762,,32.0,,28025716,1454427583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2016-02-02 15:39:58.445916,,10.0
2016-02-03 08:32:11.808636,slurm_normal,1454488365.0,0,1.0,main_w1_handler1,2585864,11691152,False,,6045392,qual454,5948940.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23156621,,32.0,,28025716,1454488355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2016-02-03 08:32:50.871082,,10.0
2016-01-06 07:04:45.969724,slurm_normal,1452063921.0,0,1.0,main_w1_handler1,2556510,11389538,False,,93904,qual454,5660666.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22755710,,32.0,,27229927,1452063912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2,1.0.2,,2016-01-06 07:05:22.799381,,9.0
