chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.max_diff_rate,parameters.max_group_ratio,parameters.min_identical_bases,parameters.min_mean_quality,parameters.optical_duplicate_pixel_distance,parameters.read_name_regex,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-21 00:06:01.728949,slurm_normal,1487635626.0,0,1.0,main_w3_handler0,2615228,15091031,False,,68910880,bam,9246099.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""",,"[{'src': 'hda', 'id': 28436435}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,36180994,1487635610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2017-02-21 00:07:09.450790,46373.0,16.0
,,2017-01-09 20:35:47.641749,slurm_normal,1483994168.0,0,1.0,main_w4_handler1,2353085,14719334,False,,27436850,bam,8888287.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,"[{'src': 'hda', 'id': 27858926}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,34912306,1483994153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2017-01-09 20:36:12.885665,48313.0,15.0
,,2017-02-21 00:06:01.266097,slurm_normal,1487635646.0,0,1.0,main_w3_handler1,2615228,15091029,False,,61188003,bam,9246103.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""",,"[{'src': 'hda', 'id': 28436428}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,36180994,1487635632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2017-02-21 00:07:28.660750,46373.0,14.0
,,2017-02-21 00:06:02.017208,slurm_normal,1487635631.0,0,1.0,main_w4_handler0,2615228,15091032,False,,69994803,bam,9246100.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""",,"[{'src': 'hda', 'id': 28436439}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,36180994,1487635618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2017-02-21 00:07:14.556457,46373.0,13.0
,,2017-02-21 00:05:58.426900,slurm_normal,1487635636.0,0,1.0,main_w3_handler0,2615228,15091022,False,,82034218,bam,9246094.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""",,"[{'src': 'hda', 'id': 28436401}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,36180994,1487635601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2017-02-21 00:07:18.608633,46373.0,35.0
,,2017-02-21 00:06:01.018617,slurm_normal,1487635641.0,0,1.0,main_w3_handler1,2615228,15091028,False,,84065349,bam,9246101.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""",,"[{'src': 'hda', 'id': 28436424}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,36180994,1487635617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2017-02-21 00:07:25.782948,46373.0,24.0
,,2016-09-08 14:16:42.035994,slurm_normal_16gb,1473344233.0,0,1.0,main_w4_handler1,2811524,13807054,False,,13446214,bam,8027743.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a91ba7800c96049'}]",,"""0.03""","""500""","""6""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""SILENT""",32.0,,32530244,1473344226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-09-08 14:17:17.268737,41877.0,7.0
,,2016-06-19 23:02:30.240657,slurm_normal_16gb,1466377473.0,0,1.0,main_w2_handler0,2736511,13205403,False,,572574877,bam,7389865.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/228/dataset_16228219.dat""","""Kea""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534f7f0e92af19251'}]","""FT3653_S3_L001__001""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,30821004,1466377412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-06-19 23:04:34.385673,85997.0,61.0
,,2016-06-19 23:02:30.500963,slurm_normal_16gb,1466377472.0,0,1.0,main_w1_handler0,2736511,13205404,False,,225243276,bam,7389866.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/228/dataset_16228219.dat""","""Kea""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5171592d08d002b1b'}]","""FT3852_S1_L001__001""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,30821004,1466377445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-06-19 23:04:34.488910,85997.0,27.0
,,2016-06-19 23:02:31.117022,slurm_normal_16gb,1466377674.0,0,1.0,main_w2_handler0,2736511,13205406,False,,509182387,bam,7389881.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/228/dataset_16228219.dat""","""Kea""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ceec215aaa9fc428'}]","""FT3920_S4_L001__001""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,30821004,1466377612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-06-19 23:07:56.509193,85997.0,62.0
,,2016-06-19 23:02:30.816414,slurm_normal_16gb,1466377607.0,0,1.0,main_w2_handler0,2736511,13205405,False,,853909146,bam,7389868.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/228/dataset_16228219.dat""","""Kea""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520d82142fb6b25a4'}]","""FT3860_S2_L001__001""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,30821004,1466377445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-06-19 23:06:48.941076,85997.0,162.0
,,2016-02-17 23:20:18.492572,slurm_normal_16gb,1455752746.0,0,1.0,main_w1_handler1,2603107,11862019,False,,1341424709,bam,6103143.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23396903,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,27519316,1455752438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-02-17 23:45:52.829700,9209.0,308.0
,,2016-02-18 00:07:18.885171,slurm_normal_16gb,1455754264.0,0,1.0,main_w1_handler0,2603107,11862352,False,,1341424709,bam,6103249.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23396903,,,"""0.03""","""500""","""5""","""20""","""200""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,27519316,1455754076.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-02-18 00:11:07.540124,9209.0,188.0
,,2016-02-18 22:39:12.880736,slurm_normal_16gb,1455835362.0,0,1.0,main_w1_handler1,2592940,11872874,False,,1710312891,bam,6113239.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23412760,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,27922663,1455835181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-02-18 22:42:45.712660,50986.0,181.0
10.0,len,2016-02-19 02:16:37.198033,slurm_normal_16gb,1455849784.0,0,1.0,main_w2_handler1,2603107,11874099,False,,1341414369,bam,6114689.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/014/426/dataset_14426240.dat""","""hiX174 genome chr1 header""",23414516,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,27519316,1455849485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-02-19 02:43:08.662307,9209.0,299.0
,,2016-02-19 10:57:49.662287,slurm_normal_16gb,1455879651.0,0,1.0,main_w2_handler0,2605068,11876268,False,,836211819,bam,6116595.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23414982,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,27519316,1455879539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-02-19 11:00:56.512300,9209.0,112.0
,,2016-02-19 10:54:16.686936,slurm_normal_16gb,1455879385.0,0,1.0,main_w2_handler1,2605068,11876252,False,,797358199,bam,6116575.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23414970,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,27519316,1455879302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-02-19 10:56:28.577757,9209.0,83.0
,,2016-06-20 01:54:14.652596,slurm_normal_16gb,1466387822.0,0,1.0,main_w2_handler0,2736511,13206477,False,,876426454,bam,7390924.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/228/dataset_16228219.dat""","""Kea""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b555138b1b17ff8081'}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,30821004,1466387662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-06-20 01:57:03.469340,85997.0,160.0
,,2016-06-20 02:04:58.330797,slurm_normal_16gb,1466389149.0,0,1.0,main_w1_handler0,2736511,13206512,False,,2071357615,bam,7390990.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/228/dataset_16228219.dat""","""Kea""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b20b862c3d32827'}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,30821004,1466388654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-06-20 02:19:11.993165,85997.0,495.0
,,2016-02-20 01:27:15.723025,slurm_normal_16gb,1455932040.0,0,1.0,main_w1_handler2,2605700,11882603,False,,1358737778,bam,6122404.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/phiX.len""","""phiX""",23429850,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,27519316,1455931806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-02-20 01:34:04.844343,9209.0,234.0
,,2016-02-25 14:53:04.045407,slurm_normal_16gb,1456412652.0,0,1.0,main_w2_handler1,2612435,11940375,False,,3735618484,bam,6170499.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23512867,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,26630598,1456412132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-02-25 15:04:17.276515,38491.0,520.0
,,2016-02-29 04:53:28.430702,slurm_normal_16gb,1456721691.0,0,1.0,main_w1_handler0,2615228,11964372,False,,148598499,bam,6197408.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23542356,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,28673487,1456721657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-02-29 04:54:56.086543,46373.0,34.0
,,2016-06-21 13:59:01.251826,slurm_normal_16gb,1466517650.0,0,1.0,main_w1_handler1,2298977,13225165,False,,426821650,bam,7409997.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0176a22dd9bf135'}]",,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,30912773,1466517551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-06-21 14:00:55.655071,49878.0,99.0
,,2016-06-25 07:16:13.903002,slurm_normal_16gb,1466839114.0,0,1.0,main_w1_handler1,2636738,13258534,False,,16632302,bam,7445645.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56155599784e3df43'}]",,"""0.02""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,31075503,1466839096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.136.0,1.136.0,,2016-06-25 07:18:36.588574,80070.0,18.0
