create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.relabel,parameters.sizeout,parameters.sorting_mode.__current_case__,parameters.sorting_mode.infile,parameters.sorting_mode.infile.values,parameters.sorting_mode.maxsize,parameters.sorting_mode.minsize,parameters.sorting_mode.sorting_mode_select,parameters.topn,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-09 15:27:09.400968,slurm_normal,1473434854.0,0,,1.0,main_w4_handler0,2814088,13816393,False,11251727,fasta,,8037700.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""sorted""","""true""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591557ecdd585da13'}]",,,sortbylength,"""412""",32.0,,32838430.0,1473434842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2016-09-09 15:27:39.323507,,12.0
2016-09-09 15:32:23.900798,slurm_normal,1473435171.0,0,,1.0,main_w4_handler0,2814088,13816443,False,11251727,fasta,,8037765.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591557ecdd585da13'}]",,,sortbylength,"""412""",32.0,,32838430.0,1473435158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2016-09-09 15:32:54.763813,,13.0
2017-04-13 14:44:22.997615,slurm_normal,1492095737.0,0,,1.0,main_w3_handler0,3072004,15576845,False,105020975,fasta,,9699783.roundup,slurm,,132112168.0,corral-repl,,"""76ef5eda205711e790b4005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""hatchery""","""false""",0,,"[{'src': 'hda', 'id': 29204419}]",,,sortbylength,"""""",32.0,,,1492095725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2017-04-13 15:02:21.045962,101762.0,12.0
2016-05-04 14:02:40.005201,slurm_normal,1462370599.0,0,,1.0,main_w1_handler1,1595635,12769606,False,408118,fasta,,6973727.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55168573d33df1dc9'}]",,,sortbylength,"""""",32.0,,30036830.0,1462370596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2016-05-04 14:03:22.687154,38865.0,3.0
2017-04-13 14:44:19.473153,slurm_normal,1492096085.0,0,,1.0,main_w3_handler0,3072000,15576843,False,105020975,fasta,,9699832.roundup,slurm,,132112168.0,corral-repl,,"""6916f85e205711e7ae87005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""false""",0,,"[{'src': 'hda', 'id': 29204414}]",,,sortbylength,"""""",32.0,,,1492095930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2017-04-13 15:08:10.216169,101723.0,155.0
2016-03-16 23:32:50.636869,slurm_normal,1458171224.0,0,,1.0,main_w2_handler1,2636329,12160869,False,85769131,fasta,,6377623.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""True""",1,23875053.0,,,,sortbyabundance,"""""",32.0,,28137263.0,1458171215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2016-03-16 23:33:46.309669,77870.0,9.0
2016-03-16 23:39:45.512070,slurm_normal,1458171650.0,0,,1.0,main_w1_handler1,2636329,12160878,False,85769131,fasta,,6377683.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""","""False""",1,23875053.0,,,2,sortbyabundance,"""""",32.0,,28137263.0,1458171641.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2016-03-16 23:40:54.141591,77870.0,9.0
2016-03-17 15:55:33.516305,slurm_normal,1458230220.0,0,,1.0,main_w2_handler1,2634379,12167601,False,1737306,fasta,,6384568.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""False""",0,23845842.0,,,,sortbylength,"""""",32.0,,28953322.0,1458230216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2016-03-17 15:57:04.153843,35618.0,4.0
2016-05-09 14:08:18.435707,slurm_normal,1462802933.0,0,,1.0,main_w1_handler1,1228973,12832432,False,744526,fasta,,7033404.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ef9cc4e4e39c66b'}]",,,sortbylength,"""""",32.0,,30067694.0,1462802929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2016-05-09 14:08:55.133033,19650.0,4.0
2016-05-13 21:48:03.436034,slurm_normal,1463176127.0,0,,1.0,main_w1_handler0,2407870,12892543,False,70813,fasta,,7088456.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e86e1d9ca134994f'}]",,,sortbylength,"""""",32.0,,30123510.0,1463176122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_sorting/1.9.7.0,1.9.7.0,,2016-05-13 21:48:49.013322,67737.0,5.0
