create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.block_col,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_column_types,parameters.input1_columns,parameters.input1_dbkey,parameters.input1_species,parameters.input2,parameters.input2.values,parameters.input2_dbkey,parameters.input2_species,parameters.species,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-05 17:27:12.973445,slurm_normal,1438795654.0,0.0,1.0,main_w2_handler1,2401745,10068521,False,,17123597,fasta,119669371,maf,4346899.roundup,slurm,,132112168.0,corral-repl,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20695906,,,,,,20695890,,,,"[""sampleCo"", ""Nostoc_punctiforme_PCC_73102_uid57767"", ""Nostoc_azollae__0708_uid49725"", ""Nostoc_PCC_7107_uid182932"", ""Anabaena_variabilis_ATCC_29413_uid58043"", ""Nostoc_PCC_7120_uid57803"", ""Anabaena_90_uid179383"", ""Cylindrospermum_stagnale_PCC_7417_uid183111"", ""Anabaena_cylindrica_PCC_7122_uid183339"", ""Nostoc_PCC_7524_uid182933""]",32.0,,24517262,1438795647.0,ok,1023996.0,maf_by_block_number1,1.0.1,,2015-08-05 17:27:37.791940,,7.0
2015-08-18 20:44:41.397085,slurm_normal,1439930751.0,0.0,1.0,main_w1_handler0,2411985,10143863,False,,64131286,maf,64131286,maf,4414781.roundup,slurm,,132112168.0,corral-repl,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20815303,,,,,,20815303,,,,"[""a920"", ""a4635"", ""a4703"", ""aAFBW01"", ""aVP551"", ""a783"", ""a863"", ""a4610"", ""aRIMD"", ""a658"", ""a765"", ""a930""]",32.0,,24737507,1439930726.0,ok,1023996.0,maf_by_block_number1,1.0.1,,2015-08-18 20:45:58.265399,,25.0
2015-08-19 18:50:22.639404,slurm_normal,1440010274.0,0.0,1.0,main_w1_handler1,2411985,10151347,False,,61518325,maf,64131286,maf,4421511.roundup,slurm,,132112168.0,corral-repl,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20826486,,,,,,20815303,,,,"[""a920"", ""a4635"", ""a4703"", ""aAFBW01"", ""aVP551"", ""a783"", ""a863"", ""a4610"", ""aRIMD"", ""a658"", ""a765"", ""a930""]",32.0,,24737507,1440010264.0,ok,1023996.0,maf_by_block_number1,1.0.1,,2015-08-19 18:51:26.581194,,10.0
2015-10-10 01:04:51.783502,slurm_normal,1444439114.0,0.0,1.0,main_w1_handler0,2466592,10539415,False,,517558,maf,517558,maf,4813427.roundup,slurm,,132112168.0,corral-repl,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21463807,,,,,,21463807,,,,"[""lettuce"", ""hybrida"", ""jamesonii""]",32.0,,25602430,1444439109.0,ok,1023996.0,maf_by_block_number1,1.0.1,,2015-10-10 01:05:17.906567,,5.0
