create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.cols,parameters.dbkey,parameters.group,parameters.inputA,parameters.inputA.values,parameters.operation,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-08 08:37:28.836080,slurm_normal,1454920833.0,0,1.0,main_w2_handler1,2592196,11741563,False,,64524,bed,5998102.roundup,slurm,,132112168.0,corral-repl,,"""2a80fe2ace3f11e5b15d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23229855,,"""first""",32.0,,28137263.0,1454920830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-02-08 08:40:39.319132,77870,3.0
2016-02-08 08:40:11.018350,slurm_normal,1454921291.0,0,1.0,main_w1_handler1,2592204,11741713,False,,150400,bed,5998241.roundup,slurm,,132112168.0,corral-repl,,"""8823f636ce3f11e5b15d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23230036,,"""first""",32.0,,28137263.0,1454921288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-02-08 08:48:15.408741,77870,3.0
2016-02-08 08:42:25.179969,slurm_normal,1454922056.0,0,1.0,main_w1_handler1,2592211,11741839,False,,24843,bed,5998514.roundup,slurm,,132112168.0,corral-repl,,"""d5d17444ce3f11e5b15d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23230186,,"""first""",32.0,,28137263.0,1454922053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-02-08 09:01:05.189029,77870,3.0
2016-02-08 08:41:17.590091,slurm_normal,1454921697.0,0,1.0,main_w2_handler1,2592208,11741771,False,,26761,bed,5998389.roundup,slurm,,132112168.0,corral-repl,,"""af4b4d36ce3f11e5b15d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23230107,,"""first""",32.0,,28137263.0,1454921693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-02-08 08:55:08.363892,77870,4.0
2016-02-08 08:39:15.977741,slurm_normal,1454921276.0,0,1.0,main_w2_handler0,2592200,11741654,False,,98879,bed,5998233.roundup,slurm,,132112168.0,corral-repl,,"""6a988b9ace3f11e5b15d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23229966,,"""first""",32.0,,28137263.0,1454921272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-02-08 08:48:02.984128,77870,4.0
2016-02-08 08:41:49.673443,slurm_normal,1454921846.0,0,1.0,main_w2_handler0,2592210,11741803,False,,93538,bed,5998441.roundup,slurm,,132112168.0,corral-repl,,"""c252b25cce3f11e5b15d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23230145,,"""first""",32.0,,28137263.0,1454921842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-02-08 08:57:33.475458,77870,4.0
2016-02-08 08:42:58.017932,slurm_normal,1454921961.0,0,1.0,main_w1_handler2,2592213,11741875,False,,61663,bed,5998479.roundup,slurm,,132112168.0,corral-repl,,"""ebd8c63ece3f11e5b15d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23230233,,"""first""",32.0,,28137263.0,1454921958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-02-08 08:59:26.038990,77870,3.0
2016-02-29 17:53:03.459348,slurm_normal,1456769124.0,0,1.0,main_w1_handler1,2616524,11973712,False,,21607330,bed,6202204.roundup,slurm,,132112168.0,corral-repl,,"""42123ee4df0d11e5ac94005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23561311,,"""first""",32.0,,28614038.0,1456769114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-02-29 18:05:30.458023,77870,10.0
2016-02-29 19:03:19.920754,slurm_normal,1456774213.0,0,1.0,main_w2_handler1,2616590,11974201,False,,22388202,bed,6203000.roundup,slurm,,132112168.0,corral-repl,,"""0fdd9306df1711e59fd1005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23562077,,"""first""",32.0,,28614038.0,1456774204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-02-29 19:30:16.794152,77870,9.0
2016-03-01 22:42:35.621630,slurm_normal,1456872417.0,0,1.0,main_w1_handler2,2617584,11982805,False,,28247448,bed,6214686.roundup,slurm,,132112168.0,corral-repl,,"""e125455cdffe11e58b07005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",23574323,,"""first""",32.0,,28614038.0,1456872327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-03-01 22:47:00.205614,77870,90.0
2016-06-23 14:26:37.514721,slurm_normal,1466692104.0,0,1.0,main_w1_handler1,2747252,13246946,False,,2805,bed,7433873.roundup,slurm,,132112168.0,corral-repl,,"""7d747fc4394e11e6ac73005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""8""","""hg19""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5562ab1efcd65888a'}]","""collapse""",32.0,,30438799.0,1466692101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-23 14:28:25.864350,81119,3.0
2016-06-23 14:27:47.235705,slurm_normal,1466692173.0,0,1.0,main_w1_handler1,2747252,13246975,False,,2369,bed,7433889.roundup,slurm,,132112168.0,corral-repl,,"""a7329846394e11e6a0fe005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""8""","""hg19""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56736025814e9a981'}]","""collapse""",32.0,,30438799.0,1466692170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-23 14:29:35.981434,81119,3.0
2016-03-21 10:53:32.557533,slurm_normal,1458558036.0,0,1.0,main_w2_handler0,2588588,12211105,False,,15566,bed,6423753.roundup,slurm,,132112168.0,corral-repl,,"""227c08acef5311e5a884005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""10""","""?""","""1-6""",23950765,,"""first""",32.0,,28746491.0,1458558031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-03-21 11:00:38.326550,78027,5.0
2016-05-11 10:08:25.233159,slurm_normal,1464023051.0,0,1.0,main_w1_handler2,2702015,12853924,False,,25985797,bed,7154686.roundup,slurm,,132112168.0,corral-repl,,"""3a1fa20e176011e69143005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505ac45e2024ee904'}]","""first""",32.0,,28491001.0,1464023044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-05-23 17:04:18.661279,77870,7.0
2016-04-05 22:25:44.131335,slurm_normal,1459895201.0,0,1.0,main_w1_handler2,2650013,12349012,False,,139309522,bed,6553804.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""","""4""",24159886,,"""max""",32.0,,29010381.0,1459895186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-05 22:26:45.978840,26816,15.0
2016-04-07 15:31:34.742876,slurm_normal,1460043210.0,0,1.0,main_w2_handler0,2650013,12365514,False,,292905065,bed,6569045.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""7""","""?""","""1,2,3,4,5,6""",24173829,,"""sum""",32.0,,29010381.0,1460043106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-07 15:33:35.476315,26816,104.0
2016-04-07 15:31:46.001576,slurm_normal,1460043187.0,0,1.0,main_w2_handler1,2650013,12365516,False,,292911234,bed,6569049.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""7""","""?""","""1,2,3,4,5,6""",24173824,,"""sum""",32.0,,29010381.0,1460043122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-07 15:33:11.367109,26816,65.0
2016-04-07 15:28:37.649618,slurm_normal,1460042990.0,0,1.0,main_w1_handler1,2650013,12365469,False,,292905065,bed,6569012.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""7""","""?""","""1,2,3,4""",24173829,,"""sum""",32.0,,29010381.0,1460042932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-07 15:29:51.921204,26816,58.0
2016-04-11 09:17:12.629906,slurm_normal,1460366487.0,0,1.0,main_w2_handler0,2664523,12415685,False,,1317559,bed,6616404.roundup,slurm,,132112168.0,corral-repl,,"""273cfed6ffc611e58a83005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",24251766,,"""first""",32.0,,28936860.0,1460366477.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-11 09:21:32.209717,78027,10.0
2016-04-10 18:51:41.380152,slurm_normal,1460314589.0,0,1.0,main_w1_handler1,2664523,12410684,False,,3455657,bed,6610136.roundup,slurm,,132112168.0,corral-repl,,"""3bf5bde6ff4d11e5bcab005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",24244886,,"""first""",32.0,,28746491.0,1460314586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-10 18:56:34.418535,78027,3.0
2016-04-13 16:30:32.769719,slurm_normal,1460565190.0,0,1.0,main_w1_handler2,2650013,12443394,False,,292911132,bed,6641588.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""7""","""?""","""1,2,3,4,5,6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab929f375b6de412'}]","""sum""",32.0,,29010381.0,1460565069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-13 16:33:14.015453,26816,121.0
2016-04-13 16:30:21.686327,slurm_normal,1460565109.0,0,1.0,main_w1_handler2,2650013,12443385,False,,292916833,bed,6641584.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""7""","""?""","""1,2,3,4,5,6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed2d1c4133dd8c1b'}]","""sum""",32.0,,29010381.0,1460565046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-13 16:31:58.578423,26816,63.0
2016-04-18 06:33:45.783273,slurm_normal,1460961442.0,0,1.0,main_w1_handler1,2673339,12500357,False,,565061,bed,6691813.roundup,slurm,,132112168.0,corral-repl,,"""756d9e30052f11e6b1a9005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56909f77a739e9572'}]","""first""",32.0,,29541780.0,1460961436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-18 06:37:33.813458,78027,6.0
2016-04-15 06:27:27.012735,slurm_normal,1460701884.0,0,1.0,main_w2_handler0,2670821,12461933,False,,1655797,bed,6656927.roundup,slurm,,132112168.0,corral-repl,,"""18965cbe02d311e69106005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518917e03f2c5bb50'}]","""first""",32.0,,29541780.0,1460701880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-15 06:31:26.786086,78027,4.0
2016-04-15 07:25:46.409384,slurm_normal,1460705344.0,0,1.0,main_w1_handler1,2670894,12462299,False,,565061,bed,6657380.roundup,slurm,,132112168.0,corral-repl,,"""3e3fab7002db11e6ba6e005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5404a57eb5cb167ab'}]","""first""",32.0,,29541780.0,1460705340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-15 07:29:06.679235,78027,4.0
2016-04-18 09:08:27.298970,slurm_normal,1460970786.0,0,1.0,main_w1_handler0,2673579,12501523,False,,212079,bed,6693544.roundup,slurm,,132112168.0,corral-repl,,"""11f5792a054511e690f4005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""10""","""hg19""","""1-6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572e2399bf2061122'}]","""first""",32.0,,29541780.0,1460970783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-04-18 09:13:18.736354,78027,3.0
2016-06-01 11:45:04.809699,slurm_normal,1464781568.0,0,1.0,main_w2_handler1,2723181,13039171,False,,1143838,bed,7219602.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""","""hg19""","""1,2,3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db6d194be3e81be7'}]","""distinct""",32.0,,30438799.0,1464781564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-01 11:46:11.285600,81119,4.0
2016-06-01 11:50:39.512476,slurm_normal,1464781887.0,0,1.0,main_w1_handler0,2723181,13039206,False,,1143838,bed,7219657.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""","""hg19""","""1,2,3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db6d194be3e81be7'}]","""collapse""",32.0,,30438799.0,1464781884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-01 11:51:29.846585,81119,3.0
2016-06-01 12:03:11.702606,slurm_normal,1464782629.0,0,1.0,main_w2_handler0,2723181,13039292,False,,1143838,bed,7219762.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""","""hg19""","""1,2,3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db6d194be3e81be7'}]","""collapse""",32.0,,30438799.0,1464782625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-01 12:03:50.858278,81119,4.0
2016-06-01 12:28:26.394716,slurm_normal,1464784148.0,0,1.0,main_w2_handler1,2723181,13039399,False,,69034,bed,7219880.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""8""","""hg19""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cdeab1fef7bb3206'}]","""collapse""",32.0,,30438799.0,1464784144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-01 12:29:10.023011,81119,4.0
2016-06-01 12:40:55.291655,slurm_normal,1464784889.0,0,1.0,main_w1_handler0,2723181,13039488,False,,108007,bed,7219978.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch2.len""","""8""","""hg19Patch2""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b524bbfd0754a9b9bd'}]","""collapse""",32.0,,30438799.0,1464784885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-01 12:41:31.465160,81119,4.0
2016-06-01 13:10:53.698263,slurm_normal,1464786696.0,0,1.0,main_w1_handler1,2723181,13039827,False,,51736,bed,7220190.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""4""","""hg19""","""5""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a31b7f0e3137dd8'}]","""collapse""",32.0,,30438799.0,1464786693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-01 13:11:39.949243,81119,3.0
2016-06-01 14:49:57.872042,slurm_normal,1464792656.0,0,1.0,main_w1_handler0,2723181,13041511,False,,161977,bed,7220961.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""8""","""hg19""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f26eba541a150fc2'}]","""collapse""",32.0,,30438799.0,1464792638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-01 14:50:58.156234,81119,18.0
2016-06-01 15:10:20.858273,slurm_normal,1464793864.0,0,1.0,main_w2_handler0,2723181,13041698,False,,138516,bed,7221138.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""8""","""hg19""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dcf2705f0a765378'}]","""collapse""",32.0,,30438799.0,1464793859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-01 15:11:07.439537,81119,5.0
2016-06-03 16:27:14.714461,slurm_normal,1464971393.0,0,1.0,main_w2_handler0,2726801,13062146,False,,454,bed,7248174.roundup,slurm,,132112168.0,corral-repl,,"""05bd828829a811e695bb005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""8""","""hg19""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b503fcaf2bf3ee2243'}]","""collapse""",32.0,,30438799.0,1464971389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-03 16:30:03.345406,81119,4.0
2016-06-03 16:15:46.134445,slurm_normal,1464970756.0,0,1.0,main_w2_handler1,2726781,13062078,False,,0,bed,7248091.roundup,slurm,,132112168.0,corral-repl,,"""6c67c2f229a611e69605005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""8""","""hg19""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f2a703905d32370'}]","""collapse""",32.0,,30438799.0,1464970752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-03 16:19:19.747762,81119,4.0
2016-06-03 16:27:23.667479,slurm_normal,1464971412.0,0,1.0,main_w2_handler1,2726803,13062156,False,,3798,bed,7248177.roundup,slurm,,132112168.0,corral-repl,,"""0bd6b81029a811e695bb005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""8""","""hg19""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe20125905bb8b8f'}]","""collapse""",32.0,,30438799.0,1464971409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-03 16:30:16.792414,81119,3.0
2016-06-03 16:15:21.875105,slurm_normal,1464970759.0,0,1.0,main_w1_handler0,2726775,13062051,False,,0,bed,7248094.roundup,slurm,,132112168.0,corral-repl,,"""5c0de62a29a611e69605005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""8""","""hg19""","""1,2,3,4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a668fd3053f57a65'}]","""collapse""",32.0,,30438799.0,1464970756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.22.0,2.22.0,,2016-06-03 16:19:22.392422,81119,3.0
