chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1_file,input1_file_filetype,input2_file,input2_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.reads.__current_case__,parameters.reads.input1_file.values,parameters.reads.input2_file.values,parameters.reads.reads_coll.values,parameters.reads.reads_selector,processor_count,reads_coll1,reads_coll1_filetype,reads_coll2,reads_coll2_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-24 19:54:07.307211,slurm_normal,1508874871.0,0,,1.0,main_w3_handler0,3290246,17202441,False,,599360.0,fastqsanger,539388.0,fastqsanger,11261903,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31858096}]","[{'src': 'hda', 'id': 31858097}]",,paired,32.0,,,,,,41426590.0,1508874864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2017-10-24 19:54:33.221088,92488.0,7.0
,,2017-10-24 19:46:05.352268,slurm_normal,1508874427.0,0,,1.0,main_w4_handler0,3294187,17202388,False,,658744.0,fastqsanger,658744.0,fastqsanger,11261799,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31858187}]","[{'src': 'hda', 'id': 31858188}]",,paired,32.0,,,,,,41426590.0,1508874421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2017-10-24 19:47:24.578676,92488.0,6.0
,,2017-10-24 19:58:54.903767,slurm_normal,1508875179.0,0,,1.0,main_w4_handler0,3284119,17202465,False,,3295.0,fastqsanger,3295.0,fastqsanger,11261983,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31859417}]","[{'src': 'hda', 'id': 31859416}]",,paired,32.0,,,,,,41426590.0,1508875175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2017-10-24 19:59:47.127898,92488.0,4.0
,,2017-10-25 17:45:41.864597,slurm_normal,1508953578.0,0,,1.0,main_w4_handler1,3299719,17216065,False,,46106803.0,fastqsanger,1630044.0,fastqsanger,11276775,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31881917}]","[{'src': 'hda', 'id': 31881918}]",,paired,32.0,,,,,,41515943.0,1508953559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2017-10-25 17:46:20.962241,,19.0
,,2017-10-25 18:40:41.005525,slurm_normal,1508957060.0,0,,1.0,main_w4_handler1,3299719,17216722,False,,593584873.0,fastqsanger,3169327.0,fastqsanger,11277454,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31882777}]","[{'src': 'hda', 'id': 31882779}]",,paired,32.0,,,,,,41515943.0,1508956893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2017-10-25 18:44:23.041661,,167.0
,,2017-10-25 18:51:37.596517,slurm_normal,1508957960.0,0,,1.0,main_w3_handler0,3299719,17216856,False,,1338108691.0,fastqsanger,11355608.0,fastqsanger,11277549,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 31883042}]","[{'src': 'hda', 'id': 31883043}]",,paired,32.0,,,,,,41515943.0,1508957578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2017-10-25 18:59:38.047425,,382.0
,,2018-01-03 21:59:49.017714,slurm_normal,1515016936.0,0,,1.0,main_w4_handler1,3378496,17939969,False,,88134876.0,fastqsanger,76320116.0,fastqsanger,12016035,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33163685}]","[{'src': 'hda', 'id': 33163810}]",,paired,32.0,,,,,,42740141.0,1515016792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2018-01-03 22:02:18.781974,118851.0,144.0
,,2018-01-05 10:47:00.205434,slurm_normal,1515149246.0,0,,1.0,main_w3_handler0,3137198,17952802,False,,33452353.0,fastqsanger,33627699.0,fastqsanger,12029321,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33183942}]","[{'src': 'hda', 'id': 33183943}]",,paired,32.0,,,,,,42996239.0,1515149223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2018-01-05 10:47:27.902631,106781.0,23.0
,,2018-01-05 14:07:47.686090,slurm_normal,1515162019.0,0,,1.0,main_w3_handler0,3382856,17954521,False,,1477307721.0,fastqsanger,1475957685.0,fastqsanger,12031005,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33187165}]","[{'src': 'hda', 'id': 33187220}]",,paired,32.0,,,,,,43000148.0,1515161270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2018-01-05 14:20:21.881195,,749.0
,,2018-01-28 06:16:16.051985,slurm_normal,1517123316.0,0,,1.0,main_w3_handler1,3393093,18178021,False,,2778494065.0,fastqsanger,2774455639.0,fastqsanger,12259910,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,"[{'src': 'hda', 'id': 33534536}]","[{'src': 'hda', 'id': 33534537}]",,paired,32.0,,,,,,43297011.0,1517121757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_interlacer/fastq_paired_end_interlacer/1.2.0,1.2.0,,2018-01-28 07:08:38.639788,119983.0,1559.0
