bamfiles,bamfiles1,bamfiles1_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.histogram,parameters.plotTitle,parameters.samplesLabel,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2885918024,2885918024,bam,bam,2016-10-19 15:58:45.295412,slurm_multi,1476893039.0,0,6.0,main_w4_handler2,2860048,14119659,False,,8334266,slurm,,132112168.0,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59de24a5f13280ee4'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""""","""""",32.0,,33791389,1476892959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.3.5.0,2.3.5.0,,2016-10-19 16:04:02.549271,86394,80.0
2880318728,2880318728,bam,bam,2016-10-19 18:36:22.031543,slurm_multi,1476902602.0,0,6.0,main_w3_handler2,2860048,14121111,False,,8335671,slurm,,132112168.0,corral-repl,,0,no,0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c9b9c34d6436d76'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""""","""""",32.0,,33791389,1476902513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_pe_fragmentsize/deeptools_bam_pe_fragmentsize/2.3.5.0,2.3.5.0,,2016-10-19 18:43:25.109904,86394,89.0
