create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,header,header_filetype,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.header.values,parameters.inputFile,parameters.inputFile.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-12 07:41:30.171808,slurm_normal_16gb,1476258116.0,0,1.0,main_w4_handler1,9150886,bam,2711154,14061292,False,,9419164,bam,8278059.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7d7059e1d4a0312'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca6d28966b8b5d5b'}]",32.0,,33246115,1476258093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-10-12 07:42:04.426096,84340.0,23.0
2016-10-12 07:34:34.404429,slurm_normal_16gb,1476257690.0,0,1.0,main_w3_handler0,9419164,bam,2711154,14061258,False,,9419164,bam,8278034.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca6d28966b8b5d5b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca6d28966b8b5d5b'}]",32.0,,33246115,1476257679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-10-12 07:34:53.901009,84340.0,11.0
2016-03-01 08:40:05.409069,slurm_normal_16gb,1456821734.0,0,1.0,main_w2_handler0,293331926,bam,2596811,11978326,False,,308020945,bam,6209386.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23330965,,23331288,,32.0,,28325961,1456821642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-03-01 08:42:17.791072,29483.0,92.0
2016-03-17 18:32:23.797068,slurm_normal_16gb,1458239819.0,0,1.0,main_w2_handler0,1987899868,sam,2286031,12168929,False,,1987899868,sam,6385899.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23890136,,23890136,,32.0,,28758343,1458239612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-03-17 18:37:00.631318,37607.0,207.0
2016-03-08 05:36:39.852722,slurm_normal_16gb,1457415575.0,0,1.0,main_w1_handler0,2325023036,sam,2612028,12064764,False,,2325023036,sam,6288180.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",23732212,,23714660,,32.0,,28870930,1457415429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-03-08 05:39:39.184610,50962.0,146.0
2016-05-18 08:44:00.386014,slurm_normal_16gb,1463561882.0,0,1.0,main_w2_handler0,4864257242,bam,2674216,12926625,False,,4864257242,bam,7120889.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b503f9b2f4d5c5b017'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b503f9b2f4d5c5b017'}]",32.0,,29720188,1463561064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-05-18 08:58:05.649645,47978.0,818.0
2016-04-17 21:21:37.372757,slurm_normal_16gb,1460928155.0,0,1.0,main_w1_handler0,103681236,bam,2663236,12494778,False,,101685658,bam,6687084.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a09483451f7d0ad1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dfbf6fb5dba6e375'}]",32.0,,29522836,1460928122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-04-17 21:22:37.538229,82200.0,33.0
2016-04-17 21:05:33.365921,slurm_normal_16gb,1460927209.0,0,1.0,main_w2_handler1,103681236,bam,2663236,12494432,False,,103681236,bam,6686976.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be625d625202cebf'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be625d625202cebf'}]",32.0,,29522836,1460927169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-04-17 21:06:52.386721,82200.0,40.0
2016-04-21 10:53:10.177573,slurm_normal_16gb,1461236031.0,0,1.0,main_w1_handler0,553615360,sam,2678500,12547723,False,,18788764,sam,6735925.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e041ea08ab05e356'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509c3484c2234d630'}]",32.0,,29728377,1461236023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-04-21 10:53:52.926502,82653.0,8.0
2016-06-02 08:27:15.699146,slurm_normal_16gb,1464856373.0,0,1.0,main_w1_handler0,3993867534,sam,2702038,13047584,False,,3993867534,sam,7233116.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fcf1a41305eadba3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fcf1a41305eadba3'}]",32.0,,30573817,1464856083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReplaceSamHeader/1.136.0,1.136.0,,2016-06-02 08:32:55.975741,75281.0,290.0
