Other,Other_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d_yaxis,parameters.dbkey,parameters.h_yaxis,parameters.loess_color,parameters.loess_span,parameters.normalize_bins,parameters.points_color,parameters.sample_vcf,parameters.sample_vcf.values,parameters.source.Celegans,parameters.source.Other,parameters.source.Other.values,parameters.source.__current_case__,parameters.source.source_select,parameters.standardize,processor_count,runner_name,sample_vcf,sample_vcf_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-20 17:05:33.929171,slurm_normal,1474410325.0,0,,1.0,main_w3_handler0,2826355,13895570,False,,8123611.roundup,slurm,,132112168.0,corral-repl,,"""63e4f0f67f5411e68325005056a51846""","""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""1000""","""green""","""0.3""","""true""","""gray27""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b557b9975b2b496bae'}]",C.elegans,,,0,elegans,"""true""",32.0,,5844489,vcf,32307314.0,1474410314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2016-09-20 22:25:26.648098,88598.0,11.0
,,2016-10-08 15:52:29.325144,slurm_normal,1475942102.0,0,,1.0,main_w3_handler1,2847553,14035857,False,,8253325.roundup,slurm,,132112168.0,corral-repl,,"""31d6c4768d6f11e6b524005056a51846""","""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""800""","""green2""","""0.2""","""true""","""gray27""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eaf095f73e2e7b27'}]",C.elegans,,,0,elegans,"""true""",32.0,,14328,vcf,33471949.0,1475942093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2016-10-08 15:55:05.449378,28870.0,9.0
,,2016-10-11 00:59:55.837630,slurm_normal,1476150712.0,0,,1.0,main_w3_handler0,2847435,14049584,False,,8267486.roundup,slurm,,132112168.0,corral-repl,,"""f2c38cca8f4d11e6b7c9005056a52a46""","""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""3000""","""green""","""0.2""","""true""","""gray27""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59ffb89300777f9a8'}]",C.elegans,,,0,elegans,"""true""",32.0,,2422445,vcf,33565161.0,1476150705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2016-10-11 01:51:54.999854,86126.0,7.0
,,2017-04-21 21:52:28.449795,slurm_normal,1492849700.0,0,,1.0,main_w3_handler1,3082471,15647825,False,,9766796.roundup,slurm,,132112168.0,corral-repl,,"""c5a777ca26dc11e7b7c1005056a52a46""","""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""6000""","""green""","""0.2""","""true""","""gray27""",,"[{'src': 'hda', 'id': 29314156}]",C.elegans,,,0,elegans,"""true""",32.0,,42439782,vcf,,1492849640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2017-04-22 08:28:23.477063,103738.0,60.0
,,2017-04-25 21:24:26.705754,slurm_normal,1493179107.0,0,,1.0,main_w4_handler1,3086876,15676055,False,,9793139.roundup,slurm,,132112168.0,corral-repl,,"""7ff1017829fd11e78615005056a51846""","""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""3000""","""green""","""0.2""","""true""","""gray27""",,"[{'src': 'hda', 'id': 29358193}]",C.elegans,,,0,elegans,"""true""",32.0,,6950831,vcf,,1493179095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2017-04-26 04:00:02.350554,104133.0,12.0
,,2017-05-01 09:44:05.141567,slurm_normal,1493664842.0,0,,1.0,main_w4_handler1,3093268,15714469,False,,9828885.roundup,slurm,,132112168.0,corral-repl,,"""a40d09542e5211e796e7005056a52a46""","""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""1000""","""green""","""0.3""","""true""","""gray27""",,"[{'src': 'hda', 'id': 29416415}]",C.elegans,,,0,elegans,"""true""",32.0,,2240719,vcf,,1493664835.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2017-05-01 18:54:05.577072,103738.0,7.0
,,2017-02-02 14:21:59.980377,slurm_normal,1486054564.0,0,,1.0,main_w3_handler0,2978189,14933692,False,,9091539.roundup,slurm,,132112168.0,corral-repl,,"""e7d086cee95211e6915d005056a51846""","""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""6000""","""green""","""0.2""","""true""","""gray27""",,"[{'src': 'hda', 'id': 28181323}]",C.elegans,,,0,elegans,"""true""",32.0,,1952871,vcf,,1486054554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2017-02-02 16:56:06.872032,88598.0,10.0
,,2017-03-16 15:25:04.634236,slurm_normal,1489695537.0,0,,1.0,main_w3_handler1,3032211,15314719,False,,9458313.roundup,slurm,,132112168.0,corral-repl,,"""33dad9460a5c11e7ae09005056a52a46""","""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""3000""","""green""","""0.2""","""true""","""gray27""",,"[{'src': 'hda', 'id': 28789286}]",C.elegans,,,0,elegans,"""true""",32.0,,3534016,vcf,,1489695447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2017-03-16 20:19:00.803379,50037.0,90.0
,,2017-04-05 03:12:53.052478,slurm_normal,1491382940.0,0,,1.0,main_w4_handler1,3059864,15490717,False,,9620581.roundup,slurm,,132112168.0,corral-repl,,"""b36c966219ad11e7b517005056a51846""","""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""1000""","""green""","""0.3""","""true""","""gray27""",,"[{'src': 'hda', 'id': 29075067}]",C.elegans,,,0,elegans,"""true""",32.0,,16245278,vcf,,1491382916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2017-04-05 09:02:25.285457,86126.0,24.0
,,2014-09-18 17:47:56.195813,roundup_single,1411093199.0,0,,1.0,main_w2_handler0,2057624,7813978,False,,1800651,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""1.0""","""ce10""","""1000""","""green""","""0.3""","""True""","""gray27""",16936506,,C.elegans,,,0,elegans,"""True""",32.0,,4820294,vcf,17068153.0,1411093190.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_variant_discovery_mapping/cloudmap_variant_discovery_mapping/1.0.0,1.0.0,,2014-09-19 02:20:00.424186,51875.0,9.0
