chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.complete_blocks,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_chromCol,parameters.input1_dbkey,parameters.input1_endCol,parameters.input1_species,parameters.input1_startCol,parameters.input1_strandCol,parameters.species,parameters.species.__class__,parameters.species.value,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-02-19 12:44:13.493705,slurm_normal,1455885902.0,0.0,,1.0,main_w1_handler1,2555559.0,11876864,False,,1111840,maf,6117142.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",23418266,,,,,,,,"[""GCA_000746605"", ""GCA_000786735"", ""GCF_000018445"", ""GCF_000021145"", ""GCF_000021245"", ""GCF_000226275"", ""GCF_000419385"", ""GCF_000419405"", ""GCF_000419425"", ""GCF_000746645"", ""GCF_000761175"", ""GCF_000830055"", ""GCF_000963815"", ""GCF_001026965"", ""GCF_001077655"", ""GCF_001077675""]",,,32.0,,27198751.0,1455885885.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-02-19 12:45:56.824424,,17.0
,,2016-02-19 12:27:54.819444,slurm_normal,1455884914.0,0.0,,1.0,main_w1_handler0,2555559.0,11876792,False,,1111840,maf,6117080.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",23418266,,,,,,,,"[""GCA_000746605"", ""GCA_000786735"", ""GCF_000018445"", ""GCF_000021145"", ""GCF_000021245"", ""GCF_000226275"", ""GCF_000419385"", ""GCF_000419405"", ""GCF_000419425"", ""GCF_000746645"", ""GCF_000761175"", ""GCF_000830055"", ""GCF_000963815"", ""GCF_001026965"", ""GCF_001077655"", ""GCF_001077675""]",,,32.0,,27198751.0,1455884906.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-02-19 12:29:23.043890,,8.0
,,2016-02-19 12:35:18.563401,slurm_normal,1455885383.0,0.0,,1.0,main_w1_handler1,2555559.0,11876818,False,,1111840,maf,6117103.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",23418266,,,,,,,,"[""GCA_000746605"", ""GCA_000786735"", ""GCF_000018445"", ""GCF_000021145"", ""GCF_000021245"", ""GCF_000226275"", ""GCF_000419385"", ""GCF_000419405"", ""GCF_000419425"", ""GCF_000746645"", ""GCF_000761175"", ""GCF_000830055"", ""GCF_000963815"", ""GCF_001026965"", ""GCF_001077655"", ""GCF_001077675""]",,,32.0,,27198751.0,1455885366.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-02-19 12:37:05.239152,,17.0
,,2016-02-26 21:52:34.004620,slurm_normal,1456523602.0,0.0,,1.0,main_w2_handler0,1439812.0,11954975,False,,199367974,maf,6188254.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/552/dataset_12552653.dat""","""partial_allowed""","""mrap""",23532731,,,,,,,,"[""muni"", ""mrap"", ""mell""]",,,32.0,,28456882.0,1456523591.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-02-26 21:53:37.647959,34613.0,11.0
,,2016-02-26 21:52:46.760478,slurm_normal,1456523684.0,0.0,,1.0,main_w1_handler0,1439812.0,11954977,False,,208633450,maf,6188257.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/565/dataset_12565572.dat""","""partial_allowed""","""muni""",23532737,,,,,,,,"[""muni"", ""mrap"", ""mell""]",,,32.0,,28456882.0,1456523610.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-02-26 21:55:05.510683,34613.0,74.0
,,2016-02-26 21:52:17.416653,slurm_normal,1456523648.0,0.0,,1.0,main_w1_handler0,1439812.0,11954971,False,,238530257,maf,6188251.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/565/dataset_12565569.dat""","""partial_disallowed""","""mell""",23532717,,,,,,,,"[""muni"", ""mrap"", ""mell""]",,,32.0,,28456882.0,1456523625.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-02-26 21:54:18.297065,34613.0,23.0
,,2016-02-29 17:13:56.750184,slurm_normal,1456766091.0,0.0,,1.0,main_w2_handler1,2616165.0,11973277,False,,3456,maf,6201694.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""partial_allowed""","""hg38""",23560630,,,,,,,,"[""hsa""]",,,32.0,,28697422.0,1456766080.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-02-29 17:14:55.598291,79504.0,11.0
,,2016-02-29 17:08:14.809408,slurm_normal,1456765725.0,0.0,,1.0,main_w1_handler1,2616165.0,11973178,False,,3456,maf,6201598.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""partial_allowed""","""Homo_sapiens_nuHg19_mtrCRS""",23560630,,,,,,,,,,,32.0,,28697422.0,1456765720.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-02-29 17:09:08.874928,79504.0,5.0
,,2016-02-29 17:31:49.872860,slurm_normal,1456767334.0,0.0,,1.0,main_w1_handler1,2616165.0,11973531,False,,3458,maf,6201880.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""partial_allowed""","""hg38""",23561034,,,,,,,,"[""hg38""]",,,32.0,,28697422.0,1456767330.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-02-29 17:35:40.812181,79504.0,4.0
,,2016-03-01 09:32:54.800553,slurm_normal,1456824796.0,0.0,,1.0,main_w2_handler0,2616165.0,11978619,False,,3458,maf,6209781.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""partial_allowed""","""hg38""",23561034,,,,,,,,"[""oan""]",,,32.0,,28697422.0,1456824787.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-03-01 09:33:19.739785,79504.0,9.0
,,2016-03-02 07:19:16.659860,slurm_normal,1456903206.0,0.0,,1.0,main_w1_handler0,2617430.0,11986739,False,,48739549,maf,6218473.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",23579650,,,,,,,,"[""cja""]",,,32.0,,28697422.0,1456903183.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-03-02 10:31:04.058942,79504.0,23.0
,,2016-03-01 13:30:44.052895,slurm_normal,1456839125.0,0.0,,1.0,main_w1_handler0,2616165.0,11980774,False,,3458,maf,6212370.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""partial_allowed""","""hg38""",23561034,,,,,,,,"[""oan""]",,,32.0,,28697422.0,1456839066.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-03-01 13:32:10.945066,79504.0,59.0
,,2016-03-02 07:22:05.616256,slurm_normal,1456903363.0,0.0,,1.0,main_w2_handler0,2617880.0,11986749,False,,48739549,maf,6218491.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",23579709,,,,,,,,"[""ggo""]",,,32.0,,28697422.0,1456903339.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-03-02 08:56:12.166314,79504.0,24.0
,,2016-03-02 13:47:35.116722,slurm_normal,1456926521.0,0.0,,1.0,main_w2_handler0,2618302.0,11994112,False,,48488445,maf,6222477.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",23604277,,,,,,,,"[""cja""]",,,32.0,,28749306.0,1456926477.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-03-02 15:03:16.836703,,44.0
,,2016-03-03 07:20:03.437174,slurm_normal,1456989672.0,0.0,,1.0,main_w1_handler0,2617966.0,12003597,False,,48488445,maf,6233141.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",23596870,,,,,,,,"[""oan""]",,,32.0,,28776951.0,1456989649.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-03-03 15:07:01.687495,79504.0,23.0
,,2016-09-12 13:54:38.090253,slurm_normal,1473689336.0,0.0,,1.0,main_w4_handler0,2741829.0,13831484,False,,6873515522,maf,8053398.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""partial_allowed""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a4497e1438b5901d'}]",,,,,,,"[""hg19"", ""panTro2""]",,,32.0,,31943513.0,1473688492.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-09-12 14:09:12.185943,24070.0,844.0
,,2016-06-29 14:21:18.221167,slurm_normal,1467210103.0,0.0,,1.0,main_w2_handler0,2753078.0,13287640,False,,112953,maf,7483574.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/gorGor3.len""","""partial_allowed""","""gorGor3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5858d877d9c178593'}]",,,,,,,"[""hg19"", ""panTro4"", ""gorGor3"", ""ponAbe2""]",,,32.0,,31169295.0,1467210098.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-06-29 14:21:58.207078,10438.0,5.0
,,2016-06-30 13:47:57.444351,slurm_normal,1467294500.0,0.0,,1.0,main_w2_handler1,2515435.0,13296603,False,,18233820,maf,7498295.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""partial_disallowed""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e0c3baabc78c4146'}]",,,,,,,"[""hg19"", ""mm9""]",,,32.0,,31199129.0,1467294489.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-06-30 13:48:26.555522,25151.0,11.0
,,2016-09-13 09:11:49.462125,slurm_normal,1473758138.0,0.0,,1.0,main_w3_handler0,2741829.0,13839739,False,,6873515522,maf,8062313.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""partial_disallowed""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a4497e1438b5901d'}]",,,,,,,"[""hg19"", ""panTro2""]",,,32.0,,32809959.0,1473757941.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-09-13 09:15:47.256694,24070.0,197.0
,,2016-07-02 10:25:01.599805,slurm_normal,1467455143.0,0.0,,1.0,main_w1_handler1,2755746.0,13312266,False,,9770090,maf,7514617.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fdc5a28494e4b4f7'}]",,,,,,,"[""hf_scaffolds"", ""SRR136493_in390_k31""]",,,32.0,,31234577.0,1467455139.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-07-02 10:25:52.031120,86876.0,4.0
,,2016-10-17 12:18:34.292384,slurm_normal,1476706746.0,0.0,,1.0,main_w4_handler0,2857582.0,14098017,False,,9604984,maf,8313256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""partial_allowed""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a23fa26290b18e2'}]",,,,,,,"[""hg19"", ""panTro4"", ""gorGor3"", ""ponAbe2"", ""calJac3"", ""otoGar3"", ""speTri2"", ""mm10"", ""rn5"", ""cavPor3"", ""oryCun2"", ""susScr3"", ""bosTau7"", ""equCab2"", ""canFam3"", ""musFur1"", ""myoLuc2"", ""loxAfr3"", ""dasNov3"", ""taeGut2"", ""ornAna1"", ""nomLeu3"", ""rheMac3"", ""oviAri3"", ""felCat5"", ""ailMel1"", ""monDom5"", ""sarHar1"", ""anaPla1"", ""galGal4"", ""melGal1"", ""pelSin1"", ""latCha1"", ""anoCar2"", ""xenTro7""]",,,32.0,,33755178.0,1476706741.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-10-17 12:23:33.133981,71113.0,5.0
,,2016-10-17 14:06:59.340831,slurm_normal,1476713253.0,0.0,,1.0,main_w4_handler1,2857629.0,14098761,False,,15030,maf,8313809.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""partial_allowed""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b589f197a72c9d5b34'}]",,,,,,,"[""hg19"", ""panTro4"", ""gorGor3"", ""ponAbe2"", ""nomLeu3"", ""rheMac3"", ""calJac3"", ""otoGar3"", ""speTri2"", ""mm10"", ""rn5"", ""cavPor3"", ""oryCun2"", ""susScr3"", ""bosTau7"", ""oviAri3"", ""equCab2"", ""felCat5"", ""canFam3"", ""musFur1"", ""ailMel1"", ""myoLuc2"", ""loxAfr3"", ""dasNov3"", ""ornAna1"", ""taeGut2""]",,,32.0,,33755828.0,1476713248.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-10-17 14:07:45.600019,,5.0
,,2016-10-17 15:09:16.632166,slurm_normal,1476716993.0,0.0,,1.0,main_w4_handler0,2857629.0,14099290,False,,15030,maf,8314257.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""partial_allowed""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c34267fa1469c522'}]",,,,,,,"[""hg19"", ""panTro4"", ""gorGor3"", ""ponAbe2"", ""nomLeu3"", ""rheMac3"", ""calJac3"", ""otoGar3"", ""speTri2"", ""mm10"", ""rn5"", ""cavPor3"", ""oryCun2"", ""susScr3"", ""bosTau7"", ""oviAri3"", ""equCab2"", ""felCat5"", ""canFam3"", ""musFur1"", ""ailMel1"", ""myoLuc2"", ""loxAfr3"", ""dasNov3"", ""ornAna1"", ""taeGut2""]",,,32.0,,33758580.0,1476716987.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-10-17 15:10:09.998815,71113.0,6.0
,,2016-10-17 15:42:16.515022,slurm_normal,1476719064.0,0.0,,1.0,main_w3_handler0,2857964.0,14099599,False,,15030,maf,8314549.roundup,slurm,,132112168.0,corral-repl,,"""47871876948011e6820a005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""partial_allowed""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5209052a018aeeb8d'}]",,,,,,,,,,32.0,,33758580.0,1476719060.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-10-17 15:44:45.388473,71113.0,4.0
,,2016-10-17 15:27:17.573063,slurm_normal,1476718120.0,0.0,,1.0,main_w3_handler0,2857944.0,14099472,False,,36778,maf,8314435.roundup,slurm,,132112168.0,corral-repl,,"""2f46d17c947e11e689e7005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""partial_allowed""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50edad6d41cfda7f3'}]",,,,,,,,,,32.0,,33758580.0,1476718117.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-10-17 15:29:52.848782,71113.0,3.0
,,2016-07-13 12:03:35.303656,slurm_normal,1468411563.0,0.0,,1.0,main_w1_handler0,2515435.0,13394641,False,,2599132575,maf,7606532.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""partial_disallowed""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53867af6209bc32ae'}]",,,,,,,"[""hg19"", ""mm9""]",,,32.0,,31414115.0,1468411456.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-07-13 12:06:25.204063,25151.0,107.0
,,2016-04-12 08:39:48.565253,slurm_normal,1460450436.0,0.0,,1.0,main_w2_handler0,2665414.0,12427644,False,,253879800,maf,6628208.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""partial_allowed""","""Arabidopsis_thaliana_TAIR10""",24268429,,,,,,,,"[""TAIR10_allchr"", ""Ler_PacBio_polished_assembly""]",,,32.0,,29544139.0,1460450427.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-04-12 08:40:41.552730,,9.0
13278423.0,len,2016-07-19 05:12:17.355882,slurm_normal,1468905179.0,0.0,,1.0,main_w1_handler1,2755746.0,13440558,False,,400993389,maf,7652247.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/016/442/dataset_16442726.dat""","""partial_allowed""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a2b1d9aaea1914a'}]",,,,,,,"[""hf_scaffolds""]",,,32.0,,31234577.0,1468905164.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-07-19 05:13:02.020509,86876.0,15.0
,,2016-06-14 15:39:55.166558,slurm_normal,1465918817.0,0.0,,1.0,main_w1_handler1,2704297.0,13160982,False,,11432,maf,7344976.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""partial_allowed""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aaccdf0ef60c156d'}]",,,,,,,"[""IV""]",,,32.0,,30828891.0,1465918806.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-06-14 15:40:20.808036,46626.0,11.0
,,2016-06-14 16:10:23.283520,slurm_normal,1465920642.0,0.0,,1.0,main_w2_handler0,2704297.0,13161271,False,,11432,maf,7345301.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""partial_allowed""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aaccdf0ef60c156d'}]",,,,,,,"[""IV"", ""read1""]",,,32.0,,30828891.0,1465920639.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-06-14 16:10:45.782742,46626.0,3.0
,,2016-08-05 17:00:36.057549,slurm_normal,1470416500.0,0.0,,1.0,main_w1_handler0,1740596.0,13602703,False,,513921297,maf,7814728.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_disallowed""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5104bd0c957249fcd'}]",,,,,,,"[""Mpolymorpha_320_v3"", ""scaffK71_filt200bp_closed""]",,,32.0,,31986799.0,1470416481.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-08-05 17:01:45.661656,43207.0,19.0
,,2016-08-05 17:00:02.147492,slurm_normal,1470416498.0,0.0,,1.0,main_w2_handler1,1740596.0,13602697,False,,513921297,maf,7814730.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5104bd0c957249fcd'}]",,,,,,,"[""Mpolymorpha_320_v3"", ""scaffK71_filt200bp_closed""]",,,32.0,,31986799.0,1470416483.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-08-05 17:01:46.925012,43207.0,15.0
,,2016-08-05 17:10:54.795133,slurm_normal,1470417100.0,0.0,,1.0,main_w1_handler0,1740596.0,13602740,False,,513921297,maf,7814773.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5104bd0c957249fcd'}]",,,,,,,"[""scaffK71_filt200bp_closed""]",,,32.0,,31986799.0,1470417091.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-08-05 17:11:44.245681,43207.0,9.0
,,2016-08-05 17:07:57.316456,slurm_normal,1470416919.0,0.0,,1.0,main_w2_handler1,1740596.0,13602731,False,,513921297,maf,7814762.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_disallowed""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5104bd0c957249fcd'}]",,,,,,,"[""Mpolymorpha_320_v3""]",,,32.0,,31986799.0,1470416908.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-08-05 17:08:42.009934,43207.0,11.0
,,2016-08-24 00:30:38.113785,slurm_normal,1471998651.0,0.0,,1.0,main_w4_handler0,2800375.0,13708511,False,,34008,maf,7924944.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f060bff2e5d1b30'}]",,,,,,,,,,32.0,,32484394.0,1471998647.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-08-24 00:30:53.574579,,4.0
,,2016-08-24 00:29:56.074033,slurm_normal,1471998639.0,0.0,,1.0,main_w4_handler1,2800375.0,13708510,False,,34008,maf,7924942.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f060bff2e5d1b30'}]",,,,,,,,,,32.0,,32484394.0,1471998632.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-08-24 00:30:42.114963,,7.0
,,2016-11-02 13:43:01.564606,slurm_normal,1478094381.0,0.0,,1.0,main_w4_handler0,2878192.0,14233125,False,,28222912,maf,8443011.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""partial_allowed""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a6060105bb4f846'}]",,,,,,,,,,32.0,,34044874.0,1478094370.0,ok,1023996.0,MAF_To_BED1,1.0.0,,2016-11-02 13:46:25.691851,,11.0
