chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.filter_type.__current_case__,parameters.filter_type.filter,parameters.filter_type.read_list_file.values,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.validation_stringency,processor_count,read_list_file,read_list_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-11-18 10:45:41.882369,slurm_normal,1479466765.0,0,1.0,main_w4_handler1,2897566,14375425,False,,2447359257,sam,8580964.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b513c23a9724a009e7'}]",,"""LENIENT""",32.0,,,,34325313,1479465947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 10:59:31.274793,80827,818.0
,,2016-11-18 10:45:40.494684,slurm_normal,1479466698.0,0,1.0,main_w3_handler0,2897566,14375422,False,,2074664757,sam,8580967.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae2782b44566e9c5'}]",,"""LENIENT""",32.0,,,,34325313,1479465950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 10:58:21.637431,80827,748.0
,,2016-11-18 10:45:42.262355,slurm_normal,1479467824.0,0,1.0,main_w3_handler0,2897566,14375426,False,,2993762785,sam,8581028.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50aacb318725260fd'}]",,"""LENIENT""",32.0,,,,34325313,1479466710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 11:17:06.166173,80827,1114.0
,,2016-11-18 10:45:41.490921,slurm_normal,1479466736.0,0,1.0,main_w3_handler0,2897566,14375424,False,,2506451910,sam,8580966.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9d51560d3af7c5f'}]",,"""LENIENT""",32.0,,,,34325313,1479465950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 10:58:59.794449,80827,786.0
,,2016-11-18 10:45:45.926223,slurm_normal,1479468288.0,0,1.0,main_w3_handler1,2897566,14375433,False,,2783425015,sam,8581115.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f89a7df389ee4b39'}]",,"""LENIENT""",32.0,,,,34325313,1479467269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 11:24:53.205171,80827,1019.0
,,2016-11-18 10:45:40.046371,slurm_normal,1479467221.0,0,1.0,main_w4_handler1,2897566,14375421,False,,1592986034,sam,8580963.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57cbc63eee95d9a7c'}]",,"""LENIENT""",32.0,,,,34325313,1479465969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 11:07:05.653478,80827,1252.0
,,2016-11-18 10:45:43.856430,slurm_normal,1479467246.0,0,1.0,main_w4_handler0,2897566,14375429,False,,2909251019,sam,8580965.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de777200f059c2ad'}]",,"""LENIENT""",32.0,,,,34325313,1479465948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 11:07:28.956217,80827,1298.0
,,2016-11-18 10:45:46.399290,slurm_normal,1479467303.0,0,1.0,main_w4_handler1,2897566,14375434,False,,1767987399,sam,8581053.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a93955cac690751'}]",,"""LENIENT""",32.0,,,,34325313,1479466778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 11:08:25.362156,80827,525.0
,,2016-11-18 10:45:42.610458,slurm_normal,1479468245.0,0,1.0,main_w3_handler0,2897566,14375427,False,,2535225312,sam,8581122.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d40a2c54238ab63'}]",,"""LENIENT""",32.0,,,,34325313,1479467308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 11:24:10.187941,80827,937.0
,,2016-11-18 10:45:44.311592,slurm_normal,1479468483.0,0,1.0,main_w3_handler0,2897566,14375430,False,,2592363166,sam,8581156.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bd952ce61fc5af57'}]",,"""LENIENT""",32.0,,,,34325313,1479467583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 11:28:07.886456,80827,900.0
,,2016-11-18 08:57:20.618276,slurm_normal,1479459549.0,0,1.0,main_w3_handler0,2719211,14374645,False,,45516485,sam,8580218.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d8aec3b8731e621'}]",,"""LENIENT""",32.0,,,,33607447,1479459443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 08:59:13.762478,82702,106.0
,,2016-11-18 08:54:45.522995,slurm_normal,1479459987.0,0,1.0,main_w4_handler0,2719211,14374569,False,,2310213264,bam,8580193.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7151c374d12b75a'}]",,"""LENIENT""",32.0,,,,33607447,1479459290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-18 09:06:30.431353,82702,697.0
,,2017-03-21 14:34:36.433893,slurm_normal,1490142563.0,0,1.0,main_w4_handler0,3009289,15354871,False,,29448430604,bam,9497679.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 28860095}]",,"""SILENT""",32.0,,,,36267974,1490131759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2017-03-22 00:29:51.621012,100856,10804.0
,,2016-11-20 01:10:52.820532,slurm_normal,1479606616.0,0,1.0,main_w3_handler1,2894235,14387721,False,,2812897265,bam,8593548.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5302e808e005a5ce4'}]",,"""LENIENT""",32.0,,,,34180475,1479604258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-20 01:50:18.561114,60196,2358.0
,,2016-11-20 01:10:52.367983,slurm_normal,1479606630.0,0,1.0,main_w3_handler0,2894235,14387720,False,,2525819853,bam,8593547.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,includeAligned,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56752f84efd736943'}]",,"""LENIENT""",32.0,,,,34180475,1479604255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-20 01:50:32.157179,60196,2375.0
,,2017-03-21 18:45:39.214439,slurm_normal,1490134623.0,0,1.0,main_w4_handler0,3016558,15358066,False,,57229333491,sam,9497244.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 28858796}]",,"""SILENT""",32.0,,,,36751128,1490128734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2017-03-21 22:17:15.535075,101225,5889.0
,,2017-01-16 03:26:20.903308,slurm_normal,1484538143.0,0,1.0,main_w3_handler1,2883255,14774506,False,,3580714805,bam,8937096.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 27151969}]",,"""LENIENT""",32.0,,,,35285265,1484537183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2017-01-16 03:42:25.952743,31180,960.0
,,2016-11-22 22:49:53.411952,slurm_normal,1479869958.0,0,1.0,main_w4_handler0,2888732,14409481,False,,3232305522,bam,8614892.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,includeAligned,,,"[{'src': 'hda', 'id': 27374330}]",,"""LENIENT""",32.0,,,,34401509,1479865448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-23 02:59:21.443312,60196,4510.0
,,2016-11-22 22:49:55.117375,slurm_normal,1479875584.0,0,1.0,main_w4_handler1,2888732,14409484,False,,3141124154,bam,8615248.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,includeAligned,,,"[{'src': 'hda', 'id': 27374404}]",,"""LENIENT""",32.0,,,,34401509,1479870496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-23 04:33:06.894484,60196,5088.0
,,2016-11-22 22:49:53.967258,slurm_normal,1479875180.0,0,1.0,main_w3_handler0,2888732,14409482,False,,3858368835,bam,8615105.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,includeAligned,,,"[{'src': 'hda', 'id': 27374332}]",,"""LENIENT""",32.0,,,,34401509,1479868760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-23 04:26:23.327614,60196,6420.0
,,2016-11-22 22:49:54.660673,slurm_normal,1479879815.0,0,1.0,main_w4_handler0,2888732,14409483,False,,3837206853,bam,8615445.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,includeAligned,,,"[{'src': 'hda', 'id': 27374345}]",,"""LENIENT""",32.0,,,,34401509,1479873411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-23 05:43:38.660349,60196,6404.0
38.0,len,2016-11-23 12:23:16.198536,slurm_normal,1479904155.0,0,1.0,main_w4_handler0,2834956,14413614,False,,1076344915,sam,8618391.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/017/954/dataset_17954637.dat""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 26644604}]",,"""STRICT""",32.0,,,,32842432,1479903801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-23 12:29:19.361875,85419,354.0
38.0,len,2016-11-23 12:23:35.023180,slurm_normal,1479904290.0,0,1.0,main_w4_handler0,2834956,14413615,False,,1076344915,sam,8618394.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/017/954/dataset_17954637.dat""","""?""",1,excludeAligned,,,"[{'src': 'hda', 'id': 26644604}]",,"""STRICT""",32.0,,,,32842432,1479903819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-11-23 12:31:33.068878,85419,471.0
,,2017-01-16 15:29:54.010019,slurm_normal,1484580928.0,0,1.0,main_w3_handler0,2947936,14779426,False,,359598460,bam,8941462.roundup,slurm,,132111800.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""",0,includeAligned,,,"[{'src': 'hda', 'id': 27836930}]",,"""LENIENT""",32.0,,,,35170344,1484580598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2017-01-16 15:35:31.551772,17286,330.0
,,2016-12-02 15:35:14.432275,slurm_normal,1480694543.0,0,1.0,main_w4_handler1,2912949,14474115,False,,1056910468,bam,8667206.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",3,excludeReadList,"[{'src': 'hda', 'id': 27458640}]",,"[{'src': 'hda', 'id': 27475990}]",,"""LENIENT""",32.0,78345582.0,tabular,,34545913,1480692922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-12-02 16:02:25.833646,96069,1621.0
,,2017-03-22 08:14:33.677437,slurm_normal,1490176684.0,0,1.0,main_w3_handler0,3040068,15362738,False,,26116549908,bam,9501727.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 28866471}]",,"""SILENT""",32.0,,,,36447917,1490170477.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2017-03-22 09:58:07.998007,99676,6207.0
,,2016-12-02 15:17:19.948501,slurm_normal,1480692739.0,0,1.0,main_w4_handler0,2912949,14473912,False,,1056910468,bam,8667054.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",3,excludeReadList,"[{'src': 'hda', 'id': 27458640}]",,"[{'src': 'hda', 'id': 27475990}]",,"""STRICT""",32.0,78345582.0,tabular,,34545913,1480691844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-12-02 15:32:23.715822,96069,895.0
,,2016-12-02 15:35:36.830284,slurm_normal,1480695943.0,0,1.0,main_w3_handler1,2912949,14474120,False,,1065292221,bam,8667371.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",3,excludeReadList,"[{'src': 'hda', 'id': 27458640}]",,"[{'src': 'hda', 'id': 27476581}]",,"""STRICT""",32.0,78345582.0,tabular,,34545913,1480694577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-12-02 16:25:51.356363,96069,1366.0
56.0,len,2016-12-03 13:00:11.686929,slurm_normal,1480770028.0,0,1.0,main_w4_handler0,2878234,14478563,False,,18025706,bam,8671588.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/017/715/dataset_17715485.dat""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 27483507}]",,"""LENIENT""",32.0,,,,34624748,1480770015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-12-03 13:00:29.593729,67979,13.0
56.0,len,2016-12-03 13:00:25.478886,slurm_normal,1480770047.0,0,1.0,main_w3_handler0,2878234,14478564,False,,17686473,bam,8671591.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/017/715/dataset_17715485.dat""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 27483509}]",,"""LENIENT""",32.0,,,,34624748,1480770033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-12-03 13:00:54.030187,67979,14.0
56.0,len,2016-12-03 13:47:07.348293,slurm_normal,1480772842.0,0,1.0,main_w3_handler1,2878234,14478828,False,,17453496,bam,8671794.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/017/715/dataset_17715485.dat""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 27484550}]",,"""LENIENT""",32.0,,,,34624748,1480772831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-12-03 13:47:24.957431,67979,11.0
56.0,len,2016-12-03 13:47:21.679010,slurm_normal,1480772865.0,0,1.0,main_w3_handler1,2878234,14478838,False,,17410652,bam,8671798.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/017/715/dataset_17715485.dat""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 27484551}]",,"""LENIENT""",32.0,,,,34624748,1480772846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2016-12-03 13:47:46.979984,67979,19.0
,,2017-03-22 11:33:33.003892,slurm_normal,1490187357.0,0,1.0,main_w4_handler1,3028136,15364927,False,,22693210755,bam,9503802.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 28854682}]",,"""SILENT""",32.0,,,,36773410,1490182416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2017-03-22 12:56:00.436155,101578,4941.0
,,2017-02-23 11:23:10.783232,slurm_normal,1487858684.0,0,1.0,main_w3_handler1,2996174,15117202,False,,33245787345,bam,9271566.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,includeAligned,,,"[{'src': 'hda', 'id': 28475317}]",,"""SILENT""",32.0,,,,36174048,1487848994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FilterSamReads/1.136.0,1.136.0,,2017-02-23 14:04:46.039578,99676,9690.0
