create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.c_and_o_argument_repeat,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.header,parameters.input.values,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-05 11:11:54.285954,slurm_normal,1520248331.0,0,7680.0,1.0,main_w3_handler1,3386199,18608614,False,,1963179,bed,12703983,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","""false""","[{'src': 'hda', 'id': 34213398}]","""""",32.0,,42540200,1520248326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 11:12:14.071452,68782.0,5.0
2018-03-05 11:11:55.070547,slurm_normal,1520248332.0,0,7680.0,1.0,main_w3_handler0,3386199,18608619,False,,1970590,bed,12703985,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","""false""","[{'src': 'hda', 'id': 34213567}]","""""",32.0,,42540200,1520248327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 11:12:14.931078,68782.0,5.0
2018-03-05 11:11:54.622486,slurm_normal,1520248344.0,0,7680.0,1.0,main_w3_handler1,3386199,18608616,False,,2141606,bed,12703990,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","""false""","[{'src': 'hda', 'id': 34213404}]","""""",32.0,,42540200,1520248339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 11:12:26.657489,68782.0,5.0
2018-03-05 11:11:54.786121,slurm_normal,1520248354.0,0,7680.0,1.0,main_w3_handler1,3386199,18608618,False,,1747603,bed,12703991,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","""false""","[{'src': 'hda', 'id': 34213566}]","""""",32.0,,42540200,1520248344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 11:12:37.286344,68782.0,10.0
2018-03-05 11:11:54.448919,slurm_normal,1520248344.0,0,7680.0,1.0,main_w3_handler1,3386199,18608615,False,,1767896,bed,12703989,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","""false""","[{'src': 'hda', 'id': 34213401}]","""""",32.0,,42540200,1520248339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 11:12:26.468861,68782.0,5.0
2018-03-05 11:11:54.080708,slurm_normal,1520248327.0,0,7680.0,1.0,main_w3_handler0,3386199,18608613,False,,1740192,bed,12703979,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","""false""","[{'src': 'hda', 'id': 34213397}]","""""",32.0,,42540200,1520248323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 11:12:09.771958,68782.0,4.0
2018-03-05 11:11:55.396986,slurm_normal,1520248331.0,0,7680.0,1.0,main_w4_handler0,3386199,18608621,False,,1876205,bed,12703982,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","""false""","[{'src': 'hda', 'id': 34213569}]","""""",32.0,,42540200,1520248326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 11:12:13.999429,68782.0,5.0
2018-03-05 11:11:55.230796,slurm_normal,1520248333.0,0,7680.0,1.0,main_w3_handler0,3386199,18608620,False,,1850045,bed,12703986,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""0""","""false""","[{'src': 'hda', 'id': 34213568}]","""""",32.0,,42540200,1520248327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 11:12:16.463169,68782.0,6.0
2018-03-05 16:07:55.165141,slurm_normal,1520267790.0,0,7680.0,1.0,main_w3_handler0,3437338,18612219,False,,2370162414,bed,12708262,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","""false""","[{'src': 'hda', 'id': 34219298}]","""""",32.0,,44296824,1520267576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 16:36:33.321232,21426.0,214.0
2018-03-05 16:07:55.759513,slurm_normal,1520267755.0,0,7680.0,1.0,main_w4_handler1,3437338,18612221,False,,2295236720,bed,12708267,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""0""","""false""","[{'src': 'hda', 'id': 34219300}]","""""",32.0,,44296824,1520267582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 16:35:56.105369,21426.0,173.0
2018-03-05 16:49:37.991186,slurm_normal,1520268590.0,0,7680.0,1.0,main_w3_handler0,3444140,18612648,False,,3389173,bed,12708440,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""5000""","""true""","[{'src': 'hda', 'id': 34220061}]","""""",32.0,,43544642,1520268585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-05 16:49:52.122362,54622.0,5.0
2018-03-06 01:05:36.727575,slurm_normal,1520298348.0,0,7680.0,1.0,main_w3_handler0,3438213,18617209,False,,61907,bed,12713329,slurm,,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""100""","""false""","[{'src': 'hda', 'id': 34228273}]","""""",32.0,,44080234,1520298345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.27.0.0,2.27.0.0,,2018-03-06 01:05:52.548186,,3.0
