create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.col1,parameters.col1.__class__,parameters.col1.value,parameters.col2,parameters.col2.__class__,parameters.col2.value,parameters.dbkey,parameters.input,parameters.input_chromCol,parameters.input_column_types,parameters.input_columns,parameters.input_dbkey,parameters.input_endCol,parameters.input_nameCol,parameters.input_startCol,parameters.input_strandCol,parameters.title,parameters.xlab,parameters.ylab,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-02-17 20:55:23.439537,slurm_normal_16gb,1452743598.0,0.0,1.0,main_w2_handler0,1806314.0,6534474,False,,1893,tabular,5764579.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy/data/chrom/dm2.len""","""1""",,,"""5""",,,"""dm2""",14602839,,,,,,,,,"""Scatterplot""","""V1""","""V2""",32.0,,13393105.0,1452743585.0,ok,1023996.0,scatterplot_rpy,1.0.0,,2016-01-14 03:54:07.497918,45260.0,13.0
2014-02-17 20:58:37.540045,slurm_normal_16gb,1452744935.0,0.0,1.0,main_w2_handler0,1806314.0,6534665,False,,1893,tabular,5765418.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy/data/chrom/dm2.len""","""5""",,,"""1""",,,"""dm2""",14602374,,,,,,,,,"""Scatterplot""","""V1""","""V2""",32.0,,13393105.0,1452744928.0,ok,1023996.0,scatterplot_rpy,1.0.0,,2016-01-14 04:15:40.736864,45260.0,7.0
