chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__index__,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_dbkey,parameters.input1_species,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-16 12:27:18.996753,slurm_normal,1458131988.0,0.0,,1.0,main_w2_handler1,2573240,12153634,False,,28574452,maf,6370632.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23864640,,,,32.0,,27724073.0,1458131734.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-03-16 12:39:50.636185,14117.0,254.0
,,2016-03-03 16:02:13.366704,slurm_normal,1457020987.0,0.0,,1.0,main_w2_handler1,2619798,12009139,False,,1362644,maf,6238707.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23648906,,,,32.0,,27726291.0,1457020976.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-03-03 16:03:10.024867,,11.0
,,2016-05-10 05:17:33.075379,slurm_normal,1462857490.0,0.0,,1.0,main_w2_handler1,2700227,12840337,False,,42294,maf,7041166.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c130138a7fd7e262'}]",,,32.0,,30123299.0,1462857486.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-05-10 05:18:12.390681,,4.0
,,2016-05-10 09:52:53.396655,slurm_normal,1462874018.0,0.0,,1.0,main_w2_handler0,2700336,12843151,False,,846018,maf,7043566.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ce4ee69ac6fa5c5'}]",,,32.0,,30124179.0,1462874014.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-05-10 09:53:40.702634,,4.0
,,2016-06-29 14:32:13.262398,slurm_normal,1467210762.0,0.0,,1.0,main_w1_handler1,2753078,13287733,False,,75520,maf,7483670.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a2b21cb2a019698'}]",,,32.0,,31169295.0,1467210747.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-06-29 14:32:43.754071,10438.0,15.0
,,2016-06-30 13:46:52.494913,slurm_normal,1467294428.0,0.0,,1.0,main_w1_handler1,2515435,13296584,False,,18233820,maf,7498282.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e0c3baabc78c4146'}]",,,32.0,,31199129.0,1467294421.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-06-30 13:47:10.132110,25151.0,7.0
,,2016-03-19 01:38:06.737187,slurm_normal,1458351562.0,0.0,,1.0,main_w1_handler0,2639053,12188472,False,,22754,maf,6402707.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23919759,,,,32.0,,29068638.0,1458351556.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-03-19 01:39:25.319504,80989.0,6.0
,,2016-03-19 01:38:07.417242,slurm_normal,1458351565.0,0.0,,1.0,main_w1_handler0,2639053,12188474,False,,3728684,maf,6402708.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23919760,,,,32.0,,29068638.0,1458351560.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-03-19 01:39:27.522613,80989.0,5.0
,,2016-07-01 17:39:09.567383,slurm_normal,1467394779.0,0.0,,1.0,main_w1_handler1,2384438,13307477,False,,14010405,maf,7509374.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5812bd3e1a579b6bb'}]",,,32.0,,30612145.0,1467394773.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-07-01 17:39:41.066150,66645.0,6.0
,,2016-05-16 11:01:38.624776,slurm_normal,1463396536.0,0.0,,1.0,main_w1_handler0,2582084,12907656,False,,30695,maf,7101729.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eefd41fb12db0c4f'}]",,,32.0,,30259598.0,1463396530.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-05-16 11:02:17.766610,76503.0,6.0
,,2016-07-05 15:43:35.964275,slurm_normal,1467733454.0,0.0,,1.0,main_w2_handler1,2384438,13335782,False,,13935161,maf,7543646.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa048d2935bb7fae'}]",,,32.0,,30612145.0,1467733448.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-07-05 15:44:16.936770,66645.0,6.0
,,2016-07-06 04:48:45.617868,slurm_normal,1467780575.0,0.0,,1.0,main_w1_handler0,2748578,13341200,False,,30192211,maf,7549690.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d361e6e63030d87'}]",,,32.0,,31055016.0,1467780568.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-07-06 04:49:38.106837,,7.0
,,2016-05-19 01:56:16.617209,slurm_normal,1463624692.0,0.0,,1.0,main_w1_handler0,2709600,12935338,False,,75063144,maf,7129878.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e330bd30cb9c4df'}]",,,32.0,,30298691.0,1463624668.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-05-19 02:24:55.028239,,24.0
,,2016-05-19 04:29:10.715468,slurm_normal,1463633853.0,0.0,,1.0,main_w1_handler1,2709600,12936157,False,,75063144,maf,7130886.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e330bd30cb9c4df'}]",,,32.0,,30298691.0,1463633815.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-05-19 04:57:35.375713,,38.0
,,2016-04-09 18:32:48.517742,slurm_normal,1460226792.0,0.0,,1.0,main_w1_handler2,2643498,12402306,False,,165650,maf,6601979.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24232437,,,,32.0,,29153491.0,1460226787.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-04-09 18:33:15.241777,,5.0
,,2016-05-27 05:31:33.160243,slurm_normal,1464327167.0,0.0,,1.0,main_w2_handler1,2719497,12998411,False,,232171,maf,7185574.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5af13a3d29112ad03'}]",,,32.0,,30278805.0,1464327162.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-05-27 05:32:50.958311,84572.0,5.0
,,2016-05-27 05:37:24.280941,slurm_normal,1464327505.0,0.0,,1.0,main_w2_handler1,2719519,12998541,False,,411102,maf,7185659.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be3d880e14ac46b0'}]",,,32.0,,30449583.0,1464327499.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-05-27 05:38:27.744471,84778.0,6.0
,,2016-05-27 05:57:26.657420,slurm_normal,1464328699.0,0.0,,1.0,main_w2_handler0,2323295,12998712,False,,3504161,maf,7185817.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f40cbccc064b9a1'}]",,,32.0,,30449703.0,1464328695.0,ok,1023996.0,CONVERTER_maf_to_interval_0,1.0.2,,2016-05-27 05:58:21.995556,63977.0,4.0
