create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cols,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-07 19:01:22.044616,slurm_normal,1465326197.0,0,1.0,main_w1_handler0,2729800,13100148,False,,0,bed,7285027.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56080bf9aa565d888'}]",32.0,,30681471,1465326148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.22.0,2.22.0,,2016-06-07 19:03:21.488377,85461,49.0
