chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.deviations,parameters.histWidth,parameters.input_file,parameters.input_file.values,parameters.input_file|__identifier__,parameters.malevel,parameters.minPct,parameters.out_prefix,parameters.tailLimit,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-14 16:44:38.374515,rodeo_normal,1426352838.0,0,1.0,main_w1_handler1,2237401,8948698,False,,18991389,bam,3167460.roundup,slurm,,132112168.0,corral-repl,,"""4608a588ca6911e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""10.0""","""0""",18857907,,,"""ALL_READS""","""0.05""","""Insertion size metrics""",,32.0,,21199985.0,1426352755.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-14 17:07:20.097860,58185.0,83.0
,,2015-03-14 16:44:13.444799,rodeo_normal,1426351752.0,0,1.0,main_w2_handler1,2237401,8948682,False,,18423273,bam,3167341.roundup,slurm,,132112168.0,corral-repl,,"""4608a588ca6911e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10.0""","""0""",18857888,,,"""ALL_READS""","""0.05""","""Insertion size metrics""",,32.0,,21199985.0,1426351729.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-14 16:49:25.037863,58185.0,23.0
,,2015-03-15 16:55:30.451419,rodeo_normal,1426438794.0,0,1.0,main_w1_handler1,2237880,8952176,False,,18424189,bam,3173209.roundup,slurm,,132112168.0,corral-repl,,"""0ed23afecb3411e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10.0""","""0""",18863038,,,"""ALL_READS""","""0.05""","""Insertion size metrics""",,32.0,,21199985.0,1426438785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-15 16:59:55.974465,58185.0,9.0
,,2015-03-15 16:57:28.616994,rodeo_normal,1426439641.0,0,1.0,main_w2_handler1,2237882,8952225,False,,69279189,bam,3173313.roundup,slurm,,132112168.0,corral-repl,,"""55b3ba38cb3411e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10.0""","""0""",18863115,,,"""ALL_READS""","""0.05""","""Insertion size metrics""",,32.0,,21199985.0,1426439626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-15 17:14:04.333662,58185.0,15.0
,,2015-03-15 16:56:33.211323,rodeo_normal,1426438833.0,0,1.0,main_w2_handler0,2237881,8952200,False,,18260316,bam,3173223.roundup,slurm,,132112168.0,corral-repl,,"""35c10cb2cb3411e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10.0""","""0""",18863076,,,"""ALL_READS""","""0.05""","""Insertion size metrics""",,32.0,,21199985.0,1426438823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-15 17:00:36.337979,58185.0,10.0
,,2015-03-15 16:34:04.389105,rodeo_normal,1426437537.0,0,1.0,main_w1_handler0,2237865,8951887,False,,18424189,bam,3173060.roundup,slurm,,132112168.0,corral-repl,,"""14c3eb7ccb3111e4b3da005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10.0""","""0""",18862594,,,"""ALL_READS""","""0.05""","""Insertion size metrics""",,32.0,,21199985.0,1426437527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-15 16:39:00.068009,58185.0,10.0
,,2015-03-15 16:58:08.276399,rodeo_normal,1426441194.0,0,1.0,main_w1_handler0,2237882,8952240,False,,70645787,bam,3173465.roundup,slurm,,132112168.0,corral-repl,,"""55b3ba38cb3411e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""10.0""","""0""",18863133,,,"""ALL_READS""","""0.05""","""Insertion size metrics""",,32.0,,21199985.0,1426441184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-15 17:39:55.062749,58185.0,10.0
,,2015-03-15 16:56:10.586692,rodeo_normal,1426440084.0,0,1.0,main_w1_handler1,2237880,8952191,False,,18989030,bam,3173376.roundup,slurm,,132112168.0,corral-repl,,"""0ed23afecb3411e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""10.0""","""0""",18863056,,,"""ALL_READS""","""0.05""","""Insertion size metrics""",,32.0,,21199985.0,1426440075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-15 17:21:26.685755,58185.0,9.0
,,2015-03-15 16:57:07.891140,rodeo_normal,1426440112.0,0,1.0,main_w1_handler0,2237881,8952216,False,,19050265,bam,3173382.roundup,slurm,,132112168.0,corral-repl,,"""35c10cb2cb3411e4ad10005056a52a46""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""10.0""","""0""",18863095,,,"""ALL_READS""","""0.05""","""Insertion size metrics""",,32.0,,21199985.0,1426440104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-15 17:21:53.431568,58185.0,8.0
,,2015-03-15 22:57:24.278123,rodeo_normal,1426460295.0,0,1.0,main_w1_handler0,2237399,8953733,False,,1012671513,bam,3176165.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/pseuAeru.len""","""pseuAeru""","""10.0""","""0""",18859761,,,"[""ALL_READS""]","""0.05""","""Insertion size metrics""",,32.0,,21819376.0,1426460260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardInsertSize/1.56.0,1.56.0,,2015-03-15 22:58:16.177414,46666.0,35.0
