chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.program.__current_case__,parameters.program.gqs,parameters.program.rs_reactivity.__current_case__,parameters.program.rs_reactivity.intercept,parameters.program.rs_reactivity.reactivity_file,parameters.program.rs_reactivity.reactivity_file.values,parameters.program.rs_reactivity.slope,parameters.program.rs_reactivity.type,parameters.program.vp_reactivity.__current_case__,parameters.program.vp_reactivity.reactivity_file,parameters.program.vp_reactivity.reactivity_file.values,parameters.program.vp_reactivity.threshold_high,parameters.program.vp_reactivity.threshold_low,parameters.program.vp_reactivity.type,parameters.program.wh,parameters.reference_file,parameters.reference_file.values,parameters.rna_list,parameters.rna_list.values,parameters.rna_list|__identifier__,parameters.temperature,processor_count,program|reactivity_file,program|reactivity_file_filetype,reactivity_file,reactivity_file_filetype,reference_file,reference_file_filetype,rna_list,rna_list_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-07 02:54:43.968461,slurm_normal,1515293692.0,0,,1.0,main_w4_handler1,3375361,17963779,False,,12040454,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,0.0,,,,,silico,,,,,,,rs,,"[{'src': 'hda', 'id': 33201511}]",,"[{'src': 'hda', 'id': 33201511}]",,"""310.15""",32.0,,,,,100,fasta,100,fasta,,43017829,1515293687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2018-01-07 02:54:54.221584,119112.0,5.0
,,2018-01-06 07:33:46.895521,slurm_normal,1515224041.0,0,,1.0,main_w4_handler1,3382330,17961194,False,,12037839,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,true,,,,,,,0.0,,,,,silico,vp,,"[{'src': 'hda', 'id': 33197249}]",,"[{'src': 'hda', 'id': 33197346}]",,"""310.15""",32.0,,,,,320746578,fasta,1680,txt,,42968047,1515224030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2018-01-06 07:34:03.664200,119334.0,11.0
,,2018-01-06 07:35:04.041644,slurm_normal,1515224117.0,0,,1.0,main_w3_handler0,3382330,17961207,False,,12037852,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,true,,,,,,,0.0,,,,,silico,vp,,"[{'src': 'hda', 'id': 33197249}]",,"[{'src': 'hda', 'id': 33197360}]",,"""310.15""",32.0,,,,,320746578,fasta,1568,txt,,42968047,1515224107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2018-01-06 07:35:18.663417,119334.0,10.0
,,2018-01-06 07:46:37.425412,slurm_normal,1515224811.0,0,,1.0,main_w4_handler0,3382330,17961260,False,,12037893,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,true,,,,,,,0.0,,,,,silico,vp,,"[{'src': 'hda', 'id': 33197249}]",,"[{'src': 'hda', 'id': 33197413}]",,"""310.15""",32.0,,,,,320746578,fasta,52124,tabular,,42968047,1515224800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2018-01-06 07:46:53.729988,119334.0,11.0
,,2018-01-06 07:51:29.751932,slurm_normal,1515225103.0,0,,1.0,main_w4_handler1,3382330,17961270,False,,12037902,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,true,,,,,,,0.0,,,,,silico,vp,,"[{'src': 'hda', 'id': 33197249}]",,"[{'src': 'hda', 'id': 33197424}]",,"""310.15""",32.0,,,,,320746578,fasta,864,txt,,42968047,1515225093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2018-01-06 07:51:44.608096,119334.0,10.0
,,2018-01-06 08:25:55.667772,slurm_normal,1515227167.0,0,,1.0,main_w4_handler0,3382330,17961408,False,,12037981,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,true,,,,,,,0.0,,,,,silico,vp,,"[{'src': 'hda', 'id': 33197653}]",,"[{'src': 'hda', 'id': 33197659}]",,"""310.15""",32.0,,,,,211328830,fasta,981,txt,,42968047,1515227159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2018-01-06 08:26:08.010125,119334.0,8.0
,,2018-01-07 02:57:42.118945,slurm_normal,1515293869.0,0,,1.0,main_w4_handler0,3375361,17963783,False,,12040458,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,1.0,-0.6,,"[{'src': 'hda', 'id': 33201526}]",1.8,restraint,,,,,,,rs,,"[{'src': 'hda', 'id': 33201526}]",,"[{'src': 'hda', 'id': 33201526}]",,"""310.15""",32.0,100.0,fasta,,,100,fasta,100,fasta,,43017829,1515293864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2018-01-07 02:57:50.850426,119112.0,5.0
,,2018-01-07 02:46:07.126703,slurm_normal,1515293177.0,0,,1.0,main_w3_handler1,3375361,17963770,False,,12040448,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,0.0,,,,,silico,,,,,,,rs,,"[{'src': 'hda', 'id': 33201455}]",,"[{'src': 'hda', 'id': 33201455}]",,"""310.15""",32.0,,,,,6280294,fasta,6280294,fasta,,43017829,1515293171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2018-01-07 02:46:18.918254,119112.0,6.0
,,2018-01-07 02:49:26.231201,slurm_normal,1515293374.0,0,,1.0,main_w3_handler0,3375361,17963773,False,,12040451,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,0.0,,,,,silico,,,,,,,rs,,"[{'src': 'hda', 'id': 33201455}]",,"[{'src': 'hda', 'id': 33201505}]",,"""310.15""",32.0,,,,,6280294,fasta,95,txt,,43017829,1515293369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2018-01-07 02:49:35.523184,119112.0,5.0
,,2017-11-09 11:42:27.803577,slurm_normal,1510227782.0,0,,1.0,main_w3_handler1,3299510,17395174,False,,11457077,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,0.0,,,,,silico,,,,,,,rs,,"[{'src': 'hda', 'id': 32174749}]",,"[{'src': 'hda', 'id': 32188913}]",,"""310.15""",32.0,,,,,1180448258,fasta,35536,tabular,,41717281,1510227758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2017-11-09 11:43:06.445328,89476.0,24.0
,,2017-11-09 13:38:49.173792,slurm_normal,1510234742.0,0,,1.0,main_w3_handler1,3304341,17396406,False,,11458435,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,0.0,,,,,silico,,,,,,,rs,,"[{'src': 'hda', 'id': 32193808}]",,"[{'src': 'hda', 'id': 32193808}]",,"""310.15""",32.0,,,,,634,fasta,634,fasta,,41618274,1510234736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2017-11-09 13:39:04.239578,,6.0
,,2017-11-13 20:19:09.378808,slurm_normal,1510604364.0,0,,1.0,main_w3_handler1,3172271,17441986,False,,11500625,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,0.0,,,,,silico,,,,,,,rs,,"[{'src': 'hda', 'id': 30375317}]",,"[{'src': 'hda', 'id': 30519991}]",,"""310.15""",32.0,,,,,2548353,fasta,0,tabular,,41965210,1510604359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2017-11-13 20:19:26.931774,107499.0,5.0
,,2017-11-29 12:14:47.659069,slurm_normal,1511957699.0,0,,1.0,main_w3_handler0,3337018,17634540,False,,11694761,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,0.0,,,,,silico,,,,,,,rs,,"[{'src': 'hda', 'id': 32497695}]",,"[{'src': 'hda', 'id': 32610211}]",,"""310.15""",32.0,,,,,4708035,fasta,437482,fastqsanger,,42303353,1511957693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2017-11-29 12:15:01.500619,115526.0,6.0
,,2017-11-29 16:39:46.755425,slurm_normal,1511973611.0,0,,1.0,main_w3_handler1,3342926,17640160,False,,11699829,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,0.0,,,,,silico,,,,,,,rs,,"[{'src': 'hda', 'id': 32624243}]",,"[{'src': 'hda', 'id': 32624243}]",,"""310.15""",32.0,,,,,3066,fasta,3066,fasta,,41605093,1511973604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,1.0,,2017-11-29 16:40:13.576284,114702.0,7.0
