chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile10,inputFile100,inputFile100_filetype,inputFile10_filetype,inputFile11,inputFile11_filetype,inputFile12,inputFile12_filetype,inputFile13,inputFile13_filetype,inputFile14,inputFile14_filetype,inputFile15,inputFile15_filetype,inputFile16,inputFile16_filetype,inputFile17,inputFile17_filetype,inputFile18,inputFile18_filetype,inputFile19,inputFile19_filetype,inputFile1_filetype,inputFile2,inputFile20,inputFile20_filetype,inputFile21,inputFile21_filetype,inputFile22,inputFile22_filetype,inputFile23,inputFile23_filetype,inputFile24,inputFile24_filetype,inputFile25,inputFile25_filetype,inputFile26,inputFile26_filetype,inputFile27,inputFile27_filetype,inputFile28,inputFile28_filetype,inputFile29,inputFile29_filetype,inputFile2_filetype,inputFile3,inputFile30,inputFile30_filetype,inputFile31,inputFile31_filetype,inputFile32,inputFile32_filetype,inputFile33,inputFile33_filetype,inputFile34,inputFile34_filetype,inputFile35,inputFile35_filetype,inputFile36,inputFile36_filetype,inputFile37,inputFile37_filetype,inputFile38,inputFile38_filetype,inputFile39,inputFile39_filetype,inputFile3_filetype,inputFile4,inputFile40,inputFile40_filetype,inputFile41,inputFile41_filetype,inputFile42,inputFile42_filetype,inputFile43,inputFile43_filetype,inputFile44,inputFile44_filetype,inputFile45,inputFile45_filetype,inputFile46,inputFile46_filetype,inputFile47,inputFile47_filetype,inputFile48,inputFile48_filetype,inputFile49,inputFile49_filetype,inputFile4_filetype,inputFile5,inputFile50,inputFile50_filetype,inputFile51,inputFile51_filetype,inputFile52,inputFile52_filetype,inputFile53,inputFile53_filetype,inputFile54,inputFile54_filetype,inputFile55,inputFile55_filetype,inputFile56,inputFile56_filetype,inputFile57,inputFile57_filetype,inputFile58,inputFile58_filetype,inputFile59,inputFile59_filetype,inputFile5_filetype,inputFile6,inputFile60,inputFile60_filetype,inputFile61,inputFile61_filetype,inputFile62,inputFile62_filetype,inputFile63,inputFile63_filetype,inputFile64,inputFile64_filetype,inputFile65,inputFile65_filetype,inputFile66,inputFile66_filetype,inputFile67,inputFile67_filetype,inputFile68,inputFile68_filetype,inputFile69,inputFile69_filetype,inputFile6_filetype,inputFile7,inputFile70,inputFile70_filetype,inputFile71,inputFile71_filetype,inputFile72,inputFile72_filetype,inputFile73,inputFile73_filetype,inputFile74,inputFile74_filetype,inputFile75,inputFile75_filetype,inputFile76,inputFile76_filetype,inputFile77,inputFile77_filetype,inputFile78,inputFile78_filetype,inputFile79,inputFile79_filetype,inputFile7_filetype,inputFile8,inputFile80,inputFile80_filetype,inputFile81,inputFile81_filetype,inputFile82,inputFile82_filetype,inputFile83,inputFile83_filetype,inputFile84,inputFile84_filetype,inputFile85,inputFile85_filetype,inputFile86,inputFile86_filetype,inputFile87,inputFile87_filetype,inputFile88,inputFile88_filetype,inputFile89,inputFile89_filetype,inputFile8_filetype,inputFile9,inputFile90,inputFile90_filetype,inputFile91,inputFile91_filetype,inputFile92,inputFile92_filetype,inputFile93,inputFile93_filetype,inputFile94,inputFile94_filetype,inputFile95,inputFile95_filetype,inputFile96,inputFile96_filetype,inputFile97,inputFile97_filetype,inputFile98,inputFile98_filetype,inputFile99,inputFile99_filetype,inputFile9_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.assume_sorted,parameters.chromInfo,parameters.comments,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.merge_sequence_dictionaries,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-07-13 19:12:11.306872,slurm_normal,1499973162.0,0,,1.0,main_w4_handler1,2234574,16337464,False,,7520521,7520521,,,,,,,,,,,,,,,,,,,,,,,bam,8390929.0,,,,,,,,,,,,,,,,,,,,,bam,7317794.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10403309.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30481357}, {'src': 'hda', 'id': 30481358}, {'src': 'hda', 'id': 30481359}]","""false""","""LENIENT""",32.0,,39290175.0,1499973143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 19:12:46.286285,60779.0,19.0
,,2017-07-13 19:13:06.212263,slurm_normal,1499973235.0,0,,1.0,main_w3_handler0,3192219,16337474,False,,7520521,7520521,,,,,,,,,,,,,,,,,,,,,,,bam,8390938.0,,,,,,,,,,,,,,,,,,,,,bam,7317804.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10403320.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30481433}, {'src': 'hda', 'id': 30481434}, {'src': 'hda', 'id': 30481583}]","""false""","""LENIENT""",32.0,,39289957.0,1499973204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 19:13:59.425752,55094.0,31.0
,,2017-07-13 19:15:03.905558,slurm_normal,1499973342.0,0,,1.0,main_w3_handler1,3192198,16337512,False,,4419411,4419411,,,,,,,,,,,,,,,,,,,,,,,bam,3783630.0,,,,,,,,,,,,,,,,,,,,,bam,2958440.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10403347.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",,"[{'src': 'hda', 'id': 30481181}, {'src': 'hda', 'id': 30481182}, {'src': 'hda', 'id': 30481183}]","""false""","""LENIENT""",32.0,,39213852.0,1499973323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 19:15:46.240940,98424.0,19.0
,,2017-07-13 19:13:38.570181,slurm_normal,1499973253.0,0,,1.0,main_w3_handler0,3192215,16337487,False,,7520520,7520520,,,,,,,,,,,,,,,,,,,,,,,bam,8390929.0,,,,,,,,,,,,,,,,,,,,,bam,7317794.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10403329.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30481427}, {'src': 'hda', 'id': 30481428}, {'src': 'hda', 'id': 30481429}]","""true""","""LENIENT""",32.0,,39290158.0,1499973229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 19:14:17.830241,108947.0,24.0
,,2017-07-13 19:09:41.435952,slurm_normal,1499973356.0,0,,1.0,main_w3_handler1,3192210,16337412,False,,7520519,7520519,,,,,,,,,,,,,,,,,,,,,,,bam,8390928.0,,,,,,,,,,,,,,,,,,,,,bam,7317782.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10403350.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30481461}, {'src': 'hda', 'id': 30481462}, {'src': 'hda', 'id': 30481463}]","""false""","""LENIENT""",32.0,,39290172.0,1499973335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 19:16:00.654893,108948.0,21.0
,,2017-07-13 19:42:02.594434,slurm_normal,1499974949.0,0,,1.0,main_w3_handler1,3192220,16337820,False,,7520521,7520521,,,,,,,,,,,,,,,,,,,,,,,bam,8390939.0,,,,,,,,,,,,,,,,,,,,,bam,7317794.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10403707.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30481403}, {'src': 'hda', 'id': 30481405}, {'src': 'hda', 'id': 30481406}]","""false""","""LENIENT""",32.0,,39290269.0,1499974933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 19:42:30.913566,69013.0,16.0
,,2017-07-13 19:41:21.001742,slurm_normal,1499974918.0,0,,1.0,main_w3_handler1,3192221,16337814,False,,7520532,7520532,,,,,,,,,,,,,,,,,,,,,,,bam,8390941.0,,,,,,,,,,,,,,,,,,,,,bam,7317806.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10403702.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30481606}, {'src': 'hda', 'id': 30481607}, {'src': 'hda', 'id': 30481608}]","""false""","""LENIENT""",32.0,,39294889.0,1499974897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 19:41:59.752196,108972.0,21.0
,,2017-07-13 19:42:36.942950,slurm_normal,1499974989.0,0,,1.0,main_w3_handler1,3192222,16337830,False,,7520520,7520520,,,,,,,,,,,,,,,,,,,,,,,bam,8390929.0,,,,,,,,,,,,,,,,,,,,,bam,7317803.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10403717.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30482076}, {'src': 'hda', 'id': 30482077}, {'src': 'hda', 'id': 30482078}]","""false""","""LENIENT""",32.0,,39295559.0,1499974971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 19:43:10.913821,100460.0,18.0
,,2017-07-13 19:40:44.324120,slurm_normal,1499974886.0,0,,1.0,main_w4_handler0,3192201,16337809,False,,7520520,7520520,,,,,,,,,,,,,,,,,,,,,,,bam,8390929.0,,,,,,,,,,,,,,,,,,,,,bam,7317804.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10403692.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30481445}, {'src': 'hda', 'id': 30481446}, {'src': 'hda', 'id': 30481447}]","""false""","""LENIENT""",32.0,,39094150.0,1499974864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 19:41:36.290671,73233.0,22.0
,,2017-07-13 21:49:22.367540,slurm_normal,1499983311.0,0,,1.0,main_w4_handler1,3100427,16339007,False,,234806495,234806495,,,,,,,,,,,,,,,,,,,,,,,bam,234279738.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10404974.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",,"[{'src': 'hda', 'id': 30483707}, {'src': 'hda', 'id': 30483708}]","""false""","""LENIENT""",32.0,,37793522.0,1499983199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 22:01:53.805279,29303.0,112.0
,,2017-07-13 21:49:07.474395,slurm_normal,1499983374.0,0,,1.0,main_w3_handler1,3100427,16339005,False,,327363997,327363997,,,,,,,,,,,,,,,,,,,,,,,bam,326012088.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10404976.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",,"[{'src': 'hda', 'id': 30483709}, {'src': 'hda', 'id': 30483710}]","""false""","""LENIENT""",32.0,,37793522.0,1499983231.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-13 22:02:56.336311,29303.0,143.0
,,2017-07-14 00:42:48.048649,slurm_normal,1499993022.0,0,,1.0,main_w3_handler1,3189673,16340155,False,,17915011,17915011,,,,,,,,,,,,,,,,,,,,,,,bam,14050313.0,,,,,,,,,,,,,,,,,,,,,bam,14061466.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10406023.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/vicPac1.len""",[],"""vicPac1""",,"[{'src': 'hda', 'id': 30485118}, {'src': 'hda', 'id': 30485148}, {'src': 'hda', 'id': 30485289}]","""false""","""LENIENT""",32.0,,39280362.0,1499992977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-14 00:43:45.489502,105885.0,45.0
,,2017-07-14 02:27:41.580646,slurm_normal,1499999286.0,0,,1.0,main_w3_handler0,3192496,16340669,False,,13715604,13715604,,,,,,,,,,,,,,,,,,,,,,,bam,10495547.0,,,,,,,,,,,,,,,,,,,,,bam,10456251.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10406520.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",,"[{'src': 'hda', 'id': 30486110}, {'src': 'hda', 'id': 30486116}, {'src': 'hda', 'id': 30486133}]","""true""","""LENIENT""",32.0,,39280362.0,1499999273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-14 02:28:08.569924,105885.0,13.0
,,2017-07-15 19:31:50.435655,slurm_normal,1500147123.0,0,,1.0,main_w4_handler1,3191776,16352248,False,,8582660,8582660,,,,,,,,,,,,,,,,,,,,,,,bam,16853979.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10417229.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg38.len""",[],"""hg38""",,"[{'src': 'hda', 'id': 30503871}, {'src': 'hda', 'id': 30503872}]","""false""","""LENIENT""",32.0,,39289056.0,1500147114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-15 19:32:06.198547,96029.0,9.0
,,2017-07-17 15:05:17.096004,slurm_normal,1500303945.0,0,,1.0,main_w4_handler1,3193880,16361048,False,,13873430,13873430,,,,,,,,,,,,,,,,,,,,,,,bam,10513499.0,,,,,,,,,,,,,,,,,,,,,bam,10479286.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10424038.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""",[],"""hg19""",,"[{'src': 'hda', 'id': 30518998}, {'src': 'hda', 'id': 30519049}, {'src': 'hda', 'id': 30519052}]","""false""","""LENIENT""",32.0,,39358034.0,1500303921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-17 15:05:48.896200,108457.0,24.0
,,2017-07-17 21:45:44.569710,slurm_normal,1500328197.0,0,,1.0,main_w4_handler1,3190831,16365407,False,,172963825,172963825,,,,,,,,,,,,,,,,,,,,,,,bam,257782896.0,,,,,,,,,,,,,,,,,,,,,bam,389672664.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10429317.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30463294}, {'src': 'hda', 'id': 30463297}, {'src': 'hda', 'id': 30463300}]","""false""","""LENIENT""",32.0,,38783464.0,1500327953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-17 21:50:04.424329,107884.0,244.0
,,2017-07-17 21:45:25.794201,slurm_normal,1500328383.0,0,,1.0,main_w4_handler0,3190831,16365406,False,,280991278,280991278,,,,,,,,,,,,,,,,,,,,,,,bam,446297048.0,,,,,,,,,,,,,,,,,,,,,bam,1003334600.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10429314.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30463293}, {'src': 'hda', 'id': 30463296}, {'src': 'hda', 'id': 30463301}]","""false""","""LENIENT""",32.0,,38783464.0,1500327931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-17 21:53:10.409817,107884.0,452.0
,,2017-07-17 21:46:00.005108,slurm_normal,1500328263.0,0,,1.0,main_w4_handler0,3190831,16365409,False,,949225016,949225016,,,,,,,,,,,,,,,,,,,,,,,bam,187004814.0,,,,,,,,,,,,,,,,,,,,,bam,78781257.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10429319.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30463292}, {'src': 'hda', 'id': 30463295}, {'src': 'hda', 'id': 30463299}]","""false""","""LENIENT""",32.0,,38783464.0,1500327963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-17 21:51:08.450366,107884.0,300.0
,,2017-07-17 23:20:52.361016,slurm_normal,1500333914.0,0,,1.0,main_w4_handler1,3190831,16365969,False,,949230665,949230665,,,,,,,,,,,,,,,,,,,,,,,bam,187000164.0,,,,,,,,,,,,,,,,,,,,,bam,78781854.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10430120.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30525790}, {'src': 'hda', 'id': 30525793}, {'src': 'hda', 'id': 30525796}]","""false""","""LENIENT""",32.0,,38783464.0,1500333654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-17 23:25:16.126676,107884.0,260.0
,,2017-07-17 23:07:15.767961,slurm_normal,1500333120.0,0,,1.0,main_w4_handler0,3190831,16365864,False,,949225916,949225916,,,,,,,,,,,,,,,,,,,,,,,bam,186999724.0,,,,,,,,,,,,,,,,,,,,,bam,78782614.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10429996.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30525767}, {'src': 'hda', 'id': 30525770}, {'src': 'hda', 'id': 30525773}]","""false""","""LENIENT""",32.0,,38783464.0,1500332841.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-17 23:12:02.130059,107884.0,279.0
,,2017-07-17 23:06:58.689786,slurm_normal,1500333062.0,0,,1.0,main_w4_handler0,3190831,16365858,False,,172972850,172972850,,,,,,,,,,,,,,,,,,,,,,,bam,257789977.0,,,,,,,,,,,,,,,,,,,,,bam,389679423.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10429993.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30525769}, {'src': 'hda', 'id': 30525772}, {'src': 'hda', 'id': 30525774}]","""false""","""LENIENT""",32.0,,38783464.0,1500332822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-17 23:11:06.629583,107884.0,240.0
,,2017-07-17 23:26:27.341441,slurm_normal,1500334274.0,0,,1.0,main_w4_handler0,3190831,16365987,False,,949209580,949209580,,,,,,,,,,,,,,,,,,,,,,,bam,186997231.0,,,,,,,,,,,,,,,,,,,,,bam,78781006.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10430149.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30525802}, {'src': 'hda', 'id': 30525805}, {'src': 'hda', 'id': 30525808}]","""false""","""LENIENT""",32.0,,38783464.0,1500333991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-17 23:31:17.506327,107884.0,283.0
,,2017-07-17 23:25:49.071244,slurm_normal,1500334352.0,0,,1.0,main_w4_handler0,3190831,16365984,False,,280987726,280987726,,,,,,,,,,,,,,,,,,,,,,,bam,446308328.0,,,,,,,,,,,,,,,,,,,,,bam,1003255836.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,10430146.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",,"[{'src': 'hda', 'id': 30525803}, {'src': 'hda', 'id': 30525806}, {'src': 'hda', 'id': 30525810}]","""false""","""LENIENT""",32.0,,38783464.0,1500333952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeSamFiles/2.7.1.0,2.7.1.0,,2017-07-17 23:32:34.798441,107884.0,400.0
