chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.freq,parameters.input,parameters.input.values,parameters.rsquare,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-03 07:10:40.750592,slurm_normal,1514963448.0,1.0,,1.0,main_w4_handler1,3349909,17934746,False,,16062168,tabular,12010903,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.5""",,"[{'src': 'hda', 'id': 33126613}]","""0.64""",32.0,,42467966,1514963444.0,ok,1023996.0,hgv_ldtools,1.0.0,,2018-01-03 07:10:49.053544,108548.0,4.0
,,2017-10-26 21:48:49.159283,slurm_normal,1509054564.0,0.0,,1.0,main_w4_handler0,3300387,17234286,False,,900,tabular,11294629,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.0""",,"[{'src': 'hda', 'id': 31913259}]","""0.64""",32.0,,41532289,1509054560.0,ok,1023996.0,hgv_ldtools,1.0.0,,2017-10-26 21:49:34.542385,,4.0
,,2017-10-26 22:35:23.794299,slurm_normal,1509057352.0,1.0,,1.0,main_w4_handler1,3300387,17234502,False,,542,tabular,11294901,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.0""",,"[{'src': 'hda', 'id': 31913608}]","""0.64""",32.0,,41532289,1509057348.0,ok,1023996.0,hgv_ldtools,1.0.0,,2017-10-26 22:35:59.740982,,4.0
,,2017-10-26 22:45:24.277552,slurm_normal,1509057941.0,0.0,,1.0,main_w3_handler0,3300387,17234556,False,,1026,tabular,11294953,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.0""",,"[{'src': 'hda', 'id': 31913709}]","""0.64""",32.0,,41532289,1509057937.0,ok,1023996.0,hgv_ldtools,1.0.0,,2017-10-26 22:45:44.023911,,4.0
,,2017-10-26 22:39:59.428764,slurm_normal,1509057627.0,0.0,,1.0,main_w4_handler1,3300387,17234523,False,,1026,tabular,11294924,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.0""",,"[{'src': 'hda', 'id': 31913682}]","""0.64""",32.0,,41532289,1509057623.0,ok,1023996.0,hgv_ldtools,1.0.0,,2017-10-26 22:40:33.690146,,4.0
,,2017-11-02 16:51:42.773558,slurm_normal,1509644788.0,1.0,,1.0,main_w4_handler0,3304927,17305431,False,,3605898,tabular,11365500,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.0""",,"[{'src': 'hda', 'id': 32032304}]","""0.64""",32.0,,41321625,1509644782.0,ok,1023996.0,hgv_ldtools,1.0.0,,2017-11-02 17:46:35.992653,113737.0,6.0
,,2017-11-06 20:14:30.987802,slurm_normal,1509999652.0,1.0,,1.0,main_w3_handler0,3304927,17350246,False,,1131654,tabular,11413341,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.0""",,"[{'src': 'hda', 'id': 32099404}]","""0.64""",32.0,,41321625,1509999648.0,ok,1023996.0,hgv_ldtools,1.0.0,,2017-11-06 20:26:09.334910,113737.0,4.0
,,2017-11-06 23:56:07.209425,slurm_normal,1510013120.0,1.0,,1.0,main_w3_handler1,3304927,17351992,False,,664611,tabular,11415256,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.0""",,"[{'src': 'hda', 'id': 32102529}]","""0.64""",32.0,,41321625,1510013116.0,ok,1023996.0,hgv_ldtools,1.0.0,,2017-11-07 00:11:31.812564,113737.0,4.0
,,2017-11-07 03:04:58.072442,slurm_normal,1510023914.0,1.0,,1.0,main_w3_handler1,3304929,17353693,False,,454997335,tabular,11417058,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.0""",,"[{'src': 'hda', 'id': 32098963}]","""0.64""",32.0,,41321636,1510023910.0,ok,1023996.0,hgv_ldtools,1.0.0,,2017-11-07 03:05:15.043669,113739.0,4.0
,,2017-11-07 03:04:57.841465,slurm_normal,1510024709.0,1.0,,1.0,main_w4_handler0,3304929,17353692,False,,3605898,tabular,11417159,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0.0""",,"[{'src': 'hda', 'id': 32105287}]","""0.64""",32.0,,41321636,1510024705.0,ok,1023996.0,hgv_ldtools,1.0.0,,2017-11-07 03:19:56.591985,113739.0,4.0
