chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.b,parameters.addition.l,parameters.addition.r,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.input|__identifier__,parameters.pct,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-21 17:10:34.248137,slurm_normal,1477069968.0,0,1.0,27941,tabular,main_w3_handler1,2738833,14142946,False,,181099174,vcf,8356163.roundup,slurm,,132112168.0,corral-repl,,0,b,60,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af15a68e85b7d745'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b594a60410bce53df4'}]",,"""true""","""true""",32.0,,32341823,1477069858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-10-21 17:12:50.902258,86111.0,110.0
,,2016-10-21 17:49:03.536748,slurm_normal,1477072162.0,0,1.0,584,interval,main_w3_handler1,2709324,14143100,False,,1010918,bed,8356317.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,20,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f243d0214bca8b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b9d16505055ed344'}]",,"""false""","""true""",32.0,,33814622,1477072158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-10-21 17:49:24.040972,65184.0,4.0
,,2016-10-21 17:48:20.348325,slurm_normal,1477072141.0,0,1.0,584,interval,main_w3_handler0,2709324,14143098,False,,1010918,bed,8356315.roundup,slurm,,132112168.0,corral-repl,,1,lr,,20,0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f243d0214bca8b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b9d16505055ed344'}]",,"""false""","""true""",32.0,,33814622,1477072137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-10-21 17:49:05.685234,65184.0,4.0
,,2017-03-20 15:21:17.659267,slurm_normal,1490023284.0,0,1.0,1984,gg,main_w3_handler0,2965479,15344318,False,,126888,bed,9483432.roundup,slurm,,132112168.0,corral-repl,,1,lr,,30,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28687503}]",,"""false""","""false""",32.0,,36470573,1490023281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-20 15:21:27.671296,97829.0,3.0
,,2017-03-20 15:21:59.279992,slurm_normal,1490023400.0,0,1.0,1984,gg,main_w3_handler1,2965479,15344346,False,,126887,bed,9483436.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,300,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28842903}]",,"""false""","""false""",32.0,,36470573,1490023355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-20 15:23:23.803974,97829.0,45.0
,,2017-03-20 15:26:21.353701,slurm_normal,1490023589.0,0,1.0,1984,gg,main_w4_handler0,2965479,15344383,False,,126888,bed,9483473.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,5000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28687503}]",,"""false""","""false""",32.0,,36470573,1490023585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-20 15:26:37.796865,97829.0,4.0
45055.0,len,2016-11-03 17:32:32.323449,slurm_normal,1478194395.0,0,1.0,39905,tabular,main_w4_handler0,2879851,14243694,False,,12517423,bed,8452589.roundup,slurm,,132112168.0,corral-repl,,0,b,1000,,,"""/galaxy-repl/main/files/017/719/dataset_17719094.dat""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b68a9aa2d11eaf2b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2d6d0b9f4e46bce'}]",,"""false""","""false""",32.0,,34073593,1478194381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-11-03 17:33:18.366619,93740.0,14.0
,,2016-10-07 14:42:28.803560,slurm_normal,1475851581.0,0,1.0,27941,tabular,main_w4_handler1,2738833,14029948,False,,181099174,vcf,8247654.roundup,slurm,,132112168.0,corral-repl,,1,lr,,60,60,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5af15a68e85b7d745'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b594a60410bce53df4'}]",,"""true""","""true""",32.0,,32341823,1475851402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-10-07 14:46:23.391586,86111.0,179.0
,,2016-11-11 16:30:07.219192,slurm_normal,1478881823.0,0,1.0,584,interval,main_w3_handler0,2709324,14318865,False,,2366480,bed,8526911.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,20,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f243d0214bca8b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5529e7eda71754740'}]",,"""false""","""true""",32.0,,33814622,1478881814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-11-11 16:30:27.805194,65184.0,9.0
,,2016-11-11 16:29:10.317626,slurm_normal,1478881783.0,0,1.0,584,interval,main_w3_handler1,2709324,14318850,False,,2366480,bed,8526896.roundup,slurm,,132112168.0,corral-repl,,1,lr,,20,0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f243d0214bca8b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5529e7eda71754740'}]",,"""false""","""true""",32.0,,33814622,1478881771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-11-11 16:29:47.904322,65184.0,12.0
,,2016-11-11 18:28:51.245956,slurm_normal,1478888944.0,0,1.0,584,interval,main_w3_handler0,2709324,14320063,False,,3162611,bed,8528104.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,20,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f243d0214bca8b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec21fd2b0c58514e'}]",,"""false""","""true""",32.0,,33814622,1478888935.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-11-11 18:29:07.166180,65184.0,9.0
,,2016-11-11 18:45:43.021238,slurm_normal,1478889963.0,0,1.0,584,interval,main_w3_handler1,2709324,14320194,False,,8273706,bed,8528217.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,20,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f243d0214bca8b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e231c735ef9ff8c4'}]",,"""false""","""true""",32.0,,33814622,1478889954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-11-11 18:46:06.883466,65184.0,9.0
,,2016-11-11 18:26:21.637736,slurm_normal,1478888805.0,0,1.0,584,interval,main_w4_handler0,2709324,14320045,False,,3162611,bed,8528090.roundup,slurm,,132112168.0,corral-repl,,1,lr,,20,0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f243d0214bca8b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec21fd2b0c58514e'}]",,"""false""","""true""",32.0,,33814622,1478888797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-11-11 18:26:48.101188,65184.0,8.0
,,2016-11-11 18:44:44.607819,slurm_normal,1478889963.0,0,1.0,584,interval,main_w4_handler0,2709324,14320186,False,,8273706,bed,8528216.roundup,slurm,,132112168.0,corral-repl,,1,lr,,20,0,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f243d0214bca8b0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e231c735ef9ff8c4'}]",,"""false""","""true""",32.0,,33814622,1478889955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-11-11 18:46:06.519559,65184.0,8.0
,,2017-01-14 07:37:38.890086,slurm_normal,1484379468.0,0,1.0,25241,bed,main_w4_handler0,2951340,14766340,False,,25241,bed,8930106.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1000,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27928825}]","[{'src': 'hda', 'id': 27928825}]",,"""false""","""false""",32.0,,35257360,1484379464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-14 07:37:50.623782,97436.0,4.0
,,2017-01-15 12:28:59.262883,slurm_normal,1484483349.0,0,1.0,18058,bed,main_w4_handler0,2956632,14771271,False,,18058,bed,8934225.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1000,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27936494}]","[{'src': 'hda', 'id': 27936494}]",,"""false""","""false""",32.0,,35385272,1484483344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-15 12:29:11.343856,98155.0,5.0
,,2017-01-16 13:00:33.918151,slurm_normal,1484571641.0,0,1.0,12834,bed,main_w3_handler1,2957337,14777372,False,,12834,bed,8939640.roundup,slurm,,132111800.0,corral-repl,,1,lr,,1000,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27944917}]","[{'src': 'hda', 'id': 27944917}]",,"""false""","""false""",32.0,,35404616,1484571636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-16 13:00:42.416750,97436.0,5.0
,,2017-01-16 13:00:12.412766,slurm_normal,1484571623.0,0,1.0,12407,bed,main_w3_handler1,2957337,14777367,False,,12407,bed,8939635.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,1000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27944916}]","[{'src': 'hda', 'id': 27944916}]",,"""false""","""false""",32.0,,35404616,1484571617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-16 13:00:24.940515,97436.0,6.0
,,2017-01-16 13:06:20.482130,slurm_normal,1484571988.0,0,1.0,12407,bed,main_w3_handler0,2957337,14777399,False,,12407,bed,8939671.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,1000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27944916}]","[{'src': 'hda', 'id': 27944916}]",,"""false""","""false""",32.0,,35404616,1484571984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-16 13:06:29.437841,97436.0,4.0
,,2017-01-16 16:42:52.979525,slurm_normal,1484584981.0,0,1.0,9160,bed,main_w4_handler0,2957337,14780655,False,,9160,bed,8942519.roundup,slurm,,132112168.0,corral-repl,,1,lr,,1000,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27948771}]","[{'src': 'hda', 'id': 27948771}]",,"""false""","""false""",32.0,,35405180,1484584977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-16 16:43:07.788620,97436.0,4.0
,,2017-01-16 16:50:47.167746,slurm_normal,1484585463.0,0,1.0,9160,bed,main_w4_handler0,2957337,14780727,False,,8898,bed,8942668.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,1000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27948782}]","[{'src': 'hda', 'id': 27948769}]",,"""false""","""false""",32.0,,35405180,1484585455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-16 16:51:04.742225,97436.0,8.0
,,2017-01-16 16:53:29.525965,slurm_normal,1484585619.0,0,1.0,8898,bed,main_w3_handler0,2957337,14780748,False,,8898,bed,8942692.roundup,slurm,,132111800.0,corral-repl,,1,lr,,0,1000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27948769}]","[{'src': 'hda', 'id': 27948769}]",,"""false""","""false""",32.0,,35405180,1484585614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-16 16:53:43.868923,97436.0,5.0
,,2016-12-04 04:26:06.914553,slurm_normal,1480825610.0,0,1.0,2250,tabular,main_w3_handler0,2917310,14483456,False,,9146416,bed,8674038.roundup,slurm,,132111800.0,corral-repl,,0,b,7000,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","[{'src': 'hda', 'id': 27492159}]","[{'src': 'hda', 'id': 27492286}]",,"""false""","""false""",32.0,,34633424,1480825599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2016-12-04 04:26:51.584607,96239.0,11.0
,,2017-03-22 14:39:07.282865,slurm_normal,1490193716.0,0,1.0,266069,bed,main_w3_handler1,3039708,15366788,False,,22217,bed,9505402.roundup,slurm,,132112168.0,corral-repl,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28858850}]","[{'src': 'hda', 'id': 28857637}]",,"""false""","""false""",32.0,,36707999,1490193553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-22 14:41:59.825701,102342.0,163.0
,,2017-01-05 00:28:35.660889,slurm_normal,1483576129.0,0,1.0,396482,bed,main_w4_handler1,2946861,14692872,False,,396482,bed,8862742.roundup,slurm,,132112168.0,corral-repl,,0,b,250,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","[{'src': 'hda', 'id': 27815580}]","[{'src': 'hda', 'id': 27815580}]",,"""false""","""false""",32.0,,35199442,1483576121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-05 00:28:54.293369,,8.0
,,2017-03-25 12:40:50.003646,slurm_normal,1490445656.0,0,1.0,3162,bed,main_w4_handler1,3041263,15394436,False,,3162,bed,9530077.roundup,slurm,,132112168.0,corral-repl,,0,b,1,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28879075}]","[{'src': 'hda', 'id': 28879075}]",,"""false""","""false""",32.0,,36774476,1490445652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-25 12:40:59.569167,102575.0,4.0
,,2017-01-27 21:04:34.608171,slurm_normal,1485551083.0,0,1.0,269,bed,main_w4_handler0,2941827,14893305,False,,269,bed,9052400.roundup,slurm,,132112168.0,corral-repl,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28118488}]","[{'src': 'hda', 'id': 28118488}]",,"""false""","""false""",32.0,,34068154,1485551079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-01-27 21:04:45.312648,63217.0,4.0
,,2017-02-03 19:47:52.459564,slurm_normal,1486151293.0,0,1.0,1984,gg,main_w4_handler1,2965479,14946404,False,,9465029,bed,9103837.roundup,slurm,,132112168.0,corral-repl,,1,lr,,5000,5000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28144686}]",,"""false""","""false""",32.0,,35281812,1486151276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-02-03 19:48:14.942459,97829.0,17.0
,,2017-02-11 01:22:39.072526,slurm_normal,1486776170.0,0,1.0,1984,gg,main_w3_handler0,2965479,15009484,False,,9465029,bed,9165676.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,5000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28144686}]",,"""false""","""false""",32.0,,35281812,1486776163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-02-11 01:22:51.954603,97829.0,7.0
,,2017-02-11 01:29:15.960674,slurm_normal,1486776569.0,0,1.0,1984,gg,main_w4_handler0,2965479,15009501,False,,12058080,bed,9165691.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,5000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28303708}]",,"""false""","""false""",32.0,,35281812,1486776559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-02-11 01:29:29.928037,97829.0,10.0
,,2017-02-11 01:53:05.315646,slurm_normal,1486777992.0,0,1.0,1984,gg,main_w3_handler1,2965479,15009589,False,,105492,bed,9165788.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,5000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28303804}]",,"""false""","""false""",32.0,,35281812,1486777988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-02-11 01:53:14.832501,97829.0,4.0
,,2017-02-23 17:58:51.418679,slurm_normal,1487872759.0,0,1.0,1984,gg,main_w4_handler1,2965479,15121070,False,,1344763,bed,9275215.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,10000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28483043}]",,"""false""","""false""",32.0,,35281812,1487872735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-02-23 17:59:23.675854,97829.0,24.0
,,2017-02-23 17:24:36.729224,slurm_normal,1487870691.0,0,1.0,1984,gg,main_w3_handler0,2965479,15120746,False,,12058080,bed,9274866.roundup,slurm,,132112168.0,corral-repl,,0,b,10000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28303708}]",,"""false""","""false""",32.0,,35281812,1487870679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-02-23 17:24:54.475514,97829.0,12.0
,,2017-02-26 16:53:24.318310,slurm_normal,1488128015.0,0,1.0,1984,gg,main_w3_handler1,2965479,15147486,False,,1344763,bed,9299886.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,5000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28483043}]",,"""false""","""false""",32.0,,35281812,1488128007.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-02-26 16:53:36.600630,97829.0,8.0
,,2017-03-06 22:56:25.104967,slurm_normal,1488840999.0,0,1.0,12058080,bed,main_w4_handler1,2965479,15224552,False,,12058080,bed,9373136.roundup,slurm,,132112168.0,corral-repl,,1,lr,,30,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28646000}]","[{'src': 'hda', 'id': 28646000}]",,"""false""","""false""",32.0,,35281812,1488840988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 22:56:42.362404,97829.0,11.0
,,2017-03-06 22:11:16.166946,slurm_normal,1488838285.0,0,1.0,1984,gg,main_w3_handler1,3020991,15224288,False,,493518,bed,9372880.roundup,slurm,,132112168.0,corral-repl,,1,lr,,30,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28644919}]","[{'src': 'hda', 'id': 28645672}]",,"""false""","""false""",32.0,,35281812,1488838279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 22:11:27.860214,97829.0,6.0
,,2017-03-06 20:07:07.336680,slurm_normal,1488830841.0,0,1.0,27792698,bed,main_w3_handler1,2965479,15223336,False,,27792698,bed,9371901.roundup,slurm,,132112168.0,corral-repl,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28643298}]","[{'src': 'hda', 'id': 28643298}]",,"""false""","""false""",32.0,,35281812,1488830830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 20:07:23.711552,97829.0,11.0
,,2017-03-06 21:12:10.090273,slurm_normal,1488834774.0,0,1.0,1984,gg,main_w4_handler1,3020991,15223871,False,,2597633,bed,9372446.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,4000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28644919}]","[{'src': 'hda', 'id': 28644980}]",,"""false""","""false""",32.0,,35281812,1488834741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 21:13:07.955663,97829.0,33.0
,,2017-03-06 22:32:06.402209,slurm_normal,1488839540.0,0,1.0,1984,gg,main_w4_handler1,3020991,15224405,False,,24910497,bed,9372984.roundup,slurm,,132112168.0,corral-repl,,1,lr,,30,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28644919}]","[{'src': 'hda', 'id': 28645862}]",,"""false""","""false""",32.0,,35281812,1488839529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 22:32:22.791430,97829.0,11.0
,,2017-03-06 20:55:42.979519,slurm_normal,1488833757.0,0,1.0,1984,gg,main_w4_handler1,2965479,15223758,False,,24910497,bed,9372314.roundup,slurm,,132112168.0,corral-repl,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28644189}]",,"""false""","""false""",32.0,,35281812,1488833746.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 20:55:58.765505,97829.0,11.0
,,2017-03-06 22:13:50.885802,slurm_normal,1488838437.0,0,1.0,1984,gg,main_w4_handler1,3020991,15224303,False,,493518,bed,9372898.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,4000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28644919}]","[{'src': 'hda', 'id': 28645672}]",,"""false""","""false""",32.0,,35281812,1488838432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 22:13:58.652795,97829.0,5.0
,,2017-03-06 22:58:16.896889,slurm_normal,1488841108.0,0,1.0,1984,gg,main_w3_handler0,2965479,15224560,False,,12058080,bed,9373143.roundup,slurm,,132112168.0,corral-repl,,1,lr,,30,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28202596}]","[{'src': 'hda', 'id': 28646000}]",,"""false""","""false""",32.0,,35281812,1488841100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 22:58:31.739891,97829.0,8.0
,,2017-03-06 23:06:25.462475,slurm_normal,1488841598.0,0,1.0,1984,gg,main_w3_handler0,3021096,15224588,False,,12058080,bed,9373171.roundup,slurm,,132112168.0,corral-repl,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28646104}]","[{'src': 'hda', 'id': 28646102}]",,"""false""","""false""",32.0,,35281812,1488841588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 23:06:41.082224,97829.0,10.0
,,2017-03-06 23:10:36.547275,slurm_normal,1488841850.0,0,1.0,1984,gg,main_w4_handler1,3021096,15224610,False,,2279141,bed,9373192.roundup,slurm,,132112168.0,corral-repl,,1,lr,,0,3000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28646104}]","[{'src': 'hda', 'id': 28646113}]",,"""false""","""false""",32.0,,35281812,1488841842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 23:10:54.498220,97829.0,8.0
,,2017-03-06 23:05:49.579662,slurm_normal,1488841562.0,0,1.0,12058080,bed,main_w3_handler0,3021096,15224587,False,,12058080,bed,9373168.roundup,slurm,,132112168.0,corral-repl,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28646102}]","[{'src': 'hda', 'id': 28646102}]",,"""false""","""false""",32.0,,35281812,1488841553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.24.0,2.24.0,,2017-03-06 23:06:04.949977,97829.0,9.0
