create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,microsat_error_profile,microsat_error_profile_filetype,microsat_raw,microsat_raw_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.expectedminorallele,parameters.microsat_error_profile.values,parameters.microsat_raw.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-25 04:56:30.722781,slurm_normal,1477371400.0,0,1.0,main_w4_handler0,2867646,14164596,False,,8377122.roundup,slurm,,132112168.0,13105,interval,44,tabular,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.5""","[{'src': 'hda', 'id': 'bbd44e69cb8906b561ba545279487627'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b57817689769c21ebd'}]",32.0,,33887370,1477371395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/GenotypeSTR/2.0.0,2.0.0,,2016-10-25 04:56:47.207627,,5.0
