chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.complement,parameters.count,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-29 01:35:58.465434,slurm_normal,1467164202.0,0,,1.0,main_w2_handler1,2752583,13283517,False,1489,tabular,,7472914.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""5""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55fcaf3755d6df320'}]",,32.0,,30362023.0,1467164198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-06-29 01:36:45.294719,35039.0,4.0
,,2016-09-12 20:17:09.068764,slurm_normal,1473712235.0,0,,1.0,main_w3_handler1,2818341,13835644,False,1422595,tabular,,8058005.roundup,slurm,,132112168.0,corral-repl,,"""e0c2f634792511e6a24e005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""""","""20""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9fb586926034c19'}]",,32.0,,32922185.0,1473712180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:30:36.030575,90074.0,55.0
,,2016-09-12 20:44:47.446273,slurm_normal,1473713308.0,0,,1.0,main_w3_handler0,2818304,13835906,False,5443293,txt,,8058165.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512ee10272bf731c4'}]",,32.0,,32583643.0,1473713303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:48:34.296916,89128.0,5.0
,,2016-09-12 17:12:01.485786,slurm_normal,1473700336.0,0,,1.0,main_w4_handler0,2812417,13833456,False,143328,tabular,,8055652.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""""","""5""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a8a48269fbfff39'}]",,32.0,,32917522.0,1473700330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 17:12:18.681985,89659.0,6.0
,,2016-09-12 20:44:45.728279,slurm_normal,1473713163.0,0,,1.0,main_w4_handler0,2818304,13835901,False,7367828,txt,,8058129.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59178329e9cb75971'}]",,32.0,,32583643.0,1473713115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:46:06.898906,89128.0,48.0
,,2016-09-12 20:44:42.713173,slurm_normal,1473713246.0,0,,1.0,main_w3_handler0,2818304,13835894,False,2317343,txt,,8058151.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5707a68b8534effc2'}]",,32.0,,32583643.0,1473713243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:47:32.454607,89128.0,3.0
,,2016-09-12 20:44:47.704105,slurm_normal,1473713359.0,0,,1.0,main_w4_handler0,2818304,13835907,False,14031008,txt,,8058145.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6d4a003c9cf5c8d'}]",,32.0,,32583643.0,1473713222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:49:22.294368,89128.0,137.0
,,2016-09-12 20:44:40.819928,slurm_normal,1473713108.0,0,,1.0,main_w3_handler1,2818304,13835888,False,9688470,txt,,8058123.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b19bfd91bcdfa3b7'}]",,32.0,,32583643.0,1473713098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:45:11.721005,89128.0,10.0
,,2016-09-12 20:44:43.188193,slurm_normal,1473713338.0,0,,1.0,main_w3_handler0,2818304,13835895,False,6009573,txt,,8058154.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6dc6424599c1690'}]",,32.0,,32583643.0,1473713262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:49:08.850122,89128.0,76.0
,,2016-09-12 20:44:46.824371,slurm_normal,1473713257.0,0,,1.0,main_w4_handler0,2818304,13835904,False,6095509,txt,,8058137.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5112189f7b1d22bef'}]",,32.0,,32583643.0,1473713179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:47:41.657780,89128.0,78.0
,,2016-09-12 20:44:41.900203,slurm_normal,1473713259.0,0,,1.0,main_w3_handler0,2818304,13835892,False,2352045,txt,,8058140.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc9f55ff7af185fb'}]",,32.0,,32583643.0,1473713192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:47:41.960238,89128.0,67.0
,,2016-09-12 20:44:47.148910,slurm_normal,1473713347.0,0,,1.0,main_w3_handler1,2818304,13835905,False,4961070,txt,,8058146.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f298bee9a8dd011'}]",,32.0,,32583643.0,1473713222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:49:09.372757,89128.0,125.0
,,2016-09-12 19:53:04.490064,slurm_normal,1473710026.0,0,,1.0,main_w4_handler1,2818281,13835382,False,148755,tabular,,8057583.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""""","""5""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50bf37876296ee251'}]",,32.0,,32922185.0,1473710001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 19:53:47.843402,90074.0,25.0
,,2016-09-12 21:14:39.937106,slurm_normal,1473714970.0,0,,1.0,main_w3_handler0,2818304,13836188,False,244,txt,,8058407.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5769a52f8fdd3b58c'}]",,32.0,,32583643.0,1473714955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:16:12.917982,89128.0,15.0
,,2016-09-12 21:14:39.396381,slurm_normal,1473715007.0,0,,1.0,main_w3_handler1,2818304,13836187,False,244,txt,,8058409.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5267aee2e33beb36d'}]",,32.0,,32583643.0,1473714957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:16:51.627044,89128.0,50.0
,,2016-09-12 21:14:30.256630,slurm_normal,1473714905.0,0,,1.0,main_w3_handler0,2818304,13836171,False,243,txt,,8058396.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573e77a19da3bbea8'}]",,32.0,,32583643.0,1473714899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:15:08.163053,89128.0,6.0
,,2016-09-12 21:14:31.426700,slurm_normal,1473714935.0,0,,1.0,main_w3_handler1,2818304,13836174,False,242,txt,,8058400.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58a6d9b1c5347970b'}]",,32.0,,32583643.0,1473714919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:15:37.138426,89128.0,16.0
,,2016-09-12 21:14:29.912601,slurm_normal,1473714960.0,0,,1.0,main_w3_handler0,2818304,13836170,False,243,txt,,8058391.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3f8521c1532e4ea'}]",,32.0,,32583643.0,1473714884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:16:02.322803,89128.0,76.0
,,2016-09-12 21:14:28.942045,slurm_normal,1473714995.0,0,,1.0,main_w3_handler1,2818304,13836169,False,243,txt,,8058397.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529107bf6644ea87c'}]",,32.0,,32583643.0,1473714900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:16:37.652084,89128.0,95.0
,,2016-09-12 21:14:42.956495,slurm_normal,1473715038.0,0,,1.0,main_w3_handler1,2818304,13836190,False,242,txt,,8058419.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f59201e80be85ab'}]",,32.0,,32583643.0,1473714980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:17:20.679653,89128.0,58.0
,,2016-05-10 19:29:10.338731,slurm_normal,1462908720.0,0,,1.0,main_w1_handler0,2701102,12847842,False,14959,tabular,,7047111.roundup,slurm,,132112168.0,corral-repl,,"""75aff0f616e511e699ff005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""5""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505b0b940fe5c0887'}]",,32.0,,30140322.0,1462908717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-05-10 19:32:01.650151,84203.0,3.0
,,2016-05-10 18:51:35.672712,slurm_normal,1462906331.0,0,,1.0,main_w1_handler0,2701012,12846814,False,459659,tabular,,7046383.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""""","""5""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f86501111326b57b'}]",,32.0,,30140322.0,1462906319.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-05-10 18:52:14.227730,84203.0,12.0
,,2016-03-06 08:11:14.749452,slurm_normal,1457251900.0,0,,1.0,main_w1_handler0,2622622,12038191,False,165317,tabular,,6265928.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""""","""5""","""hg38""",23694192,,,32.0,,28838477.0,1457251896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-03-06 08:11:42.182315,79886.0,4.0
,,2016-03-06 08:37:58.240759,slurm_normal,1457254304.0,0,,1.0,main_w1_handler2,2622646,12038237,False,1403713,tabular,,6266069.roundup,slurm,,132112168.0,corral-repl,,"""ba1d6bb2e37611e5b759005056a52a46""","""/galaxy-repl/localdata/chrom/hg38.len""","""""","""20""","""hg38""",23694286,,,32.0,,28838477.0,1457254268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-03-06 08:51:45.985692,79886.0,36.0
,,2016-09-12 20:44:41.139555,slurm_normal,1473713220.0,0,,1.0,main_w3_handler0,2818304,13835889,False,9443617,txt,,8058139.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a6b1a6a7f782c4d'}]",,32.0,,32583643.0,1473713189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:47:05.221805,89128.0,31.0
,,2016-09-12 20:44:44.575307,slurm_normal,1473713159.0,0,,1.0,main_w4_handler0,2818304,13835898,False,4640559,txt,,8058118.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f44ab282425d21f'}]",,32.0,,32583643.0,1473713096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:46:01.544121,89128.0,63.0
,,2016-09-12 20:44:41.447994,slurm_normal,1473713159.0,0,,1.0,main_w4_handler1,2818304,13835890,False,9112563,txt,,8058119.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb7335a8c1dc0e4d'}]",,32.0,,32583643.0,1473713096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:46:01.529887,89128.0,63.0
,,2016-09-12 20:44:45.316424,slurm_normal,1473713213.0,0,,1.0,main_w4_handler1,2818304,13835900,False,4827571,txt,,8058136.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b578bb954308773b51'}]",,32.0,,32583643.0,1473713179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:46:58.720077,89128.0,34.0
,,2016-09-12 20:44:44.105656,slurm_normal,1473713221.0,0,,1.0,main_w4_handler1,2818304,13835897,False,5566874,txt,,8058130.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5294de5093c6a7443'}]",,32.0,,32583643.0,1473713123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:47:05.045027,89128.0,98.0
,,2016-09-12 20:44:43.703986,slurm_normal,1473713195.0,0,,1.0,main_w3_handler1,2818304,13835896,False,5633831,txt,,8058138.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cad4fbc7108a9be3'}]",,32.0,,32583643.0,1473713184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:46:39.803909,89128.0,11.0
,,2016-09-12 20:44:41.642313,slurm_normal,1473713205.0,0,,1.0,main_w3_handler1,2818304,13835891,False,9042854,txt,,8058135.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529d5666caef872cf'}]",,32.0,,32583643.0,1473713174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:46:54.270444,89128.0,31.0
,,2016-09-12 20:44:39.934663,slurm_normal,1473713159.0,0,,1.0,main_w3_handler1,2818304,13835885,False,10967953,txt,,8058124.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5458af643541e41e4'}]",,32.0,,32583643.0,1473713098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:46:13.384223,89128.0,61.0
,,2016-09-12 20:44:46.453163,slurm_normal,1473713285.0,0,,1.0,main_w3_handler0,2818304,13835903,False,7800333,txt,,8058159.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e78b3df216fe9ad2'}]",,32.0,,32583643.0,1473713280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:48:12.777663,89128.0,5.0
,,2016-09-12 20:44:40.547219,slurm_normal,1473713161.0,0,,1.0,main_w3_handler0,2818304,13835887,False,11391811,txt,,8058132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f7bd73ee70648b9'}]",,32.0,,32583643.0,1473713124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:46:14.108404,89128.0,37.0
,,2016-09-12 20:44:42.301397,slurm_normal,1473713106.0,0,,1.0,main_w4_handler1,2818304,13835893,False,2200064,txt,,8058120.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f59cbca62058b31'}]",,32.0,,32583643.0,1473713098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:45:07.536076,89128.0,8.0
,,2016-09-12 20:44:40.254563,slurm_normal,1473713112.0,0,,1.0,main_w3_handler0,2818304,13835886,False,10856507,txt,,8058126.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cd2abe6840cd4218'}]",,32.0,,32583643.0,1473713106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:45:19.665759,89128.0,6.0
,,2016-09-12 20:44:46.074669,slurm_normal,1473713258.0,0,,1.0,main_w4_handler1,2818304,13835902,False,8828727,txt,,8058148.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54566a7ed951bf92c'}]",,32.0,,32583643.0,1473713232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:47:42.312409,89128.0,26.0
,,2016-09-12 20:44:47.978979,slurm_normal,1473713265.0,0,,1.0,main_w4_handler1,2818304,13835908,False,61657,txt,,8058153.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""1""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5493607822ac6d87f'}]",,32.0,,32583643.0,1473713256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 20:47:48.574276,89128.0,9.0
,,2016-03-07 04:20:46.688200,slurm_normal,1457324479.0,0,,1.0,main_w1_handler2,2607672,12046299,False,12002,bed,,6273642.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""""","""400""","""mm10""",23706240,,,32.0,,28576997.0,1457324476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-03-07 04:21:23.568178,79084.0,3.0
,,2016-09-12 21:14:34.299357,slurm_normal,1473714948.0,0,,1.0,main_w3_handler0,2818304,13836178,False,242,txt,,8058405.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c0166e3f4a32770'}]",,32.0,,32583643.0,1473714944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:15:49.986371,89128.0,4.0
,,2016-09-12 21:14:28.546837,slurm_normal,1473714963.0,0,,1.0,main_w3_handler1,2818304,13836166,False,243,txt,,8058389.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51601eb351a0e2b69'}]",,32.0,,32583643.0,1473714882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:16:06.139442,89128.0,81.0
,,2016-09-12 21:14:24.494335,slurm_normal,1473714933.0,0,,1.0,main_w4_handler1,2818304,13836156,False,242,txt,,8058392.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5638cc405bf8d530b'}]",,32.0,,32583643.0,1473714884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:15:38.101405,89128.0,49.0
,,2016-09-12 21:14:27.433911,slurm_normal,1473714887.0,0,,1.0,main_w3_handler1,2818304,13836164,False,243,txt,,8058388.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae21682c6b596529'}]",,32.0,,32583643.0,1473714881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:14:49.774916,89128.0,6.0
,,2016-09-12 21:14:42.071141,slurm_normal,1473715065.0,0,,1.0,main_w3_handler1,2818304,13836189,False,244,txt,,8058417.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a7b4c4dac8b1ad9'}]",,32.0,,32583643.0,1473714972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:17:48.880233,89128.0,93.0
,,2016-09-12 21:14:26.999366,slurm_normal,1473714939.0,0,,1.0,main_w4_handler1,2818304,13836162,False,243,txt,,8058394.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534af29d5005e7377'}]",,32.0,,32583643.0,1473714895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:15:43.185472,89128.0,44.0
,,2016-09-12 21:14:25.454514,slurm_normal,1473714893.0,0,,1.0,main_w3_handler0,2818304,13836158,False,243,txt,,8058386.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dafa824f73aeb930'}]",,32.0,,32583643.0,1473714881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:14:54.245864,89128.0,12.0
,,2016-09-12 21:14:33.678159,slurm_normal,1473714989.0,0,,1.0,main_w4_handler1,2818304,13836177,False,242,txt,,8058418.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e53d6bba70a96e0'}]",,32.0,,32583643.0,1473714971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:16:32.373671,89128.0,18.0
,,2016-09-12 21:14:26.237872,slurm_normal,1473714910.0,0,,1.0,main_w4_handler1,2818304,13836159,False,243,txt,,8058393.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e0c8859e9beeef8'}]",,32.0,,32583643.0,1473714884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:15:12.416031,89128.0,26.0
,,2016-09-12 21:14:35.968121,slurm_normal,1473715033.0,0,,1.0,main_w4_handler1,2818304,13836181,False,242,txt,,8058429.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""11""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab16d9acb7b00dc2'}]",,32.0,,32583643.0,1473715016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0,1.0.0,,2016-09-12 21:17:15.763061,89128.0,17.0
