candidate_list,candidate_list_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.candidate_list,parameters.candidate_list.values,parameters.chromInfo,parameters.dbkey,parameters.snpeff_file,parameters.snpeff_file.values,processor_count,runner_name,session_id,snpeff_file,snpeff_file_filetype,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2005525,tabular,2015-03-09 10:58:54.996386,rodeo_normal,1425905826.0,0.0,,1.0,main_w2_handler1,2146106,8895135,False,,3069141.roundup,slurm,,132112168.0,corral-repl,,"""331aecb4c64b11e4ac79005056a51846""",18161599,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",18785766,,32.0,,21659302.0,182621832,tabular,1425905785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2015-03-09 12:57:11.558932,53758.0,41.0
402742,tabular,2014-11-13 19:39:04.299946,rodeo_normal,1415907921.0,0.0,,1.0,main_w1_handler0,2117709,8162448,False,,2006746.roundup,slurm,,132112264.0,corral-repl,,"""b4f694026b6c11e4a1f8005056a51846""",17532079,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",17532281,,32.0,,18180377.0,19377394,tabular,1415907862.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-11-13 19:45:26.658038,55366.0,59.0
402742,tabular,2014-11-13 21:54:59.920713,rodeo_normal,1415915885.0,0.0,,1.0,main_w2_handler0,2117756,8163744,False,,2008060.roundup,slurm,,132112068.0,corral-repl,,"""b1e4479c6b7f11e4ad3e005056a52a46""",17533983,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",17535315,,32.0,,18180377.0,19377394,tabular,1415915867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-11-13 21:58:08.740714,55366.0,18.0
402742,tabular,2014-11-13 21:36:04.284054,rodeo_normal,1415914701.0,0.0,,1.0,main_w2_handler0,2117756,8163466,False,,204555.rodeo,slurm,,16332532.0,corral-repl,,"""0dabe0566b7d11e4bca5005056a51846""",17533983,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",17534166,,2.0,,18180377.0,19377394,tabular,1415914677.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-11-13 21:38:26.126391,55366.0,24.0
402742,tabular,2014-09-09 13:07:48.505223,roundup_single,1410268178.0,0.0,,1.0,main_w1_handler0,2042444,7669870,False,,1657505,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16683959,,32.0,,16809194.0,493531,tabular,1410268175.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 13:09:39.512155,52772.0,3.0
402742,tabular,2014-09-09 13:07:53.011095,roundup_single,1410268209.0,0.0,,1.0,main_w1_handler1,2042444,7669872,False,,1657516,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16683964,,32.0,,16809194.0,1102194,tabular,1410268205.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 13:10:10.938844,52772.0,4.0
402742,tabular,2014-09-09 13:16:51.463348,roundup_single,1410268749.0,0.0,,1.0,main_w1_handler0,2042444,7669930,False,,1657579,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16684058,,32.0,,16809194.0,1345258,tabular,1410268745.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 13:19:11.029863,52772.0,4.0
402742,tabular,2014-09-09 13:17:57.548520,roundup_single,1410268778.0,0.0,,1.0,main_w1_handler0,2042444,7669953,False,,1657581,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16684090,,32.0,,16809194.0,448121,tabular,1410268775.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 13:19:40.533985,52772.0,3.0
402742,tabular,2014-09-09 13:17:59.347456,roundup_single,1410268809.0,0.0,,1.0,main_w2_handler0,2042444,7669955,False,,1657586,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16684095,,32.0,,16809194.0,1132312,tabular,1410268805.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 13:20:11.122876,52772.0,4.0
402742,tabular,2014-09-09 13:16:49.061552,roundup_single,1410268718.0,0.0,,1.0,main_w2_handler1,2042444,7669928,False,,1657576,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16684052,,32.0,,16809194.0,626535,tabular,1410268715.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 13:18:39.884106,52772.0,3.0
402742,tabular,2014-09-09 21:10:14.899305,roundup_single,1410297159.0,0.0,,1.0,main_w2_handler0,2042444,7676061,False,,1663581,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16692129,,32.0,,16809194.0,689037,tabular,1410297155.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 21:12:42.797898,52772.0,4.0
402742,tabular,2014-09-09 21:13:23.607534,roundup_single,1410297370.0,0.0,,1.0,main_w2_handler0,2042444,7676107,False,,1663629,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16692192,,32.0,,16809194.0,1360177,tabular,1410297365.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 21:16:13.986330,52772.0,5.0
402742,tabular,2014-09-09 21:13:19.893132,roundup_single,1410297339.0,0.0,,1.0,main_w1_handler0,2042444,7676105,False,,1663621,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16692185,,32.0,,16809194.0,724574,tabular,1410297335.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 21:15:41.303574,52772.0,4.0
402742,tabular,2014-09-09 21:12:05.910927,roundup_single,1410297310.0,0.0,,1.0,main_w1_handler1,2042444,7676090,False,,1663617,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16692167,,32.0,,16809194.0,1652461,tabular,1410297305.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 21:15:12.166625,52772.0,5.0
402742,tabular,2014-09-09 21:12:03.484554,roundup_single,1410297280.0,0.0,,1.0,main_w1_handler1,2042444,7676088,False,,1663611,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16692162,,32.0,,16809194.0,952097,tabular,1410297275.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 21:14:41.656036,52772.0,5.0
402742,tabular,2014-09-09 21:10:17.563439,roundup_single,1410297204.0,0.0,,1.0,main_w1_handler0,2042444,7676063,False,,1663593,slurm,,132112264.0,corral-repl,,,16683937,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",16692134,,32.0,,16809194.0,1244715,tabular,1410297200.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/check_snpeff_candidates/check_snpeff_candidates/1.0.0,1.0.0,,2014-09-09 21:13:26.843828,52772.0,4.0
