create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.group.values,parameters.groupnames.__current_case__,parameters.groupnames.source,parameters.group|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-18 20:35:33.847088,reserved_normal,1513629349.0,0,,1.0,20898,mothur.shared,main_w3_handler1,3280912,17841523,False,,11915768.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32993123}]",0,none,,32.0,,42691248,1513629344.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-12-18 20:35:51.078961,5254,5.0
2017-12-18 20:39:17.465455,reserved_normal,1513629571.0,0,,1.0,20898,mothur.shared,main_w3_handler1,3280912,17841564,False,,11915803.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32993123}]",0,none,,32.0,,42691248,1513629566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-12-18 20:39:32.707259,5254,5.0
2017-12-18 23:31:02.583655,reserved_normal,1513639879.0,0,,1.0,15949,mothur.shared,main_w3_handler1,3280912,17842538,False,,11916819.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32993240}]",0,none,"""0.03""",32.0,,42691248,1513639874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-12-18 23:31:21.714620,5254,5.0
2017-10-06 21:09:06.230744,slurm_normal,1507324177.0,0,,1.0,20804,mothur.shared,main_w3_handler0,3278085,17043661,False,,11100987.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31590249}]",0,none,,32.0,,41097146,1507324172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-10-06 21:09:50.264121,112430,5.0
2017-10-10 13:18:15.742201,slurm_normal,1507641502.0,0,,1.0,47998,mothur.count_table,main_w4_handler0,3280599,17065252,False,,11122780.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31628296}]",0,none,,32.0,,41187017,1507641498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-10-10 13:18:26.259988,113157,4.0
2017-10-24 15:20:59.127372,slurm_normal,1508858480.0,0,,1.0,482,mothur.shared,main_w3_handler0,3276720,17198821,False,,11257938,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31852374}]",0,none,,32.0,,41090485,1508858476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-10-24 15:21:29.535294,112972,4.0
2017-10-30 16:35:52.564625,slurm_normal,1509381368.0,0,,1.0,3987,mothur.shared,main_w3_handler1,3304442,17266681,False,,11325759,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31968037}]",0,none,,32.0,,39677360,1509381364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-10-30 16:36:12.203623,654,4.0
2017-11-04 14:55:21.573232,slurm_normal,1509807354.0,0,,1.0,20685,mothur.shared,main_w4_handler1,3310785,17327465,False,,11389017,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32064796}]",0,none,,32.0,,40381825,1509807348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-11-04 14:56:01.095326,94887,6.0
2017-11-09 03:18:22.688818,slurm_normal,1510197541.0,0,,1.0,102410,mothur.shared,main_w4_handler0,3307905,17390734,False,,11452192,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32028813}]",0,none,,32.0,,41627267,1510197535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-11-09 03:19:08.175948,36706,6.0
2017-11-09 23:12:56.536279,slurm_normal,1510269190.0,0,,1.0,117015,mothur.shared,main_w3_handler1,3315882,17404276,False,,11465724,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32209673}]",0,none,,32.0,,40487806,1510269186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_groups/mothur_count_groups/1.36.1.0,1.36.1.0,,2017-11-09 23:13:13.194064,110860,4.0
