count,count_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.count.values,parameters.count|__identifier__,parameters.dbkey,parameters.fasta.values,parameters.fasta|__identifier__,parameters.name.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-30 23:09:55.065641,slurm_normal,1509405139.0,0,20080051,fasta,,1.0,main_w3_handler1,3305131,17270542,False,,11330476,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31974825}]",,,32.0,,41627267.0,1509405134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-30 23:12:25.795213,36706.0,5.0
,,2017-10-30 23:09:57.107766,slurm_normal,1509405154.0,0,9060646,fasta,,1.0,main_w3_handler0,3305131,17270550,False,,11330478,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31974874}]",,,32.0,,41627267.0,1509405150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-30 23:12:39.731854,36706.0,4.0
,,2017-10-30 23:09:58.090285,slurm_normal,1509405167.0,0,28812399,fasta,,1.0,main_w3_handler0,3305131,17270554,False,,11330482,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31974898}]",,,32.0,,41627267.0,1509405160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-30 23:12:51.066493,36706.0,7.0
,,2017-10-30 23:09:57.538190,slurm_normal,1509405159.0,0,10507771,fasta,,1.0,main_w4_handler1,3305131,17270552,False,,11330481,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31974886}]",,,32.0,,41627267.0,1509405153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-30 23:12:48.828612,36706.0,6.0
,,2017-10-30 23:09:55.275764,slurm_normal,1509405158.0,0,15994566,fasta,,1.0,main_w4_handler1,3305131,17270543,False,,11330479,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31974831}]",,,32.0,,41627267.0,1509405153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-30 23:12:48.223504,36706.0,5.0
,,2017-10-30 23:09:57.819321,slurm_normal,1509405174.0,0,27786261,fasta,,1.0,main_w3_handler1,3305131,17270553,False,,11330484,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31974892}]",,,32.0,,41627267.0,1509405167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-30 23:12:59.513969,36706.0,7.0
,,2017-10-30 23:09:56.857469,slurm_normal,1509405188.0,0,8725420,fasta,,1.0,main_w4_handler1,3305131,17270549,False,,11330490,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31974868}]",,,32.0,,41627267.0,1509405183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-30 23:13:10.616170,36706.0,5.0
,,2017-10-30 23:09:56.645983,slurm_normal,1509405188.0,0,23495035,fasta,,1.0,main_w4_handler1,3305131,17270548,False,,11330488,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31974862}]",,,32.0,,41627267.0,1509405182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-30 23:13:17.544658,36706.0,6.0
,,2017-10-30 23:09:51.419978,slurm_normal,1509405210.0,0,15830606,fasta,,1.0,main_w4_handler0,3305131,17270528,False,,11330493,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 31974746}]",,,32.0,,41627267.0,1509405205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-10-30 23:13:41.669244,36706.0,5.0
,,2018-01-08 11:59:24.802926,slurm_normal,1515412786.0,0,220063784,fasta,,1.0,main_w4_handler1,3384884,17971847,False,,12048426,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 33214822}]",,,32.0,,43043655.0,1515412769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2018-01-08 11:59:48.782232,119497.0,17.0
5910933.0,mothur.count_table,2017-11-01 09:54:02.792388,slurm_normal,1509530119.0,0,40875976,fasta,,1.0,main_w3_handler0,3306796,17283831,False,,11345131,slurm,,132112168.0,,,corral-repl,,"""8c84b4a2beea11e7863c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31999267}]",,"""?""","[{'src': 'hda', 'id': 31999260}]",,,32.0,,,1509530111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 09:55:25.611915,72172.0,8.0
22776.0,mothur.count_table,2017-11-01 10:07:58.130505,slurm_normal,1509530996.0,0,156400,fasta,,1.0,main_w3_handler0,3306806,17283896,False,,11345219,slurm,,132112168.0,,,corral-repl,,"""865c2ca2beec11e7863c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31999382}]",,"""?""","[{'src': 'hda', 'id': 31999376}]",,,32.0,,,1509530992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 10:10:04.336601,72172.0,4.0
1169437.0,mothur.count_table,2017-11-01 11:45:30.987846,slurm_normal,1509536824.0,0,8064210,fasta,,1.0,main_w4_handler1,3306882,17284611,False,,11346037,slurm,,132112168.0,,,corral-repl,,"""25df1bc4befa11e7b484005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32000824}]",,"""?""","[{'src': 'hda', 'id': 32000818}]",,,32.0,,,1509536819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 11:47:19.248581,72172.0,5.0
7933881.0,mothur.count_table,2017-11-01 11:42:47.236906,slurm_normal,1509536636.0,0,54871529,fasta,,1.0,main_w3_handler0,3306884,17284578,False,,11346012,slurm,,132112168.0,,,corral-repl,,"""c31b028cbef911e78f43005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32000747}]",,"""?""","[{'src': 'hda', 'id': 32000741}]",,,32.0,,,1509536627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 11:43:59.649056,72172.0,9.0
4797382.0,mothur.count_table,2017-11-01 11:44:44.025527,slurm_normal,1509536715.0,0,33104151,fasta,,1.0,main_w3_handler0,3306883,17284597,False,,11346023,slurm,,132112168.0,,,corral-repl,,"""f2893b9cbef911e79af7005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32000791}]",,"""?""","[{'src': 'hda', 'id': 32000785}]",,,32.0,,,1509536708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 11:45:19.618802,72172.0,7.0
71395.0,mothur.count_table,2017-11-01 16:05:06.778034,slurm_normal,1509552340.0,0,7409306,mothur.align,,1.0,main_w4_handler0,3303860,17287013,False,,11348730,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31954866}]",,"""?""","[{'src': 'hda', 'id': 32005294}]",,,32.0,,41333763.0,1509552334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 16:05:46.972964,110472.0,6.0
388039.0,mothur.count_table,2017-11-01 17:08:40.848187,slurm_normal,1509556160.0,0,2657178,fasta,,1.0,main_w3_handler1,3306412,17287753,False,,11349459,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32006327}]",,"""?""","[{'src': 'hda', 'id': 32006152}]",,,32.0,,41671548.0,1509556154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 17:09:31.659737,114838.0,6.0
71395.0,mothur.count_table,2017-11-01 20:16:56.987307,slurm_normal,1509567437.0,0,460029,fasta,,1.0,main_w3_handler0,3305053,17289872,False,,11351772,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31973111}]",,"""?""","[{'src': 'hda', 'id': 31973090}]",,,32.0,,41680810.0,1509567432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 20:17:26.678583,108184.0,5.0
71395.0,mothur.count_table,2017-11-01 20:16:43.948194,slurm_normal,1509567427.0,0,460029,fasta,,1.0,main_w3_handler0,3305055,17289865,False,,11351768,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31973109}]",,"""?""","[{'src': 'hda', 'id': 31973085}]",,,32.0,,41227103.0,1509567422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 20:17:17.143732,113422.0,5.0
71395.0,mothur.count_table,2017-11-01 20:16:57.964271,slurm_normal,1509567458.0,0,20651799,mothur.align,,1.0,main_w4_handler1,3305056,17289873,False,,11351781,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31973105}]",,"""?""","[{'src': 'hda', 'id': 32009576}]",,,32.0,,41324958.0,1509567449.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 20:17:43.950740,112817.0,9.0
71395.0,mothur.count_table,2017-11-01 20:17:07.481351,slurm_normal,1509567464.0,0,460029,fasta,,1.0,main_w3_handler1,3305052,17289875,False,,11351786,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31973107}]",,"""?""","[{'src': 'hda', 'id': 31973093}]",,,32.0,,41049125.0,1509567459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 20:17:54.563348,112818.0,5.0
71395.0,mothur.count_table,2017-11-01 20:19:21.942942,slurm_normal,1509567606.0,0,20651799,mothur.align,,1.0,main_w3_handler1,3305052,17289887,False,,11351800,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31973107}]",,"""?""","[{'src': 'hda', 'id': 32009592}]",,,32.0,,41049125.0,1509567592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-01 20:20:16.971824,112818.0,14.0
,,2017-11-02 02:03:31.256419,slurm_normal,1509588242.0,0,206217185,fasta,,1.0,main_w4_handler1,3307676,17293280,False,,11355457,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32014715}]",,,32.0,,41627267.0,1509588227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 02:04:05.782101,36706.0,15.0
8844360.0,mothur.count_table,2017-11-02 04:31:14.727863,slurm_normal,1509597134.0,0,1515661366,mothur.align,,1.0,main_w4_handler0,3307676,17294600,False,,11356694,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32016035}]",,"""?""","[{'src': 'hda', 'id': 32016784}]",,,32.0,,41627267.0,1509597084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 04:32:20.576583,36706.0,50.0
,,2017-11-02 05:28:08.947492,slurm_normal,1509600509.0,0,17561376,fasta,,1.0,main_w4_handler0,3307676,17294778,False,,11357044,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32017168}]",,,32.0,,41627267.0,1509600502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 05:28:34.313206,36706.0,7.0
,,2017-11-02 06:33:46.126916,slurm_normal,1509604461.0,0,207654319,fasta,,1.0,main_w3_handler0,3307905,17295035,False,,11357389,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32017690}]",,,32.0,,41627267.0,1509604439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 06:34:24.066725,36706.0,22.0
9112881.0,mothur.count_table,2017-11-02 07:04:29.883125,slurm_normal,1509606345.0,0,1522922539,mothur.align,,1.0,main_w4_handler0,3307905,17295110,False,,11357463,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32017898}]",,"""?""","[{'src': 'hda', 'id': 32017905}]",,,32.0,,41627267.0,1509606295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 07:05:58.210925,36706.0,50.0
,,2017-11-02 13:44:48.867827,slurm_normal,1509630358.0,0,616390480,fasta,,1.0,main_w3_handler0,3308120,17301011,False,,11362321,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32025801}]",,,32.0,,40637334.0,1509630319.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 13:46:04.632384,97627.0,39.0
,,2017-11-02 14:12:43.614155,slurm_normal,1509632213.0,0,612387910,fasta,,1.0,main_w4_handler1,3308120,17301558,False,,11362718,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32026383}]",,,32.0,,40637334.0,1509632153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 14:17:32.934524,97627.0,60.0
,,2017-11-02 19:44:17.047693,slurm_normal,1509651917.0,0,189801863,fasta,,1.0,main_w4_handler1,3308941,17307883,False,,11367129,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32035555}]",,,32.0,,41709546.0,1509651901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 19:45:22.448165,111190.0,16.0
,,2017-11-02 19:43:28.085987,slurm_normal,1509652045.0,0,207654319,fasta,,1.0,main_w3_handler1,3308920,17307876,False,,11367165,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32035506}]",,,32.0,,41628482.0,1509652028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 19:50:00.338249,110821.0,17.0
,,2017-11-02 19:55:01.255169,slurm_normal,1509652577.0,0,189801863,fasta,,1.0,main_w4_handler1,3308941,17308036,False,,11367296,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32035555}]",,,32.0,,41709546.0,1509652560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-02 19:56:27.189343,111190.0,17.0
,,2017-11-03 15:30:49.697710,slurm_normal,1509723084.0,0,118282585,fasta,,1.0,main_w4_handler0,3310260,17318849,False,,11378983,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""",,,"""hg19""","[{'src': 'hda', 'id': 32052230}]",,,32.0,,41516997.0,1509723069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-03 15:31:27.247962,114497.0,15.0
,,2018-01-09 07:34:26.307004,slurm_normal,1515483288.0,0,220063784,fasta,,1.0,main_w3_handler0,3384941,17979212,False,,12056033,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 33215130}]",,,32.0,,43044656.0,1515483271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2018-01-09 07:34:50.420953,119497.0,17.0
1347991.0,mothur.count_table,2017-11-04 09:57:48.228943,slurm_normal,1509789489.0,0,214466793,mothur.align,,1.0,main_w4_handler0,3310785,17325925,False,,11386836,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32062011}]",,"""?""","[{'src': 'hda', 'id': 32062238}]",,,32.0,,40381825.0,1509789478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-04 09:58:11.298603,94887.0,11.0
,,2017-11-04 08:57:33.631643,slurm_normal,1509785898.0,0,44321114,fasta,,1.0,main_w4_handler1,3310785,17325648,False,,11386463,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32061874}]",,,32.0,,40381825.0,1509785889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-04 08:58:49.144422,94887.0,9.0
,,2017-11-04 09:08:18.768249,slurm_normal,1509786519.0,0,37419606,fasta,,1.0,main_w4_handler0,3310785,17325716,False,,11386610,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32061984}]",,,32.0,,40381825.0,1509786512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-04 09:08:42.201887,94887.0,7.0
1423682.0,mothur.count_table,2017-11-04 14:28:56.328390,slurm_normal,1509805764.0,0,221283377,mothur.align,,1.0,main_w3_handler0,3310785,17327386,False,,11388925,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32064434}]",,"""?""","[{'src': 'hda', 'id': 32064632}]",,,32.0,,40381825.0,1509805753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-04 14:29:27.753655,94887.0,11.0
,,2017-11-04 13:40:19.377310,slurm_normal,1509802841.0,0,45758248,fasta,,1.0,main_w3_handler1,3310785,17327209,False,,11388673,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32064330}]",,,32.0,,40381825.0,1509802833.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-04 13:40:45.510351,94887.0,8.0
,,2017-11-06 00:50:33.706066,slurm_normal,1509929479.0,0,3943783,fasta,,1.0,main_w4_handler1,2965092,17339657,False,,11402258,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32083626}]",,,32.0,,41342331.0,1509929474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-06 00:51:36.306922,91848.0,5.0
,,2017-11-06 01:57:12.301867,slurm_normal,1509933471.0,0,207653769,fasta,,1.0,main_w4_handler0,3308920,17340008,False,,11402753,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32036186}]",,,32.0,,41628482.0,1509933455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-06 01:57:57.730186,110821.0,16.0
,,2017-11-06 12:27:53.965852,slurm_normal,1509971305.0,0,7042626,fasta,,1.0,main_w4_handler1,3313016,17344494,False,,11407676,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32090744}]",,,32.0,,41782476.0,1509971300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-06 12:28:30.937311,,5.0
171907.0,mothur.count_table,2017-11-06 12:45:07.271282,slurm_normal,1509972329.0,0,1816054,fasta,,1.0,main_w4_handler1,3313016,17344653,False,,11407799,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32090933}]",,"""?""","[{'src': 'hda', 'id': 32090871}]",,,32.0,,41782476.0,1509972324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-06 12:45:33.450749,,5.0
,,2017-11-06 16:22:04.802180,slurm_normal,1509985351.0,0,206217185,fasta,,1.0,main_w4_handler1,3312502,17347611,False,,11410867,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32084145}]",,,32.0,,40487806.0,1509985335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-06 16:22:33.887746,110860.0,16.0
,,2017-11-06 16:42:46.964995,slurm_normal,1509986608.0,0,176544066,fasta,,1.0,main_w3_handler0,3312502,17347829,False,,11411126,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",,,"""?""","[{'src': 'hda', 'id': 32095420}]",,,32.0,,40487806.0,1509986591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-06 16:43:37.904350,110860.0,17.0
13713636.0,mothur.count_table,2017-11-06 19:06:59.974663,slurm_normal,1509995313.0,0,2293341159,mothur.align,,1.0,main_w3_handler1,3308920,17349360,False,,11412633,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32097919}]",,"""?""","[{'src': 'hda', 'id': 32097950}]",,,32.0,,41628482.0,1509995240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-06 19:08:36.086061,110821.0,73.0
10421592.0,mothur.count_table,2017-11-06 21:05:59.187825,slurm_normal,1510002440.0,0,1786746172,mothur.align,,1.0,main_w3_handler0,3308920,17350677,False,,11413802,slurm,,132112168.0,,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32098247}]",,"""?""","[{'src': 'hda', 'id': 32098245}]",,,32.0,,41628482.0,1510002380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.36.1.0,1.36.1.0,,2017-11-06 21:07:21.473860,110821.0,60.0
