chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bam_paired_end_type.__current_case__,parameters.bam_paired_end_type.bam_paired_end_type_selector,parameters.bam_paired_end_type.force_se,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-18 21:27:56.093460,slurm_normal,1476826584.0,0,,1.0,main_w4_handler1,2857910,14112330,False,,73003397,bam,8327086.roundup,slurm,,132112168.0,corral-repl,,"""bad0f7e4957911e68173005056a52a46""",1,SE,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b833afee2371784f'}]",32.0,,33759089.0,1476826542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2016-10-18 21:36:28.717315,92358.0,42.0
,,2016-10-21 23:38:57.217005,slurm_normal,1477093921.0,0,,1.0,main_w3_handler0,2507126,14145045,False,,1261837493,bam,8358133.roundup,slurm,,132112168.0,corral-repl,,"""886662a697e711e6b63f005056a52a46""",0,PE,false,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54619893bd13f1eae'}]",32.0,,32696570.0,1477093605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2016-10-21 23:52:03.808937,22469.0,316.0
,,2016-10-28 01:10:30.959182,slurm_normal,1477668322.0,0,,1.0,main_w3_handler0,2872268,14196267,False,,32306764,bam,8412613.roundup,slurm,,132112168.0,corral-repl,,"""5120a8609cab11e6a6b7005056a52a46""",1,SE,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b6e2cdd83fa9618'}]",32.0,,33905376.0,1477668301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2016-10-28 15:25:27.859425,92358.0,21.0
,,2014-10-28 14:31:25.052529,rodeo_normal,1414509880.0,0,,1.0,main_w1_handler0,2100164,8056280,False,,478050956,bam,87444.rodeo,slurm,,8059880.0,corral-repl,,"""157270fa5eaf11e49b63005056a51846""",1,SE,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17356872,,1.0,,17508486.0,1414509826.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2014-10-28 15:24:44.261625,49127.0,54.0
,,2015-01-07 13:35:57.509886,rodeo_normal,1420654883.0,0,,1.0,main_w1_handler0,2166548,8509677,False,,776202599,bam,711258.rodeo,slurm,,16332532.0,corral-repl,,"""194450cc967211e4a269005056a51846""",1,SE,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18148484,,2.0,,17682818.0,1420654784.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2015-01-07 18:21:25.740246,50971.0,99.0
,,2015-01-19 06:54:59.587678,rodeo_normal,1421691004.0,0,,1.0,main_w2_handler1,2177225,8566578,False,,2113127817,bam,2506544.roundup,slurm,,132112264.0,corral-repl,,"""12ffc11c9fa811e4a241005056a52a46""",1,SE,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18240192,,32.0,,20418158.0,1421690579.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2015-01-19 18:10:06.650151,49127.0,425.0
,,2015-02-20 10:36:07.510297,rodeo_normal,1424532152.0,0,,1.0,main_w2_handler0,2213078,8774656,False,,5396747603,bam,2861838.roundup,slurm,,132112168.0,corral-repl,,"""3d758be0b8ec11e4a7af005056a51846""",0,PE,False,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",18584333,,32.0,,20769248.0,1424531087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2015-02-21 15:22:34.224886,49692.0,1065.0
,,2015-02-25 13:06:12.497994,rodeo_normal,1424871679.0,0,,1.0,main_w2_handler1,2218511,8811809,False,,524991447,bam,2913477.roundup,slurm,,132112168.0,corral-repl,,"""0e85bd1cbcef11e4b997005056a52a46""",0,PE,False,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",18642934,,32.0,,21445960.0,1424871568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2015-02-25 13:41:22.601613,60173.0,111.0
,,2015-03-12 11:10:02.351557,rodeo_normal,1426161307.0,0,,1.0,main_w1_handler0,2234396,8926094,False,,670364021,bam,3127883.roundup,slurm,,132112168.0,corral-repl,,"""52fd594ac8a811e48359005056a51846""",0,PE,False,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",18828760,,32.0,,21689651.0,1426161147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2015-03-12 11:55:10.914654,39888.0,160.0
,,2015-03-26 23:08:00.416258,rodeo_normal,1427411554.0,0,,1.0,main_w1_handler1,2248060,9053888,False,,995561997,bam,3339281.roundup,slurm,,132112168.0,corral-repl,,"""f14c3b6ad40c11e4a95b005056a52a46""",1,SE,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18986128,,32.0,,21602474.0,1427411346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_rmdup/samtools_rmdup/1.0.0,1.0.0,,2015-03-26 23:12:38.261143,52419.0,208.0
