create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotations,parameters.chr,parameters.chromInfo,parameters.dbkey,parameters.filter.__current_case__,parameters.filter.effects,parameters.filter.specificEffects,parameters.filterOut,parameters.generate_stats,parameters.input.values,parameters.inputFormat,parameters.input|__identifier__,parameters.noLog,parameters.offset,parameters.outputConditional.__current_case__,parameters.outputConditional.gatk_v1,parameters.outputConditional.outputFormat,parameters.snpDb.__current_case__,parameters.snpDb.genomeSrc,parameters.snpDb.reg_section.regulation,parameters.snpDb.snpeff_db.values,parameters.spliceRegion.__current_case__,parameters.spliceRegion.setSpliceRegions,parameters.spliceRegion.spliceRegionExonSize,parameters.spliceRegion.spliceRegionIntronMax,parameters.spliceRegion.spliceRegionIntronMin,parameters.spliceSiteSize,parameters.udLength,processor_count,runner_name,session_id,snpeff_db,snpeff_db_filetype,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-15 06:45:54.128330,slurm_normal,1513320417.0,0,,1.0,main_w4_handler0,3318634,17814773,False,,3558946,vcf,11883360,slurm,,132112168.0,corral-repl,,,"[""-formatEff"", ""-classic"", ""-sequenceOntology"", ""-hgvs"", ""-hgvsOld"", ""-hgvs1LetterAa"", ""-hgvsTrId"", ""-noShiftHgvs"", ""-noHgvs"", ""-canon"", ""-onlyProtein"", ""-geneId"", ""-noExpandIUB"", ""-oicr"", ""-lof"", ""-noLof"", ""-noMotif"", ""-noNextProt"", ""-noInteraction"", ""-cancer""]","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 32944079}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,41907406.0,49,snpeffdb,1513320362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-12-15 06:46:59.706184,19592.0,55.0
2017-09-30 07:11:37.950024,slurm_normal,1506760413.0,0,,1.0,main_w4_handler0,3270766,16976762,False,,56061763004,vcf,11044425.roundup,slurm,,132112168.0,corral-repl,,,"[""-formatEff"", ""-cancer""]","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 31484227}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,40917940.0,49,snpeffdb,1506755501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-09-30 08:33:35.545372,90948.0,4912.0
2017-09-30 07:12:18.811170,slurm_normal,1506760657.0,0,,1.0,main_w4_handler0,3270766,16976764,False,,60507421397,vcf,11044427.roundup,slurm,,132112168.0,corral-repl,,,"[""-formatEff"", ""-cancer""]","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 31484223}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,40917940.0,49,snpeffdb,1506755543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-09-30 08:37:41.146589,90948.0,5114.0
2017-10-05 23:41:41.768785,slurm_normal,1507246998.0,0,,1.0,main_w4_handler0,3276511,17035739,False,,2473709,vcf,11092542.roundup,slurm,,132112168.0,corral-repl,,,"[""-classic"", ""-lof""]","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 31577297}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,40937120.0,49,snpeffdb,1507246927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-10-05 23:43:25.103234,112457.0,71.0
2017-10-01 20:41:41.009676,slurm_normal,1506890520.0,0,,1.0,main_w4_handler0,2241549,16981411,False,,73797,vcf,11048641.roundup,slurm,,132112168.0,corral-repl,,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""gasAcu1""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 31079396}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,40989144.0,21,snpeffdb,1506890504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-10-01 20:42:03.527533,51510.0,16.0
2017-10-01 20:47:28.111891,slurm_normal,1506890866.0,0,,1.0,main_w4_handler0,2241549,16981426,False,,73797,vcf,11048658.roundup,slurm,,132112168.0,corral-repl,,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""gasAcu1""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 31079396}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,40989144.0,21,snpeffdb,1506890851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-10-01 20:47:48.623910,51510.0,15.0
2017-10-01 20:48:15.533384,slurm_normal,1506890954.0,0,,1.0,main_w4_handler0,2241549,16981428,False,,73797,vcf,11048660.roundup,slurm,,132112168.0,corral-repl,,,,"""chr""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""gasAcu1""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 31079396}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,40989144.0,21,snpeffdb,1506890898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-10-01 20:49:16.105968,51510.0,56.0
2017-10-01 20:53:49.566231,slurm_normal,1506891281.0,0,,1.0,main_w4_handler0,2241549,16981442,False,,73797,vcf,11048672.roundup,slurm,,132112168.0,corral-repl,,,,"""group""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/gasAcu1.len""","""gasAcu1""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 31079396}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,40989144.0,21,snpeffdb,1506891233.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-10-01 20:54:44.442388,51510.0,48.0
2017-10-02 12:09:49.597654,slurm_normal,1506946519.0,0,,1.0,main_w3_handler1,2241549,16984861,False,,146377,vcf,11052018.roundup,slurm,,132112168.0,corral-repl,,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 31498942}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,40989144.0,21,snpeffdb,1506946479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-10-02 12:15:23.130617,51510.0,40.0
2017-12-15 13:33:28.884672,slurm_normal,1513344873.0,0,,1.0,main_w4_handler1,3366170,17818454,False,,170969,vcf,11887225,slurm,,132112168.0,corral-repl,,,,"""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0.0,,no,,"""true""","[{'src': 'hda', 'id': 32949935}]","""vcf""",,"""true""","""default""",0,,vcf,,,,,0,no,,,,"""2""","""5000""",32.0,,42552938.0,49,snpeffdb,1513344828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.3k.0,4.3k.0,,2017-12-15 13:34:36.457972,116810.0,45.0
