create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.freq,parameters.otu.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-08 09:23:33.985683,slurm_normal,1512725031.0,0,1.0,main_w4_handler0,3358303,17744607,False,,11811113,slurm,,132112168.0,corral-repl,186863,mothur.shared,,"[""jabund"", ""jclass"", ""jest"", ""sharedace"", ""sharedsobs"", ""sharedchao"", ""sorabund"", ""sorclass"", ""sorest"", ""thetan"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""100.0""","[{'src': 'hda', 'id': 32813009}]",32.0,,42533477,1512725027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_collect_shared/mothur_collect_shared/1.36.1.0,1.36.1.0,,2017-12-08 09:23:58.589828,72172,4.0
