chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bams,input_bams1,input_bams10,input_bams100,input_bams100_filetype,input_bams101,input_bams101_filetype,input_bams102,input_bams102_filetype,input_bams103,input_bams103_filetype,input_bams104,input_bams104_filetype,input_bams105,input_bams105_filetype,input_bams106,input_bams106_filetype,input_bams107,input_bams107_filetype,input_bams108,input_bams108_filetype,input_bams10_filetype,input_bams11,input_bams11_filetype,input_bams12,input_bams12_filetype,input_bams13,input_bams13_filetype,input_bams14,input_bams14_filetype,input_bams15,input_bams15_filetype,input_bams16,input_bams16_filetype,input_bams17,input_bams17_filetype,input_bams18,input_bams18_filetype,input_bams19,input_bams19_filetype,input_bams1_filetype,input_bams2,input_bams20,input_bams20_filetype,input_bams21,input_bams21_filetype,input_bams22,input_bams22_filetype,input_bams23,input_bams23_filetype,input_bams24,input_bams24_filetype,input_bams25,input_bams25_filetype,input_bams26,input_bams26_filetype,input_bams27,input_bams27_filetype,input_bams28,input_bams28_filetype,input_bams29,input_bams29_filetype,input_bams2_filetype,input_bams3,input_bams30,input_bams30_filetype,input_bams31,input_bams31_filetype,input_bams32,input_bams32_filetype,input_bams33,input_bams33_filetype,input_bams34,input_bams34_filetype,input_bams35,input_bams35_filetype,input_bams36,input_bams36_filetype,input_bams37,input_bams37_filetype,input_bams38,input_bams38_filetype,input_bams39,input_bams39_filetype,input_bams3_filetype,input_bams4,input_bams40,input_bams40_filetype,input_bams41,input_bams41_filetype,input_bams42,input_bams42_filetype,input_bams43,input_bams43_filetype,input_bams44,input_bams44_filetype,input_bams45,input_bams45_filetype,input_bams46,input_bams46_filetype,input_bams47,input_bams47_filetype,input_bams48,input_bams48_filetype,input_bams49,input_bams49_filetype,input_bams4_filetype,input_bams5,input_bams50,input_bams50_filetype,input_bams51,input_bams51_filetype,input_bams52,input_bams52_filetype,input_bams53,input_bams53_filetype,input_bams54,input_bams54_filetype,input_bams55,input_bams55_filetype,input_bams56,input_bams56_filetype,input_bams57,input_bams57_filetype,input_bams58,input_bams58_filetype,input_bams59,input_bams59_filetype,input_bams5_filetype,input_bams6,input_bams60,input_bams60_filetype,input_bams61,input_bams61_filetype,input_bams62,input_bams62_filetype,input_bams63,input_bams63_filetype,input_bams64,input_bams64_filetype,input_bams65,input_bams65_filetype,input_bams66,input_bams66_filetype,input_bams67,input_bams67_filetype,input_bams68,input_bams68_filetype,input_bams69,input_bams69_filetype,input_bams6_filetype,input_bams7,input_bams70,input_bams70_filetype,input_bams71,input_bams71_filetype,input_bams72,input_bams72_filetype,input_bams73,input_bams73_filetype,input_bams74,input_bams74_filetype,input_bams75,input_bams75_filetype,input_bams76,input_bams76_filetype,input_bams77,input_bams77_filetype,input_bams78,input_bams78_filetype,input_bams79,input_bams79_filetype,input_bams7_filetype,input_bams8,input_bams80,input_bams80_filetype,input_bams81,input_bams81_filetype,input_bams82,input_bams82_filetype,input_bams83,input_bams83_filetype,input_bams84,input_bams84_filetype,input_bams85,input_bams85_filetype,input_bams86,input_bams86_filetype,input_bams87,input_bams87_filetype,input_bams88,input_bams88_filetype,input_bams89,input_bams89_filetype,input_bams8_filetype,input_bams9,input_bams90,input_bams90_filetype,input_bams91,input_bams91_filetype,input_bams92,input_bams92_filetype,input_bams93,input_bams93_filetype,input_bams94,input_bams94_filetype,input_bams95,input_bams95_filetype,input_bams96,input_bams96_filetype,input_bams97,input_bams97_filetype,input_bams98,input_bams98_filetype,input_bams99,input_bams99_filetype,input_bams9_filetype,input_bams_filetype,input_bed,input_bed_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bams,parameters.input_bams.values,parameters.input_bed,parameters.input_bed.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-08-21 19:05:06.392940,slurm_normal,1440183985.0,0,1.0,main_w1_handler2,2380255,10167228,False,,711942349,711942349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,200701,bed,4435894.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20853530""",,20853241,,32.0,,14311861.0,1440183925.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-08-21 19:06:28.322041,26416.0,60.0
,,2015-12-10 03:47:05.777065,slurm_normal,1449732972.0,0,1.0,main_w2_handler1,2533860,11136252,False,,1386859824,1386859824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,1282540,tabular,5404927.roundup,slurm,,132112168.0,corral-repl,,"""842d0d669ef011e59ae1005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""22383552""",,22383550,,32.0,,26715293.0,1449732865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-12-10 07:36:15.433238,25806.0,107.0
,,2015-12-10 03:47:10.457078,slurm_normal,1449732984.0,0,1.0,main_w1_handler2,2533860,11136256,False,,1364672043,1364672043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,1282540,tabular,5404930.roundup,slurm,,132112168.0,corral-repl,,"""842d0d669ef011e59ae1005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""22383557""",,22383550,,32.0,,26715293.0,1449732883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-12-10 07:36:28.330995,25806.0,101.0
,,2015-12-10 03:47:07.910371,slurm_normal,1449732988.0,0,1.0,main_w1_handler2,2533860,11136254,False,,1524788387,1524788387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,1282540,tabular,5404928.roundup,slurm,,132112168.0,corral-repl,,"""842d0d669ef011e59ae1005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""22383555""",,22383550,,32.0,,26715293.0,1449732869.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-12-10 07:36:30.830849,25806.0,119.0
,,2016-04-26 10:30:15.731676,slurm_normal,1461666652.0,0,1.0,main_w2_handler1,2660894,12621943,False,,25867903,25867903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,30725524.0,,,,,,,,,,,,,,,,,,,,,bam,6958.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2502,bed,6824604.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b595acf79dbcf4162d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53f1f23a7306988bf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5eb7de325b185ec10'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9f6ab71261bb52f'}]",32.0,,28469836.0,1461666630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2016-04-26 10:30:55.297378,73208.0,22.0
,,2015-09-21 10:44:24.810099,slurm_normal,1442832284.0,0,1.0,main_w1_handler0,2394132,10371583,False,,797290,797290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4652848.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609690""",,21191966,,32.0,,25201574.0,1442832280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 10:44:46.466888,60534.0,4.0
,,2015-08-24 12:53:31.740296,slurm_normal,1440420963.0,0,1.0,main_w1_handler1,2403953,10188283,False,,1399450887,1399450887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,13848996,bed,4457482.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20874200""",,20887324,,32.0,,24610073.0,1440420825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-08-24 12:56:06.256128,67547.0,138.0
,,2015-08-24 12:57:31.237814,slurm_normal,1440421104.0,0,1.0,main_w2_handler1,2403953,10188303,False,,1399450887,1399450887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,195217,bed,4457502.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20874200""",,20758070,,32.0,,24610073.0,1440421070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-08-24 12:58:28.365747,67547.0,34.0
,,2015-08-24 13:16:38.237426,slurm_normal,1440425711.0,0,1.0,main_w2_handler1,2403953,10188391,False,,1399450887,1399450887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,583091293,bed,4457586.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20874200""",,20887438,,32.0,,24610073.0,1440422222.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-08-24 14:15:14.812164,67547.0,3489.0
,,2015-08-21 08:00:57.763631,slurm_normal,1440144104.0,0,1.0,main_w2_handler1,2392939,10162836,False,,60964532,60964532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,1179,bed,4432079.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20843581""",,20843609,,32.0,,24772764.0,1440144079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-08-21 08:01:47.685947,29483.0,25.0
,,2015-09-21 10:32:31.116521,slurm_normal,1442831577.0,0,1.0,main_w2_handler0,2394135,10371553,False,,1045828,1045828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4652803.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609729""",,21191904,,32.0,,25201574.0,1442831573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 10:32:59.129889,60534.0,4.0
,,2016-03-10 01:14:31.256485,slurm_normal,1457572625.0,0,1.0,main_w1_handler0,2186621,12091284,False,,2239710273,2239710273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,893702,bed,6315875.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""23333163""",,23762787,,32.0,,28904697.0,1457572543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2016-03-10 01:17:08.084308,58857.0,82.0
,,2016-03-10 01:18:13.762221,slurm_normal,1457572863.0,0,1.0,main_w2_handler1,2186621,12091296,False,,2000594348,2000594348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,893702,bed,6315885.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""23333206""",,23762787,,32.0,,28904697.0,1457572791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2016-03-10 01:21:05.740204,58857.0,72.0
,,2015-08-26 13:40:23.583798,slurm_normal,1440596493.0,0,1.0,main_w1_handler0,2109016,10204048,False,,581538872,581538872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,304827,bed,4473634.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20914933""",,20915028,,32.0,,23754852.0,1440596465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-08-26 13:41:35.624596,51804.0,28.0
,,2015-08-26 12:53:15.052143,slurm_normal,1440593694.0,0,1.0,main_w2_handler1,2109016,10203544,False,,614427106,614427106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,603596,bed,4473312.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20913499""",,20913589,,32.0,,23754852.0,1440593647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-08-26 12:54:57.080611,51804.0,47.0
,,2015-08-26 13:24:39.298248,slurm_normal,1440595564.0,0,1.0,main_w1_handler0,2109016,10203966,False,,614427106,614427106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,603596,bed,4473524.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20913499""",,20914912,,32.0,,23754852.0,1440595524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-08-26 13:26:09.191743,51804.0,40.0
,,2015-09-21 13:31:52.764664,slurm_normal,1442842344.0,0,1.0,main_w2_handler0,2394118,10372911,False,,1081744,1081744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4654044.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609466""",,21193880,,32.0,,25201574.0,1442842340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 13:32:28.176676,60534.0,4.0
,,2015-09-21 13:24:38.399270,slurm_normal,1442841905.0,0,1.0,main_w2_handler1,2394127,10372854,False,,2000246,2000246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4653990.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609615""",,21193788,,32.0,,25201574.0,1442841901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 13:25:10.165381,60534.0,4.0
,,2015-09-21 13:17:56.812215,slurm_normal,1442841509.0,0,1.0,main_w1_handler2,2394133,10372806,False,,1101697,1101697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4653940.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609708""",,21193623,,32.0,,25201574.0,1442841505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 13:18:38.891238,60534.0,4.0
,,2015-09-21 13:21:28.455943,slurm_normal,1442841721.0,0,1.0,main_w1_handler1,2394131,10372836,False,,1228961,1228961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4653970.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609669""",,21193695,,32.0,,25201574.0,1442841716.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 13:22:03.873858,60534.0,5.0
,,2015-09-21 13:22:25.455160,slurm_normal,1442841777.0,0,1.0,main_w1_handler1,2394128,10372839,False,,1216146,1216146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4653974.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609651""",,21193768,,32.0,,25201574.0,1442841773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 13:22:59.063909,60534.0,4.0
,,2015-09-21 13:25:25.027032,slurm_normal,1442841965.0,0,1.0,main_w1_handler2,2394126,10372862,False,,1715842,1715842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4653999.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609583""",,21193799,,32.0,,25201574.0,1442841955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 13:26:07.473057,60534.0,10.0
,,2015-09-21 13:32:32.901354,slurm_normal,1442842385.0,0,1.0,main_w1_handler2,2394114,10372914,False,,1606072,1606072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4654048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609243""",,21193883,,32.0,,25201574.0,1442842380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 13:33:09.353696,60534.0,5.0
,,2015-09-21 13:35:29.313437,slurm_normal,1442842561.0,0,1.0,main_w1_handler0,2394104,10372939,False,,1987746,1987746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4654080.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609199""",,21193935,,32.0,,25201574.0,1442842556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 13:36:06.171084,60534.0,5.0
,,2015-09-21 13:28:49.083527,slurm_normal,1442842158.0,0,1.0,main_w2_handler1,2394121,10372888,False,,1885090,1885090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,22,bed,4654021.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20609537""",,21193822,,32.0,,25201574.0,1442842154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_bedcov/samtools_bedcov/2.0,2.0,,2015-09-21 13:29:20.918862,60534.0,4.0
