create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.method_options.__current_case__,parameters.method_options.method_options_selector,parameters.method_options.number,parameters.method_options.percentage,parameters.tsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-08 08:22:12.097795,slurm_normal,1460103810.0,0,1.0,main_w1_handler1,2649301,12380008,False,1165765405,sam,,6579945.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",24202531,,0,percentage,,80.0,"""-1.0""",32.0,,29491373,1460103749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-08 08:23:32.111505,81547,61.0
2016-04-07 01:29:27.833260,slurm_normal,1459992597.0,0,1.0,main_w2_handler1,2660210,12357903,False,89071352,bam,,6562457.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24174454,,0,percentage,,80.0,"""-1.0""",32.0,,29460386,1459992575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-07 01:29:58.711802,82075,22.0
2016-04-14 17:08:03.391355,slurm_normal,1460654061.0,0,1.0,main_w1_handler0,2665621,12453814,False,15087935,bam,,6650965.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ad0bf60146f9710d'}]",0,percentage,,80.0,"""36.0""",32.0,,29548901,1460653980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-14 17:14:23.657250,82312,81.0
2016-04-14 18:48:44.016369,slurm_normal,1460659775.0,0,1.0,main_w1_handler0,2665621,12455820,False,13695551,bam,,6651724.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b551709bb8e204eb9f'}]",0,percentage,,80.0,"""36.0""",32.0,,29548901,1460659762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-14 18:49:40.094542,82312,13.0
2016-04-20 09:30:41.048089,slurm_normal,1461144853.0,0,1.0,main_w2_handler1,2656704,12534459,False,6251953294,sam,,6720971.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b78836c117b188bd'}]",1,number,8,,"""16.0""",32.0,,29699067,1461144689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-20 09:34:17.078476,81944,164.0
2016-12-21 00:45:35.591377,slurm_normal,1482281149.0,0,1.0,main_w3_handler0,2873743,14619731,False,28645543,sam,,8796365.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 27701170}]",0,percentage,,80.0,"""25.0""",32.0,,33705452,1482281138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2016-12-21 00:45:51.130989,92128,11.0
2017-03-15 20:16:18.905194,slurm_normal,1489608990.0,0,1.0,main_w3_handler1,3033001,15306557,False,895111,bed,,9448699.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28773505}]",0,percentage,,80.0,"""72.0""",32.0,,36595266,1489608982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 20:16:32.451336,73571,8.0
2017-03-15 20:51:00.520140,slurm_normal,1489611073.0,0,1.0,main_w3_handler0,3033001,15306795,False,895111,bed,,9448920.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28773505}]",0,percentage,,60.0,"""72.0""",32.0,,36595266,1489611065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 20:51:15.135302,73571,8.0
2017-03-15 20:58:17.168850,slurm_normal,1489611586.0,0,1.0,main_w3_handler1,3033001,15306859,False,436046771,bedgraph,,9448984.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28772955}]",0,percentage,,40.0,"""72.0""",32.0,,36595266,1489611501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 20:59:50.677764,73571,85.0
2017-03-15 20:51:54.975291,slurm_normal,1489611154.0,0,1.0,main_w4_handler1,3033001,15306804,False,895111,bed,,9448929.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28773505}]",0,percentage,,20.0,"""72.0""",32.0,,36595266,1489611119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 20:52:37.969879,73571,35.0
2017-03-15 20:51:34.177651,slurm_normal,1489611105.0,0,1.0,main_w4_handler1,3033001,15306800,False,895111,bed,,9448925.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28773505}]",0,percentage,,40.0,"""72.0""",32.0,,36595266,1489611098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 20:51:48.919782,73571,7.0
2017-03-15 20:52:28.771871,slurm_normal,1489611158.0,0,1.0,main_w3_handler1,3033001,15306812,False,895111,bed,,9448939.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28773505}]",0,percentage,,90.0,"""72.0""",32.0,,36595266,1489611151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 20:52:42.534293,73571,7.0
2017-03-15 20:58:00.653633,slurm_normal,1489611561.0,0,1.0,main_w3_handler0,3033001,15306858,False,436046771,bedgraph,,9448980.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28772955}]",0,percentage,,60.0,"""72.0""",32.0,,36595266,1489611490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 20:59:25.052957,73571,71.0
2017-03-15 20:58:29.072715,slurm_normal,1489611795.0,0,1.0,main_w4_handler1,3033001,15306861,False,436046771,bedgraph,,9448989.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28772955}]",0,percentage,,20.0,"""72.0""",32.0,,36595266,1489611574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 21:04:38.557398,73571,221.0
2017-03-15 20:55:39.344119,slurm_normal,1489611830.0,0,1.0,main_w4_handler0,3033001,15306833,False,436046771,bedgraph,,9448969.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28772955}]",0,percentage,,80.0,"""72.0""",32.0,,36595266,1489611414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_randsample/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 21:05:12.510844,73571,416.0
