chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.character,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input_chromCol,parameters.input_column_types,parameters.input_columns,parameters.input_dbkey,parameters.input_endCol,parameters.input_nameCol,parameters.input_species,parameters.input_startCol,parameters.input_strandCol,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-20 11:30:54.574554,rodeo_normal,1426851072.0,0.0,1.0,main_w2_handler0,2243388,8995646,False,,12224000,bed,3254947.roundup,slurm,,132112168.0,corral-repl,,,"""C""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18931802,,,,,,,,,,,32.0,,21919730.0,1426851065.0,ok,1023996.0,Condense characters1,1.0.0,,2015-03-20 11:31:14.326074,,7.0
,,2015-03-20 11:29:13.690104,rodeo_normal,1426850971.0,0.0,1.0,main_w1_handler1,2243388,8995644,False,,12224000,bed,3254943.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18931802,,,,,,,,,,,32.0,,21919730.0,1426850963.0,ok,1023996.0,Condense characters1,1.0.0,,2015-03-20 11:29:33.866246,,8.0
,,2015-03-20 12:03:47.483084,rodeo_normal,1426853046.0,0.0,1.0,main_w2_handler0,2243388,8995719,False,,12058080,bed,3255113.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18931982,,,,,,,,,,,32.0,,21919730.0,1426853039.0,ok,1023996.0,Condense characters1,1.0.0,,2015-03-20 12:04:09.398640,,7.0
,,2015-03-20 12:03:46.168121,rodeo_normal,1426853043.0,0.0,1.0,main_w1_handler1,2243388,8995718,False,,12058080,bed,3255111.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18931505,,,,,,,,,,,32.0,,21919730.0,1426853036.0,ok,1023996.0,Condense characters1,1.0.0,,2015-03-20 12:04:05.817905,,7.0
,,2015-03-20 12:02:22.617770,rodeo_normal,1426852957.0,0.0,1.0,main_w1_handler0,2243388,8995716,False,,12058080,bed,3255105.roundup,slurm,,132112168.0,corral-repl,,,"""Sp""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18931505,,,,,,,,,,,32.0,,21919730.0,1426852951.0,ok,1023996.0,Condense characters1,1.0.0,,2015-03-20 12:02:41.094295,,6.0
,,2015-03-20 12:17:21.487027,rodeo_normal,1426853862.0,0.0,1.0,main_w2_handler1,2243388,8995756,False,,12690382,interval,3255190.roundup,slurm,,132112168.0,corral-repl,,,"""C""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18932067,,,,,,,,,,,32.0,,21919730.0,1426853855.0,ok,1023996.0,Condense characters1,1.0.0,,2015-03-20 12:17:44.400516,,7.0
,,2015-06-19 13:49:55.203794,slurm_normal,1434721836.0,0.0,1.0,main_w2_handler0,2348119,9692278,False,,313545,tabular,4001203.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20069103,,,,,,,,,,,32.0,,23676452.0,1434721827.0,ok,1023996.0,Condense characters1,1.0.0,,2015-06-19 13:50:39.362945,64907.0,9.0
,,2015-06-19 13:53:00.665569,slurm_normal,1434722003.0,0.0,1.0,main_w2_handler0,2348119,9692290,False,,268615,txt,4001214.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20069097,,,,,,,,,,,32.0,,23676452.0,1434721999.0,ok,1023996.0,Condense characters1,1.0.0,,2015-06-19 13:53:25.533114,64907.0,4.0
,,2015-05-05 15:55:55.638707,slurm_normal,1430841376.0,0.0,1.0,main_w2_handler0,2233856,9400827,False,,77788,txt,3731682.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19588377,,,,,,,,,,,32.0,,21720219.0,1430841369.0,ok,1023996.0,Condense characters1,1.0.0,,2015-05-05 15:56:21.580822,,7.0
,,2015-04-01 01:31:16.148154,rodeo_normal,1427851903.0,0.0,1.0,main_w2_handler1,2250673,9108195,False,,236187923,tabular,3394138.roundup,slurm,,132112168.0,corral-repl,,,"""Sp""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19094871,,,,,,,,,,,32.0,,21895249.0,1427851889.0,ok,1023996.0,Condense characters1,1.0.0,,2015-04-01 01:31:48.063869,32945.0,14.0
,,2015-07-27 13:21:42.215116,slurm_normal,1438003426.0,0.0,1.0,main_w2_handler1,2337752,10005944,False,,14997,table,4288349.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20578279,,,,,,,,,,,32.0,,23530465.0,1438003329.0,ok,1023996.0,Condense characters1,1.0.0,,2015-07-27 13:23:49.685196,60534.0,97.0
,,2015-04-08 21:35:48.942536,slurm_normal,1428528969.0,0.0,1.0,main_w2_handler0,2225361,9174971,False,,527871,bed,3454678.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19199126,,,,,,,,,,,32.0,,21520640.0,1428528965.0,ok,1023996.0,Condense characters1,1.0.0,,2015-04-08 21:36:11.666507,37495.0,4.0
,,2015-04-13 08:39:30.608804,slurm_normal,1428914388.0,0.0,1.0,main_w2_handler1,2239328,9214083,False,,234901,interval,3495982.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",19261669,,,,,,,,,,,32.0,,22346652.0,1428914386.0,ok,1023996.0,Condense characters1,1.0.0,,2015-04-13 08:39:52.067174,60948.0,2.0
,,2015-04-24 07:00:29.564701,slurm_normal,1429858857.0,0.0,1.0,main_w2_handler0,2280000,9318425,False,,12711442,fasta,3651001.roundup,slurm,,132112168.0,corral-repl,,,"""Sp""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19439437,,,,,,,,,,,32.0,,22672176.0,1429858854.0,ok,1023996.0,Condense characters1,1.0.0,,2015-04-24 07:01:01.749579,,3.0
,,2015-04-28 10:11:57.284887,slurm_normal,1430215940.0,0.0,1.0,main_w2_handler0,2283443,9348909,False,,1731312,interval,3685417.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19491702,,,,,,,,,,,32.0,,22721775.0,1430215931.0,ok,1023996.0,Condense characters1,1.0.0,,2015-04-28 10:12:25.258120,62797.0,9.0
,,2015-05-13 15:36:31.181613,slurm_normal,1431531419.0,0.0,1.0,main_w2_handler1,2302002,9464182,False,,46270,fasta,3788775.roundup,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/anoGam1.len""","""anoGam1""",19692468,,,,,,,,,,,32.0,,23054131.0,1431531415.0,ok,1023996.0,Condense characters1,1.0.0,,2015-05-13 15:37:01.558260,28169.0,4.0
,,2015-05-13 15:37:30.332048,slurm_normal,1431531478.0,0.0,1.0,main_w1_handler0,2302002,9464208,False,,46270,fasta,3788779.roundup,slurm,,132112168.0,corral-repl,,,"""Sp""","""/galaxy-repl/localdata/chrom/anoGam1.len""","""anoGam1""",19692468,,,,,,,,,,,32.0,,23054131.0,1431531475.0,ok,1023996.0,Condense characters1,1.0.0,,2015-05-13 15:38:01.212129,28169.0,3.0
,,2015-06-24 14:05:35.725548,slurm_normal,1435154808.0,0.0,1.0,main_w2_handler0,2354320,9724665,False,,55236331,fasta,4031146,slurm,,132112168.0,corral-repl,,,"""T""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20119215,,,,,,,,,,,32.0,,23803345.0,1435154803.0,ok,1023996.0,Condense characters1,1.0.0,,2015-06-24 14:07:15.412062,,5.0
