create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.LVL1MAXGAP,parameters.LVL2MAXGAP,parameters.chromInfo,parameters.cutofflink,parameters.cutoffpeak,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.minlen,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-28 15:12:39.061559,slurm_normal,1453994272.0,0,1.0,main_w2_handler0,1869978,11623692,False,3563012703,bedgraph,,5887741.roundup,slurm,,132112168.0,corral-repl,,"""50""","""200""","""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""2.0""","""hg19""",23049516,,"""200""",32.0,,27550494,1453993971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-28 15:17:56.719148,47712.0,301.0
2016-02-02 12:36:33.984438,slurm_normal,1454416628.0,0,1.0,main_w1_handler2,2585857,11677773,False,159709533,bedgraph,,5932658.roundup,slurm,,132112168.0,corral-repl,,"""30""","""800""","""/galaxy-repl/localdata/chrom/vibrChol1.len""","""1.0""","""2.0""","""vibrChol1""",23136345,,"""200""",32.0,,28026579,1454416614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-02 12:37:21.625232,77872.0,14.0
2016-02-04 11:04:35.333193,slurm_normal,1454585137.0,0,1.0,main_w2_handler1,2584576,11709062,False,466270561,bedgraph,,5967232.roundup,slurm,,132112168.0,corral-repl,,"""30""","""800""","""/galaxy-repl/localdata/chrom/hg38.len""","""1.0""","""2.0""","""hg38""",23184244,,"""200""",32.0,,28025327,1454585089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-04 11:25:41.156296,77829.0,48.0
2016-02-04 21:14:46.447818,slurm_normal,1454620529.0,0,1.0,main_w2_handler1,2581838,11713394,False,163611741,bedgraph,,5971208.roundup,slurm,,132112168.0,corral-repl,,"""30""","""800""","""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""2.0""","""?""",23189599,,"""200""",32.0,,27690724,1454620506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-04 21:15:38.912486,57068.0,23.0
2016-01-07 15:36:20.937643,slurm_normal,1452181028.0,0,1.0,main_w1_handler0,2558127,11406427,False,6317928,bedgraph,,5673066.roundup,slurm,,132112168.0,corral-repl,,"""30""","""800""","""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""2.0""","""?""",22777215,,"""50""",32.0,,27268548,1452181019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-07 15:37:12.134731,,9.0
2016-01-12 11:01:03.418682,slurm_normal,1452596519.0,0,1.0,main_w1_handler0,2500356,11470482,False,176809620,bedgraph,,5737729.roundup,slurm,,132112168.0,corral-repl,,"""125""","""800""","""/galaxy-repl/main/files/013/033/dataset_13033344.dat""","""1.0""","""2.0""","""Vitis vinifera""",21942064,,"""200""",32.0,,25952578,1452596494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-12 11:02:03.610354,72243.0,25.0
2016-01-19 00:45:58.303163,slurm_normal,1453164507.0,0,1.0,main_w1_handler2,2550253,11539836,False,1602054119,bedgraph,,5806832.roundup,slurm,,132112168.0,corral-repl,,"""75""","""800""","""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""2.0""","""mm9""",22908533,,"""200""",32.0,,27046303,1453164380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-19 00:48:31.314929,58746.0,127.0
2016-01-19 00:45:58.986302,slurm_normal,1453164547.0,0,1.0,main_w1_handler2,2550253,11539837,False,1370763556,bedgraph,,5806842.roundup,slurm,,132112168.0,corral-repl,,"""75""","""800""","""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""2.0""","""mm9""",22908534,,"""200""",32.0,,27046303,1453164438.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-19 00:49:12.663676,58746.0,109.0
2016-01-19 00:45:57.822694,slurm_normal,1453164649.0,0,1.0,main_w1_handler1,2550253,11539835,False,594757189,bedgraph,,5806861.roundup,slurm,,132112168.0,corral-repl,,"""75""","""800""","""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""2.0""","""mm9""",22908532,,"""200""",32.0,,27046303,1453164583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-19 00:50:51.916770,58746.0,66.0
2016-01-19 00:45:54.700903,slurm_normal,1453164576.0,0,1.0,main_w1_handler1,2550253,11539830,False,479499072,bedgraph,,5806858.roundup,slurm,,132112168.0,corral-repl,,"""75""","""800""","""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""2.0""","""mm9""",22908522,,"""200""",32.0,,27046303,1453164522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-19 00:49:39.158857,58746.0,54.0
2016-01-16 04:15:53.325396,slurm_normal,1452917866.0,0,1.0,main_w1_handler0,2525434,11523550,False,1162932873,bedgraph,,5791702.roundup,slurm,,132112168.0,corral-repl,,"""30""","""800""","""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""2.0""","""mm9""",22926213,,"""200""",32.0,,27467564,1452917767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-16 04:17:49.569490,74524.0,99.0
2016-01-19 00:45:55.862758,slurm_normal,1453164437.0,0,1.0,main_w2_handler0,2550253,11539832,False,402390126,bedgraph,,5806827.roundup,slurm,,132112168.0,corral-repl,,"""75""","""800""","""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""2.0""","""mm9""",22908525,,"""200""",32.0,,27046303,1453164374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-19 00:47:21.224935,58746.0,63.0
2016-01-19 00:45:57.097854,slurm_normal,1453164569.0,0,1.0,main_w1_handler0,2550253,11539834,False,1203393202,bedgraph,,5806848.roundup,slurm,,132112168.0,corral-repl,,"""75""","""800""","""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""2.0""","""mm9""",22908531,,"""200""",32.0,,27046303,1453164454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-19 00:49:31.975464,58746.0,115.0
2016-01-19 00:45:56.366884,slurm_normal,1453164429.0,0,1.0,main_w2_handler1,2550253,11539833,False,437534018,bedgraph,,5806828.roundup,slurm,,132112168.0,corral-repl,,"""75""","""800""","""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""2.0""","""mm9""",22908530,,"""200""",32.0,,27046303,1453164377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgbroadcall/2.1.0.20140616.0,2.1.0.20140616.0,,2016-01-19 00:47:12.506947,58746.0,52.0
