create_time,design,design_filetype,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.as_datasets,parameters.chromInfo,parameters.dbkey,parameters.design.values,parameters.groups,parameters.iters,parameters.label,parameters.otu.values,parameters.threshold,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-27 20:15:54.013028,1358204,mothur.ref.taxonomy,slurm_normal,1490694083.0,0,1.0,main_w4_handler0,3042010,15409460,False,,9543581.roundup,slurm,,132112168.0,corral-repl,3427635,fasta,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28917666}]",,"""1000""",,"[{'src': 'hda', 'id': 28915872}]","""0.05""",32.0,,36762747,1490694040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-03-28 14:05:13.404162,82349.0,43.0
2017-03-12 18:50:31.437424,788,tabular,slurm_normal,1489344640.0,0,1.0,main_w4_handler1,3026093,15275372,False,,9420290.roundup,slurm,,132112168.0,corral-repl,26652,shared,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28725323}]",,"""1000""",,"[{'src': 'hda', 'id': 28725977}]","""0.05""",32.0,,36550514,1489344636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-03-12 18:50:56.195274,37766.0,4.0
2017-03-12 15:23:53.379858,788,tabular,slurm_normal,1489332241.0,0,1.0,main_w4_handler0,3026093,15274496,False,,9419488.roundup,slurm,,132112168.0,corral-repl,36074,mothur.shared,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28725323}]","[""PT_01"", ""PT_03"", ""PT_04"", ""PT_05"", ""PT_07"", ""PT_08"", ""PT_10"", ""PT_100"", ""PT_103"", ""PT_104"", ""PT_107"", ""PT_110"", ""PT_12"", ""PT_13"", ""PT_14"", ""PT_16"", ""PT_17"", ""PT_20"", ""PT_22"", ""PT_23"", ""PT_25"", ""PT_27"", ""PT_29"", ""PT_30"", ""PT_31"", ""PT_32"", ""PT_33"", ""PT_38"", ""PT_40"", ""PT_43"", ""PT_44"", ""PT_45"", ""PT_46"", ""PT_47"", ""PT_48"", ""PT_52"", ""PT_53"", ""PT_56"", ""PT_57"", ""PT_58"", ""PT_59"", ""PT_61"", ""PT_63"", ""PT_64"", ""PT_71"", ""PT_72"", ""PT_74"", ""PT_75"", ""PT_76"", ""PT_79"", ""PT_80"", ""PT_83"", ""PT_85"", ""PT_86"", ""PT_87"", ""PT_89"", ""PT_92"", ""PT_94"", ""PT_96"", ""PT_97"", ""PT_98"", ""PT_99"", ""PT_blank""]","""1000""","[""1""]","[{'src': 'hda', 'id': 28703017}]","""0.05""",32.0,,36550514,1489332235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-03-12 15:24:03.864391,37766.0,6.0
2017-03-12 18:57:26.142925,725,tabular,slurm_normal,1489345054.0,0,1.0,main_w3_handler1,3026093,15275403,False,,9420325.roundup,slurm,,132112168.0,corral-repl,26652,shared,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28727220}]",,"""1000""",,"[{'src': 'hda', 'id': 28725977}]","""0.05""",32.0,,36550514,1489345050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-03-12 18:57:36.301596,37766.0,4.0
2017-03-13 23:52:50.774809,726,tabular,slurm_normal,1489449259.0,0,1.0,main_w4_handler1,3026093,15286805,False,,9430742.roundup,slurm,,132112168.0,corral-repl,26652,shared,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28744194}]",,"""1000""",,"[{'src': 'hda', 'id': 28725977}]","""0.05""",32.0,,36550514,1489449252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-03-13 23:55:30.217270,37766.0,7.0
2017-03-17 08:52:40.311853,1238630,tabular,slurm_normal,1489740793.0,0,1.0,main_w3_handler0,3034351,15322136,False,,9463009.roundup,slurm,,132112168.0,corral-repl,1043,html,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28801604}]",,"""1000""",,"[{'src': 'hda', 'id': 28801676}]","""0.05""",32.0,,36662154,1489740765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-03-17 08:53:16.042167,,28.0
2017-04-30 23:53:27.807174,116865,tabular,slurm_normal,1493599012.0,0,1.0,main_w3_handler1,3083717,15712605,False,,9824151.roundup,slurm,,132112168.0,corral-repl,4692444,tabular,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29413810}]",,"""1000""",,"[{'src': 'hda', 'id': 29413482}]","""0.05""",32.0,,37366321,1493596412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-05-01 00:36:56.323447,99022.0,2600.0
2017-05-08 06:50:05.021866,700035,tabular,slurm_normal,1494226225.0,0,1.0,main_w3_handler0,3039457,15776961,False,,9883469.roundup,slurm,,132112168.0,corral-repl,7233,tabular,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29512815}]",,"""1000""",,"[{'src': 'hda', 'id': 29512811}]","""0.05""",32.0,,36746733,1494226218.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-05-08 06:50:26.798124,,7.0
2017-05-16 14:50:54.647156,509,tabular,slurm_normal,1494946264.0,0,1.0,main_w4_handler1,3026093,15854645,False,,9954868.roundup,slurm,,132112168.0,corral-repl,26652,shared,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29626502}]",,"""1000""",,"[{'src': 'hda', 'id': 28725977}]","""0.05""",32.0,,38003630,1494946259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-05-16 14:51:09.479417,37766.0,5.0
2017-05-16 14:46:01.863039,538,tabular,slurm_normal,1494945973.0,0,1.0,main_w3_handler1,3026093,15854571,False,,9954829.roundup,slurm,,132112168.0,corral-repl,26652,shared,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29626268}]",,"""1000""",,"[{'src': 'hda', 'id': 28725977}]","""0.05""",32.0,,38003630,1494945964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_metastats/1.21.0,1.21.0,,2017-05-16 14:46:16.629095,37766.0,9.0
