create_time,destination_id,end_epoch,exit_code,featureids,featureids_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.featureids.values,parameters.plotres.alpha,parameters.plotres.average,parameters.plotres.conditionalplottype.__current_case__,parameters.plotres.conditionalplottype.plottype,parameters.plotres.conditionalplottype.probabilitiessection.prob0,parameters.plotres.conditionalplottype.probabilitiessection.prob1,parameters.plotres.conditionalplottype.probabilitiessection.prob2,parameters.plotres.conditionalplottype.probabilitiessection.probabilities,parameters.plotres.size,parameters.plotsum.conditionalgroupby.__current_case__,parameters.plotsum.conditionalgroupby.groupby,parameters.plotsum.conditionalgroupby.testalphaplot,parameters.plotsum.conditionalgroupby.testonlysig,parameters.rdata.values,parameters.scalesection.thresholdontestscale,parameters.testids.values,processor_count,rdata,rdata_filetype,runner_name,session_id,start_epoch,state,swaptotal,testids,testids_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-08-21 20:25:34.077692,slurm_normal,1503347152.0,0,10,tabular,,1.0,main_w3_handler0,3216480,16626589,False,,10698486.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30942633}]",0.05,true,0,boxplot,0.25,0.5,0.75,[],true,0,test,0.05,false,"[{'src': 'hda', 'id': 30942631}]","[{'test': ['1'], '__index__': 0, 'scale': '20', 'feature': ['1', '2']}]","[{'src': 'hda', 'id': 30942632}]",32.0,74475,rdata,,39886679,1503347141.0,ok,1023996.0,34,tabular,toolshed.g2.bx.psu.edu/repos/iuc/iwtomics_plotwithscale/iwtomics_plotwithscale/1.0.0.0,1.0.0.0,,2017-08-21 20:25:56.504940,54213,11.0
2017-12-07 19:06:50.741982,slurm_normal,1512673636.0,0,11,tabular,,1.0,main_w3_handler1,3354453,17739621,False,,11805866,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32802854}]",0.05,true,0,boxplot,0.25,0.5,0.75,[],true,2,none,,,"[{'src': 'hda', 'id': 32802852}]","[{'test': ['1'], '__index__': 0, 'scale': '0', 'feature': ['1']}]","[{'src': 'hda', 'id': 32802853}]",32.0,55330,rdata,,41821143,1512673619.0,ok,1023996.0,21,tabular,toolshed.g2.bx.psu.edu/repos/iuc/iwtomics_plotwithscale/iwtomics_plotwithscale/1.0.0.0,1.0.0.0,,2017-12-07 19:07:17.424708,101581,17.0
2018-02-19 19:42:53.982528,slurm_normal,1519069400.0,0,11,tabular,7680.0,1.0,main_w4_handler0,3435007,18439598,False,,12534123,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33944537}]",0.05,true,0,boxplot,0.25,0.5,0.75,[],true,2,none,,,"[{'src': 'hda', 'id': 33944535}]","[{'test': ['1'], '__index__': 0, 'scale': '8', 'feature': ['1']}]","[{'src': 'hda', 'id': 33944536}]",32.0,55370,rdata,,43355232,1519069386.0,ok,1023996.0,21,tabular,toolshed.g2.bx.psu.edu/repos/iuc/iwtomics_plotwithscale/iwtomics_plotwithscale/1.0.0.0,1.0.0.0,,2018-02-19 19:43:22.508135,101581,14.0
