beds,beds1,beds1_filetype,beds2,beds2_filetype,beds3,beds3_filetype,beds4,beds4_filetype,beds5,beds5_filetype,beds6,beds6_filetype,beds7,beds7_filetype,beds8,beds8_filetype,beds_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,names|beds_0|input,names|beds_0|input_filetype,names|beds_1|input,names|beds_1|input_filetype,names|beds_2|input,names|beds_2|input_filetype,names|beds_3|input,names|beds_3|input_filetype,names|beds_4|input,names|beds_4|input_filetype,names|beds_5|input,names|beds_5|input_filetype,names|beds_6|input,names|beds_6|input_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.both,parameters.chromInfo,parameters.counts,parameters.dbkey,parameters.inputA.values,parameters.names.__current_case__,parameters.names.beds,parameters.names.beds.values,parameters.names.names_select,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
94303198.0,94303198.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 14:40:40.024161,slurm_normal,1510843359.0,0,,1.0,main_w3_handler0,3303131,17482798,False,,94303198,bed,11540568,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""false""","""sacCer3""","[{'src': 'hda', 'id': 32353758}]",1,,"[{'src': 'hda', 'id': 32353758}]",no,"""""",32.0,,41723222.0,1510843253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 14:42:42.191330,114694.0,106.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 15:37:04.230088,slurm_normal,1510846663.0,0,,1.0,main_w4_handler1,3267160,17483270,False,,19604767,bed,11541079,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32355988}]",1,,"[{'src': 'hda', 'id': 31484568}]",no,"""""",32.0,,41988599.0,1510846652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 15:37:47.092481,112319.0,11.0
52657.0,52657.0,bed,,,,,,,,,,,,,,,bed,2017-11-16 23:20:59.163064,slurm_normal,1510874500.0,0,,1.0,main_w3_handler0,3325248,17487658,False,,52657,bed,11545416,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""false""","""mm9""","[{'src': 'hda', 'id': 32365350}]",1,,"[{'src': 'hda', 'id': 32365350}]",no,"""""",32.0,,41995959.0,1510874496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-16 23:21:46.718102,116259.0,4.0
450646.0,450646.0,bed,,,,,,,,,,,,,,,bed,2017-11-17 09:01:14.962595,slurm_normal,1510909291.0,0,,1.0,main_w3_handler1,3325724,17490543,False,,205883,vcf,11548768,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""false""","""hg_g1k_v37""","[{'src': 'hda', 'id': 32365643}]",1,,"[{'src': 'hda', 'id': 32366644}]",no,"""""",32.0,,41970465.0,1510909286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-17 09:01:35.843797,114529.0,5.0
450646.0,450646.0,bed,,,,,,,,,,,,,,,bed,2017-11-17 09:07:43.585774,slurm_normal,1510909684.0,0,,1.0,main_w3_handler0,3325724,17490703,False,,205883,vcf,11548888,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""false""","""hg_g1k_v37""","[{'src': 'hda', 'id': 32365643}]",1,,"[{'src': 'hda', 'id': 32366644}]",no,"""""",32.0,,41970465.0,1510909679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-17 09:08:09.291570,114529.0,5.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-17 10:10:08.083140,slurm_normal,1510913443.0,0,,1.0,main_w3_handler1,3267160,17491614,False,,20451190,bed,11549951,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32370615}]",1,,"[{'src': 'hda', 'id': 31484568}]",no,"""""",32.0,,41988599.0,1510913433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-17 10:10:57.483259,112319.0,10.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-17 10:10:07.655677,slurm_normal,1510913438.0,0,,1.0,main_w3_handler1,3267160,17491613,False,,10164772,bed,11549949,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32370613}]",1,,"[{'src': 'hda', 'id': 31484568}]",no,"""""",32.0,,41988599.0,1510913430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-17 10:10:50.375150,112319.0,8.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-20 09:43:11.151136,slurm_normal,1511171000.0,0,,1.0,main_w3_handler0,3267160,17515719,False,,23987232,bed,11575549,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32412936}]",1,,"[{'src': 'hda', 'id': 31484568}]",no,"""""",32.0,,41988599.0,1511170992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-20 09:43:22.846298,112319.0,8.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-20 09:42:49.508850,slurm_normal,1511170983.0,0,,1.0,main_w3_handler0,3267160,17515715,False,,23020487,bed,11575545,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32412935}]",1,,"[{'src': 'hda', 'id': 31484568}]",no,"""""",32.0,,41988599.0,1511170974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-20 09:43:04.283878,112319.0,9.0
,,,,,,,,,,,,,,,,,,2017-11-20 23:42:07.055258,slurm_normal,1511221545.0,0,,1.0,main_w3_handler0,3293335,17527852,False,,11823493,vcf,11586549,slurm,,132112168.0,3325046.0,bed,,,,,,,,,,,,,corral-repl,,,"""false""","""/galaxy-repl/main/files/021/860/dataset_21860737.dat""","""false""","""NcLiv_v34""","[{'src': 'hda', 'id': 32435314}]",0,"[{'__index__': 0, 'inputName': '', 'input': {'values': [{'src': 'hda', 'id': 32435439}]}}]",,yes,"""""",32.0,,42128045.0,1511221346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-20 23:45:45.821503,114041.0,199.0
0.0,0.0,bed,,,,,,,,,,,,,,,bed,2017-11-21 07:30:09.004922,slurm_normal,1511249427.0,0,,1.0,main_w3_handler0,3325719,17531500,False,,119982,gff,11590770,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""false""","""mm10""","[{'src': 'hda', 'id': 32442068}]",1,,"[{'src': 'hda', 'id': 32442118}]",no,"""""",32.0,,42007712.0,1511249423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-21 07:30:28.245351,116292.0,4.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-21 11:01:43.959591,slurm_normal,1511262122.0,0,,1.0,main_w4_handler1,3267160,17533357,False,,66003235,bed,11592649,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32446870}]",1,,"[{'src': 'hda', 'id': 31484568}]",no,"""""",32.0,,41988599.0,1511262110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-21 11:02:03.855278,112319.0,12.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-21 11:01:56.170500,slurm_normal,1511262174.0,0,,1.0,main_w3_handler1,3267160,17533368,False,,61171268,bed,11592654,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32446871}]",1,,"[{'src': 'hda', 'id': 31484568}]",no,"""""",32.0,,41988599.0,1511262124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-21 11:02:58.291455,112319.0,50.0
1351241.0,1351241.0,bed,247261.0,bed,11741.0,bed,,,,,,,,,,,bed,2017-11-22 13:44:00.991423,slurm_normal,1511358250.0,0,,1.0,main_w4_handler0,3335461,17549551,False,,11741,bed,11609695,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 32472040}]",1,,"[{'src': 'hda', 'id': 32472004}, {'src': 'hda', 'id': 32472022}, {'src': 'hda', 'id': 32472040}]",no,"""""",32.0,,42178387.0,1511358245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-22 13:44:12.670985,,5.0
11454.0,11454.0,bed,,,,,,,,,,,,,,,bed,2017-11-22 17:02:49.610866,slurm_normal,1511370178.0,0,,1.0,main_w4_handler1,3333642,17551803,False,,111188,bed,11612052,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""false""","""sacCer3""","[{'src': 'hda', 'id': 32456779}]",1,,"[{'src': 'hda', 'id': 32475404}]",no,"""""",32.0,,42182806.0,1511370174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-22 17:03:01.537571,116784.0,4.0
111188.0,111188.0,bed,63062.0,bed,,,,,,,,,,,,,bed,2017-11-22 17:09:26.192788,slurm_normal,1511370576.0,0,,1.0,main_w4_handler1,3333642,17551860,False,,11454,bed,11612114,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer1.len""","""false""","""sacCer1""","[{'src': 'hda', 'id': 32475404}]",1,,"[{'src': 'hda', 'id': 32456779}, {'src': 'hda', 'id': 32471031}]",no,"""""",32.0,,42182806.0,1511370571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-22 17:09:38.146239,116784.0,5.0
111188.0,111188.0,bed,,,,,,,,,,,,,,,bed,2017-11-22 17:04:10.134931,slurm_normal,1511370259.0,0,,1.0,main_w4_handler0,3333642,17551815,False,,11454,bed,11612063,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer1.len""","""false""","""sacCer1""","[{'src': 'hda', 'id': 32475404}]",1,,"[{'src': 'hda', 'id': 32456779}]",no,"""""",32.0,,42182806.0,1511370255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-22 17:04:21.249899,116784.0,4.0
9563.0,9563.0,bed,,,,,,,,,,,,,,,bed,2017-11-23 10:36:55.989677,slurm_normal,1511433424.0,0,,1.0,main_w4_handler0,3333500,17559689,False,,1503915,gff3,11620625,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""true""","""sacCer3""","[{'src': 'hda', 'id': 32487457}]",1,,"[{'src': 'hda', 'id': 32487161}]",no,"""""",32.0,,42143077.0,1511433419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-23 10:37:05.647548,116778.0,5.0
182906.0,182906.0,bed,,,,,,,,,,,,,,,bed,2017-11-23 10:40:22.269714,slurm_normal,1511433640.0,0,,1.0,main_w3_handler1,3333500,17559724,False,,9563,bed,11620656,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""true""","""sacCer3""","[{'src': 'hda', 'id': 32487161}]",1,,"[{'src': 'hda', 'id': 32487506}]",no,"""""",32.0,,42143077.0,1511433636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-23 10:40:44.691126,116778.0,4.0
63062.0,63062.0,bed,111188.0,bed,52242.0,bed,60712.0,bed,,,,,,,,,bed,2017-11-23 10:48:19.140707,slurm_normal,1511434110.0,0,,1.0,main_w3_handler1,3333642,17560323,False,,11454,bed,11620859,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer1.len""","""false""","""sacCer1""","[{'src': 'hda', 'id': 32489366}]",1,,"[{'src': 'hda', 'id': 32487399}, {'src': 'hda', 'id': 32487430}, {'src': 'hda', 'id': 32487442}, {'src': 'hda', 'id': 32487452}]",no,"""""",32.0,,42182806.0,1511434106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-23 10:48:32.489041,116784.0,4.0
63062.0,63062.0,bed,111188.0,bed,52242.0,bed,60712.0,bed,,,,,,,,,bed,2017-11-23 11:59:42.918745,slurm_normal,1511438392.0,0,,1.0,main_w4_handler1,3333642,17561044,False,,3658,bed,11621938,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""false""","""Saccharomyces_cerevisiae_S288C_SGD2010""","[{'src': 'hda', 'id': 32491642}]",1,,"[{'src': 'hda', 'id': 32487399}, {'src': 'hda', 'id': 32487430}, {'src': 'hda', 'id': 32487442}, {'src': 'hda', 'id': 32487452}]",no,"""""",32.0,,42182806.0,1511438388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-23 11:59:55.683329,116784.0,4.0
63062.0,63062.0,bed,111188.0,bed,52242.0,bed,60712.0,bed,,,,,,,,,bed,2017-11-23 11:57:58.671170,slurm_normal,1511438288.0,0,,1.0,main_w4_handler0,3333642,17561038,False,,250188,bed,11621905,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""false""","""Saccharomyces_cerevisiae_S288C_SGD2010""","[{'src': 'hda', 'id': 32491641}]",1,,"[{'src': 'hda', 'id': 32487399}, {'src': 'hda', 'id': 32487430}, {'src': 'hda', 'id': 32487442}, {'src': 'hda', 'id': 32487452}]",no,"""""",32.0,,42182806.0,1511438284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-23 11:58:12.292038,116784.0,4.0
1337158.0,1337158.0,bed,,,,,,,,,,,,,,,bed,2017-11-23 16:22:07.737146,slurm_normal,1511454141.0,0,,1.0,main_w3_handler1,3267160,17563045,False,,23020487,bed,11624211,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Schizosaccharomyces_pombe_1.1.len""","""true""","""Schizosaccharomyces_pombe_1.1""","[{'src': 'hda', 'id': 32412935}]",1,,"[{'src': 'hda', 'id': 31484568}]",no,"""""",32.0,,41988599.0,1511454132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-23 16:22:24.557320,112319.0,9.0
678.0,678.0,bed,,,,,,,,,,,,,,,bed,2017-11-23 21:13:32.331400,slurm_normal,1511471632.0,0,,1.0,main_w4_handler0,3337530,17566999,False,,678,bed,11628875,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 32507172}]",1,,"[{'src': 'hda', 'id': 32507172}]",no,"""""",32.0,,42221235.0,1511471628.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-23 21:13:55.111816,,4.0
43816242.0,43816242.0,bed,,,,,,,,,,,,,,,bed,2017-11-23 14:27:45.604479,slurm_normal,1511577306.0,0,,1.0,main_w3_handler0,3336910,17562045,False,,18125841,bed,11638476,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 32493286}]",1,,"[{'src': 'hda', 'id': 32493653}]",no,"""""",32.0,,42209675.0,1511576225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-25 02:35:08.175572,,1081.0
221032.0,221032.0,bed,,,,,,,,,,,,,,,bed,2018-02-06 12:06:28.115668,slurm_normal,1517918820.0,0,7680.0,1.0,main_w4_handler0,3319323,18269778,False,,6958,vcf,12351600,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","[{'src': 'hda', 'id': 33692652}]",1,,"[{'src': 'hda', 'id': 33692666}]",no,"""""",32.0,,41901457.0,1517918817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-02-06 12:07:02.320780,,3.0
30983.0,30983.0,bed,56507.0,bed,26421.0,bed,32045.0,bed,,,,,,,,,bed,2017-11-28 14:50:30.311461,slurm_normal,1511880644.0,0,,1.0,main_w4_handler0,3333642,17620046,False,,250188,bed,11680967,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""false""","""Saccharomyces_cerevisiae_S288C_SGD2010""","[{'src': 'hda', 'id': 32587638}]",1,,"[{'src': 'hda', 'id': 32587887}, {'src': 'hda', 'id': 32587888}, {'src': 'hda', 'id': 32587889}, {'src': 'hda', 'id': 32587890}]",no,"""""",32.0,,42182806.0,1511880639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-28 14:50:46.862473,116784.0,5.0
30983.0,30983.0,bed,56507.0,bed,26421.0,bed,32045.0,bed,,,,,,,,,bed,2017-11-28 14:44:52.477735,slurm_normal,1511880321.0,0,,1.0,main_w3_handler1,3333642,17619944,False,,3658,bed,11680867,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer1.len""","""true""","""sacCer1""","[{'src': 'hda', 'id': 32587642}]",1,,"[{'src': 'hda', 'id': 32587887}, {'src': 'hda', 'id': 32587888}, {'src': 'hda', 'id': 32587889}, {'src': 'hda', 'id': 32587890}]",no,"""""",32.0,,42182806.0,1511880316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-28 14:45:24.123103,116784.0,5.0
30983.0,30983.0,bed,56507.0,bed,26421.0,bed,32045.0,bed,,,,,,,,,bed,2017-11-28 14:44:51.567670,slurm_normal,1511880319.0,0,,1.0,main_w3_handler1,3333642,17619942,False,,250188,bed,11680866,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""true""","""Saccharomyces_cerevisiae_S288C_SGD2010""","[{'src': 'hda', 'id': 32587638}]",1,,"[{'src': 'hda', 'id': 32587887}, {'src': 'hda', 'id': 32587888}, {'src': 'hda', 'id': 32587889}, {'src': 'hda', 'id': 32587890}]",no,"""""",32.0,,42182806.0,1511880314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-28 14:45:21.069967,116784.0,5.0
30983.0,30983.0,bed,56507.0,bed,26421.0,bed,32045.0,bed,,,,,,,,,bed,2017-11-28 14:44:50.215137,slurm_normal,1511880316.0,0,,1.0,main_w4_handler1,3333642,17619941,False,,11454,bed,11680865,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""true""","""sacCer3""","[{'src': 'hda', 'id': 32587637}]",1,,"[{'src': 'hda', 'id': 32587887}, {'src': 'hda', 'id': 32587888}, {'src': 'hda', 'id': 32587889}, {'src': 'hda', 'id': 32587890}]",no,"""""",32.0,,42182806.0,1511880311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-28 14:45:18.206212,116784.0,5.0
30983.0,30983.0,bed,56507.0,bed,26421.0,bed,32045.0,bed,,,,,,,,,bed,2017-11-28 14:50:31.108881,slurm_normal,1511880644.0,0,,1.0,main_w3_handler0,3333642,17620047,False,,3658,bed,11680968,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer1.len""","""false""","""sacCer1""","[{'src': 'hda', 'id': 32587642}]",1,,"[{'src': 'hda', 'id': 32587887}, {'src': 'hda', 'id': 32587888}, {'src': 'hda', 'id': 32587889}, {'src': 'hda', 'id': 32587890}]",no,"""""",32.0,,42182806.0,1511880639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-28 14:50:45.977258,116784.0,5.0
30983.0,30983.0,bed,56507.0,bed,26421.0,bed,32045.0,bed,,,,,,,,,bed,2017-11-28 14:50:29.431718,slurm_normal,1511880639.0,0,,1.0,main_w3_handler0,3333642,17620045,False,,11454,bed,11680964,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""false""","""sacCer3""","[{'src': 'hda', 'id': 32587637}]",1,,"[{'src': 'hda', 'id': 32587887}, {'src': 'hda', 'id': 32587888}, {'src': 'hda', 'id': 32587889}, {'src': 'hda', 'id': 32587890}]",no,"""""",32.0,,42182806.0,1511880635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-28 14:50:41.584380,116784.0,4.0
65672214.0,65672214.0,bed,,,,,,,,,,,,,,,bed,2017-11-30 16:36:07.789521,slurm_normal,1512059832.0,0,,1.0,main_w4_handler0,3346845,17652197,False,,544842279,gtf,11711731,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 32651140}]",1,,"[{'src': 'hda', 'id': 32651187}]",no,"""""",32.0,,42356748.0,1512059775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-30 16:37:13.473493,111987.0,57.0
35869.0,35869.0,bed,,,,,,,,,,,,,,,bed,2017-11-30 19:33:50.073768,slurm_normal,1512070451.0,0,,1.0,main_w3_handler0,3347053,17653090,False,,35869,bed,11713210,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 32655674}]",1,,"[{'src': 'hda', 'id': 32655674}]",no,"""""",32.0,,42361233.0,1512070447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2017-11-30 19:34:14.304333,,4.0
131282.0,131282.0,bed,,,,,,,,,,,,,,,bed,2018-01-24 14:40:24.854584,slurm_normal,1516804838.0,0,,1.0,main_w3_handler0,2950306,18144213,False,,131282,bed,12224583,slurm,,132112168.0,,,,,,,,,,,,,,,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 33477680}]",1,,"[{'src': 'hda', 'id': 33477680}]",no,"""""",32.0,,43407383.0,1516804834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.26.0.0,2.26.0.0,,2018-01-24 14:40:40.867989,97683.0,4.0
