create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.system,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-06-01 16:46:28.855937,slurm_normal,1433177215.0,0.0,1.0,main_w2_handler0,2326230,9575033,False,,801,html,3887960.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19879152,,"""pc""",32.0,,23372755,1433177212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: noreturn60/5.0.0,5.0.0,,2015-06-01 16:47:01.385952,35571.0,3.0
2015-01-22 21:12:49.360311,rodeo_normal,1421961191.0,0.0,1.0,main_w2_handler0,2182094,8589897,False,,9481675,fasta,2538650.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18272816,,"""unix""",32.0,,20611091,1421961188.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: noreturn60/5.0.0,5.0.0,,2015-01-22 21:13:13.012437,,3.0
2017-12-15 05:28:17.416289,slurm_normal,1513315708.0,0.0,1.0,main_w3_handler0,3317772,17814575,False,,4023830,tabular,11883158,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 32942388}]","""unix""",32.0,,42561390,1513315703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: noreturn60/5.0.0,5.0.0,,2017-12-15 05:28:29.330468,115766.0,5.0
2018-01-25 06:43:03.749260,slurm_normal,1516862592.0,0.0,1.0,main_w4_handler0,3404632,18151693,False,,444,fasta,12232608,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33492030}]","""unix""",32.0,,42647917,1516862588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: noreturn60/5.0.0,5.0.0,,2018-01-25 06:43:14.640258,96446.0,4.0
