chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.cfile,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-15 00:55:08.945103,slurm_normal,1458003380.0,0.0,,1.0,main_w2_handler1,2633631,12135809,False,,65972,fasta,6352995.roundup,slurm,,132112168.0,corral-repl,,,"""Eyeastcai.cut""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23839756,,32.0,,27453530.0,1458003351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-03-15 00:56:23.128235,76800.0,29.0
,,2016-02-29 19:26:54.301958,slurm_normal,1456774104.0,0.0,,1.0,main_w1_handler1,2616408,11974743,False,,42311,fasta,6202989.roundup,slurm,,132112168.0,corral-repl,,,"""Eyeastcai.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23562701,,32.0,,28704046.0,1456774099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-02-29 19:28:30.736679,,5.0
,,2016-02-29 19:30:58.469121,slurm_normal,1456774424.0,0.0,,1.0,main_w1_handler2,2616408,11974769,False,,70954,fasta,6203042.roundup,slurm,,132112168.0,corral-repl,,,"""Eyeastcai.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23562705,,32.0,,28704046.0,1456774406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-02-29 19:33:54.283246,,18.0
,,2016-02-29 19:26:42.034197,slurm_normal,1456774068.0,0.0,,1.0,main_w1_handler1,2616408,11974740,False,,5463795,fasta,6202977.roundup,slurm,,132112168.0,corral-repl,,,"""Eyeastcai.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23558492,,32.0,,28704046.0,1456774063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-02-29 19:27:56.132903,,5.0
,,2016-02-29 22:54:53.772080,slurm_normal,1456786531.0,0.0,,1.0,main_w1_handler0,2616408,11976300,False,,1931,fasta,6204995.roundup,slurm,,132112168.0,corral-repl,,,"""Eyeastcai.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23565079,,32.0,,28704046.0,1456786526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-02-29 22:55:34.084569,,5.0
,,2016-09-16 10:04:27.528197,slurm_normal,1474020288.0,0.0,,1.0,main_w3_handler1,2817409,13863993,False,,394957,fasta,8087274.roundup,slurm,,132112168.0,corral-repl,,,"""Eyeastcai.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5969f125119541eb9'}]",32.0,,32905881.0,1474020283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-09-16 10:04:51.350075,29015.0,5.0
,,2016-09-16 10:04:40.796985,slurm_normal,1474020296.0,0.0,,1.0,main_w3_handler0,2817409,13863997,False,,6401359,fasta,8087276.roundup,slurm,,132112168.0,corral-repl,,,"""Eyeastcai.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db15226da39b1639'}]",32.0,,32905881.0,1474020290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-09-16 10:04:57.451877,29015.0,6.0
,,2016-10-19 13:09:55.113853,slurm_normal,1476882601.0,0.0,,1.0,main_w4_handler0,2860634,14118305,False,,197859,fasta,8332892.roundup,slurm,,132112168.0,corral-repl,,,"""Eyeastcai.cut""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e285067d99823e3b'}]",32.0,,32905881.0,1476882598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-10-19 13:10:04.643500,29015.0,3.0
,,2016-10-19 13:09:34.835903,slurm_normal,1476882582.0,0.0,,1.0,main_w3_handler1,2860634,14118303,False,,216659,fasta,8332889.roundup,slurm,,132112168.0,corral-repl,,,"""Eyeastcai.cut""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c2a5c5715f574cba'}]",32.0,,32905881.0,1476882579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-10-19 13:09:44.154097,29015.0,3.0
,,2016-06-14 06:27:55.517662,slurm_normal,1465885689.0,0.0,,1.0,main_w1_handler0,523367,13155102,False,,208590,fasta,7339357.roundup,slurm,,132112168.0,corral-repl,,,"""Ezebrafish.cut""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cdf0a4657d3f42a8'}]",32.0,,30453447.0,1465885685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai6/5.0.0,5.0.0,,2016-06-14 06:28:11.469331,10411.0,4.0
