chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.input1|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-20 05:17:24.815850,slurm_normal,1487574987.0,0,,1.0,main_w3_handler1,3002193,15082872,False,,1162575,vcf,9238510.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28422728}]",,32.0,,36102363.0,1487574983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-20 07:16:38.502822,50387.0,4.0
,,2017-02-20 16:17:55.566875,slurm_normal,1487607496.0,0,,1.0,main_w3_handler1,2965936,15087578,False,,4846636,vcf,9242696.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28431134}]",,32.0,,35636268.0,1487607480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-20 16:18:20.242677,98626.0,16.0
,,2017-04-03 18:32:02.442667,slurm_normal,1491244343.0,0,,1.0,main_w4_handler0,2935653,15474982,False,,35685090,vcf,9603838.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29050007}]",,32.0,,36850275.0,1491244329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-03 18:32:27.856679,97205.0,14.0
,,2017-02-21 04:40:50.762284,slurm_normal,1487652058.0,0,,1.0,main_w3_handler0,3002283,15092248,False,,481286,vcf,9247251.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28438611}]",,32.0,,35754534.0,1487652053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-21 04:40:59.453432,90427.0,5.0
,,2017-06-03 01:09:59.316514,slurm_normal,1496452220.0,0,,1.0,main_w4_handler0,3137345,16003363,False,,0,vcf,10097410.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29872096}]",,32.0,,38407998.0,1496452216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-03 01:10:23.846799,106310.0,4.0
,,2017-04-03 20:32:00.068666,slurm_normal,1491251622.0,0,,1.0,main_w4_handler0,3013324,15475953,False,,17832879,vcf,9604711.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28553124}]",,32.0,,36309740.0,1491251615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-03 20:35:14.850425,100971.0,7.0
,,2017-02-21 22:46:41.978962,slurm_normal,1487717333.0,0,,1.0,main_w3_handler0,2999054,15100346,False,,2145457,vcf,9255592.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28451690}]",,32.0,,36178430.0,1487717328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-21 22:49:00.281458,98626.0,5.0
,,2017-10-18 13:58:26.462484,slurm_normal,1508338930.0,0,,1.0,main_w4_handler1,3288805,17132037,False,,2156,vcf,11189894,slurm,,132112168.0,corral-repl,,"""41543040b40c11e79461005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31738776}]",,32.0,,,1508338923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-18 15:02:17.263879,103900.0,7.0
,,2017-02-27 11:59:36.652852,slurm_normal,1488196784.0,0,,1.0,main_w3_handler0,2967557,15153143,False,,3261,vcf,9305076.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28531237}]",,32.0,,35580773.0,1488196779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-27 11:59:45.937207,98714.0,5.0
,,2017-02-24 05:43:09.209746,slurm_normal,1487915021.0,0,,1.0,main_w4_handler0,3006146,15126798,False,,350945754,vcf,9280623.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28492563}]",,32.0,,36096883.0,1487914995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfsort/vcfsort/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-24 05:43:45.576259,100339.0,26.0
