annotations_0|exons_file,annotations_0|exons_file_filetype,annotations_0|highlights_file,annotations_0|highlights_file_filetype,annotations_0|links_file,annotations_0|links_file_filetype,annotations_0|repeats_file,annotations_0|repeats_file_filetype,annotations_0|underlays_file,annotations_0|underlays_file_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,maf_input,maf_input_filetype,memtotal,object_store_id,param_filename,parameters.annotations,parameters.chromInfo,parameters.dbkey,parameters.maf_input,parameters.maf_input.values,parameters.nowarn,parameters.refseq,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,,,,,,,2017-06-14 01:20:10.737180,slurm_normal,1497403226.0,0,,1.0,main_w3_handler0,3132064,16095393,False,,10180806.roundup,slurm,,165650,maf,132112168.0,corral-repl,,[],"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30003235}]","[""all""]","""first""",32.0,,38375772,1497403223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-06-14 01:20:30.604527,106810.0,3.0
,,,,,,,,,,,,2017-06-14 23:38:50.258031,slurm_normal,1497485165.0,0,,1.0,main_w3_handler0,3133644,16104023,False,,10187583.roundup,slurm,,930,maf,132112168.0,corral-repl,,[],"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30033604}]","[""all"", ""maf"", ""maf_version"", ""maf_paragraph"", ""bad_char_all"", ""recon_noseq"", ""recon_missing"", ""refseq_not_first"", ""unused_maf"", ""annotations"", ""semantics"", ""bed"", ""bed_blocks"", ""bed_thick"", ""bed_name"", ""bed_name_full"", ""bed_name_prefix"", ""gff_group"", ""skipped"", ""annot_format"", ""gene_missing"", ""ambiguous_codon"", ""unrec_repeat"", ""repeat_type_missing"", ""bad_strand"", ""bad_score"", ""color_format"", ""bad_url"", ""score_shading"", ""red"", ""seqname_fix_all"", ""bed_coord"", ""gff_coord"", ""url_subst"", ""miscellaneous"", ""default_refseq"", ""unused_entry"", ""export_skip"", ""escaped_quote"", ""no_sticky"", ""big_block""]","""first""",32.0,,38422178,1497485161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-06-15 00:06:16.045833,106873.0,4.0
,,,,,,,,,,,,2017-06-15 01:19:37.346013,slurm_normal,1497489672.0,0,,1.0,main_w3_handler0,3132064,16104317,False,,10187971.roundup,slurm,,165650,maf,132112168.0,corral-repl,,[],"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30003235}]","[""all"", ""maf"", ""maf_version"", ""maf_paragraph"", ""bad_char_all"", ""recon_noseq"", ""recon_missing"", ""refseq_not_first"", ""unused_maf"", ""annotations"", ""semantics"", ""bed"", ""bed_blocks"", ""bed_thick"", ""bed_name"", ""bed_name_full"", ""bed_name_prefix"", ""gff_group"", ""skipped"", ""annot_format"", ""gene_missing"", ""ambiguous_codon"", ""unrec_repeat"", ""repeat_type_missing"", ""bad_strand"", ""bad_score"", ""color_format"", ""bad_url"", ""score_shading"", ""red"", ""seqname_fix_all"", ""bed_coord"", ""gff_coord"", ""url_subst"", ""miscellaneous"", ""default_refseq"", ""unused_entry"", ""export_skip"", ""escaped_quote"", ""no_sticky"", ""big_block""]","""first""",32.0,,38375772,1497489668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-06-15 01:22:41.100199,106810.0,4.0
,,,,,,,,,,,,2017-06-16 00:35:35.983977,slurm_normal,1497573354.0,0,,1.0,main_w4_handler1,3157608,16112998,False,,10195529.roundup,slurm,,265412,maf,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30047901}]","[""gff_group""]","""first""",32.0,,38706996,1497573350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-06-16 00:35:55.561921,,4.0
,,,,,,,,,,,,2017-06-17 23:00:00.378921,slurm_normal,1497740415.0,0,,1.0,main_w4_handler0,3157608,16123571,False,,10204802.roundup,slurm,,265412,maf,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30047901}]","[""all"", ""maf"", ""maf_version"", ""maf_paragraph"", ""bad_char_all"", ""recon_noseq"", ""recon_missing"", ""refseq_not_first"", ""unused_maf"", ""annotations"", ""semantics"", ""bed"", ""bed_blocks"", ""bed_thick"", ""bed_name"", ""bed_name_full"", ""bed_name_prefix"", ""gff_group"", ""skipped"", ""annot_format"", ""gene_missing"", ""ambiguous_codon"", ""unrec_repeat"", ""repeat_type_missing"", ""bad_strand"", ""bad_score"", ""color_format"", ""bad_url"", ""score_shading"", ""red"", ""seqname_fix_all"", ""bed_coord"", ""gff_coord"", ""url_subst"", ""miscellaneous"", ""default_refseq"", ""unused_entry"", ""export_skip"", ""escaped_quote"", ""no_sticky"", ""big_block""]","""first""",32.0,,38706996,1497740411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-06-17 23:00:17.055528,,4.0
,,,,,,,,,,,,2017-08-28 02:12:58.197961,slurm_normal,1503886390.0,0,,1.0,main_w3_handler0,3234770,16670568,False,,10742742.roundup,slurm,,16779582,maf,132112168.0,corral-repl,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 31011211}]","[""all"", ""maf"", ""maf_version"", ""maf_paragraph"", ""bad_char_all"", ""recon_noseq"", ""recon_missing"", ""refseq_not_first"", ""unused_maf"", ""annotations"", ""semantics"", ""bed"", ""bed_blocks"", ""bed_thick"", ""bed_name"", ""bed_name_full"", ""bed_name_prefix"", ""gff_group"", ""skipped"", ""annot_format"", ""gene_missing"", ""ambiguous_codon"", ""unrec_repeat"", ""repeat_type_missing"", ""bad_strand"", ""bad_score"", ""color_format"", ""bad_url"", ""score_shading"", ""red"", ""seqname_fix_all"", ""bed_coord"", ""gff_coord"", ""url_subst"", ""miscellaneous"", ""default_refseq"", ""unused_entry"", ""export_skip"", ""escaped_quote"", ""no_sticky"", ""big_block""]","""first""",32.0,,40106510,1503886386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-08-28 02:13:12.503525,,4.0
,,,,,,,,,,,,2017-09-20 15:21:18.464840,slurm_normal,1505920892.0,0,,1.0,main_w4_handler1,3246124,16877391,False,,10942570.roundup,slurm,,12871152,maf,132112168.0,corral-repl,,[],"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31152642}]","[""all"", ""maf"", ""maf_version"", ""maf_paragraph"", ""bad_char_all"", ""recon_noseq"", ""recon_missing"", ""refseq_not_first"", ""unused_maf"", ""annotations"", ""semantics"", ""bed"", ""bed_blocks"", ""bed_thick"", ""bed_name"", ""bed_name_full"", ""bed_name_prefix"", ""gff_group"", ""skipped"", ""annot_format"", ""gene_missing"", ""ambiguous_codon"", ""unrec_repeat"", ""repeat_type_missing"", ""bad_strand"", ""bad_score"", ""color_format"", ""bad_url"", ""score_shading"", ""red"", ""seqname_fix_all"", ""bed_coord"", ""gff_coord"", ""url_subst"", ""miscellaneous"", ""default_refseq"", ""unused_entry"", ""export_skip"", ""escaped_quote"", ""no_sticky"", ""big_block""]","""first""",32.0,,40681708,1505920888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-09-20 15:21:33.558566,110401.0,4.0
,,,,,,,,,,,,2017-09-20 18:08:34.785816,slurm_normal,1505930935.0,0,,1.0,main_w4_handler1,3260859,16879091,False,,10944506.roundup,slurm,,361190467,maf,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31327177}]","[""all"", ""maf"", ""maf_version"", ""maf_paragraph"", ""bad_char_all"", ""recon_noseq"", ""recon_missing"", ""refseq_not_first"", ""unused_maf"", ""annotations"", ""semantics"", ""bed"", ""bed_blocks"", ""bed_thick"", ""bed_name"", ""bed_name_full"", ""bed_name_prefix"", ""gff_group"", ""skipped"", ""annot_format"", ""gene_missing"", ""ambiguous_codon"", ""unrec_repeat"", ""repeat_type_missing"", ""bad_strand"", ""bad_score"", ""color_format"", ""bad_url"", ""score_shading"", ""red"", ""seqname_fix_all"", ""bed_coord"", ""gff_coord"", ""url_subst"", ""miscellaneous"", ""default_refseq"", ""unused_entry"", ""export_skip"", ""escaped_quote"", ""no_sticky"", ""big_block""]","""first""",32.0,,39989242,1505930929.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-09-20 18:08:57.080512,110401.0,6.0
,,,,,,,,,,,,2017-09-20 18:59:18.677099,slurm_normal,1505933972.0,0,,1.0,main_w4_handler1,3180261,16879633,False,,10945033.roundup,slurm,,15928574,maf,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 31326571}]","[""all"", ""maf"", ""maf_version"", ""maf_paragraph"", ""bad_char_all"", ""recon_noseq"", ""recon_missing"", ""refseq_not_first"", ""unused_maf"", ""annotations"", ""semantics"", ""bed"", ""bed_blocks"", ""bed_thick"", ""bed_name"", ""bed_name_full"", ""bed_name_prefix"", ""gff_group"", ""skipped"", ""annot_format"", ""gene_missing"", ""ambiguous_codon"", ""unrec_repeat"", ""repeat_type_missing"", ""bad_strand"", ""bad_score"", ""color_format"", ""bad_url"", ""score_shading"", ""red"", ""seqname_fix_all"", ""bed_coord"", ""gff_coord"", ""url_subst"", ""miscellaneous"", ""default_refseq"", ""unused_entry"", ""export_skip"", ""escaped_quote"", ""no_sticky"", ""big_block""]","""first""",32.0,,39200073,1505933968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-09-20 18:59:36.377595,77686.0,4.0
1404.0,bed,,,,,,,,,,,2017-09-20 19:13:33.818928,slurm_normal,1505934827.0,0,,1.0,main_w4_handler0,3180261,16879733,False,,10945153.roundup,slurm,,15928574,maf,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 31326571}]","[""all"", ""maf"", ""maf_version"", ""maf_paragraph"", ""bad_char_all"", ""recon_noseq"", ""recon_missing"", ""refseq_not_first"", ""unused_maf"", ""annotations"", ""semantics"", ""bed"", ""bed_blocks"", ""bed_thick"", ""bed_name"", ""bed_name_full"", ""bed_name_prefix"", ""gff_group"", ""skipped"", ""annot_format"", ""gene_missing"", ""ambiguous_codon"", ""unrec_repeat"", ""repeat_type_missing"", ""bad_strand"", ""bad_score"", ""color_format"", ""bad_url"", ""score_shading"", ""red"", ""seqname_fix_all"", ""bed_coord"", ""gff_coord"", ""url_subst"", ""miscellaneous"", ""default_refseq"", ""unused_entry"", ""export_skip"", ""escaped_quote"", ""no_sticky"", ""big_block""]","""first""",32.0,,39200073,1505934823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/gmaj/gmaj_1/2.0.1,2.0.1,,2017-09-20 19:13:50.110946,77686.0,4.0
