chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,guide_gff,guide_gff_filetype,handler,history_id,id,imported,info,input_gtf,input_gtf1,input_gtf10,input_gtf100,input_gtf100_filetype,input_gtf101,input_gtf101_filetype,input_gtf102,input_gtf102_filetype,input_gtf103,input_gtf103_filetype,input_gtf104,input_gtf104_filetype,input_gtf105,input_gtf105_filetype,input_gtf106,input_gtf106_filetype,input_gtf107,input_gtf107_filetype,input_gtf108,input_gtf108_filetype,input_gtf10_filetype,input_gtf11,input_gtf11_filetype,input_gtf12,input_gtf12_filetype,input_gtf13,input_gtf13_filetype,input_gtf14,input_gtf14_filetype,input_gtf15,input_gtf15_filetype,input_gtf16,input_gtf16_filetype,input_gtf17,input_gtf17_filetype,input_gtf18,input_gtf18_filetype,input_gtf19,input_gtf19_filetype,input_gtf1_filetype,input_gtf2,input_gtf20,input_gtf20_filetype,input_gtf21,input_gtf21_filetype,input_gtf22,input_gtf22_filetype,input_gtf23,input_gtf23_filetype,input_gtf24,input_gtf24_filetype,input_gtf25,input_gtf25_filetype,input_gtf26,input_gtf26_filetype,input_gtf27,input_gtf27_filetype,input_gtf28,input_gtf28_filetype,input_gtf29,input_gtf29_filetype,input_gtf2_filetype,input_gtf3,input_gtf30,input_gtf30_filetype,input_gtf31,input_gtf31_filetype,input_gtf32,input_gtf32_filetype,input_gtf33,input_gtf33_filetype,input_gtf34,input_gtf34_filetype,input_gtf35,input_gtf35_filetype,input_gtf36,input_gtf36_filetype,input_gtf37,input_gtf37_filetype,input_gtf38,input_gtf38_filetype,input_gtf39,input_gtf39_filetype,input_gtf3_filetype,input_gtf4,input_gtf40,input_gtf40_filetype,input_gtf41,input_gtf41_filetype,input_gtf42,input_gtf42_filetype,input_gtf43,input_gtf43_filetype,input_gtf44,input_gtf44_filetype,input_gtf45,input_gtf45_filetype,input_gtf46,input_gtf46_filetype,input_gtf47,input_gtf47_filetype,input_gtf48,input_gtf48_filetype,input_gtf49,input_gtf49_filetype,input_gtf4_filetype,input_gtf5,input_gtf50,input_gtf50_filetype,input_gtf51,input_gtf51_filetype,input_gtf52,input_gtf52_filetype,input_gtf53,input_gtf53_filetype,input_gtf54,input_gtf54_filetype,input_gtf55,input_gtf55_filetype,input_gtf56,input_gtf56_filetype,input_gtf57,input_gtf57_filetype,input_gtf58,input_gtf58_filetype,input_gtf59,input_gtf59_filetype,input_gtf5_filetype,input_gtf6,input_gtf60,input_gtf60_filetype,input_gtf61,input_gtf61_filetype,input_gtf62,input_gtf62_filetype,input_gtf63,input_gtf63_filetype,input_gtf64,input_gtf64_filetype,input_gtf65,input_gtf65_filetype,input_gtf66,input_gtf66_filetype,input_gtf67,input_gtf67_filetype,input_gtf68,input_gtf68_filetype,input_gtf69,input_gtf69_filetype,input_gtf6_filetype,input_gtf7,input_gtf70,input_gtf70_filetype,input_gtf71,input_gtf71_filetype,input_gtf72,input_gtf72_filetype,input_gtf73,input_gtf73_filetype,input_gtf74,input_gtf74_filetype,input_gtf75,input_gtf75_filetype,input_gtf76,input_gtf76_filetype,input_gtf77,input_gtf77_filetype,input_gtf78,input_gtf78_filetype,input_gtf79,input_gtf79_filetype,input_gtf7_filetype,input_gtf8,input_gtf80,input_gtf80_filetype,input_gtf81,input_gtf81_filetype,input_gtf82,input_gtf82_filetype,input_gtf83,input_gtf83_filetype,input_gtf84,input_gtf84_filetype,input_gtf85,input_gtf85_filetype,input_gtf86,input_gtf86_filetype,input_gtf87,input_gtf87_filetype,input_gtf88,input_gtf88_filetype,input_gtf89,input_gtf89_filetype,input_gtf8_filetype,input_gtf9,input_gtf90,input_gtf90_filetype,input_gtf91,input_gtf91_filetype,input_gtf92,input_gtf92_filetype,input_gtf93,input_gtf93_filetype,input_gtf94,input_gtf94_filetype,input_gtf95,input_gtf95_filetype,input_gtf96,input_gtf96_filetype,input_gtf97,input_gtf97_filetype,input_gtf98,input_gtf98_filetype,input_gtf99,input_gtf99_filetype,input_gtf9_filetype,input_gtf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.gap_len,parameters.guide_gff.values,parameters.input_gtf.values,parameters.keep_introns,parameters.min_cov,parameters.min_fpkm,parameters.min_iso,parameters.min_len,parameters.min_tpm,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-16 11:01:55.813930,slurm_normal,1513422261.0,0,,1.0,158314123.0,gtf,main_w4_handler0,3116112,17824809,False,,129823599,129823599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,127404944.0,,,,,,,,,,,,,,,,,,,,,gtf,126128400.0,,,,,,,,,,,,,,,,,,,,,gtf,128371816.0,,,,,,,,,,,,,,,,,,,,,gtf,130619025.0,,,,,,,,,,,,,,,,,,,,,gtf,131071018.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11897289,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""250""","[{'src': 'hda', 'id': 29665509}]","[{'src': 'hda', 'id': 32347374}, {'src': 'hda', 'id': 32347385}, {'src': 'hda', 'id': 32347388}, {'src': 'hda', 'id': 32347393}, {'src': 'hda', 'id': 32347394}, {'src': 'hda', 'id': 32347396}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,42695520.0,1513422201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-12-16 11:06:06.913088,82552,60.0
,,2017-12-16 11:11:51.547482,slurm_normal,1513422868.0,0,,1.0,238695801.0,gtf,main_w4_handler0,3116134,17824819,False,,209630325,209630325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,209775473.0,,,,,,,,,,,,,,,,,,,,,gtf,207958296.0,,,,,,,,,,,,,,,,,,,,,gtf,210165906.0,,,,,,,,,,,,,,,,,,,,,gtf,212293071.0,,,,,,,,,,,,,,,,,,,,,gtf,213178743.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11897353,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""250""","[{'src': 'hda', 'id': 29665744}]","[{'src': 'hda', 'id': 32347835}, {'src': 'hda', 'id': 32347841}, {'src': 'hda', 'id': 32347844}, {'src': 'hda', 'id': 32347846}, {'src': 'hda', 'id': 32347851}, {'src': 'hda', 'id': 32347857}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,42695520.0,1513422769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-12-16 11:14:30.533589,82552,99.0
,,2017-08-29 02:09:18.767740,slurm_normal,1504009904.0,0,,1.0,,,main_w4_handler1,3134557,16678622,False,,19345822,19345822,19474007.0,,,,,,,,,,,,,,,,,,,gtf,17299570.0,gtf,20316707.0,gtf,17786466.0,gtf,16111376.0,gtf,19178433.0,gtf,20576062.0,gtf,16678968.0,gtf,,,,,gtf,14791895.0,,,,,,,,,,,,,,,,,,,,,gtf,21082149.0,,,,,,,,,,,,,,,,,,,,,gtf,17698902.0,,,,,,,,,,,,,,,,,,,,,gtf,12614624.0,,,,,,,,,,,,,,,,,,,,,gtf,14171868.0,,,,,,,,,,,,,,,,,,,,,gtf,12805828.0,,,,,,,,,,,,,,,,,,,,,gtf,13939234.0,,,,,,,,,,,,,,,,,,,,,gtf,22695907.0,,,,,,,,,,,,,,,,,,,,,gtf,gtf,10754125.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""250""",,"[{'src': 'hda', 'id': 31023196}, {'src': 'hda', 'id': 31023197}, {'src': 'hda', 'id': 31023198}, {'src': 'hda', 'id': 31023199}, {'src': 'hda', 'id': 31023200}, {'src': 'hda', 'id': 31023201}, {'src': 'hda', 'id': 31023202}, {'src': 'hda', 'id': 31023203}, {'src': 'hda', 'id': 31023204}, {'src': 'hda', 'id': 31023205}, {'src': 'hda', 'id': 31023206}, {'src': 'hda', 'id': 31023207}, {'src': 'hda', 'id': 31023208}, {'src': 'hda', 'id': 31023209}, {'src': 'hda', 'id': 31023210}, {'src': 'hda', 'id': 31023211}, {'src': 'hda', 'id': 31023212}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,39829381.0,1504009837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-08-29 12:31:48.371771,106937,67.0
,,2017-08-31 15:59:57.787503,slurm_normal,1504195241.0,0,,1.0,,,main_w4_handler1,3235629,16704878,False,,401706329,401706329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10777516.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""250""",,"[{'src': 'hda', 'id': 31062220}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,40063717.0,1504195206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-08-31 16:00:42.317089,89823,35.0
,,2017-08-31 16:05:39.273775,slurm_normal,1504195593.0,0,,1.0,401706329.0,gtf,main_w4_handler0,3235629,16704917,False,,401706329,401706329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10777567.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""250""","[{'src': 'hda', 'id': 31062220}]","[{'src': 'hda', 'id': 31062220}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,40063717.0,1504195548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-08-31 16:06:35.767599,89823,45.0
,,2017-08-31 21:58:49.231374,slurm_normal,1504216760.0,0,,1.0,,,main_w3_handler1,3070834,16707269,False,,24836039,24836039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,24652696.0,,,,,,,,,,,,,,,,,,,,,gtf,25084349.0,,,,,,,,,,,,,,,,,,,,,gtf,27242984.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10780002.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""250""",,"[{'src': 'hda', 'id': 31066990}, {'src': 'hda', 'id': 31066993}, {'src': 'hda', 'id': 31066995}, {'src': 'hda', 'id': 31066998}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,40157072.0,1504216738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-08-31 21:59:24.658084,103982,22.0
,,2017-09-03 08:49:23.791408,slurm_normal,1504428583.0,0,,1.0,,,main_w4_handler0,3239797,16721363,False,,1283109,1283109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,1421009.0,,,,,,,,,,,,,,,,,,,,,gtf,918990.0,,,,,,,,,,,,,,,,,,,,,gtf,410781.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10792456.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""250""",,"[{'src': 'hdca', 'id': 68843}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,40171872.0,1504428576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-09-03 08:49:46.293177,107403,7.0
,,2017-09-04 02:25:19.963976,slurm_normal,1504491939.0,0,,1.0,68396861.0,gtf,main_w3_handler0,3239797,16727893,False,,918990,918990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,410781.0,,,,,,,,,,,,,,,,,,,,,gtf,1283077.0,,,,,,,,,,,,,,,,,,,,,gtf,1421007.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10796104.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 31096932}]","[{'src': 'hdca', 'id': 68984}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,40242828.0,1504491926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-09-04 02:25:40.693176,107403,13.0
,,2017-09-04 02:32:07.528833,slurm_normal,1504492350.0,0,,1.0,68396861.0,gtf,main_w3_handler0,3239797,16727919,False,,918990,918990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,410781.0,,,,,,,,,,,,,,,,,,,,,gtf,1283077.0,,,,,,,,,,,,,,,,,,,,,gtf,1421007.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10796143.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 31096932}]","[{'src': 'hdca', 'id': 68984}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,40242828.0,1504492338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-09-04 02:32:34.460348,107403,12.0
,,2018-01-19 16:51:42.273953,slurm_normal,1516381803.0,0,,1.0,1151947379.0,gtf,main_w3_handler1,3395766,18085715,False,,172231485,172231485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,168064543.0,,,,,,,,,,,,,,,,,,,,,gtf,165874068.0,,,,,,,,,,,,,,,,,,,,,gtf,171836752.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,12165262,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""250""","[{'src': 'hda', 'id': 33373959}]","[{'src': 'hda', 'id': 33394102}, {'src': 'hda', 'id': 33394104}, {'src': 'hda', 'id': 33394107}, {'src': 'hda', 'id': 33394113}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,42681438.0,1516381717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2018-01-19 17:10:04.610494,118715,86.0
