chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,guide_gff,guide_gff_filetype,handler,history_id,id,imported,info,input_gtf,input_gtf1,input_gtf10,input_gtf100,input_gtf100_filetype,input_gtf101,input_gtf101_filetype,input_gtf102,input_gtf102_filetype,input_gtf103,input_gtf103_filetype,input_gtf104,input_gtf104_filetype,input_gtf105,input_gtf105_filetype,input_gtf106,input_gtf106_filetype,input_gtf107,input_gtf107_filetype,input_gtf108,input_gtf108_filetype,input_gtf10_filetype,input_gtf11,input_gtf11_filetype,input_gtf12,input_gtf12_filetype,input_gtf13,input_gtf13_filetype,input_gtf14,input_gtf14_filetype,input_gtf15,input_gtf15_filetype,input_gtf16,input_gtf16_filetype,input_gtf17,input_gtf17_filetype,input_gtf18,input_gtf18_filetype,input_gtf19,input_gtf19_filetype,input_gtf1_filetype,input_gtf2,input_gtf20,input_gtf20_filetype,input_gtf21,input_gtf21_filetype,input_gtf22,input_gtf22_filetype,input_gtf23,input_gtf23_filetype,input_gtf24,input_gtf24_filetype,input_gtf25,input_gtf25_filetype,input_gtf26,input_gtf26_filetype,input_gtf27,input_gtf27_filetype,input_gtf28,input_gtf28_filetype,input_gtf29,input_gtf29_filetype,input_gtf2_filetype,input_gtf3,input_gtf30,input_gtf30_filetype,input_gtf31,input_gtf31_filetype,input_gtf32,input_gtf32_filetype,input_gtf33,input_gtf33_filetype,input_gtf34,input_gtf34_filetype,input_gtf35,input_gtf35_filetype,input_gtf36,input_gtf36_filetype,input_gtf37,input_gtf37_filetype,input_gtf38,input_gtf38_filetype,input_gtf39,input_gtf39_filetype,input_gtf3_filetype,input_gtf4,input_gtf40,input_gtf40_filetype,input_gtf41,input_gtf41_filetype,input_gtf42,input_gtf42_filetype,input_gtf43,input_gtf43_filetype,input_gtf44,input_gtf44_filetype,input_gtf45,input_gtf45_filetype,input_gtf46,input_gtf46_filetype,input_gtf47,input_gtf47_filetype,input_gtf48,input_gtf48_filetype,input_gtf49,input_gtf49_filetype,input_gtf4_filetype,input_gtf5,input_gtf50,input_gtf50_filetype,input_gtf51,input_gtf51_filetype,input_gtf52,input_gtf52_filetype,input_gtf53,input_gtf53_filetype,input_gtf54,input_gtf54_filetype,input_gtf55,input_gtf55_filetype,input_gtf56,input_gtf56_filetype,input_gtf57,input_gtf57_filetype,input_gtf58,input_gtf58_filetype,input_gtf59,input_gtf59_filetype,input_gtf5_filetype,input_gtf6,input_gtf60,input_gtf60_filetype,input_gtf61,input_gtf61_filetype,input_gtf62,input_gtf62_filetype,input_gtf63,input_gtf63_filetype,input_gtf64,input_gtf64_filetype,input_gtf65,input_gtf65_filetype,input_gtf66,input_gtf66_filetype,input_gtf67,input_gtf67_filetype,input_gtf68,input_gtf68_filetype,input_gtf69,input_gtf69_filetype,input_gtf6_filetype,input_gtf7,input_gtf70,input_gtf70_filetype,input_gtf71,input_gtf71_filetype,input_gtf72,input_gtf72_filetype,input_gtf73,input_gtf73_filetype,input_gtf74,input_gtf74_filetype,input_gtf75,input_gtf75_filetype,input_gtf76,input_gtf76_filetype,input_gtf77,input_gtf77_filetype,input_gtf78,input_gtf78_filetype,input_gtf79,input_gtf79_filetype,input_gtf7_filetype,input_gtf8,input_gtf80,input_gtf80_filetype,input_gtf81,input_gtf81_filetype,input_gtf82,input_gtf82_filetype,input_gtf83,input_gtf83_filetype,input_gtf84,input_gtf84_filetype,input_gtf85,input_gtf85_filetype,input_gtf86,input_gtf86_filetype,input_gtf87,input_gtf87_filetype,input_gtf88,input_gtf88_filetype,input_gtf89,input_gtf89_filetype,input_gtf8_filetype,input_gtf9,input_gtf90,input_gtf90_filetype,input_gtf91,input_gtf91_filetype,input_gtf92,input_gtf92_filetype,input_gtf93,input_gtf93_filetype,input_gtf94,input_gtf94_filetype,input_gtf95,input_gtf95_filetype,input_gtf96,input_gtf96_filetype,input_gtf97,input_gtf97_filetype,input_gtf98,input_gtf98_filetype,input_gtf99,input_gtf99_filetype,input_gtf9_filetype,input_gtf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.gap_len,parameters.guide_gff.values,parameters.input_gtf.values,parameters.keep_introns,parameters.min_cov,parameters.min_fpkm,parameters.min_iso,parameters.min_len,parameters.min_tpm,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-12 08:39:20.052377,slurm_normal,1515746383.0,0,,1.0,216392649.0,gtf,main_w4_handler0,3380646,18012111,False,,12593669,12593669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10746846.0,,,,,,,,,,,,,,,,,,,,,gtf,114458.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,12089379,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""250""","[{'src': 'hda', 'id': 33174841}]","[{'src': 'hda', 'id': 33276148}, {'src': 'hda', 'id': 33276152}, {'src': 'hda', 'id': 33276156}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,43021036.0,1515746364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2018-01-12 08:39:45.310241,119191,19.0
,,2017-11-19 14:45:00.724022,slurm_normal,1511102707.0,0,,1.0,427373.0,gtf,main_w3_handler0,3331007,17508098,False,,233177,233177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,272368.0,,,,,,,,,,,,,,,,,,,,,gtf,162894.0,,,,,,,,,,,,,,,,,,,,,gtf,52441.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11568497,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32397048}]","[{'src': 'hda', 'id': 32397359}, {'src': 'hda', 'id': 32397360}, {'src': 'hda', 'id': 32397361}, {'src': 'hda', 'id': 32397362}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41397452.0,1511102703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-19 14:45:09.554594,112987,4.0
,,2017-11-19 21:51:58.113563,slurm_normal,1511128341.0,0,,1.0,,,main_w4_handler1,3184216,17509877,False,,154920165,154920165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gff3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gff3,11570412,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""250""",,"[{'src': 'hda', 'id': 30336423}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,42104311.0,1511128322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-19 21:52:22.001618,91783,19.0
,,2017-11-20 00:12:58.447770,slurm_normal,1511136787.0,0,,1.0,427373.0,gtf,main_w3_handler0,3310340,17510704,False,,50103,50103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,274461.0,,,,,,,,,,,,,,,,,,,,,gtf,235599.0,,,,,,,,,,,,,,,,,,,,,gtf,162894.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11571314,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32389329}]","[{'src': 'hda', 'id': 32403445}, {'src': 'hda', 'id': 32403446}, {'src': 'hda', 'id': 32403447}, {'src': 'hda', 'id': 32403448}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41409282.0,1511136781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 00:13:09.262240,114040,6.0
,,2017-11-20 00:55:26.289271,slurm_normal,1511139334.0,0,,1.0,427373.0,gtf,main_w4_handler1,3097060,17511811,False,,238766,238766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,100955.0,,,,,,,,,,,,,,,,,,,,,gtf,398775.0,,,,,,,,,,,,,,,,,,,,,gtf,351527.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11571621,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32406658}]","[{'src': 'hda', 'id': 32406645}, {'src': 'hda', 'id': 32406646}, {'src': 'hda', 'id': 32406647}, {'src': 'hda', 'id': 32406648}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41146393.0,1511139328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 00:55:35.881738,105163,6.0
,,2017-11-20 00:29:13.084435,slurm_normal,1511137762.0,0,,1.0,,,main_w4_handler0,3097060,17511717,False,,100955,100955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11571490,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""",,"[{'src': 'hda', 'id': 32405075}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41146393.0,1511137758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 00:29:23.892037,105163,4.0
,,2017-11-20 03:32:59.731842,slurm_normal,1511148788.0,0,,1.0,427373.0,gtf,main_w3_handler1,3329463,17512611,False,,351527,351527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,443309.0,,,,,,,,,,,,,,,,,,,,,gtf,238766.0,,,,,,,,,,,,,,,,,,,,,gtf,100955.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11572465,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32379716}]","[{'src': 'hda', 'id': 32408415}, {'src': 'hda', 'id': 32408416}, {'src': 'hda', 'id': 32408417}, {'src': 'hda', 'id': 32408418}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41760162.0,1511148783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 03:33:10.137234,113102,5.0
,,2017-11-20 06:05:10.292301,slurm_normal,1511157919.0,0,,1.0,427373.0,gtf,main_w4_handler1,3331511,17513265,False,,351527,351527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,398775.0,,,,,,,,,,,,,,,,,,,,,gtf,238766.0,,,,,,,,,,,,,,,,,,,,,gtf,100955.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11573120,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32408862}]","[{'src': 'hda', 'id': 32409374}, {'src': 'hda', 'id': 32409375}, {'src': 'hda', 'id': 32409376}, {'src': 'hda', 'id': 32409377}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41760162.0,1511157914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 06:05:20.901191,113102,5.0
,,2018-01-12 09:07:56.926293,slurm_normal,1515748106.0,0,,1.0,216392649.0,gtf,main_w4_handler0,3380646,18012684,False,,7810564,7810564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,8331073.0,,,,,,,,,,,,,,,,,,,,,gtf,12407475.0,,,,,,,,,,,,,,,,,,,,,gtf,12593669.0,,,,,,,,,,,,,,,,,,,,,gtf,10746846.0,,,,,,,,,,,,,,,,,,,,,gtf,114458.0,,,,,,,,,,,,,,,,,,,,,gtf,45750624.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,12089737,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""250""","[{'src': 'hda', 'id': 33174841}]","[{'src': 'hda', 'id': 33276136}, {'src': 'hda', 'id': 33276140}, {'src': 'hda', 'id': 33276144}, {'src': 'hda', 'id': 33276148}, {'src': 'hda', 'id': 33276152}, {'src': 'hda', 'id': 33276156}, {'src': 'hda', 'id': 33278550}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,43021036.0,1515748081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2018-01-12 09:08:27.743559,119191,25.0
,,2017-11-21 15:13:27.156458,slurm_normal,1511277364.0,0,,1.0,,,main_w4_handler1,3332913,17537528,False,,1158790400,1158790400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gff3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gff3,11596488,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""250""",,"[{'src': 'hda', 'id': 32452170}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,42143002.0,1511277304.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-21 15:16:06.261569,43654,60.0
,,2017-11-20 13:04:51.396748,slurm_normal,1511183101.0,0,,1.0,427373.0,gtf,main_w3_handler0,3282548,17518053,False,,351527,351527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,100955.0,,,,,,,,,,,,,,,,,,,,,gtf,238766.0,,,,,,,,,,,,,,,,,,,,,gtf,100955.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11577913,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32411071}]","[{'src': 'hda', 'id': 32414368}, {'src': 'hda', 'id': 32414369}, {'src': 'hda', 'id': 32414370}, {'src': 'hda', 'id': 32414371}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41461467.0,1511183096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 13:05:03.198218,114202,5.0
,,2017-11-20 14:35:16.838302,slurm_normal,1511188525.0,0,,1.0,427373.0,gtf,main_w3_handler0,3279017,17519076,False,,351527,351527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,398775.0,,,,,,,,,,,,,,,,,,,,,gtf,238766.0,,,,,,,,,,,,,,,,,,,,,gtf,100955.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11578980,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32418049}]","[{'src': 'hda', 'id': 32418924}, {'src': 'hda', 'id': 32418925}, {'src': 'hda', 'id': 32418926}, {'src': 'hda', 'id': 32418927}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41123007.0,1511188520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 14:35:27.132147,113041,5.0
,,2017-11-20 15:50:05.413531,slurm_normal,1511193071.0,0,,1.0,151467494.0,gtf,main_w4_handler1,3332432,17521380,False,,88076628,88076628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,87826812.0,,,,,,,,,,,,,,,,,,,,,gtf,87927543.0,,,,,,,,,,,,,,,,,,,,,gtf,87737153.0,,,,,,,,,,,,,,,,,,,,,gtf,87984286.0,,,,,,,,,,,,,,,,,,,,,gtf,87754921.0,,,,,,,,,,,,,,,,,,,,,gtf,87806973.0,,,,,,,,,,,,,,,,,,,,,gtf,87924007.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,gtf,11581202,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""250""","[{'src': 'hda', 'id': 32422853}]","[{'src': 'hda', 'id': 32422194}, {'src': 'hda', 'id': 32422358}, {'src': 'hda', 'id': 32422446}, {'src': 'hda', 'id': 32422466}, {'src': 'hda', 'id': 32422482}, {'src': 'hda', 'id': 32422509}, {'src': 'hda', 'id': 32422527}, {'src': 'hda', 'id': 32422835}]","""false""","""0""","""0.5""","""0.01""","""50""","""1.0""",32.0,,42097751.0,1511193014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 15:51:14.826320,40070,57.0
,,2017-11-20 19:15:11.351034,slurm_normal,1511205320.0,0,,1.0,427373.0,gtf,main_w3_handler0,3327865,17523351,False,,233177,233177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,272368.0,,,,,,,,,,,,,,,,,,,,,gtf,162894.0,,,,,,,,,,,,,,,,,,,,,gtf,52441.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11583260,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32360151}]","[{'src': 'hda', 'id': 32429822}, {'src': 'hda', 'id': 32429823}, {'src': 'hda', 'id': 32429824}, {'src': 'hda', 'id': 32429825}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41795217.0,1511205313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 19:15:21.517425,112917,7.0
,,2017-11-20 18:19:56.850757,slurm_normal,1511202015.0,0,,1.0,109525328.0,gtf,main_w4_handler1,3332442,17522908,False,,1229060,1229060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,1536727.0,,,,,,,,,,,,,,,,,,,,,gtf,651814.0,,,,,,,,,,,,,,,,,,,,,gtf,243238.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11582855,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32429144}]","[{'src': 'hdca', 'id': 84806}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,42117008.0,1511202001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 18:20:16.081705,48324,14.0
,,2017-11-20 19:43:31.089936,slurm_normal,1511207030.0,0,,1.0,427373.0,gtf,main_w4_handler0,3331522,17523919,False,,254225,254225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,295022.0,,,,,,,,,,,,,,,,,,,,,gtf,183733.0,,,,,,,,,,,,,,,,,,,,,gtf,82724.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11583480,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32409032}]","[{'src': 'hda', 'id': 32430313}, {'src': 'hda', 'id': 32430314}, {'src': 'hda', 'id': 32430315}, {'src': 'hda', 'id': 32430316}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41096468.0,1511207017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 19:43:51.857096,112991,13.0
,,2017-11-20 20:35:24.763531,slurm_normal,1511210134.0,0,,1.0,427373.0,gtf,main_w4_handler0,3331522,17524954,False,,351527,351527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,398775.0,,,,,,,,,,,,,,,,,,,,,gtf,238766.0,,,,,,,,,,,,,,,,,,,,,gtf,100955.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11584312,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32409032}]","[{'src': 'hda', 'id': 32432028}, {'src': 'hda', 'id': 32432029}, {'src': 'hda', 'id': 32432030}, {'src': 'hda', 'id': 32432031}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41096468.0,1511210128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 20:35:37.183223,112991,6.0
,,2017-11-20 20:51:00.616518,slurm_normal,1511211074.0,0,,1.0,427373.0,gtf,main_w4_handler0,3332809,17525267,False,,351527,351527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,398775.0,,,,,,,,,,,,,,,,,,,,,gtf,238766.0,,,,,,,,,,,,,,,,,,,,,gtf,100955.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11584527,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32430902}]","[{'src': 'hda', 'id': 32432570}, {'src': 'hda', 'id': 32432571}, {'src': 'hda', 'id': 32432572}, {'src': 'hda', 'id': 32432573}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41473153.0,1511211064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 20:51:17.014443,114248,10.0
,,2017-11-20 21:53:14.126760,slurm_normal,1511214807.0,0,,1.0,427373.0,gtf,main_w4_handler0,3332901,17526160,False,,233177,233177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,272368.0,,,,,,,,,,,,,,,,,,,,,gtf,162894.0,,,,,,,,,,,,,,,,,,,,,gtf,52441.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11585198,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""250""","[{'src': 'hda', 'id': 32433412}]","[{'src': 'hda', 'id': 32434134}, {'src': 'hda', 'id': 32434135}, {'src': 'hda', 'id': 32434136}, {'src': 'hda', 'id': 32434137}]","""false""","""0""","""1.0""","""0.01""","""50""","""1.0""",32.0,,41173557.0,1511214802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/1.3.3,1.3.3,,2017-11-20 21:53:30.414395,113198,5.0
