create_time,destination_id,end_epoch,exit_code,forward,forward_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_outies,parameters.chromInfo,parameters.dbkey,parameters.forward|__identifier__,parameters.generate_histogram,parameters.layout.__current_case__,parameters.layout.forward.values,parameters.layout.reads.values,parameters.layout.reverse.values,parameters.layout.select_layout,parameters.max_mismatch_density,parameters.max_overlap,parameters.min_overlap,parameters.reverse|__identifier__,processor_count,reads1,reads1_filetype,reads2,reads2_filetype,reverse,reverse_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-02 05:58:11.040523,slurm_normal,1519970391.0,0,19845456.0,fastqsanger,7680.0,1.0,main_w4_handler0,3448902,18576599,False,,12670873,slurm,,132112168.0,corral-repl,,"""abb052201dde11e8af7a005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 34163334}]",,"[{'src': 'hda', 'id': 34163336}]",individual,"""0.25""","""35""","""10""",,32.0,,,,,20386826.0,fastqsanger,,,1519970387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2018-03-02 05:59:54.826607,92488.0,4.0
2018-03-02 05:58:56.712422,slurm_normal,1519970442.0,0,21862883.0,fastqsanger,7680.0,1.0,main_w4_handler0,3445635,18576614,False,,12670885,slurm,,132112168.0,corral-repl,,"""c686e8ac1dde11e89437005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 34163361}]",,"[{'src': 'hda', 'id': 34163363}]",individual,"""0.25""","""35""","""10""",,32.0,,,,,22435083.0,fastqsanger,,,1519970437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2018-03-02 06:00:43.514433,92488.0,5.0
2018-03-02 05:59:37.817417,slurm_normal,1519970502.0,0,31196701.0,fastqsanger,7680.0,1.0,main_w4_handler0,3448903,18576627,False,,12670900,slurm,,132112168.0,corral-repl,,"""de884d061dde11e8b850005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 34163383}]",,"[{'src': 'hda', 'id': 34163387}]",individual,"""0.25""","""35""","""10""",,32.0,,,,,32054911.0,fastqsanger,,,1519970497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2018-03-02 06:01:45.941990,92488.0,5.0
2018-03-02 06:00:09.715897,slurm_normal,1519970517.0,0,9035027.0,fastqsanger,7680.0,1.0,main_w3_handler0,3448905,18576641,False,,12670903,slurm,,132112168.0,corral-repl,,"""f16a26101dde11e8b685005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 34163411}]",,"[{'src': 'hda', 'id': 34163413}]",individual,"""0.25""","""35""","""10""",,32.0,,,,,9271247.0,fastqsanger,,,1519970513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2018-03-02 06:02:05.507836,92488.0,4.0
2018-03-02 06:00:40.643073,slurm_normal,1519970552.0,0,24881082.0,fastqsanger,7680.0,1.0,main_w3_handler1,3448906,18576654,False,,12670908,slurm,,132112168.0,corral-repl,,"""0611f25a1ddf11e89dfd005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 34163434}]",,"[{'src': 'hda', 'id': 34163436}]",individual,"""0.25""","""35""","""10""",,32.0,,,,,25528404.0,fastqsanger,,,1519970547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2018-03-02 06:02:33.985334,92488.0,5.0
2017-10-25 18:41:24.989237,slurm_normal,1508956970.0,0,1488034575.0,fastqsanger,,1.0,main_w4_handler1,3297009,17216730,False,,11277456,slurm,,132112168.0,corral-repl,,"""145d0c58b9b411e7976e005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 31830133}]",,"[{'src': 'hda', 'id': 31840546}]",individual,"""0.25""","""140""","""10""",,32.0,,,,,1488034575.0,fastqsanger,,,1508956897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2017-10-25 18:43:01.250879,87989.0,73.0
2017-10-25 18:42:11.157938,slurm_normal,1508957060.0,0,2202452374.0,fastqsanger,,1.0,main_w4_handler0,3297009,17216737,False,,11277461,slurm,,132112168.0,corral-repl,,"""33d1585ab9b411e78c41005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 31830338}]",,"[{'src': 'hda', 'id': 31830516}]",individual,"""0.25""","""140""","""10""",,32.0,,,,,2202452374.0,fastqsanger,,,1508956953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2017-10-25 18:44:39.406188,87989.0,107.0
2017-10-25 18:49:42.646566,slurm_normal,1508959540.0,0,1751873544.0,fastqsanger,,1.0,main_w4_handler1,3297009,17216833,False,,11277767,slurm,,132112168.0,corral-repl,,"""417940d4b9b511e7ad52005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 31832139}]",,"[{'src': 'hda', 'id': 31832300}]",individual,"""0.25""","""140""","""10""",,32.0,,,,,1751873544.0,fastqsanger,,,1508959460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2017-10-25 19:25:55.470617,87989.0,80.0
2017-10-25 18:50:37.568367,slurm_normal,1508960433.0,0,1459242902.0,fastqsanger,,1.0,main_w4_handler1,3297009,17216847,False,,11277970,slurm,,132112168.0,corral-repl,,"""6141b07cb9b511e78868005056ba2773""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 31836824}]",,"[{'src': 'hda', 'id': 31836851}]",individual,"""0.25""","""140""","""10""",,32.0,,,,,1459242902.0,fastqsanger,,,1508960371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2017-10-25 19:40:49.267551,87989.0,62.0
2018-03-02 14:30:56.015224,slurm_normal,1520001248.0,0,46538055.0,fastqsanger,7680.0,1.0,main_w4_handler0,3448907,18581250,False,,12676042,slurm,,132112168.0,corral-repl,,"""4e6f6c161e2611e89134005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",0,"[{'src': 'hda', 'id': 34170135}]",,"[{'src': 'hda', 'id': 34170137}]",individual,"""0.25""","""35""","""10""",,32.0,,,,,47759773.0,fastqsanger,,,1520001242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.2,1.2.11.2,,2018-03-02 14:34:10.620953,92488.0,6.0
