chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.line_length,parameters.truncate_sequence_names_at_whitespaces,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-01 20:04:26.109663,slurm_normal_16gb,1467403507.0,0,1.0,main_w1_handler0,2755472,13308592,False,,9861,fasta,7510486.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5934f07e7dd7a68ad'}]","""100""","""false""",32.0,,31227489.0,1467403503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-07-01 20:05:09.701670,67979.0,4.0
,,2017-01-10 14:32:25.712056,slurm_normal,1484058847.0,0,1.0,main_w4_handler1,2951794,14723999,False,,161791057,fasta,8892703.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867010}]","""70""","""false""",32.0,,35207911.0,1484058799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 14:34:11.273695,,48.0
,,2017-01-10 15:44:11.507916,slurm_normal,1484063100.0,0,1.0,main_w4_handler1,2951867,14724551,False,,82548547,fasta,8893206.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867872}]","""70""","""false""",32.0,,35291321.0,1484063091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:45:05.873440,73248.0,9.0
,,2016-05-14 07:29:01.295920,slurm_normal_16gb,1463211016.0,0,1.0,main_w2_handler0,2705688,12895382,False,,34891849,fasta,7091644.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58200094de2d44913'}]","""100""","""false""",32.0,,30233311.0,1463211006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-14 07:30:18.783799,,10.0
,,2016-05-14 07:28:52.714482,slurm_normal_16gb,1463210968.0,0,1.0,main_w1_handler1,2705688,12895381,False,,36492266,fasta,7091641.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d2d5f3ebe0bf3126'}]","""100""","""false""",32.0,,30233311.0,1463210958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-14 07:29:30.942386,,10.0
,,2016-05-14 07:24:20.580472,slurm_normal_16gb,1463210733.0,0,1.0,main_w1_handler0,2705688,12895377,False,,118178292,fasta,7091637.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f65415bfd4081164'}]","""100""","""false""",32.0,,30233311.0,1463210702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-14 07:25:35.784760,,31.0
,,2016-05-14 07:29:10.057490,slurm_normal_16gb,1463210992.0,0,1.0,main_w2_handler1,2705688,12895383,False,,35084149,fasta,7091642.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f2091de0dde61ba0'}]","""100""","""false""",32.0,,30233311.0,1463210984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-14 07:29:54.613057,,8.0
,,2016-05-14 07:29:16.424848,slurm_normal_16gb,1463211062.0,0,1.0,main_w2_handler1,2705688,12895384,False,,34639656,fasta,7091646.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f24f7ff751357bb'}]","""100""","""false""",32.0,,30233311.0,1463211055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-14 07:31:05.120938,,7.0
,,2016-05-14 07:29:22.002418,slurm_normal_16gb,1463211041.0,0,1.0,main_w2_handler0,2705688,12895386,False,,53450640,fasta,7091645.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e66a1ebd0c6ec61c'}]","""100""","""false""",32.0,,30233311.0,1463211031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-14 07:30:44.268545,,10.0
,,2017-01-10 14:44:43.749527,slurm_normal,1484059509.0,0,1.0,main_w4_handler1,2951794,14724124,False,,143567071,fasta,8892790.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867190}]","""70""","""false""",32.0,,35207911.0,1484059492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 14:46:18.329353,,17.0
,,2017-01-10 13:33:22.731735,slurm_normal,1484055234.0,0,1.0,main_w4_handler0,2951557,14723577,False,,253404881,fasta,8892257.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27866310}]","""70""","""false""",32.0,,35207911.0,1484055211.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 13:33:57.116933,,23.0
,,2017-01-10 14:04:14.963378,slurm_normal,1484057089.0,0,1.0,main_w4_handler1,2951794,14723761,False,,201322886,fasta,8892462.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27866651}]","""70""","""false""",32.0,,35207911.0,1484057065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 14:04:55.185354,,24.0
,,2017-01-10 14:25:49.621051,slurm_normal,1484058371.0,0,1.0,main_w4_handler1,2951794,14723953,False,,173967067,fasta,8892655.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27866933}]","""70""","""false""",32.0,,35207911.0,1484058355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 14:26:15.175266,,16.0
,,2016-03-21 03:10:43.353843,slurm_normal_16gb,1458529884.0,0,1.0,main_w2_handler0,2640603,12206652,False,,17310,fasta,6420366.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23944491,,"""100""","""False""",32.0,,28974815.0,1458529880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-03-21 03:11:26.086956,63092.0,4.0
,,2016-03-21 03:12:17.552403,slurm_normal_16gb,1458529973.0,0,1.0,main_w2_handler0,2640603,12206655,False,,17425,fasta,6420369.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23944490,,"""100""","""False""",32.0,,28974815.0,1458529969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-03-21 03:12:55.936876,63092.0,4.0
,,2016-03-21 03:30:41.020832,slurm_normal_16gb,1458531094.0,0,1.0,main_w2_handler0,2640616,12206685,False,,276383,fasta,6420459.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23944543,,"""100""","""False""",32.0,,28974815.0,1458531084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-03-21 03:31:37.011374,63092.0,10.0
,,2017-01-10 14:19:04.559878,slurm_normal,1484057971.0,0,1.0,main_w3_handler1,2951794,14723898,False,,183930595,fasta,8892596.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27866850}]","""70""","""false""",32.0,,35207911.0,1484057947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 14:19:34.908725,,24.0
,,2016-03-21 04:36:37.077295,slurm_normal_16gb,1458535024.0,0,1.0,main_w1_handler0,2640616,12207055,False,,14650375,fasta,6420952.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23945046,,"""100""","""False""",32.0,,28974815.0,1458535019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-03-21 04:37:06.410999,63092.0,5.0
,,2017-01-10 14:49:10.002545,slurm_normal,1484059989.0,0,1.0,main_w4_handler1,2951794,14724182,False,,137793743,fasta,8892830.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867332}]","""70""","""false""",32.0,,35207911.0,1484059757.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 14:53:16.439336,,232.0
,,2017-01-10 15:08:16.072972,slurm_normal,1484060928.0,0,1.0,main_w4_handler0,2951863,14724293,False,,136082843,fasta,8892980.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867512}]","""70""","""false""",32.0,,35207911.0,1484060905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:08:51.158454,,23.0
,,2017-01-10 15:44:07.042659,slurm_normal,1484063083.0,0,1.0,main_w3_handler1,2951867,14724543,False,,48932141,fasta,8893201.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867827}]","""70""","""false""",32.0,,35291321.0,1484063071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:44:50.812472,73248.0,12.0
,,2017-01-10 15:44:06.213482,slurm_normal,1484063081.0,0,1.0,main_w3_handler1,2951867,14724542,False,,52159726,fasta,8893199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867826}]","""70""","""false""",32.0,,35291321.0,1484063068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:44:50.115025,73248.0,13.0
,,2017-01-10 15:44:05.709391,slurm_normal,1484063086.0,0,1.0,main_w3_handler0,2951867,14724541,False,,157858485,fasta,8893200.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867825}]","""70""","""false""",32.0,,35291321.0,1484063071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:44:50.779794,73248.0,15.0
,,2017-01-10 15:44:10.658214,slurm_normal,1484063069.0,0,1.0,main_w4_handler1,2951867,14724549,False,,109138780,fasta,8893196.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867834}]","""70""","""false""",32.0,,35291321.0,1484063055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:44:34.711223,73248.0,14.0
,,2017-01-10 15:44:05.196899,slurm_normal,1484063061.0,0,1.0,main_w4_handler0,2951867,14724540,False,,60363206,fasta,8893193.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867824}]","""70""","""false""",32.0,,35291321.0,1484063050.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:44:26.760383,73248.0,11.0
,,2017-01-10 15:44:07.631376,slurm_normal,1484063080.0,0,1.0,main_w3_handler1,2951867,14724544,False,,64076029,fasta,8893202.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867828}]","""70""","""false""",32.0,,35291321.0,1484063071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:44:46.978953,73248.0,9.0
,,2017-01-10 15:44:11.077960,slurm_normal,1484063071.0,0,1.0,main_w4_handler0,2951867,14724550,False,,117089459,fasta,8893197.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867835}]","""70""","""false""",32.0,,35291321.0,1484063056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:44:35.797649,73248.0,15.0
,,2017-01-10 15:44:08.709697,slurm_normal,1484063100.0,0,1.0,main_w3_handler1,2951867,14724545,False,,60114548,fasta,8893205.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867829}]","""70""","""false""",32.0,,35291321.0,1484063086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:45:06.587427,73248.0,14.0
,,2017-01-10 15:44:09.505983,slurm_normal,1484063117.0,0,1.0,main_w3_handler0,2951867,14724547,False,,91860747,fasta,8893207.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867832}]","""70""","""false""",32.0,,35291321.0,1484063094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:45:35.002062,73248.0,23.0
,,2017-01-10 15:44:09.139783,slurm_normal,1484063096.0,0,1.0,main_w3_handler0,2951867,14724546,False,,79378617,fasta,8893203.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867830}]","""70""","""false""",32.0,,35291321.0,1484063085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:44:58.546639,73248.0,11.0
,,2017-01-10 15:44:09.962763,slurm_normal,1484063108.0,0,1.0,main_w3_handler0,2951867,14724548,False,,104240330,fasta,8893208.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867833}]","""70""","""false""",32.0,,35291321.0,1484063096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 15:45:20.896244,73248.0,12.0
,,2016-05-16 08:19:01.166299,slurm_normal_16gb,1463386837.0,0,1.0,main_w2_handler0,2707207,12906253,False,,654197487,fasta,7100911.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6ab9c8f16d01ca9'}]","""100""","""false""",32.0,,30256954.0,1463386766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-16 08:20:40.544657,,71.0
,,2017-01-10 14:58:23.828468,slurm_normal,1484060340.0,0,1.0,main_w3_handler0,2951794,14724234,False,,137256706,fasta,8892910.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27867417}]","""70""","""false""",32.0,,35207911.0,1484060312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2017-01-10 14:59:03.221788,,28.0
,,2016-03-09 19:06:41.131937,slurm_normal_16gb,1457550473.0,0,1.0,main_w1_handler0,2543668,12087080,False,,174975,fasta,6311533.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23764813,,"""50""","""False""",32.0,,26914154.0,1457550468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-03-09 19:07:55.969765,,5.0
,,2016-05-16 20:01:47.151419,slurm_normal_16gb,1463428963.0,0,1.0,main_w1_handler0,2668359,12911087,False,,11785429,fasta,7105326.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecbe10833f3d20d1'}]","""100""","""false""",32.0,,29329491.0,1463428958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-16 20:02:45.911417,,5.0
,,2016-07-08 14:36:59.600148,slurm_normal_16gb,1467988684.0,0,1.0,main_w2_handler1,2755472,13362330,False,,58442,fasta,7572194.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7e5524b69ef70ae'}]","""100""","""false""",32.0,,31340594.0,1467988658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-07-08 14:38:06.176590,67979.0,26.0
,,2016-03-24 02:21:15.972885,slurm_normal_16gb,1458786223.0,0,1.0,main_w1_handler1,2610099,12240753,False,,70555203,fasta,6454018.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23970323,,"""60""","""True""",32.0,,28571965.0,1458786203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-03-24 02:23:47.449770,79215.0,20.0
,,2016-05-23 06:22:12.744749,slurm_normal_16gb,1463984577.0,0,1.0,main_w1_handler0,2712528,12961342,False,,1578,fasta,7151914.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5b902dc4b8ae015'}]","""100""","""false""",32.0,,30343317.0,1463984573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-23 06:22:59.752662,,4.0
,,2016-05-23 06:22:03.839736,slurm_normal_16gb,1463984604.0,0,1.0,main_w1_handler1,2712528,12961340,False,,1274,fasta,7151917.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50961e0477a8523c9'}]","""100""","""false""",32.0,,30343317.0,1463984601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-23 06:23:26.261256,,3.0
,,2016-05-20 13:12:39.713640,slurm_normal_16gb,1463770383.0,0,1.0,main_w1_handler1,2712528,12948528,False,,648,fasta,7144421.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53224cc215f42daf5'}]","""100""","""false""",32.0,,30343317.0,1463770329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-20 18:53:08.217095,,54.0
,,2016-05-20 12:48:02.840609,slurm_normal_16gb,1463748522.0,0,1.0,main_w2_handler1,2712528,12948316,False,,680,fasta,7142339.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5752cf2725992dee7'}]","""100""","""false""",32.0,,30343317.0,1463748517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/1.136.0,1.136.0,,2016-05-20 12:48:44.958135,,5.0
