create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.b,parameters.addition.l,parameters.addition.r,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.pct,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-15 05:45:50.068425,slurm_normal,1494827158.0,0,,1.0,377,gg,main_w4_handler1,2776915,15835112,False,,77746,bed,9936328.roundup,slurm,,132112168.0,corral-repl,,,0,b,100,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 28887301}]","[{'src': 'hda', 'id': 29510404}]","""false""","""false""",32.0,,37746355.0,1494827154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-05-15 05:45:59.492005,65128.0,4.0
2017-05-16 07:22:29.046244,slurm_normal,1494919359.0,0,,1.0,377,gg,main_w4_handler1,2776915,15849747,False,,239552,bed,9950400.roundup,slurm,,132112168.0,corral-repl,,,0,b,10000,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""","[{'src': 'hda', 'id': 28887301}]","[{'src': 'hda', 'id': 29611731}]","""false""","""false""",32.0,,37746355.0,1494919353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-05-16 07:22:41.688897,65128.0,6.0
2017-06-15 14:09:17.760740,slurm_normal,1497535811.0,0,,1.0,3123,tabular,main_w3_handler0,3154843,16109424,False,,369544,bed,10192801.roundup,slurm,,132112168.0,corral-repl,,,0,b,1,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30041867}]","[{'src': 'hda', 'id': 30041886}]","""false""","""false""",32.0,,38661075.0,1497535807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-06-15 14:10:16.983554,,4.0
2017-06-15 14:12:21.355963,slurm_normal,1497535960.0,0,,1.0,3123,tabular,main_w3_handler1,3154843,16109453,False,,369544,bed,10192830.roundup,slurm,,132112168.0,corral-repl,,,0,b,250,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30041867}]","[{'src': 'hda', 'id': 30041886}]","""false""","""false""",32.0,,38661075.0,1497535955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-06-15 14:12:45.378559,,5.0
2017-05-18 13:10:13.224164,slurm_normal,1495113033.0,0,,1.0,16,tabular,main_w3_handler1,3063670,15879449,False,,8890,bed,9978994.roundup,slurm,,132112168.0,corral-repl,,,0,b,50,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29670684}]","[{'src': 'hda', 'id': 29670685}]","""false""","""false""",32.0,,37188666.0,1495113029.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-05-18 13:10:35.035193,,4.0
2017-05-18 19:34:11.753429,slurm_normal,1495136078.0,0,,1.0,16,tabular,main_w3_handler0,3117145,15883330,False,,9755,bed,9983165.roundup,slurm,,132112168.0,corral-repl,,,0,b,20,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29676944}]","[{'src': 'hda', 'id': 29676945}]","""false""","""false""",32.0,,38062423.0,1495136074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-05-18 19:34:41.234847,,4.0
2017-05-18 19:40:32.933288,slurm_normal,1495136450.0,0,,1.0,15,tabular,main_w3_handler1,3117145,15883355,False,,9755,bed,9983304.roundup,slurm,,132112168.0,corral-repl,,,0,b,20,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29676975}]","[{'src': 'hda', 'id': 29676945}]","""false""","""false""",32.0,,38062423.0,1495136446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-05-18 19:40:51.581277,,4.0
2017-05-18 20:00:18.779808,slurm_normal,1495137642.0,0,,1.0,15,tabular,main_w3_handler1,3117145,15883538,False,,9755,bed,9983483.roundup,slurm,,132112168.0,corral-repl,,,0,b,10,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29676975}]","[{'src': 'hda', 'id': 29676945}]","""false""","""false""",32.0,,38062423.0,1495137638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-05-18 20:00:46.323920,,4.0
2017-05-27 20:16:34.018869,slurm_normal,1495916233.0,0,,1.0,3873977,interval,main_w4_handler0,3120289,15952962,False,,7097043,bed,10051013.roundup,slurm,,132112168.0,corral-repl,,,0,b,100,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29794087}]","[{'src': 'hda', 'id': 29794210}]","""false""","""false""",32.0,,38109897.0,1495916225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-05-27 20:17:16.448901,,8.0
2017-06-28 04:14:35.922505,slurm_normal,1498623296.0,0,,1.0,23385651,bed,main_w3_handler0,3174322,16206990,False,,23385651,bed,10283330.roundup,slurm,,132112168.0,corral-repl,,,0,b,1,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 30190323}]","[{'src': 'hda', 'id': 30190323}]","""false""","""false""",32.0,,38960009.0,1498623286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-06-28 04:14:58.621151,,10.0
2017-07-04 23:42:53.193873,slurm_normal,1499211789.0,0,,1.0,2735863,bed,main_w4_handler1,3181761,16258098,False,,2735863,bed,10329964.roundup,slurm,,132112168.0,corral-repl,,,0,b,10,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 30294420}]","[{'src': 'hda', 'id': 30294420}]","""false""","""true""",32.0,,38204233.0,1499211783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-07-04 23:43:12.076983,,6.0
2017-07-31 15:41:17.966622,slurm_normal,1501515691.0,0,,1.0,660386,bed,main_w3_handler1,3204363,16469579,False,,109670,vcf,10537815.roundup,slurm,,132112168.0,corral-repl,,,0,b,150,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 30698585}]","[{'src': 'hda', 'id': 30698632}]","""false""","""false""",32.0,,39545413.0,1501515687.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-07-31 15:41:33.178874,,4.0
2017-07-31 15:28:24.264580,slurm_normal,1501514917.0,0,,1.0,109511,vcf,main_w3_handler1,3204363,16469501,False,,109511,vcf,10537715.roundup,slurm,,132112168.0,corral-repl,,,0,b,150,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30698476}]","[{'src': 'hda', 'id': 30698476}]","""true""","""true""",32.0,,39545413.0,1501514911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-07-31 15:28:41.821901,,6.0
2017-08-09 13:03:51.812515,slurm_normal,1502283866.0,0,,1.0,1972,gg,main_w3_handler0,3217374,16539731,False,,54149,bed,10610124.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,5000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30811215}]","[{'src': 'hda', 'id': 30811614}]","""false""","""false""",32.0,,39065809.0,1502283861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-08-09 13:04:29.064830,108456.0,5.0
2017-08-09 12:52:13.251191,slurm_normal,1502283153.0,0,,1.0,1972,gg,main_w4_handler1,3217374,16539520,False,,108392,bed,10609864.roundup,slurm,,132112168.0,corral-repl,,,0,b,5000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30811215}]","[{'src': 'hda', 'id': 30811073}]","""false""","""false""",32.0,,39065809.0,1502283146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-08-09 12:52:37.272737,108456.0,7.0
2017-08-09 13:03:20.863783,slurm_normal,1502283868.0,0,,1.0,1972,gg,main_w3_handler1,3217374,16539729,False,,54243,bed,10610120.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,5000,0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30811215}]","[{'src': 'hda', 'id': 30811612}]","""false""","""false""",32.0,,39065809.0,1502283858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-08-09 13:04:33.188416,108456.0,10.0
2017-08-10 17:35:12.661575,slurm_normal,1502386527.0,0,,1.0,1405,gg,main_w4_handler1,3052446,16552854,False,,114140,bed,10623909.roundup,slurm,,132112168.0,corral-repl,,,0,b,1,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 30831032}]","[{'src': 'hda', 'id': 30830577}]","""false""","""false""",32.0,,39790954.0,1502386522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-08-10 17:35:31.677118,81363.0,5.0
2017-08-23 17:23:07.427513,slurm_normal,1503509003.0,0,,1.0,3282,bed,main_w3_handler0,3231057,16642480,False,,3282,bed,10715072.roundup,slurm,,132112168.0,corral-repl,,,0,b,1000,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30967382}]","[{'src': 'hda', 'id': 30967382}]","""false""","""false""",32.0,,40030418.0,1503508999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-08-23 17:23:28.483498,,4.0
2017-08-26 21:39:05.362978,slurm_normal,1503783561.0,0,,1.0,12058080,bed,main_w4_handler1,2898196,16665879,False,,1667731,bed,10738053.roundup,slurm,,132112168.0,corral-repl,,,0,b,50,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31003702}]","[{'src': 'hda', 'id': 30999516}]","""false""","""false""",32.0,,40079494.0,1503783554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-08-26 21:39:22.677923,95123.0,7.0
2017-08-28 05:36:16.769002,slurm_normal,1503898604.0,0,,1.0,23385651,bed,main_w3_handler0,2898196,16671163,False,,1652152,bed,10743411.roundup,slurm,,132112168.0,corral-repl,,,0,b,50,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31002600}]","[{'src': 'hda', 'id': 31012072}]","""false""","""false""",32.0,,40079494.0,1503898598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-08-28 05:36:46.877346,95123.0,6.0
2017-09-04 20:49:30.451046,slurm_normal,1504558188.0,0,,1.0,32050,bed,main_w3_handler0,3191148,16732493,False,,32050,bed,10801221.roundup,slurm,,132112168.0,corral-repl,,,0,b,500,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 31103752}]","[{'src': 'hda', 'id': 31103752}]","""false""","""false""",32.0,,39268281.0,1504558183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-09-04 20:49:51.579657,100685.0,5.0
2017-09-05 14:52:59.210563,slurm_normal,1504623199.0,0,,1.0,4257727,bed,main_w4_handler0,3242011,16737929,False,,5660396,bed,10807258.roundup,slurm,,132112168.0,corral-repl,,,0,b,500,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31109302}]","[{'src': 'hda', 'id': 31109295}]","""true""","""true""",32.0,,40257475.0,1504623192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-09-05 14:53:22.606042,,7.0
2017-09-12 09:40:54.189085,slurm_normal,1505209319.0,0,,1.0,415,bed,main_w3_handler1,3232699,16792647,False,,13714776,bed,10861519.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,200,100,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31184433}]","[{'src': 'hda', 'id': 31191769}]","""false""","""false""",32.0,,38805347.0,1505209310.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-09-12 09:42:04.774096,25199.0,9.0
2017-09-12 09:37:19.749231,slurm_normal,1505209064.0,0,,1.0,415,bed,main_w3_handler1,3232699,16792626,False,,987628,bed,10861491.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,250,50,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31184433}]","[{'src': 'hda', 'id': 31191739}]","""false""","""false""",32.0,,38805347.0,1505209057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-09-12 09:37:48.900563,25199.0,7.0
2017-09-13 13:52:26.559377,slurm_normal,1505310776.0,0,,1.0,415,bed,main_w4_handler0,3232699,16806181,False,,600643,bed,10874984.roundup,slurm,,132112168.0,corral-repl,,,0,b,5,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31184433}]","[{'src': 'hda', 'id': 31162953}]","""false""","""false""",32.0,,38805347.0,1505310756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-09-13 13:52:58.233076,25199.0,20.0
2017-09-19 22:12:26.775655,slurm_normal,1505859163.0,0,,1.0,584,bed,main_w3_handler0,2964376,16870059,False,,494976,bed,10934956.roundup,slurm,,132112168.0,corral-repl,,,0,b,500,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","[{'src': 'hda', 'id': 31311203}]","[{'src': 'hda', 'id': 31285126}]","""false""","""false""",32.0,,39316745.0,1505859158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-09-19 22:12:47.178031,98524.0,5.0
2017-12-19 20:49:36.827663,slurm_normal,1513716592.0,0,,1.0,11672,bed,main_w3_handler1,3363222,17853400,False,,450389,bed,11926031,slurm,,132112168.0,corral-repl,,,1,lr,,1,0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32937673}]","[{'src': 'hda', 'id': 33008724}]","""true""","""false""",32.0,,42618656.0,1513716586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-12-19 20:49:53.876986,118524.0,6.0
2017-12-19 21:26:57.940579,slurm_normal,1513718830.0,0,,1.0,11672,bed,main_w3_handler0,3363222,17853606,False,,190800,bed,11926252,slurm,,132112168.0,corral-repl,,,1,lr,,0,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32937673}]","[{'src': 'hda', 'id': 33010707}]","""true""","""false""",32.0,,42618656.0,1513718825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-12-19 21:27:13.248608,118524.0,5.0
2017-12-19 21:12:52.326841,slurm_normal,1513717985.0,0,,1.0,11672,bed,main_w4_handler1,3363222,17853535,False,,628862,bed,11926178,slurm,,132112168.0,corral-repl,,,1,lr,,1,0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32937673}]","[{'src': 'hda', 'id': 33010691}]","""true""","""false""",32.0,,42618656.0,1513717980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-12-19 21:13:06.903201,118524.0,5.0
