create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.b,parameters.addition.l,parameters.addition.r,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.pct,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-10 18:04:30.700911,slurm_normal,1491847519.0,0,,1.0,957245,bed,main_w4_handler1,3065070,15544137,False,,957245,bed,9669039.roundup,slurm,,132112168.0,corral-repl,,,0,b,2500,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29154340}]","[{'src': 'hda', 'id': 29154340}]","""false""","""false""",32.0,,37226441.0,1491847492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-04-10 18:05:24.792371,93861.0,27.0
2017-04-20 16:16:56.379258,slurm_normal,1492705051.0,0,,1.0,94,gg,main_w3_handler1,3068404,15637265,False,,294750050,bed,9755155.roundup,slurm,,132112168.0,corral-repl,,,0,b,500,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29294449}]","[{'src': 'hda', 'id': 29293405}]","""false""","""true""",32.0,,37432141.0,1492705024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-04-20 16:17:33.631775,103836.0,27.0
2017-04-20 14:56:35.795687,slurm_normal,1492700227.0,0,,1.0,94,gg,main_w4_handler0,3068404,15636180,False,,294750050,bed,9754116.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,1500,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29294449}]","[{'src': 'hda', 'id': 29293405}]","""false""","""false""",32.0,,37432141.0,1492700206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-04-20 14:57:08.973911,103836.0,21.0
2017-04-20 15:03:35.017508,slurm_normal,1492700661.0,0,,1.0,94,gg,main_w3_handler0,3068404,15636256,False,,294750050,bed,9754196.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,1000,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29294449}]","[{'src': 'hda', 'id': 29293405}]","""false""","""false""",32.0,,37432141.0,1492700633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-04-20 15:04:24.778324,103836.0,28.0
2017-04-20 16:16:38.218561,slurm_normal,1492705036.0,0,,1.0,94,gg,main_w4_handler0,3068404,15637252,False,,294750050,bed,9755145.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,500,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29294449}]","[{'src': 'hda', 'id': 29293405}]","""false""","""true""",32.0,,37432141.0,1492705013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-04-20 16:17:19.234917,103836.0,23.0
2017-04-29 18:21:47.148284,slurm_normal,1493490120.0,0,,1.0,12058080,bed,main_w3_handler1,2930228,15707977,False,,1667731,bed,9820201.roundup,slurm,,132112168.0,corral-repl,,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29407343}]","[{'src': 'hda', 'id': 29403527}]","""false""","""false""",32.0,,37322598.0,1493490110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-04-29 18:22:01.896490,95123.0,10.0
2017-04-29 18:38:26.144874,slurm_normal,1493491118.0,0,,1.0,12058080,bed,main_w4_handler1,2930228,15708067,False,,1667731,bed,9820272.roundup,slurm,,132112168.0,corral-repl,,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29407343}]","[{'src': 'hda', 'id': 29403527}]","""false""","""false""",32.0,,37322598.0,1493491109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-04-29 18:38:40.289763,95123.0,9.0
2017-04-29 18:26:21.617917,slurm_normal,1493490395.0,0,,1.0,12058080,bed,main_w4_handler1,2930228,15708013,False,,1667731,bed,9820210.roundup,slurm,,132112168.0,corral-repl,,,0,b,2000,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29407343}]","[{'src': 'hda', 'id': 29403530}]","""false""","""false""",32.0,,37322598.0,1493490386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-04-29 18:26:37.825987,95123.0,9.0
2017-06-09 02:15:43.793731,slurm_normal,1496974557.0,0,,1.0,2412483,bed,main_w4_handler0,3146095,16059436,False,,2412483,bed,10148642.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,0,0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29961965}]","[{'src': 'hda', 'id': 29961965}]","""false""","""true""",32.0,,38204233.0,1496974553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-06-09 02:15:59.325001,,4.0
2017-06-09 02:05:31.769550,slurm_normal,1496973952.0,0,,1.0,2412483,bed,main_w3_handler0,3146095,16059403,False,,2412483,bed,10148596.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,5000,0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29961965}]","[{'src': 'hda', 'id': 29961965}]","""false""","""true""",32.0,,38204233.0,1496973946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-06-09 02:05:54.241064,,6.0
2017-06-09 02:23:47.790515,slurm_normal,1496975049.0,0,,1.0,2412483,bed,main_w4_handler0,3146095,16059508,False,,2412483,bed,10148672.roundup,slurm,,132112168.0,corral-repl,,,1,lr,,5000,0,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29961965}]","[{'src': 'hda', 'id': 29961965}]","""false""","""true""",32.0,,38204233.0,1496975043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-06-09 02:24:14.191805,,6.0
2017-06-08 13:19:39.229313,slurm_normal,1496928025.0,0,,1.0,1405,gg,main_w3_handler0,3131691,16053103,False,,25247,bed,10142898.roundup,slurm,,132112168.0,corral-repl,,"""1ed76a7c4c4d11e79308005056a52a46""",0,b,249,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29951343}]","[{'src': 'hda', 'id': 29951352}]","""false""","""false""",32.0,,,1496928020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-06-08 13:20:30.105515,37946.0,5.0
2017-06-08 13:30:12.826972,slurm_normal,1496928665.0,0,,1.0,1405,gg,main_w3_handler1,3131691,16053222,False,,24598,bed,10142999.roundup,slurm,,132112168.0,corral-repl,,"""97d4b3ca4c4e11e79308005056a52a46""",1,lr,,250,250,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29951343}]","[{'src': 'hda', 'id': 29951537}]","""false""","""false""",32.0,,,1496928661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-06-08 13:31:10.306308,37946.0,4.0
2017-06-08 13:24:29.377320,slurm_normal,1496928335.0,0,,1.0,1405,gg,main_w4_handler0,3131691,16053182,False,,24598,bed,10142946.roundup,slurm,,132112168.0,corral-repl,,"""cb0c36a64c4d11e79f9d005056a52a46""",1,lr,,250,250,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29951343}]","[{'src': 'hda', 'id': 29951446}]","""false""","""false""",32.0,,,1496928329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-06-08 13:25:37.890089,37946.0,6.0
2017-05-10 06:29:46.879770,slurm_normal,1494397795.0,0,,1.0,25602,bed,main_w4_handler1,3068908,15799885,False,,10244,bed,9904775.roundup,slurm,,132112168.0,corral-repl,,,0,b,25,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29545782}]","[{'src': 'hda', 'id': 29545484}]","""false""","""false""",32.0,,37539793.0,1494397791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.26.0.0,2.26.0.0,,2017-05-10 06:29:58.289240,6949.0,4.0
