chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,guide_gff,guide_gff_filetype,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.guide.__current_case__,parameters.guide.guide_gff,parameters.guide.guide_gff.values,parameters.guide.input_estimation,parameters.guide.output_ballgown,parameters.guide.use_guide,parameters.guide_gff|__identifier__,parameters.input_bam,parameters.input_bam.values,parameters.input_bam|__identifier__,parameters.option_set.__current_case__,parameters.option_set.bdist,parameters.option_set.bundle_fraction,parameters.option_set.disable_trimming,parameters.option_set.fraction,parameters.option_set.maxcov,parameters.option_set.min_anchor_cov,parameters.option_set.min_anchor_len,parameters.option_set.min_bundle_cov,parameters.option_set.min_tlen,parameters.option_set.name_prefix,parameters.option_set.options,parameters.option_set.sensitive,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-18 20:07:40.681478,slurm_normal,1434658097.0,0,,1.0,53201.0,gff3,main_w2_handler1,1123287,9687069,False,,17447713,bam,3996231.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,17593310.0,,False,False,yes,,20046291,,,0,,,,,,,,,,,default,,32.0,,23703798,1434658087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-06-18 20:08:21.846940,25577.0,10.0
,,2015-06-18 20:02:31.970538,slurm_normal,1434657792.0,0,,1.0,53201.0,gff3,main_w1_handler2,1123287,9686919,False,,31303922,bam,3996171.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,17593310.0,,False,False,yes,,20045668,,,0,,,,,,,,,,,default,,32.0,,23703798,1434657775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-06-18 20:03:17.670474,25577.0,17.0
,,2015-06-18 20:04:46.408534,slurm_normal,1434657928.0,0,,1.0,53201.0,gff3,main_w2_handler0,1123287,9687010,False,,3757229,bam,3996204.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,17593310.0,,False,False,yes,,20045765,,,0,,,,,,,,,,,default,,32.0,,23703798,1434657922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-06-18 20:05:30.335322,25577.0,6.0
,,2015-06-18 20:08:43.584411,slurm_normal,1434658162.0,0,,1.0,53201.0,gff3,main_w2_handler0,1123287,9687098,False,,745398,bam,3996243.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,17593310.0,,False,False,yes,,20046297,,,0,,,,,,,,,,,default,,32.0,,23703798,1434658156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-06-18 20:09:24.117597,25577.0,6.0
,,2015-06-19 16:43:36.334946,slurm_normal,1434732244.0,0,,1.0,,,main_w1_handler1,1123287,9693776,False,,583437,bam,4002531.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,no,,20063058,,,0,,,,,,,,,,,default,,32.0,,23724657,1434732240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-06-19 16:44:06.833353,25577.0,4.0
,,2015-06-19 16:43:14.770100,slurm_normal,1434732222.0,0,,1.0,,,main_w1_handler0,1123287,9693775,False,,809163,bam,4002529.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,no,,20063084,,,1,50,0.95,False,0.15,1000000,1,10,2,200,STRG,advanced,False,32.0,,23724657,1434732218.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-06-19 16:43:45.740095,25577.0,4.0
,,2015-06-19 14:58:13.408832,slurm_normal,1434751316.0,0,,1.0,,,main_w1_handler1,2325251,9693231,False,,2171152625,bam,4004607.roundup,slurm,,132112168.0,corral-repl,,,,,"""0c6fb764169311e5bb3f005056a51846""","""/galaxy-repl/localdata/chrom/Nicotiana_v1.0.1.len""","""Nicotiana_v1.0.1""",0,,,,,no,,20070770,,,0,,,,,,,,,,,default,,32.0,,22934033,1434748870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-06-19 22:02:04.371339,55778.0,2446.0
,,2015-06-20 14:48:17.336468,slurm_normal,1434825878.0,0,,1.0,,,main_w1_handler0,2325251,9699343,False,,2430411510,bam,4008180.roundup,slurm,,132112168.0,corral-repl,,,,,"""ad3b858e175a11e597a5005056a52a46""","""/galaxy-repl/localdata/chrom/Nicotiana_v1.0.1.len""","""Nicotiana_v1.0.1""",0,,,,,no,,20080211,,,0,,,,,,,,,,,default,,32.0,,22934033,1434823646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-06-20 18:44:45.067181,55778.0,2232.0
,,2015-06-21 18:37:33.978820,slurm_normal,1434914257.0,0,,1.0,,,main_w1_handler1,2348190,9702615,False,,987343520,bam,4010871.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,no,,20071954,,,0,,,,,,,,,,,default,,32.0,,23743345,1434911868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-06-21 19:17:39.505326,64791.0,2389.0
,,2015-10-23 21:30:53.441839,slurm_normal,1445640877.0,0,,1.0,,,main_w1_handler2,2481619,10707000,False,,3997061264,bam,4969825.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",0,,,,,no,,21699709,,,0,,,,,,,,,,,default,,32.0,,25844841,1445635880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/1.0.3,1.0.3,,2015-10-23 22:54:41.050895,71457.0,4997.0
