chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_contig_length_discordance,parameters.allow_incomplete_dict_concordance,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-25 12:19:00.403127,slurm_normal,1508942111.0,0,1.0,main_w3_handler0,3265749,17211136,False,,463691234,bam,11274242,slurm,,132112168.0,corral-repl,,"""8801b0feb97e11e7a17f005056ba55fb""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31875232}]",,1,,"[{'src': 'hda', 'id': 31441590}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1508941899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-25 14:35:27.218594,82468,212.0
,,2017-10-25 19:11:45.747812,slurm_normal,1508965560.0,0,1.0,main_w3_handler0,3299854,17217018,False,,521792014,bam,11278768,slurm,,132112168.0,corral-repl,,"""5297004cb9b811e7af16005056ba55fb""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31883339}]",,1,,"[{'src': 'hda', 'id': 31881764}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1508965322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-25 21:06:00.856421,82468,238.0
,,2017-10-26 16:28:00.898520,slurm_normal,1509043391.0,0,1.0,main_w3_handler1,3300836,17229642,False,,479983289,bam,11292848,slurm,,132112168.0,corral-repl,,"""860c5014ba6a11e79072005056ba55fb""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31903346}]",,1,,"[{'src': 'hda', 'id': 31902552}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1509043130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-26 18:43:20.751982,82468,261.0
,,2017-10-26 16:32:34.460982,slurm_normal,1509043188.0,0,1.0,main_w3_handler1,3300984,17229715,False,,442725527,bam,11292805,slurm,,132112168.0,corral-repl,,"""29634c2cba6b11e7992d005056ba55fb""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31903547}]",,1,,"[{'src': 'hda', 'id': 31902504}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1509042936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-26 18:40:05.961810,82468,252.0
,,2017-10-27 14:42:13.375754,slurm_normal,1509125480.0,0,1.0,main_w4_handler0,3302291,17240642,False,,418758204,bam,11303154,slurm,,132112168.0,corral-repl,,"""01b6eb10bb2511e7a41b005056ba2773""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31924990}]",,1,,"[{'src': 'hda', 'id': 31924444}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1509125279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-27 17:31:20.950333,82468,201.0
,,2017-10-27 15:07:13.114612,slurm_normal,1509126946.0,0,1.0,main_w4_handler1,3302292,17241015,False,,390778140,bam,11303399,slurm,,132112168.0,corral-repl,,"""67c2f7fcbb2811e78c64005056ba2773""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31925487}]",,1,,"[{'src': 'hda', 'id': 31924428}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1509126784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-27 17:55:47.847693,82468,162.0
,,2017-10-27 20:30:17.884785,slurm_normal,1509143342.0,0,1.0,main_w3_handler1,3302609,17245825,False,,558783283,bam,11306025,slurm,,132112168.0,corral-repl,,"""6d2b544ebb4811e7ab97005056ba2773""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31932642}]",,1,,"[{'src': 'hda', 'id': 31929802}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1509143097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-27 22:29:10.980605,82468,245.0
,,2017-10-27 20:29:40.001581,slurm_normal,1509143118.0,0,1.0,main_w4_handler0,3302609,17245802,False,,558783283,bam,11305980,slurm,,132112168.0,corral-repl,,"""05e75e18bb4811e79d5f005056ba2773""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31932610}]",,1,,"[{'src': 'hda', 'id': 31929802}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1509142881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-27 22:25:20.060432,82468,237.0
,,2017-10-27 20:31:10.529500,slurm_normal,1509149386.0,0,1.0,main_w3_handler0,3302609,17245853,False,,558783283,bam,11306801,slurm,,132112168.0,corral-repl,,"""0aa3878cbb4911e7b66c005056ba55fb""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31932682}]",,1,,"[{'src': 'hda', 'id': 31929802}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1509149117.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-28 00:09:52.935563,82468,269.0
,,2017-10-28 13:20:18.938162,slurm_normal,1509202851.0,0,1.0,main_w3_handler0,3303083,17249906,False,,490623054,bam,11309872,slurm,,132112168.0,corral-repl,,"""baa08b50bbe211e79798005056ba55fb""","""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31938904}]",,1,,"[{'src': 'hda', 'id': 31938857}]",history,"""LENIENT""",32.0,3199905909.0,fasta,,,1509202588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ReorderSam/1.136.0,1.136.0,,2017-10-28 15:00:59.613187,82468,263.0
