create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs19,inputs19_filetype,inputs1_filetype,inputs2,inputs20,inputs20_filetype,inputs21,inputs21_filetype,inputs22,inputs22_filetype,inputs23,inputs23_filetype,inputs24,inputs24_filetype,inputs2_filetype,inputs3,inputs3_filetype,inputs4,inputs4_filetype,inputs5,inputs5_filetype,inputs6,inputs6_filetype,inputs7,inputs7_filetype,inputs8,inputs8_filetype,inputs9,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filler,parameters.genome.values,parameters.header,parameters.tag.__current_case__,parameters.tag.bedgraphs,parameters.tag.inputs.values,parameters.tag.tag_select,parameters.zero,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tag|bedgraphs_0|input,tag|bedgraphs_0|input1,tag|bedgraphs_0|input1_filetype,tag|bedgraphs_0|input_filetype,tag|bedgraphs_1|input,tag|bedgraphs_1|input1,tag|bedgraphs_1|input1_filetype,tag|bedgraphs_1|input_filetype,tag|bedgraphs_2|input,tag|bedgraphs_2|input1,tag|bedgraphs_2|input1_filetype,tag|bedgraphs_2|input_filetype,tag|bedgraphs_3|input,tag|bedgraphs_3|input1,tag|bedgraphs_3|input1_filetype,tag|bedgraphs_3|input_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-13 11:24:31.514668,slurm_normal,1473766058.0,0,1.0,14324552,tabular,main_w3_handler1,2818854,13840659,False,,389362213.0,389362213.0,,,,,,,,,,,,,,,,,,,,,bedgraph,441496129.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8063346.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""SC5314_A19""","""0.0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6533a7af40bd2b5'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc9087ea253af965'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56a7a6bdd15554688'}]",tag,"""true""",32.0,,32290113,1473765889.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-09-13 11:27:41.813238,77683.0,169.0
2016-09-13 11:25:17.854411,slurm_normal,1473766137.0,0,1.0,14324552,tabular,main_w3_handler1,2818854,13840661,False,,421563978.0,421563978.0,,,,,,,,,,,,,,,,,,,,,bedgraph,460778992.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8063348.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""SC5314_A19""","""0.0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6533a7af40bd2b5'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545e60833f7750379'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c2cccaf83cefc186'}]",tag,"""true""",32.0,,32290113,1473765932.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-09-13 11:29:01.054893,77683.0,205.0
2016-09-13 11:35:51.749801,slurm_normal,1473767177.0,0,1.0,14324552,tabular,main_w4_handler0,2818854,13840697,False,,672614133.0,672614133.0,,,,,,,,,,,,,,,,,,,,,bedgraph,683226843.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8063396.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""SC5314_A19""","""0.0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6533a7af40bd2b5'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55cdb9b5ee249711b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5de8b3c97bc5dfb7b'}]",tag,"""true""",32.0,,32290113,1473766567.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-09-13 11:46:18.841477,77683.0,610.0
2016-09-15 12:58:15.958404,slurm_normal,1473944409.0,0,1.0,14324552,tabular,main_w3_handler0,2821185,13856077,False,,331869611.0,331869611.0,,,,,,,,,,,,,,,,,,,,,bedgraph,331366673.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8079172.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""SC5314_A19""","""0.0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5235bdc7a645864aa'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cec107a123bb0093'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d6d324f26e1bc0f8'}]",tag,"""true""",32.0,,32290113,1473944312.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-09-15 13:00:10.273652,77683.0,97.0
2016-09-15 12:58:27.801767,slurm_normal,1473944408.0,0,1.0,14324552,tabular,main_w3_handler1,2821185,13856079,False,,331889594.0,331889594.0,,,,,,,,,,,,,,,,,,,,,bedgraph,331875253.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8079174.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/481/dataset_16481201.dat""","""SC5314_A19""","""0.0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5235bdc7a645864aa'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56106184d411f9609'}, {'src': 'hda', 'id': 'bbd44e69cb8906b523980bcb60f35f53'}]",tag,"""true""",32.0,,32290113,1473944319.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-09-15 13:00:09.560018,77683.0,89.0
2016-07-08 04:37:56.907482,slurm_normal,1467952958.0,0,1.0,39140,interval,main_w1_handler0,2751559,13358531,False,,357788579.0,357788579.0,,,,,,,,,,,,,,,,,,,,,bedgraph,341196319.0,,,,,,,,,,,bedgraph,360409328.0,bedgraph,355737521.0,bedgraph,,,,,,,,,,,bedgraph,7568448.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b59ac6e4153c57d08d'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5106715ce2d3835a6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ffd4963aa25f0277'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57045f1129aae05ae'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ddb3c9def242c469'}]",tag,"""true""",32.0,,30370648,1467952723.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-07-08 04:42:39.758628,3720.0,235.0
2016-10-19 19:32:46.698685,slurm_normal,1476905610.0,0,1.0,14323634,tabular,main_w4_handler1,2861109,14121651,False,,68053098.0,68053098.0,,,,,,,,,,,,,,,,,,,,,bedgraph,68090246.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8336238.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""0.0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbd16bac2c716a71'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b120f62d247ab74d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c36b4d1e016717f6'}]",tag,"""true""",32.0,,33519497,1476905582.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-10-19 19:33:33.566473,77683.0,28.0
2016-10-19 19:32:24.368485,slurm_normal,1476905619.0,0,1.0,14323634,tabular,main_w3_handler0,2861109,14121624,False,,68162656.0,68162656.0,,,,,,,,,,,,,,,,,,,,,bedgraph,68156641.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8336242.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""0.0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbd16bac2c716a71'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3d930af4f3149cd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c048bd1f7ff202be'}]",tag,"""true""",32.0,,33519497,1476905589.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-10-19 19:33:44.703050,77683.0,30.0
2016-10-19 19:33:05.113200,slurm_normal,1476905630.0,0,1.0,14323634,tabular,main_w4_handler0,2861109,14121666,False,,68117507.0,68117507.0,,,,,,,,,,,,,,,,,,,,,bedgraph,68167351.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8336250.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""0.0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbd16bac2c716a71'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512c3727f2591a540'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58cf0bafb957fb294'}]",tag,"""true""",32.0,,33519497,1476905590.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-10-19 19:33:57.513297,77683.0,40.0
2016-10-19 19:32:06.696402,slurm_normal,1476905625.0,0,1.0,14323634,tabular,main_w3_handler0,2861109,14121604,False,,68154006.0,68154006.0,,,,,,,,,,,,,,,,,,,,,bedgraph,68107554.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8336239.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""0.0""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbd16bac2c716a71'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5edbcbd7fe6b81cc3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53e1414b792dbd287'}]",tag,"""true""",32.0,,33519497,1476905584.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-10-19 19:33:50.480953,77683.0,41.0
2017-03-20 10:08:42.614068,slurm_normal,1490004640.0,0,1.0,84207474,gtf,main_w3_handler0,2761047,15341359,False,,200313706.0,200313706.0,,,,,,,,,,,,,,,,,,,,,bedgraph,220007998.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,9480806.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""N/A""","[{'src': 'hda', 'id': 26148467}]","""false""",0,,"[{'src': 'hda', 'id': 28838719}, {'src': 'hda', 'id': 28838720}]",tag,"""true""",32.0,,36683934,1490004529.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2017-03-20 10:10:50.695801,87138.0,111.0
2016-06-16 13:04:12.943368,slurm_normal,1466083063.0,0,1.0,70924704,tabular,main_w1_handler1,605821,13183404,False,,640240703.0,640240703.0,,,,,,,,,,,,,,,,,,,,,bedgraph,396122880.0,,,,,,,,,,,bedgraph,504099886.0,bedgraph,266327868.0,bedgraph,,,,,,,,,,,bedgraph,7367731.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55520459603be365b'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dbf2468577812a7e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50e2f18629d82ce81'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a7b78fdf4904e7c2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53aad12e66c28f1f4'}]",tag,"""true""",32.0,,30186712,1466082272.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-06-16 13:17:48.244062,12956.0,791.0
2016-07-27 19:14:15.244194,slurm_normal,1469647553.0,0,1.0,1689746913,bedgraph,main_w2_handler0,2772444,13509847,False,,317434549.0,317434549.0,,,,,,,,,,,,,,,,,,,,,bedgraph,1689746913.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,7725446.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b595633dd9eb54988d'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52914de33c3c9b7a9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b595633dd9eb54988d'}]",tag,"""true""",32.0,,31570927,1469646869.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-07-27 19:26:00.790429,87575.0,684.0
2016-10-20 15:01:03.474047,slurm_normal,1476976129.0,0,1.0,1405,gg,main_w4_handler0,2613826,14131521,False,,215019724.0,215019724.0,,,,,,,,,,,,,,,,,,,,,bedgraph,220027177.0,,,,,,,,,,,bedgraph,454033695.0,bedgraph,237119863.0,bedgraph,,,,,,,,,,,bedgraph,8345776.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c71a2be3ae2ab63f'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1774cbdcc8403fe'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59dac57f3e245ecaa'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e18932b211af7cd1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f60d6719509c9a6b'}]",tag,"""true""",32.0,,32692986,1476975674.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-10-20 15:08:59.212344,37105.0,455.0
2016-10-20 15:09:41.550893,slurm_normal,1476976382.0,0,1.0,1405,gg,main_w4_handler0,2613826,14131592,False,,215019724.0,215019724.0,,,,,,,,,,,,,,,,,,,,,bedgraph,220027177.0,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,bedgraph,8345858.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""N/A""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c71a2be3ae2ab63f'}]","""false""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1774cbdcc8403fe'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59dac57f3e245ecaa'}]",tag,"""true""",32.0,,32692986,1476976186.0,ok,1023996.0,,,,,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.24.0,2.24.0,,2016-10-20 15:13:07.506470,37105.0,196.0
