create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.false_num,parameters.input,parameters.input.values,parameters.max_window,parameters.min_window,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-29 18:41:27.879119,slurm_normal,1509302614.0,0.0,,1.0,main_w3_handler1,3212418,17257734,False,,150002,gff,11316443,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""5.0""",,"[{'src': 'hda', 'id': 31953859}]","""6""","""2""",32.0,,41607527,1509302571.0,ok,1023996.0,hgv_pass,1.0.0,,2017-10-29 18:43:41.820637,107893.0,43.0
2017-10-29 18:41:27.523218,slurm_normal,1509302601.0,0.0,,1.0,main_w3_handler0,3212418,17257732,False,,79862,gff,11316438,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""5.0""",,"[{'src': 'hda', 'id': 31953857}]","""6""","""2""",32.0,,41607527,1509302557.0,ok,1023996.0,hgv_pass,1.0.0,,2017-10-29 18:43:26.785444,107893.0,44.0
2017-11-07 17:48:16.025761,slurm_normal,1510077302.0,0.0,,1.0,main_w3_handler0,3315280,17371001,False,,371850,gff,11428529,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm6.len""","""dm6""","""5.0""",,"[{'src': 'hda', 'id': 32133437}]","""6""","""2""",32.0,,41816412,1510077257.0,ok,1023996.0,hgv_pass,1.0.0,,2017-11-07 17:55:10.661330,,45.0
2017-11-20 12:13:25.769327,slurm_normal,1511180054.0,0.0,,1.0,main_w3_handler1,3300893,17517677,False,,6938,gff,11577516,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""5.0""",,"[{'src': 'hda', 'id': 32193476}]","""6""","""2""",32.0,,42114775,1511180009.0,ok,1023996.0,hgv_pass,1.0.0,,2017-11-20 12:14:15.945857,114568.0,45.0
2017-12-06 08:50:17.859124,slurm_normal,1512550291.0,0.0,,1.0,main_w4_handler1,3124506,17714904,False,,38216,gff,11780199,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""5.0""",,"[{'src': 'hda', 'id': 32763270}]","""6""","""2""",32.0,,42444572,1512550249.0,ok,1023996.0,hgv_pass,1.0.0,,2017-12-06 08:51:33.127187,105848.0,42.0
2017-12-06 08:50:17.386098,slurm_normal,1512550284.0,0.0,,1.0,main_w3_handler0,3124506,17714902,False,,80939,gff,11780195,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""5.0""",,"[{'src': 'hda', 'id': 32763268}]","""6""","""2""",32.0,,42444572,1512550243.0,ok,1023996.0,hgv_pass,1.0.0,,2017-12-06 08:51:27.045376,105848.0,41.0
2018-02-06 19:25:57.031332,slurm_normal,1517945224.0,0.0,7680.0,1.0,main_w4_handler1,3419331,18276491,False,,96591,gff,12358962,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""5.0""",,"[{'src': 'hda', 'id': 33702571}]","""6""","""2""",32.0,,43727276,1517945174.0,ok,1023996.0,hgv_pass,1.0.0,,2018-02-06 19:27:06.302323,,50.0
2018-02-26 13:08:55.165660,slurm_normal,1519650597.0,0.0,7680.0,1.0,main_w4_handler1,3229717,18521918,False,,2360453,gff,12618043,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""5.0""",,"[{'src': 'hda', 'id': 34071203}]","""6""","""2""",32.0,,44166629,1519650548.0,ok,1023996.0,hgv_pass,1.0.0,,2018-02-26 13:09:58.606161,110428.0,49.0
2015-03-17 14:42:51.531359,rodeo_normal,1426603477.0,0.0,,1.0,main_w1_handler0,2239763,8967339,False,,182674,gff,3202444.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""5.0""",18884167,,"""6""","""2""",32.0,,21857184,1426603380.0,ok,1023996.0,hgv_pass,1.0.0,,2015-03-17 14:44:38.824953,,97.0
2015-03-30 08:02:47.360979,rodeo_normal,1427702664.0,0.0,,1.0,main_w1_handler0,2248306,9081603,False,,14469,gff,3367696.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""5.0""",19056279,,"""6""","""2""",32.0,,21237205,1427702577.0,ok,1023996.0,hgv_pass,1.0.0,,2015-03-30 08:04:28.151372,55845.0,87.0
2015-05-05 14:32:05.432613,slurm_normal,1430836440.0,0.0,,1.0,main_w2_handler1,2287285,9399919,False,,316819,gff,3730896.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""5.0""",19587079,,"""6""","""2""",32.0,,21237205,1430836378.0,ok,1023996.0,hgv_pass,1.0.0,,2015-05-05 14:34:02.910773,55845.0,62.0
2015-05-05 15:25:21.543653,slurm_normal,1430839625.0,0.0,,1.0,main_w1_handler1,2180330,9400465,False,,12772,gff,3731386.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""5.0""",19587968,,"""6""","""2""",32.0,,22618366,1430839582.0,ok,1023996.0,hgv_pass,1.0.0,,2015-05-05 15:27:11.703224,58303.0,43.0
2015-05-05 15:25:26.220166,slurm_normal,1430839587.0,0.0,,1.0,main_w1_handler1,2180330,9400468,False,,43,gff,3731387.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""5.0""",19587976,,"""6""","""2""",32.0,,22618366,1430839582.0,ok,1023996.0,hgv_pass,1.0.0,,2015-05-05 15:26:33.467344,58303.0,5.0
2015-05-05 15:34:21.120677,slurm_normal,1430840170.0,0.0,,1.0,main_w1_handler0,2180330,9400556,False,,415172,gff,3731465.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""5.0""",19588124,,"""6""","""2""",32.0,,22618366,1430840124.0,ok,1023996.0,hgv_pass,1.0.0,,2015-05-05 15:36:17.053840,58303.0,46.0
