chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_recal,input_recal_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.analysis_param_type.do_indel_quality,parameters.analysis_param_type.ignore_q,parameters.analysis_param_type.max_histogram_value,parameters.analysis_param_type.max_quality_score,parameters.analysis_param_type.num_read_groups,parameters.chromInfo,parameters.dbkey,parameters.input_recal,parameters.input_recal.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-10 12:40:26.145761,rodeo_normal,1425993537.0,0,,1.0,main_w1_handler0,2232759,8907150,False,,372427,csv,3090836.roundup,slurm,,132112168.0,corral-repl,,"""972f7f80c72211e4a58b005056a51846""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18801623,,32.0,,21199985.0,1425993529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 13:18:59.486345,58185.0,8.0
,,2015-03-10 12:42:06.154693,rodeo_normal,1425992960.0,0,,1.0,main_w1_handler0,2232761,8907181,False,,372427,csv,3090719.roundup,slurm,,132112168.0,corral-repl,,"""ce2acdfac72211e4ab95005056a52a46""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18801668,,32.0,,21199985.0,1425992938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 13:09:24.109718,58185.0,22.0
,,2015-03-10 12:42:16.361812,rodeo_normal,1425993203.0,0,,1.0,main_w2_handler1,2232761,8907187,False,,354887,csv,3090788.roundup,slurm,,132112168.0,corral-repl,,"""ce2acdfac72211e4ab95005056a52a46""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18801674,,32.0,,21199985.0,1425993192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 13:13:28.408082,58185.0,11.0
,,2015-03-10 13:00:49.813105,rodeo_normal,1425996811.0,0,,1.0,main_w1_handler1,2232783,8907269,False,,406722,csv,3091588.roundup,slurm,,132112168.0,corral-repl,,"""70a9581ac72511e48a43005056a51846""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18802749,,32.0,,21199985.0,1425996750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 14:13:34.719621,58185.0,61.0
,,2015-03-10 13:00:54.745728,rodeo_normal,1425999013.0,0,,1.0,main_w1_handler0,2232783,8907275,False,,392962,csv,3092366.roundup,slurm,,132112168.0,corral-repl,,"""70a9581ac72511e48a43005056a51846""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18802755,,32.0,,21199985.0,1425998951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 14:50:19.873739,58185.0,62.0
,,2015-03-10 13:02:06.584560,rodeo_normal,1425999816.0,0,,1.0,main_w2_handler0,2232786,8907293,False,,401954,csv,3092559.roundup,slurm,,132112168.0,corral-repl,,"""9f2503ecc72511e4a086005056a51846""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18802788,,32.0,,21199985.0,1425999752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 15:03:46.258083,58185.0,64.0
,,2015-03-10 13:02:11.198662,rodeo_normal,1426002465.0,0,,1.0,main_w1_handler0,2232786,8907301,False,,386067,csv,3093198.roundup,slurm,,132112168.0,corral-repl,,"""9f2503ecc72511e4a086005056a51846""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18802795,,32.0,,21199985.0,1426002448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 15:47:49.957269,58185.0,17.0
,,2015-03-10 13:03:25.457206,rodeo_normal,1425995883.0,0,,1.0,main_w2_handler1,2232789,8907321,False,,386560,csv,3091348.roundup,slurm,,132112168.0,corral-repl,,"""d013a076c72511e485fd005056a51846""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18802831,,32.0,,21199985.0,1425995875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 13:58:07.321514,58185.0,8.0
,,2015-03-10 13:03:29.071136,rodeo_normal,1425997669.0,0,,1.0,main_w2_handler1,2232789,8907327,False,,372491,csv,3091928.roundup,slurm,,132112168.0,corral-repl,,"""d013a076c72511e485fd005056a51846""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18802837,,32.0,,21199985.0,1425997647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 14:27:53.520149,58185.0,22.0
,,2015-03-10 13:05:15.270437,rodeo_normal,1425997977.0,0,,1.0,main_w2_handler0,2232791,8907349,False,,404359,csv,3092048.roundup,slurm,,132112168.0,corral-repl,,"""0b9b085ac72611e4a943005056a52a46""",0,basic,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",18802873,,32.0,,21199985.0,1425997966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/analyze_covariates/gatk_analyze_covariates/0.0.5,0.0.5,,2015-03-10 14:33:01.872745,58185.0,11.0
