chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,error_profile,error_profile_filetype,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.MOTIF,parameters.Maxdepth,parameters.chromInfo,parameters.dbkey,parameters.error_profile.values,parameters.minprob,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
68255,len,2016-09-01 09:50:44.992141,slurm_normal,1472723463.0,239152,tabular,0,1.0,main_w4_handler0,2325967,13761226,False,,7982629.roundup,slurm,,132112168.0,corral-repl,,"""CA""","""30""","""/galaxy-repl/main/files/011/473/dataset_11473047.dat""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b569f451458fe32f0f'}]","""1e-08""",32.0,,32631095,1472723459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/Profilegenerator/2.0.0,2.0.0,,2016-09-01 09:51:04.278008,50967,4.0
