chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.feature,parameters.firstonly,parameters.input1,parameters.input1.values,parameters.out_format1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-30 06:23:34.287977,slurm_normal,1490858463.0,0.0,,1.0,main_w3_handler0,3050700,15431959,False,,340823,ab1,9564416.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""no""","""no""",,"[{'src': 'hda', 'id': 28968803}]","""fasta""",32.0,,36973640,1490858455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 07:21:05.775646,103202.0,8.0
,,2017-03-30 06:23:35.759654,slurm_normal,1490858477.0,0.0,,1.0,main_w3_handler0,3050700,15431964,False,,339402,ab1,9564425.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""no""","""no""",,"[{'src': 'hda', 'id': 28968809}]","""fasta""",32.0,,36973640,1490858474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 07:21:19.490413,103202.0,3.0
,,2017-03-30 06:23:38.124290,slurm_normal,1490858522.0,0.0,,1.0,main_w3_handler1,3050700,15431971,False,,346586,ab1,9564445.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""no""","""no""",,"[{'src': 'hda', 'id': 28968816}]","""fasta""",32.0,,36973640,1490858509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 07:22:05.712882,103202.0,13.0
,,2017-03-30 06:23:37.200111,slurm_normal,1490858514.0,0.0,,1.0,main_w3_handler1,3050700,15431968,False,,347743,ab1,9564442.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""no""","""no""",,"[{'src': 'hda', 'id': 28968813}]","""fasta""",32.0,,36973640,1490858506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 07:21:58.061757,103202.0,8.0
,,2017-03-30 11:54:30.108388,slurm_normal,1490881400.0,0.0,,1.0,main_w4_handler1,3052043,15434733,False,,337257,ab1,9566680.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 28985309}]","""fasta""",32.0,,36976683,1490881390.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 13:45:04.431038,103213.0,10.0
,,2017-03-30 11:49:21.450486,slurm_normal,1490880744.0,0.0,,1.0,main_w4_handler0,3051933,15434695,False,,8345,txt,9566462.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 28984755}]","""fasta""",32.0,,36976700,1490880731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 13:37:23.485355,103205.0,13.0
,,2017-03-30 11:50:04.925933,slurm_normal,1490881343.0,0.0,,1.0,main_w4_handler1,3052030,15434698,False,,337257,ab1,9566645.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 28984608}]","""fasta""",32.0,,36976425,1490881177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 13:44:23.455886,103210.0,166.0
,,2017-03-30 11:52:17.111874,slurm_normal,1490881536.0,0.0,,1.0,main_w3_handler0,3051966,15434715,False,,337257,ab1,9566742.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 28985299}]","""fasta""",32.0,,36974946,1490881532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 13:45:38.485619,103208.0,4.0
,,2017-03-30 11:53:36.600875,slurm_normal,1490880896.0,0.0,,1.0,main_w4_handler0,3051940,15434724,False,,337257,ab1,9566469.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 28985317}]","""fasta""",32.0,,36974673,1490880741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 13:43:32.389767,103206.0,155.0
,,2017-03-30 11:54:57.648157,slurm_normal,1490881346.0,0.0,,1.0,main_w4_handler1,3051955,15434735,False,,337257,ab1,9566663.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 28984607}]","""fasta""",32.0,,36976420,1490881340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 13:44:25.112511,103207.0,6.0
,,2017-03-30 11:56:53.644903,slurm_normal,1490881399.0,0.0,,1.0,main_w4_handler1,3051933,15434745,False,,337257,ab1,9566673.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 28985319}]","""fasta""",32.0,,36976700,1490881376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-30 13:44:48.066142,103205.0,23.0
,,2014-12-02 18:02:17.462212,rodeo_normal,1417545007.0,0.0,,1.0,main_w1_handler1,2135882,8302044,False,,31044491,bed,2175420.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",17755673,,"""genbank""",32.0,,19863981,1417543349.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2014-12-02 18:30:08.685920,,1658.0
,,2014-12-02 18:02:17.881167,rodeo_normal,1417545017.0,0.0,,1.0,main_w1_handler1,2135882,8302045,False,,32356235,fasta,2175921.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",17755679,,"""genbank""",32.0,,19863981,1417545012.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2014-12-02 18:30:19.889574,,5.0
,,2014-12-01 03:49:24.607354,rodeo_normal,1417405780.0,0.0,,1.0,main_w1_handler1,2133316,8276013,False,,34768,fasta,363161.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""yes""",17721951,,"""fasta""",2.0,,19830288,1417405776.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2014-12-01 03:49:43.223242,,4.0
,,2014-12-01 03:43:40.053445,rodeo_normal,1417405431.0,0.0,,1.0,main_w1_handler0,2133316,8275992,False,,34768,fasta,363068.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",17721714,,"""fasta""",2.0,,19830288,1417405428.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2014-12-01 03:43:54.801171,,3.0
,,2014-11-20 11:43:06.195437,rodeo_normal,1416483794.0,0.0,,1.0,main_w1_handler0,2124269,8210023,False,,3135,fasta,269354.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",17618010,,"""fasta""",2.0,,19618132,1416483791.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2014-11-20 11:43:18.916495,,3.0
,,2014-12-01 03:50:25.594053,rodeo_normal,1417405839.0,0.0,,1.0,main_w2_handler1,2133316,8276015,False,,34768,fasta,363175.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",17721951,,"""fasta""",2.0,,19830288,1417405835.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2014-12-01 03:50:42.421466,,4.0
,,2014-12-02 18:00:38.120694,rodeo_normal,1417543262.0,0.0,,1.0,main_w2_handler0,2135882,8302017,False,,32356235,fasta,397568.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",17755679,,"""genbank""",1.0,,19863981,1417543256.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2014-12-02 18:01:05.114368,,6.0
,,2014-12-03 13:53:36.308027,rodeo_normal,1417614861.0,0.0,,1.0,main_w1_handler1,2105431,8310315,False,,146960400,fasta,409153.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",17770289,,"""embl""",2.0,,18139137,1417614830.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2014-12-03 13:54:23.916483,,31.0
,,2015-02-07 22:27:49.320664,rodeo_normal,1423348090.0,0.0,,1.0,main_w2_handler1,2198630,8681674,False,,2156004,fasta,2677210.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",18442706,,"""embl""",32.0,,21079990,1423348086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2015-02-07 22:28:11.657558,,4.0
,,2015-02-07 22:32:27.555120,rodeo_normal,1423348373.0,0.0,,1.0,main_w1_handler1,2198630,8681691,False,,573779,gff3,2677244.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",18442716,,"""embl""",32.0,,21079990,1423348369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2015-02-07 22:32:55.687843,,4.0
,,2015-02-07 22:33:55.607077,rodeo_normal,1423348460.0,0.0,,1.0,main_w1_handler1,2198630,8681693,False,,573779,gff3,2677252.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",18442716,,"""embl""",32.0,,21079990,1423348456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2015-02-07 22:34:21.893474,,4.0
,,2015-02-07 22:35:31.862583,rodeo_normal,1423348556.0,0.0,,1.0,main_w2_handler0,2198630,8681696,False,,2156004,fasta,2677258.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""",18442717,,"""embl""",32.0,,21079990,1423348552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2015-02-07 22:35:57.450663,,4.0
,,2015-02-07 22:55:43.171855,rodeo_normal,1423349773.0,0.0,,1.0,main_w2_handler0,2198630,8681722,False,,573779,gff3,2677309.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",18442716,,"""fasta""",32.0,,21079990,1423349769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2015-02-07 22:56:14.868124,,4.0
,,2015-02-07 23:16:47.515668,rodeo_normal,1423351029.0,0.0,,1.0,main_w2_handler1,2198728,8681755,False,,76451,gff,2677377.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",18442789,,"""fasta""",32.0,,21079990,1423351026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2015-02-07 23:17:11.031455,,3.0
,,2015-03-05 23:26:21.148727,rodeo_normal,1425597989.0,0.0,,1.0,main_w1_handler1,2228601,8875488,False,,5204,txt,3032625.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",18747658,,"""fasta""",32.0,,21607902,1425597986.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2015-03-05 23:26:32.185689,55287.0,3.0
,,2017-02-27 04:37:18.070277,slurm_normal,1488170248.0,0.0,,1.0,main_w4_handler0,3011461,15150678,False,,34210000,genbank,9302733.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""",,"[{'src': 'hda', 'id': 28527816}]","""embl""",32.0,,36298454,1488170242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-02-27 04:37:30.045357,,6.0
,,2017-02-27 04:27:57.131702,slurm_normal,1488169685.0,0.0,,1.0,main_w3_handler1,3011461,15150636,False,,71380371,genbank,9302688.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""",,"[{'src': 'hda', 'id': 28527778}]","""embl""",32.0,,36298454,1488169680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-02-27 04:28:09.804690,,5.0
,,2017-03-07 11:52:25.766223,slurm_normal,1488888187.0,0.0,,1.0,main_w4_handler1,916752,15229083,False,,8060198095,txt,9377066.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 28651568}]","""fasta""",32.0,,35070203,1488887550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-03-07 12:03:11.567022,17996.0,637.0
,,2017-04-07 07:24:57.984514,slurm_normal,1491549914.0,0.0,,1.0,main_w3_handler0,3035606,15515633,False,,4502756,genbank,9642359.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",,"[{'src': 'hda', 'id': 29111897}]","""genbank""",32.0,,36680198,1491549909.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-07 07:25:15.704960,,5.0
,,2017-04-06 21:11:17.408254,slurm_normal,1491513087.0,0.0,,1.0,main_w3_handler1,3062498,15512583,False,,865082,gff,9639045.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",,"[{'src': 'hda', 'id': 29107802}]","""genbank""",32.0,,37170149,1491513081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-06 21:11:32.534169,,6.0
,,2017-04-06 21:14:43.078303,slurm_normal,1491513291.0,0.0,,1.0,main_w4_handler0,3062498,15512612,False,Job output deleted by user before job completed.,865082,gff,9639091.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",,"[{'src': 'hda', 'id': 29107802}]","""fasta""",32.0,,37170149,1491513286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-06 21:14:55.652561,,5.0
,,2017-04-06 21:12:53.676576,slurm_normal,1491513182.0,0.0,,1.0,main_w3_handler1,3062498,15512597,False,,865082,gff,9639073.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""yes""",,"[{'src': 'hda', 'id': 29107802}]","""genbank""",32.0,,37170149,1491513176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-06 21:13:06.767634,,6.0
,,2017-04-06 21:15:01.880169,slurm_normal,1491513311.0,0.0,,1.0,main_w4_handler0,3062498,15512617,False,,865082,gff,9639096.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",,"[{'src': 'hda', 'id': 29107802}]","""fasta""",32.0,,37170149,1491513306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-06 21:15:12.694795,,5.0
,,2017-04-07 07:27:47.082949,slurm_normal,1491550073.0,0.0,,1.0,main_w4_handler0,3035606,15515655,False,,4502756,genbank,9642373.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",,"[{'src': 'hda', 'id': 29111897}]","""embl""",32.0,,36680198,1491550069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-07 07:27:57.543745,,4.0
,,2017-04-07 07:23:41.424493,slurm_normal,1491549835.0,0.0,,1.0,main_w4_handler1,3035606,15515627,False,,3858162,gff,9642350.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29111866}]","""genbank""",32.0,,36680198,1491549825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-07 07:24:00.065918,,10.0
,,2017-04-07 07:33:06.574838,slurm_normal,1491550405.0,0.0,,1.0,main_w4_handler1,3035606,15515675,False,,3858162,gff3,9642395.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",,"[{'src': 'hda', 'id': 29111867}]","""genbank""",32.0,,36680198,1491550391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-07 07:33:28.442854,,14.0
,,2017-04-07 07:26:12.622289,slurm_normal,1491549980.0,0.0,,1.0,main_w4_handler1,3035606,15515644,False,,4502756,genbank,9642366.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29111897}]","""genbank""",32.0,,36680198,1491549976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-07 07:26:23.312528,,4.0
,,2017-04-16 16:42:37.679733,slurm_normal,1492360979.0,0.0,,1.0,main_w3_handler1,3075143,15600957,False,,5593623,fasta,9721521.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29239837}]","""nexus""",32.0,,37357749,1492360974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-16 16:43:00.942532,89416.0,5.0
,,2017-04-16 18:31:05.568226,slurm_normal,1492367487.0,0.0,,1.0,main_w4_handler0,3075143,15601289,False,,5686459,fasta,9721760.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29240336}]","""nexus""",32.0,,37357749,1492367483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-16 18:31:29.331222,89416.0,4.0
,,2017-04-16 19:03:00.967389,slurm_normal,1492369400.0,0.0,,1.0,main_w3_handler0,3075143,15601374,False,,5686433,fasta,9721835.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29240521}]","""nexus""",32.0,,37357749,1492369395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-16 19:03:21.609253,89416.0,5.0
,,2017-04-16 18:54:37.380631,slurm_normal,1492368894.0,0.0,,1.0,main_w4_handler0,3075143,15601346,False,,5686448,fasta,9721810.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29240469}]","""nexus""",32.0,,37357749,1492368889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-16 18:54:56.532692,89416.0,5.0
,,2017-04-18 06:23:48.717690,slurm_normal,1492496654.0,0.0,,1.0,main_w3_handler0,3075143,15611599,False,,13336097,fasta,9730617.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",,"[{'src': 'hda', 'id': 29255677}]","""nexus""",32.0,,37360501,1492496647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-18 06:24:15.617982,89416.0,7.0
,,2017-04-18 06:28:48.639322,slurm_normal,1492496946.0,0.0,,1.0,main_w4_handler0,3075143,15611621,False,,13336087,fasta,9730636.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29255708}]","""nexus""",32.0,,37360501,1492496941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-18 06:29:10.721584,89416.0,5.0
,,2017-04-18 06:09:10.542287,slurm_normal,1492495768.0,0.0,,1.0,main_w4_handler0,3075143,15611547,False,,13336109,fasta,9730572.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",,"[{'src': 'hda', 'id': 29255605}]","""nexus""",32.0,,37360501,1492495761.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-18 06:09:30.952569,89416.0,7.0
,,2017-04-18 05:49:27.394448,slurm_normal,1492494584.0,0.0,,1.0,main_w3_handler0,3075143,15611492,False,,13336446,fasta,9730530.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""","""no""",,"[{'src': 'hda', 'id': 29255498}]","""nexus""",32.0,,37360501,1492494579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-18 05:49:45.141960,89416.0,5.0
,,2017-04-18 06:34:59.964808,slurm_normal,1492497328.0,0.0,,1.0,main_w3_handler0,3075143,15611699,False,,13336028,fasta,9730676.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29255821}]","""nexus""",32.0,,37360501,1492497323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-18 06:35:30.219964,89416.0,5.0
,,2017-04-28 00:31:40.634699,slurm_normal,1493339523.0,0.0,,1.0,main_w3_handler1,3045941,15696980,False,,247390792,fasta,9810007.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29391998}]","""ncbi""",32.0,,36875989,1493339504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-28 00:32:06.800841,102851.0,19.0
,,2017-04-27 23:42:54.769938,slurm_normal,1493336634.0,0.0,,1.0,main_w3_handler0,3045941,15696777,False,,572866460,fasta,9809816.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29391771}]","""ncbi""",32.0,,36875989,1493336585.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-27 23:43:55.988643,102851.0,49.0
,,2017-04-28 00:19:56.442007,slurm_normal,1493338834.0,0.0,,1.0,main_w4_handler0,3045941,15696921,False,,488461724,fasta,9809953.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29391945}]","""ncbi""",32.0,,36875989,1493338800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-28 00:20:35.839164,102851.0,34.0
,,2017-04-28 00:18:41.465463,slurm_normal,1493338757.0,0.0,,1.0,main_w3_handler0,3045941,15696917,False,,488462575,fasta,9809949.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29391944}]","""fasta""",32.0,,36875989,1493338723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-28 00:19:18.819546,102851.0,34.0
,,2017-04-28 00:32:15.487837,slurm_normal,1493339555.0,0.0,,1.0,main_w3_handler1,3045941,15696984,False,,166136116,fasta,9810010.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""","""no""",,"[{'src': 'hda', 'id': 29392003}]","""ncbi""",32.0,,36875989,1493339540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: seqret84/5.0.0,5.0.0,,2017-04-28 00:32:39.515616,102851.0,15.0
