BED,BED1,BED1_filetype,BED2,BED2_filetype,BED3,BED3_filetype,BED4,BED4_filetype,BED5,BED5_filetype,BED6,BED6_filetype,BED7,BED7_filetype,BED_filetype,bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,multibam_conditional|multibam_repeats_0|bamfiles,multibam_conditional|multibam_repeats_0|bamfiles_filetype,multibam_conditional|multibam_repeats_1|bamfiles,multibam_conditional|multibam_repeats_1|bamfiles_filetype,multibam_conditional|multibam_repeats_2|bamfiles,multibam_conditional|multibam_repeats_2|bamfiles_filetype,multibam_conditional|multibam_repeats_3|bamfiles,multibam_conditional|multibam_repeats_3|bamfiles_filetype,multibam_conditional|multibam_repeats_4|bamfiles,multibam_conditional|multibam_repeats_4|bamfiles_filetype,multibam_conditional|multibam_repeats_5|bamfiles,multibam_conditional|multibam_repeats_5|bamfiles_filetype,object_store_id,param_filename,parameters.BED.values,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.Offset,parameters.advancedOpt.__current_case__,parameters.advancedOpt.alpha,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.colors,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.keepExons,parameters.advancedOpt.labels,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.numPlotsPerRow,parameters.advancedOpt.perSample,parameters.advancedOpt.plotHeight,parameters.advancedOpt.plotTitle,parameters.advancedOpt.plotWidth,parameters.advancedOpt.regionLabels,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.variableScales,parameters.chromInfo,parameters.dbkey,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.multibam_repeats,parameters.multibam_conditional.orderMatters,parameters.multibam_conditional|multibam_repeats_0|bamfiles|__identifier__,parameters.outFileFormat,parameters.outRawCounts,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:32.601248,slurm_normal,1494182295.0,0,,1.0,main_w4_handler1,3099301,15773330,False,,9880424.roundup,slurm,,132112168.0,45002935.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482858}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:38:20.980518,54241.0,18.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:28.701312,slurm_normal,1494182185.0,0,,1.0,main_w4_handler0,3099301,15773322,False,,9880405.roundup,slurm,,132112168.0,75708210.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482854}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:36:26.947157,54241.0,27.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:25.854198,slurm_normal,1494182132.0,0,,1.0,main_w4_handler0,3099301,15773315,False,,9880400.roundup,slurm,,132112168.0,45736399.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482852}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:35:34.452287,54241.0,19.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:19.647106,slurm_normal,1494182109.0,0,,1.0,main_w4_handler0,3099301,15773301,False,,9880393.roundup,slurm,,132112168.0,98498552.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507754}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:35:10.868950,54241.0,44.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:29.037309,slurm_normal,1494182199.0,0,,1.0,main_w4_handler0,3099301,15773323,False,,9880406.roundup,slurm,,132112168.0,96232213.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482830}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:36:40.837801,54241.0,33.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:20.260088,slurm_normal,1494182146.0,0,,1.0,main_w4_handler0,3099301,15773303,False,,9880396.roundup,slurm,,132112168.0,241193973.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507762}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:35:47.865997,54241.0,80.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:21.635883,slurm_normal,1494182128.0,0,,1.0,main_w3_handler1,3099301,15773306,False,,9880394.roundup,slurm,,132112168.0,214769893.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507767}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:35:31.305124,54241.0,63.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:19.887982,slurm_normal,1494182088.0,0,,1.0,main_w3_handler0,3099301,15773302,False,,9880392.roundup,slurm,,132112168.0,58492971.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507755}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:34:50.245734,54241.0,26.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:32.040864,slurm_normal,1494182248.0,0,,1.0,main_w3_handler0,3099301,15773329,False,,9880415.roundup,slurm,,132112168.0,32979174.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482834}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182231.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:37:30.777950,54241.0,17.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:24.421333,slurm_normal,1494182152.0,0,,1.0,main_w3_handler1,3099301,15773312,False,,9880399.roundup,slurm,,132112168.0,111217604.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482824}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:35:53.843856,54241.0,39.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:23.939509,slurm_normal,1494182131.0,0,,1.0,main_w3_handler0,3099301,15773311,False,,9880398.roundup,slurm,,132112168.0,44044819.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482850}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:35:33.329240,54241.0,18.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:27.597453,slurm_normal,1494182194.0,0,,1.0,main_w4_handler0,3099301,15773319,False,,9880401.roundup,slurm,,132112168.0,172398763.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482828}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:36:37.013518,54241.0,57.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:25.400153,slurm_normal,1494182161.0,0,,1.0,main_w3_handler1,3099301,15773314,False,,9880402.roundup,slurm,,132112168.0,65129934.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507773}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:36:03.037143,54241.0,24.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:30.143415,slurm_normal,1494182228.0,0,,1.0,main_w3_handler1,3099301,15773325,False,,9880411.roundup,slurm,,132112168.0,59871450.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507779}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:37:09.855646,54241.0,25.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:26.738496,slurm_normal,1494182185.0,0,,1.0,main_w3_handler1,3099301,15773317,False,,9880404.roundup,slurm,,132112168.0,64295379.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507774}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:36:26.586304,54241.0,27.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:30.888622,slurm_normal,1494182230.0,0,,1.0,main_w3_handler1,3099301,15773327,False,,9880412.roundup,slurm,,132112168.0,55758364.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482832}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:37:12.406137,54241.0,23.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:28.374069,slurm_normal,1494182203.0,0,,1.0,main_w3_handler1,3099301,15773321,False,,9880409.roundup,slurm,,132112168.0,27873137.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507777}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:36:44.373566,54241.0,14.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:27.190914,slurm_normal,1494182236.0,0,,1.0,main_w3_handler0,3099301,15773318,False,,9880413.roundup,slurm,,132112168.0,69898714.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507775}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:37:17.571543,54241.0,29.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:29.605380,slurm_normal,1494182284.0,0,,1.0,main_w4_handler1,3099301,15773324,False,,9880420.roundup,slurm,,132112168.0,44872547.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507778}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:38:05.786814,54241.0,21.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:30.490623,slurm_normal,1494182285.0,0,,1.0,main_w4_handler1,3099301,15773326,False,,9880421.roundup,slurm,,132112168.0,39632782.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29482856}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:38:08.670464,54241.0,18.0
195331,195331,bed,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-07 18:34:31.482417,slurm_normal,1494182305.0,0,,1.0,main_w4_handler1,3099301,15773328,False,,9880423.roundup,slurm,,132112168.0,91618907.0,bam,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29507983}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29507780}]}}]",Yes,,"""png""","""false""","""""",32.0,,37771787.0,1494182273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-07 18:38:28.508513,54241.0,32.0
1230408,1230408,bed,,,,,,,,,,,,,bed,3574860575.0,3574860575.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,2017-05-08 15:33:48.923865,slurm_normal,1494258509.0,0,,1.0,main_w3_handler0,1991423,15780920,False,,9887157.roundup,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29518513}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,"[{'src': 'hda', 'id': 29518379}]",,No,,"""pdf""","""false""","""""",32.0,,37835250.0,1494257634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-08 15:48:32.546112,32351.0,875.0
1230408,1230408,bed,,,,,,,,,,,,,bed,3574860575.0,3574860575.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,2017-05-08 16:05:55.625249,slurm_normal,1494260498.0,0,,1.0,main_w3_handler1,1991423,15781390,False,,9887584.roundup,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 29518513}]",,,,,,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,"[{'src': 'hda', 'id': 29518379}]",,No,,"""png""","""false""","""""",32.0,,37835250.0,1494259561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-05-08 16:21:41.855867,32351.0,937.0
6652527,6652527,gtf,,,,,,,,,,,,,gtf,12763615.0,12763615.0,,,,,,,,,,,,,,,,,,,,,bam,10058088.0,,,,,,,,,,,,,,,,,,,,,bam,10298560.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,2017-06-13 15:12:40.869665,slurm_normal,1497366794.0,0,,1.0,main_w4_handler1,3128245,16091530,False,,10177203.roundup,slurm,,132112168.0,,,,,,,,,,,,,corral-repl,,"[{'src': 'hda', 'id': 30013139}]",,,0.0,,,,,,,,,,,,,,,,,,,,,no,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,"[{'src': 'hda', 'id': 29782239}, {'src': 'hda', 'id': 29782241}, {'src': 'hda', 'id': 29782246}]",,No,,"""png""","""false""","""""",32.0,,38112031.0,1497366774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.5.0.0,2.5.0.0,,2017-06-13 15:13:18.952890,93401.0,20.0
