bamfile,bamfile_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bamfile,parameters.bamfile.values,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.source_select,parameters.reference,parameters.reference.values,processor_count,reference,reference_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
247410185,bam,,,2017-01-19 12:54:39.579934,slurm_normal,1484830906.0,0,,1.0,main_w3_handler0,2947288,14818226,False,,8978108.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27977026}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,,"[{'src': 'hda', 'id': 27820982}]",32.0,5778719,fasta,,35208737.0,1484830487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-01-19 13:01:49.645213,72634.0,419.0
348312770,bam,,,2017-01-19 12:54:39.876878,slurm_normal,1484831064.0,0,,1.0,main_w4_handler1,2947288,14818227,False,,8978105.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27977028}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,,"[{'src': 'hda', 'id': 27820982}]",32.0,5778719,fasta,,35208737.0,1484830485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-01-19 13:04:25.926179,72634.0,579.0
361626036,bam,,,2017-01-19 12:54:39.146304,slurm_normal,1484831087.0,0,,1.0,main_w4_handler0,2947288,14818225,False,,8978106.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27977024}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,,"[{'src': 'hda', 'id': 27820982}]",32.0,5778719,fasta,,35208737.0,1484830485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-01-19 13:07:02.914719,72634.0,602.0
446081641,bam,,,2017-01-19 12:54:38.451308,slurm_normal,1484831227.0,0,,1.0,main_w3_handler0,2947288,14818224,False,,8978107.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27977022}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,,"[{'src': 'hda', 'id': 27820982}]",32.0,5778719,fasta,,35208737.0,1484830486.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-01-19 13:07:09.777958,72634.0,741.0
4547791076,bam,,,2016-12-20 04:43:49.561634,slurm_normal,1482221160.0,0,,1.0,main_w4_handler0,2904981,14612481,False,,8789184.roundup,slurm,,132111800.0,corral-repl,,,,"[{'src': 'hda', 'id': 27375898}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,pre_set,,"[{'src': 'hda', 'id': 27690476}]",32.0,3199905909,fasta,,34358921.0,1482209033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2016-12-20 08:06:01.876509,95317.0,12127.0
148013185,bam,,,2017-01-09 11:39:27.023686,slurm_normal,1483962127.0,0,,1.0,main_w4_handler0,2940778,14716090,False,,8884847.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 27814762}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,,"[{'src': 'hda', 'id': 27808532}]",32.0,5092695,fasta,,35270609.0,1483961971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-01-09 11:42:10.694350,92705.0,156.0
290510755,bam,,,2017-05-31 20:31:25.690932,slurm_normal,1496263041.0,0,,1.0,main_w3_handler1,3134921,15982468,False,,10077824.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 29838646}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,,"[{'src': 'hda', 'id': 29838562}]",32.0,7088137,fasta,,38343727.0,1496262754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-05-31 20:37:24.119783,43724.0,287.0
288696689,bam,,,2017-06-01 00:55:08.617386,slurm_normal,1496278780.0,0,,1.0,main_w3_handler0,3135113,15984112,False,,10079458.roundup,slurm,,132112168.0,corral-repl,,,,"[{'src': 'hda', 'id': 29840856}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,,"[{'src': 'hda', 'id': 29840006}]",32.0,7088137,fasta,,38343727.0,1496278523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-06-01 00:59:42.208864,43724.0,257.0
391452579,bam,,,2017-06-01 02:27:16.440299,slurm_normal,1496285608.0,0,,1.0,main_w3_handler1,3135265,15984748,False,,10080134.roundup,slurm,,132112168.0,corral-repl,,"""d23145ca467111e7ad08005056a51846""",,"[{'src': 'hda', 'id': 29842784}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,,"[{'src': 'hda', 'id': 29842193}]",32.0,7088137,fasta,,,1496285305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-06-01 02:53:31.241328,43724.0,303.0
579988734,bam,,,2017-06-01 17:28:27.244374,slurm_normal,1496340380.0,0,,1.0,main_w3_handler0,3135278,15990905,False,,10085896.roundup,slurm,,132112168.0,corral-repl,,"""b513aaea46ef11e7a4c2005056a52a46""",,"[{'src': 'hda', 'id': 29852155}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,,"[{'src': 'hda', 'id': 29842354}]",32.0,7088137,fasta,,,1496339996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2017-06-01 18:06:22.455620,43724.0,384.0
1129053,bam,,,2014-09-10 10:06:31.311207,roundup_single,1410343604.0,0,,1.0,main_w1_handler0,2045409,7684479,False,,1672005,slurm,,132112264.0,corral-repl,,,16702633,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16702588,,32.0,10706,fasta,,16868103.0,1410343598.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-10 10:06:45.851976,,6.0
225548,bam,,,2014-09-10 09:59:00.844862,roundup_single,1410343152.0,0,,1.0,main_w2_handler0,2045409,7684376,False,,1671930,slurm,,132112264.0,corral-repl,,,16702594,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16702588,,32.0,10706,fasta,,16868103.0,1410343149.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-10 09:59:13.055109,,3.0
1129053,bam,,,2014-09-11 05:30:33.072016,roundup_single,1410413446.0,0,,1.0,main_w1_handler1,2046874,7695902,False,,1682907,slurm,,132112264.0,corral-repl,,,16721959,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16721958,,32.0,10706,fasta,,16884443.0,1410413439.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 05:30:48.101205,,7.0
225548,bam,,,2014-09-11 05:57:46.886618,roundup_single,1410415076.0,0,,1.0,main_w1_handler1,2046874,7695939,False,,1682961,slurm,,132112264.0,corral-repl,,,16722090,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16721958,,32.0,10706,fasta,,16884443.0,1410415073.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 05:57:57.960612,,3.0
1637837,bam,,,2014-09-11 06:03:58.603220,roundup_single,1410415453.0,0,,1.0,main_w1_handler1,2046874,7695944,False,,1682971,slurm,,132112264.0,corral-repl,,,16722128,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16721958,,32.0,10706,fasta,,16884443.0,1410415445.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 06:04:15.451243,,8.0
1273063,bam,,,2014-09-11 05:55:20.400998,roundup_single,1410414933.0,0,,1.0,main_w1_handler1,2046874,7695932,False,,1682954,slurm,,132112264.0,corral-repl,,,16722086,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16721958,,32.0,10706,fasta,,16884443.0,1410414926.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 05:55:34.908366,,7.0
1401324,bam,,,2014-09-11 07:12:25.729569,roundup_single,1410419562.0,0,,1.0,main_w2_handler0,2046874,7696038,False,,1683117,slurm,,132112264.0,corral-repl,,,16722263,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16721958,,32.0,10706,fasta,,16884443.0,1410419555.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 07:12:44.971928,,7.0
1299763,bam,,,2014-09-11 07:18:28.693081,roundup_single,1410419922.0,0,,1.0,main_w2_handler1,2046874,7696056,False,,1683140,slurm,,132112264.0,corral-repl,,,16722294,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16721958,,32.0,10706,fasta,,16884443.0,1410419915.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 07:18:46.196160,,7.0
1931014,bam,,,2014-09-11 08:04:19.935939,roundup_single,1410422689.0,0,,1.0,main_w2_handler0,2046874,7696294,False,,1683384,slurm,,132112264.0,corral-repl,,,16722632,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422667.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:04:51.409648,,22.0
1676279,bam,,,2014-09-11 07:36:35.610681,roundup_single,1410421014.0,0,,1.0,main_w2_handler1,2046874,7696162,False,,1683243,slurm,,132112264.0,corral-repl,,,16722311,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410421000.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 07:36:55.358747,,14.0
1352328,bam,,,2014-09-11 08:03:39.448756,roundup_single,1410422643.0,0,,1.0,main_w2_handler0,2046874,7696292,False,,1683382,slurm,,132112264.0,corral-repl,,,16722618,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422628.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:04:05.975827,,15.0
2547285,bam,,,2014-09-11 08:09:33.651193,roundup_single,1410422999.0,0,,1.0,main_w2_handler0,2046874,7696318,False,,1683408,slurm,,132112264.0,corral-repl,,,16722755,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422980.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:10:01.648639,,19.0
1157497,bam,,,2014-09-11 07:49:39.182049,roundup_single,1410421795.0,0,,1.0,main_w2_handler1,2046874,7696224,False,,1683309,slurm,,132112264.0,corral-repl,,,16722562,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410421784.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 07:49:56.298363,,11.0
953879,bam,,,2014-09-11 07:50:28.118993,roundup_single,1410421840.0,0,,1.0,main_w1_handler0,2046874,7696229,False,,1683314,slurm,,132112264.0,corral-repl,,,16722577,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410421832.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 07:50:42.834151,,8.0
327168,bam,,,2014-09-11 08:05:36.695120,roundup_single,1410422746.0,0,,1.0,main_w2_handler0,2046874,7696297,False,,1683387,slurm,,132112264.0,corral-repl,,,16722663,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422743.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:05:48.675341,,3.0
2116447,bam,,,2014-09-11 08:07:11.593093,roundup_single,1410422851.0,0,,1.0,main_w2_handler0,2046874,7696305,False,,1683394,slurm,,132112264.0,corral-repl,,,16722698,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422837.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:07:32.978788,,14.0
550281,bam,,,2014-09-11 08:02:49.375184,roundup_single,1410422591.0,0,,1.0,main_w1_handler0,2046874,7696287,False,,1683376,slurm,,132112264.0,corral-repl,,,16722607,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422575.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:03:12.560596,,16.0
2483685,bam,,,2014-09-11 08:10:56.558554,roundup_single,1410423079.0,0,,1.0,main_w1_handler0,2046874,7696324,False,,1683414,slurm,,132112264.0,corral-repl,,,16722759,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410423062.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:11:21.100688,,17.0
858670,bam,,,2014-09-11 08:05:07.577562,roundup_single,1410422719.0,0,,1.0,main_w1_handler1,2046874,7696295,False,,1683385,slurm,,132112264.0,corral-repl,,,16722648,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422713.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:05:21.236701,,6.0
696455,bam,,,2014-09-11 08:07:43.084944,roundup_single,1410422872.0,0,,1.0,main_w1_handler1,2046874,7696310,False,,1683400,slurm,,132112264.0,corral-repl,,,16722711,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422867.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:07:53.770744,,5.0
1870347,bam,,,2014-09-11 08:06:05.094754,roundup_single,1410422790.0,0,,1.0,main_w2_handler1,2046874,7696299,False,,1683389,slurm,,132112264.0,corral-repl,,,16722676,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422769.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:06:31.851825,,21.0
694550,bam,,,2014-09-11 08:08:53.177805,roundup_single,1410422943.0,0,,1.0,main_w2_handler1,2046874,7696316,False,,1683406,slurm,,132112264.0,corral-repl,,,16722750,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422938.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:09:04.604318,,5.0
961834,bam,,,2014-09-11 08:08:06.451999,roundup_single,1410422896.0,0,,1.0,main_w1_handler1,2046874,7696312,False,,1683402,slurm,,132112264.0,corral-repl,,,16722726,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422891.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:08:18.581154,,5.0
795272,bam,,,2014-09-11 08:08:30.179188,roundup_single,1410422919.0,0,,1.0,main_w1_handler1,2046874,7696314,False,,1683404,slurm,,132112264.0,corral-repl,,,16722747,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410422914.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:08:41.180998,,5.0
2981599,bam,,,2014-09-11 08:10:08.983682,roundup_single,1410423039.0,0,,1.0,main_w1_handler1,2046874,7696321,False,,1683411,slurm,,132112264.0,corral-repl,,,16722757,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410423014.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:10:40.675708,,25.0
5277197,bam,,,2014-09-11 08:13:28.386335,roundup_single,1410423293.0,0,,1.0,main_w1_handler1,2046874,7696338,False,,1683430,slurm,,132112264.0,corral-repl,,,16722762,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410423214.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:14:55.279279,,79.0
2161088,bam,,,2014-09-11 08:11:33.408310,roundup_single,1410423192.0,0,,1.0,main_w2_handler0,2046874,7696325,False,,1683425,slurm,,132112264.0,corral-repl,,,16722760,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,16722325,,32.0,10925,fasta,,16884443.0,1410423179.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-11 08:13:14.016248,,13.0
208632537,bam,,,2014-09-29 14:54:07.417645,roundup_single,1412002831.0,0,,1.0,main_w2_handler1,2052674,7895085,False,,1875555,slurm,,132112264.0,corral-repl,,,17047498,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",0,pre_set,16899446,,32.0,102291840,fasta,,17252175.0,1412002456.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-09-29 15:00:32.640509,29891.0,375.0
138302,bam,,,2014-11-07 04:18:56.727623,rodeo_normal,1415333952.0,0,,1.0,main_w2_handler1,2072219,8118663,False,,143960.rodeo,slurm,,16332532.0,corral-repl,,,17453911,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,pre_set,17453921,,2.0,65509,fasta,,17503630.0,1415333948.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes_wrapper/freebayes_wrapper/0.5.0,0.5.0,,2014-11-07 04:19:17.790883,43904.0,4.0
