chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1_file,input1_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1_file,parameters.input1_file.values,parameters.input1_file|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-10-01 22:25:41.787361,roundup_single,1412213462.0,0,,1.0,main_w1_handler0,2072993,7915136,False,,6697012936,fastqsanger,1894030,slurm,,132112264.0,corral-repl,,"""dfdcf9b049b911e4be26005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17119251,,,32.0,,17141523.0,1412210946.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-10-02 01:31:03.449527,52893.0,2516.0
,,2014-10-01 22:26:30.233357,roundup_single,1412236887.0,0,,1.0,main_w2_handler1,2072995,7915140,False,,6246557008,fastqsanger,1894878,slurm,,8059880.0,corral-repl,,"""fcb109a049b911e494e0005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17119261,,,1.0,,17141523.0,1412234716.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-10-02 08:01:30.309850,52893.0,2171.0
15.0,len,2014-09-13 19:39:10.415026,roundup_single,1410637235.0,0,,1.0,main_w2_handler1,2046153,7762444,False,,527440316,fastqsanger,1747569,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/main/files/009/156/dataset_9156249.dat""","""?""",16825881,,,32.0,,16947346.0,1410637155.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-09-13 19:40:37.618686,52881.0,80.0
,,2014-09-13 20:40:12.899497,roundup_single,1410641137.0,0,,1.0,main_w1_handler0,2049832,7764391,False,,1067994908,fastqsanger,1748713,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16828458,,,32.0,,16949517.0,1410640829.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-09-13 20:45:39.650008,52988.0,308.0
,,2014-09-13 20:47:28.283443,roundup_single,1410641565.0,0,,1.0,main_w2_handler1,2049832,7764404,False,,1151561406,fastqsanger,1748893,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16828600,,,32.0,,16949517.0,1410641260.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-09-13 20:52:48.658666,52988.0,305.0
,,2014-09-13 20:55:13.546822,roundup_single,1410642017.0,0,,1.0,main_w1_handler0,2049832,7764420,False,,1013436968,fastqsanger,1749089,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16828601,,,32.0,,16949517.0,1410641729.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-09-13 21:00:21.054519,52988.0,288.0
,,2014-09-13 23:56:16.838963,roundup_single,1410652899.0,0,,1.0,main_w1_handler0,2049832,7767173,False,,1129932544,fastqsanger,1752327,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16835500,,,32.0,,16951783.0,1410652583.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-09-14 00:01:42.013268,52988.0,316.0
,,2014-12-31 16:35:56.043892,rodeo_normal,1420050145.0,0,,1.0,main_w2_handler1,2160356,8483306,False,,8311824064,fastqsanger,2395750.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18105024,,,32.0,,17706352.0,1420048071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-12-31 18:22:28.047617,54511.0,2074.0
,,2014-10-02 16:59:27.128229,roundup_single,1412283867.0,0,,1.0,main_w1_handler0,2073726,7919734,False,,6638738651,fastqsanger,1900347,slurm,,132112264.0,corral-repl,,"""76b8b8a64a5511e48d78005056a52a46""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17126072,,,32.0,,17141523.0,1412281407.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-10-02 21:04:28.965755,52893.0,2460.0
,,2014-09-15 17:30:10.125721,roundup_single,1410802643.0,0,,1.0,main_w2_handler1,2049603,7796346,False,,132938943,fastqsanger,1781368,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16886671,,,32.0,,17004174.0,1410802584.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_splitter/fastq_paired_end_splitter/1.0.0,1.0.0,,2014-09-15 17:37:31.294009,53056.0,59.0
