bigwigFile1,bigwigFile1_filetype,bigwigFile2,bigwigFile2_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.plotTitle,parameters.advancedOpt.scaleFactor1,parameters.advancedOpt.scaleFactor2,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.bigwigFile1.values,parameters.bigwigFile2.values,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.comparison_select,parameters.comparison.pseudocount,parameters.dbkey,parameters.outFileFormat,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
130571440,bigwig,129373368,bigwig,,,,,2016-11-16 11:25:14.582839,slurm_multi,1479299582.0,0,6.0,main_w4_handler2,2896729,14353403,False,,8559814,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599bd6331d7ddbcd0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59aa874212cac6d91'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,34274635.0,1479299385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-16 12:33:06.779700,95006,197.0
96727262,bigwig,87942499,bigwig,,,,,2017-02-23 09:49:11.913092,slurm_multi,1487843655.0,0,6.0,main_w3_handler2,3005846,15116534,False,,9270990,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 28465419}]","[{'src': 'hda', 'id': 28465418}]","""/galaxy-repl/localdata/chrom/ce10.len""",2,subtract,,"""ce10""","""bedgraph""","""""",32.0,,35765181.0,1487843613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2017-02-23 09:54:17.219581,41870,42.0
2207024,bigwig,2470143,bigwig,,,,,2016-11-18 09:15:39.384410,slurm_multi,1479465090.0,0,6.0,main_w4_handler2,2880825,14374794,False,Job output deleted by user before job completed.,8580616,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57efe043e1d7b6990'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b963b834d0ae9d54'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323796.0,1479464481.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:31:36.663430,93809,609.0
2224267,bigwig,2296921,bigwig,,,,,2016-11-18 09:13:50.794848,slurm_multi,1479463332.0,0,6.0,main_w3_handler2,2885510,14374762,False,,8580397,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c909542a4f7ad6a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1a7162297d0b4b2'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,34323797.0,1479462652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:02:13.708904,92203,680.0
0,bigwig,2470143,bigwig,,,,,2016-11-18 09:14:07.204244,slurm_multi,1479466036.0,0,6.0,main_w3_handler2,2885510,14374767,False,,8580732,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a6a2f54278cc624'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bcb9797892ea4af9'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,34323797.0,1479465249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:47:24.399196,92203,787.0
2224267,bigwig,2296921,bigwig,,,,,2016-11-18 10:15:48.457572,slurm_multi,1479468230.0,0,6.0,main_w4_handler2,2885510,14375229,False,,8581014,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57c909542a4f7ad6a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1a7162297d0b4b2'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323797.0,1479467532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 11:24:05.404604,92203,698.0
2224267,bigwig,2296921,bigwig,,,,,2016-11-18 09:16:39.247583,slurm_multi,1479465899.0,0,6.0,main_w3_handler2,2881725,14374830,False,,8580796,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56653c5c4ea8d7ac8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56f8dd7d8701a45d3'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323786.0,1479465354.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:45:03.088721,93808,545.0
2207024,bigwig,2470143,bigwig,,,,,2016-11-18 09:23:47.963753,slurm_multi,1479466038.0,0,6.0,main_w3_handler2,2880819,14374914,False,,8580731,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b169c6f1ff397a1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56bf78c61255b23c4'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323794.0,1479465249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:47:26.090982,92193,789.0
2296921,bigwig,2224267,bigwig,,,,,2016-11-18 08:52:03.139890,slurm_multi,1479467420.0,0,6.0,main_w3_handler2,2885758,14374558,False,,8580926,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c404082fd83d62cd'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5739cf0031a13f9e1'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,34323019.0,1479466470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 11:10:33.165581,92002,950.0
0,bigwig,2224267,bigwig,,,,,2016-11-18 08:29:28.026131,slurm_multi,1479468813.0,0,6.0,main_w3_handler2,2885763,14374297,False,,8581104,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cec090789c5f9bec'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53f341ce08b48438e'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34322992.0,1479468156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 11:33:37.521800,92009,657.0
2224267,bigwig,2296921,bigwig,,,,,2016-11-18 09:19:33.770141,slurm_multi,1479466397.0,0,6.0,main_w3_handler2,2858003,14374887,False,,8580822,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4f9e67d8f77ae7e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c60772364608f83c'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323855.0,1479465457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:53:24.098106,92362,940.0
2224267,bigwig,2296921,bigwig,,,,,2016-11-18 10:36:18.606097,slurm_multi,1479468144.0,0,6.0,main_w4_handler2,2881725,14375356,False,,8581002,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56653c5c4ea8d7ac8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56f8dd7d8701a45d3'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323786.0,1479467420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 11:22:28.140524,93808,724.0
2470143,bigwig,2209618,bigwig,,,,,2016-11-18 08:29:09.907516,slurm_multi,1479469962.0,0,6.0,main_w4_handler2,2900158,14374292,False,,8581308,slurm,,132112168.0,corral-repl,,0,no,,"""114b5270ad6911e6a2e1005056a51846""",0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e866f2e0ea8f1d3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c0cec4f0c12dd5d6'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34261607.0,1479469296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 11:52:44.573802,94171,666.0
2041061,bigwig,2280988,bigwig,,,,,2016-11-18 13:21:02.537269,slurm_multi,1479476768.0,0,6.0,main_w4_handler2,2885765,14376935,False,,8582369,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fedcb2dcd12c9468'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6a87dcb9c625148'}]","""/galaxy-repl/localdata/chrom/hg18.len""",0,log2,1.0,"""hg18""","""bigwig""","""""",32.0,,34222308.0,1479476152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 13:46:10.594226,94175,616.0
93932522,bigwig,102441339,bigwig,,,,,2016-11-18 13:44:48.335242,slurm_multi,1479478485.0,0,6.0,main_w3_handler2,2248935,14377318,False,,8582741,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5606523430f22802d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5d01517fc2005a482'}]","""/galaxy-repl/localdata/chrom/?.len""",2,subtract,,"""?""","""bigwig""","""""",32.0,,33061579.0,1479477369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 14:14:49.237763,61447,1116.0
2116619,bigwig,2055073,bigwig,,,,,2016-11-18 13:21:34.109833,slurm_multi,1479478369.0,0,6.0,main_w3_handler2,2885765,14376942,False,,8582764,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3d1690b9a20d298'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55b64562c6f1ea467'}]","""/galaxy-repl/localdata/chrom/hg18.len""",0,log2,1.0,"""hg18""","""bigwig""","""""",32.0,,34222308.0,1479477491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 14:12:51.940559,94175,878.0
245796070,bigwig,246933779,bigwig,,,,,2016-11-18 15:03:40.852538,slurm_multi,1479483121.0,0,6.0,main_w4_handler2,2896729,14378009,False,,8583448,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526b2035e35b7ca5d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b555ca8cbd85fa2649'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,34274635.0,1479482056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 15:32:03.103591,95006,1065.0
2280988,bigwig,2041061,bigwig,,,,,2016-11-18 16:12:24.712515,slurm_multi,1479486719.0,0,6.0,main_w3_handler2,2885765,14378592,False,,8584100,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6a87dcb9c625148'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fedcb2dcd12c9468'}]","""/galaxy-repl/localdata/chrom/hg18.len""",0,log2,1.0,"""hg18""","""bedgraph""","""""",32.0,,34330554.0,1479486052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 16:32:05.331028,94175,667.0
2116619,bigwig,2055073,bigwig,,,,,2016-11-18 16:13:47.131530,slurm_multi,1479487708.0,0,6.0,main_w3_handler2,2885765,14378598,False,,8584274,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3d1690b9a20d298'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55b64562c6f1ea467'}]","""/galaxy-repl/localdata/chrom/hg18.len""",0,log2,1.0,"""hg18""","""bedgraph""","""""",32.0,,34330554.0,1479487066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 16:48:34.567445,94175,642.0
130571440,bigwig,129373368,bigwig,,,,,2016-11-16 10:42:51.537952,slurm_multi,1479294666.0,0,6.0,main_w4_handler2,2896729,14352995,False,,8558845,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599bd6331d7ddbcd0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59aa874212cac6d91'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,34274635.0,1479294502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-16 11:11:11.918225,95006,164.0
130571440,bigwig,129373368,bigwig,,,,,2016-11-16 10:41:38.447190,slurm_multi,1479294199.0,0,6.0,main_w4_handler2,2896729,14352991,False,,8558789,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599bd6331d7ddbcd0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59aa874212cac6d91'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""chr21""",32.0,,34274635.0,1479294158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-16 11:03:29.964484,95006,41.0
130571440,bigwig,129373368,bigwig,,,,,2016-11-16 11:24:49.346280,slurm_multi,1479298666.0,0,6.0,main_w3_handler2,2896729,14353399,False,,8559335,slurm,,132111800.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599bd6331d7ddbcd0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59aa874212cac6d91'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,34274635.0,1479297745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-16 12:17:58.959339,95006,921.0
130571440,bigwig,129373368,bigwig,,,,,2016-11-16 10:39:25.698624,slurm_multi,1479293490.0,0,6.0,main_w4_handler2,2896729,14352981,False,,8558665,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599bd6331d7ddbcd0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59aa874212cac6d91'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""chr21""",32.0,,34274635.0,1479293462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-16 10:51:34.456757,95006,28.0
130571440,bigwig,129373368,bigwig,,,,,2016-11-16 11:23:59.090182,slurm_multi,1479296513.0,0,6.0,main_w4_handler2,2896729,14353384,False,Job output deleted by user before job completed.,8559082,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599bd6331d7ddbcd0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59aa874212cac6d91'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,34274635.0,1479295637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-16 11:41:57.071791,95006,876.0
130571440,bigwig,129373368,bigwig,,,,,2016-11-16 11:25:03.542483,slurm_multi,1479299203.0,0,6.0,main_w3_handler2,2896729,14353401,False,,8559744,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599bd6331d7ddbcd0'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59aa874212cac6d91'}]","""/galaxy-repl/localdata/chrom/hg19.len""",0,log2,1.0,"""hg19""","""bigwig""","""""",32.0,,34274635.0,1479298932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-16 12:26:45.382662,95006,271.0
0,bigwig,2207024,bigwig,,,,,2016-11-19 10:55:00.842288,slurm_multi,1479556767.0,0,6.0,main_w3_handler2,2901422,14383742,False,,8589655,slurm,,132112168.0,corral-repl,,0,no,,"""99769528ae4611e6ae5b005056a52a46""",0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b554ce9b6f832c705e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9a2817e2a3a2a04'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,34349146.0,1479556178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-19 11:59:28.236481,94175,589.0
2296921,bigwig,2224267,bigwig,,,,,2016-11-18 07:38:50.302337,slurm_multi,1479458014.0,0,6.0,main_w4_handler2,2880825,14374058,False,,8579738,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512a4193f7dd10adc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51c77d8fdc534a945'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323180.0,1479457377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 08:33:38.594775,93809,637.0
2296921,bigwig,2224267,bigwig,,,,,2016-11-18 08:29:10.329580,slurm_multi,1479471890.0,0,6.0,main_w3_handler2,2900158,14374293,False,,8581545,slurm,,132111800.0,corral-repl,,0,no,,"""114b5270ad6911e6a2e1005056a51846""",0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509dc471cbc5164cd'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51319fd35021ca297'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34261607.0,1479471248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 12:25:04.094467,94171,642.0
2224267,bigwig,2296921,bigwig,,,,,2016-11-18 08:42:22.163392,slurm_multi,1479461861.0,0,6.0,main_w4_handler2,2880825,14374397,False,,8580090,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c77d8fdc534a945'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b512a4193f7dd10adc'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323180.0,1479461174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 09:37:47.925100,93809,687.0
2207024,bigwig,2470143,bigwig,,,,,2016-11-18 09:15:42.044709,slurm_multi,1479463941.0,0,6.0,main_w3_handler2,2881725,14374796,False,,8580434,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ebde5bb87902343'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5572d100745dcff'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323786.0,1479463332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:12:29.527074,93808,609.0
2207024,bigwig,2470143,bigwig,,,,,2016-11-18 09:09:36.649248,slurm_multi,1479462655.0,0,6.0,main_w3_handler2,2880820,14374740,False,,8580336,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5af603dcb6fe45207'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c470c07c2090b93c'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34083661.0,1479462035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 09:50:57.675815,92198,620.0
2470143,bigwig,2207024,bigwig,,,,,2016-11-18 09:18:52.087823,slurm_multi,1479464270.0,0,6.0,main_w4_handler2,2858003,14374883,False,,8580471,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b560c8b92d59363a9a'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5065df9aef7d27de1'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34323855.0,1479463593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:17:52.066846,92362,677.0
2207024,bigwig,2470143,bigwig,,,,,2016-11-18 08:51:40.125048,slurm_multi,1479465030.0,0,6.0,main_w4_handler2,2885758,14374553,False,,8580594,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4c05cbba337e613'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5232662eb4db7d528'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,34323019.0,1479464451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:30:37.388700,92002,579.0
2207024,bigwig,2470143,bigwig,,,,,2016-11-18 09:13:14.857455,slurm_multi,1479463332.0,0,6.0,main_w4_handler2,2880819,14374754,False,Job output deleted by user before job completed.,8580387,slurm,,132112168.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b169c6f1ff397a1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56bf78c61255b23c4'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bigwig""","""""",32.0,,34323794.0,1479462641.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-18 10:02:15.481101,92193,691.0
573434978,bigwig,99372887,bigwig,,,,,2016-11-19 12:14:32.286589,slurm_multi,1479559743.0,0,6.0,main_w4_handler2,2901422,14384032,False,,8589769,slurm,,132111800.0,corral-repl,,0,no,,,0.0,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e38409f95cfc0ec5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf3803adb2068233'}]","""/galaxy-repl/localdata/chrom/hg38.len""",0,log2,1.0,"""hg38""","""bedgraph""","""""",32.0,,34349146.0,1479559044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bigwig_compare/deeptools_bigwig_compare/2.3.6.0,2.3.6.0,,2016-11-19 12:49:06.260321,94175,699.0
