corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData.values,parameters.dbkey,parameters.outFileFormat,parameters.outFileNameData,parameters.plotTitle,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
64530,deeptools_coverage_matrix,2016-12-08 23:46:35.525119,slurm_normal,1481240951.0,0,1.0,main_w4_handler1,2910770,14524312,False,,8706447.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27542529}]","""?""","""png""","""false""","""""",32.0,,34503884,1481240931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-08 23:49:13.732186,95902,20.0
1049181,deeptools_coverage_matrix,2016-12-11 23:34:56.285825,slurm_normal,1481499425.0,0,1.0,main_w3_handler0,2886715,14544576,False,,8726916.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","[{'src': 'hda', 'id': 27586102}]","""Homo_sapiens_nuHg19_mtrCRS""","""png""","""true""","""MultiBam PCA analysis""",32.0,,34149776,1481499404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-11 23:37:07.571289,94301,21.0
8551665,deeptools_coverage_matrix,2017-01-19 19:15:42.037928,slurm_normal,1484853706.0,0,1.0,main_w4_handler1,2929055,14822933,False,,8984297.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28007860}]","""hg19""","""png""","""false""","""Human Histone Modifications""",32.0,,35485440,1484853661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-19 19:21:48.129347,87393,45.0
25444989,deeptools_coverage_matrix,2017-01-19 19:15:04.781588,slurm_normal,1484854060.0,0,1.0,main_w3_handler1,2929055,14822928,False,,8984366.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28007874}]","""hg19""","""png""","""false""","""Human Histone Modifications""",32.0,,35485440,1484854031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-19 19:27:45.154926,87393,29.0
3045173,deeptools_coverage_matrix,2016-12-12 20:17:41.582603,slurm_normal,1481573998.0,0,1.0,main_w4_handler0,2790904,14556756,False,,8735986.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 27603442}]","""mm10""","""png""","""false""","""Rep1 versus Rep2 """,32.0,,34639970,1481573980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-12 20:19:59.007344,88448,18.0
2727387,deeptools_coverage_matrix,2016-12-12 20:17:41.336226,slurm_normal,1481574045.0,0,1.0,main_w3_handler0,2790904,14556755,False,,8735993.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 27603311}]","""mm10""","""png""","""false""","""Rep1 versus Rep2 """,32.0,,34639970,1481574014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-12 20:20:48.329215,88448,31.0
5500699,deeptools_coverage_matrix,2016-12-12 20:46:32.633213,slurm_normal,1481575718.0,0,1.0,main_w3_handler1,2790904,14556969,False,,8736208.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 27604943}]","""mm10""","""png""","""false""","""""",32.0,,34639970,1481575689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-12 20:48:41.385138,88448,29.0
2010201,deeptools_coverage_matrix,2016-12-13 02:28:43.825968,slurm_normal,1481596251.0,0,1.0,main_w3_handler0,2776915,14559979,False,,8739276.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","[{'src': 'hda', 'id': 27608616}]","""danRer7""","""png""","""false""","""""",32.0,,34055359,1481596231.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-13 02:30:53.588699,65128,20.0
1854135,deeptools_coverage_matrix,2017-01-20 18:28:36.525570,slurm_normal,1484937030.0,0,1.0,main_w4_handler0,2950831,14831180,False,,8991460.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 28020418}]","""hg38""","""png""","""false""","""""",32.0,,35204014,1484937010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-20 18:30:31.542448,71689,20.0
3747,deeptools_coverage_matrix,2017-01-20 17:22:38.096163,slurm_normal,1484933084.0,0,1.0,main_w4_handler0,2641723,14830647,False,,8990901.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 28020090}]","""?""","""png""","""false""","""05vs2h10c""",32.0,,34464516,1484933071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-20 17:24:48.320368,67439,13.0
5202660,deeptools_coverage_matrix,2017-01-19 20:29:52.349234,slurm_normal,1484857963.0,0,1.0,main_w4_handler0,2959684,14823842,False,,8985065.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 28005565}]","""mm10""","""png""","""false""","""""",32.0,,35368298,1484857936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-19 20:32:46.786562,97737,27.0
5221,deeptools_coverage_matrix,2016-12-13 18:14:53.093649,slurm_normal,1481653082.0,0,1.0,main_w4_handler1,2494388,14567331,False,,8746386.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/007/609/dataset_7609691.dat""","[{'src': 'hda', 'id': 27619483}]","""pichia_2""","""png""","""false""","""""",32.0,,34808176,1481653067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-13 18:18:04.493211,43044,15.0
1853340,deeptools_coverage_matrix,2017-01-19 22:31:52.140707,slurm_normal,1484865260.0,0,1.0,main_w4_handler1,2950831,14824771,False,,8985871.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 28010342}]","""hg38""","""png""","""true""","""""",32.0,,35204014,1484865237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-19 22:34:22.831886,71689,23.0
6359228,deeptools_coverage_matrix,2016-12-13 18:42:47.443517,slurm_normal,1481655042.0,0,1.0,main_w3_handler1,2929055,14567547,False,,8746678.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27620162}]","""hg19""","""png""","""false""","""""",32.0,,33845207,1481655018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-13 18:50:45.238075,87393,24.0
23862252,deeptools_coverage_matrix,2016-12-13 18:43:10.038473,slurm_normal,1481655428.0,0,1.0,main_w4_handler1,2929055,14567552,False,,8746758.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27620168}]","""hg19""","""png""","""false""","""""",32.0,,33845207,1481655406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-13 18:57:09.531988,87393,22.0
6665706,deeptools_coverage_matrix,2016-12-13 18:42:53.144875,slurm_normal,1481655801.0,0,1.0,main_w4_handler1,2929055,14567549,False,,8746815.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27620163}]","""hg19""","""png""","""false""","""""",32.0,,33845207,1481655781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-13 19:03:23.430471,87393,20.0
8336148,deeptools_coverage_matrix,2016-12-13 18:42:57.068051,slurm_normal,1481656328.0,0,1.0,main_w4_handler1,2929055,14567550,False,,8746939.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27620166}]","""hg19""","""png""","""false""","""""",32.0,,33845207,1481656308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-13 19:12:09.946557,87393,20.0
8239793,deeptools_coverage_matrix,2016-12-13 18:43:02.387079,slurm_normal,1481657591.0,0,1.0,main_w3_handler0,2929055,14567551,False,,8747102.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27620167}]","""hg19""","""png""","""false""","""""",32.0,,33845207,1481657530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-13 19:33:13.102202,87393,61.0
4052661,deeptools_coverage_matrix,2016-12-13 22:17:38.211894,slurm_normal,1481668996.0,0,1.0,main_w4_handler0,2929242,14569206,False,,8748542.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623161}]","""rheMac3""","""png""","""false""","""Rhesus H3K9ac""",32.0,,33845207,1481668966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-13 22:43:17.720458,87393,30.0
8269501,deeptools_coverage_matrix,2016-12-13 22:17:49.633428,slurm_normal,1481671998.0,0,1.0,main_w3_handler1,2929242,14569207,False,,8749109.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623162}]","""rheMac3""","""png""","""false""","""Rhesus H3K14ac""",32.0,,33845207,1481671974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-13 23:33:20.875676,87393,24.0
4074078,deeptools_coverage_matrix,2017-01-20 00:12:19.317212,slurm_normal,1484871282.0,0,1.0,main_w3_handler1,2961844,14825712,False,,8986709.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 28011423}]","""hg19""","""png""","""true""","""""",32.0,,35201334,1484871242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-20 00:14:44.502483,93636,40.0
7002801,deeptools_coverage_matrix,2016-12-13 22:18:22.085269,slurm_normal,1481675924.0,0,1.0,main_w4_handler0,2929242,14569212,False,,8749467.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623167}]","""rheMac3""","""png""","""false""","""Rhesus H3K4me3""",32.0,,33845207,1481675906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 00:38:45.646669,87393,18.0
7728230,deeptools_coverage_matrix,2016-12-13 22:18:01.669821,slurm_normal,1481674011.0,0,1.0,main_w3_handler0,2929242,14569208,False,,8749318.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623165}]","""rheMac3""","""png""","""false""","""Rhesus H3K27me3""",32.0,,33845207,1481673972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 00:06:53.880850,87393,39.0
23862529,deeptools_coverage_matrix,2016-12-13 22:27:12.819546,slurm_normal,1481674273.0,0,1.0,main_w3_handler1,2929055,14569338,False,,8749366.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27623392}]","""hg19""","""png""","""false""","""Human Histone Modifications""",32.0,,33845207,1481674251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 00:11:15.128469,87393,22.0
2942119,deeptools_coverage_matrix,2017-01-20 19:48:00.811534,slurm_normal,1484941795.0,0,1.0,main_w3_handler0,2950831,14831699,False,,8991941.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 28021361}]","""hg38""","""png""","""false""","""""",32.0,,35204014,1484941767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-20 19:49:58.646689,71689,28.0
21128132,deeptools_coverage_matrix,2016-12-13 22:18:35.244717,slurm_normal,1481680473.0,0,1.0,main_w3_handler0,2929242,14569214,False,,8749869.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623168}]","""rheMac3""","""png""","""false""","""Rhesus Histone Modifications""",32.0,,33845207,1481680442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 01:54:35.284845,87393,31.0
6359507,deeptools_coverage_matrix,2016-12-13 22:27:00.951150,slurm_normal,1481684529.0,0,1.0,main_w4_handler0,2929055,14569336,False,,8750297.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27623389}]","""hg19""","""png""","""false""","""Human H3K4me3""",32.0,,33845207,1481684515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 03:02:10.450637,87393,14.0
8239892,deeptools_coverage_matrix,2016-12-13 22:26:24.044261,slurm_normal,1481684010.0,0,1.0,main_w3_handler0,2929055,14569322,False,,8750217.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27623377}]","""hg19""","""png""","""false""","""Human H3K9me3""",32.0,,33845207,1481683991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 02:53:33.436316,87393,19.0
8335927,deeptools_coverage_matrix,2016-12-13 22:26:39.140788,slurm_normal,1481684204.0,0,1.0,main_w3_handler1,2929055,14569326,False,,8750246.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27623380}]","""hg19""","""png""","""false""","""Human H3K14ac""",32.0,,33845207,1481684187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 02:56:45.873566,87393,17.0
6665827,deeptools_coverage_matrix,2016-12-13 22:26:51.301747,slurm_normal,1481684390.0,0,1.0,main_w3_handler1,2929055,14569329,False,,8750269.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 27623387}]","""hg19""","""png""","""false""","""Human H3K27me3""",32.0,,33845207,1481684372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 02:59:55.023745,87393,18.0
1434689,deeptools_coverage_matrix,2016-12-14 08:12:34.644644,slurm_normal,1481703258.0,0,1.0,main_w4_handler1,2929533,14572699,False,,8752119.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 27628837}]","""mm10""","""png""","""false""","""""",32.0,,34844864,1481703246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 08:14:19.532449,80312,12.0
3421582,deeptools_coverage_matrix,2017-01-20 18:47:32.600853,slurm_normal,1484938161.0,0,1.0,main_w3_handler0,2950831,14831340,False,,8991592.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 28020429}]","""hg38""","""png""","""false""","""""",32.0,,35204014,1484938144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-20 18:49:24.596750,71689,17.0
7269592,deeptools_coverage_matrix,2016-12-15 14:32:28.777800,slurm_normal,1481812498.0,0,1.0,main_w4_handler1,2388324,14584272,False,,8763378.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 27634420}]","""hg38""","""svg""","""false""","""PCA Blood-RT""",32.0,,34695148,1481812478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-15 14:35:00.646896,64160,20.0
1854135,deeptools_coverage_matrix,2017-01-20 18:36:31.629510,slurm_normal,1484937505.0,0,1.0,main_w4_handler0,2950831,14831276,False,,8991532.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 28020418}]","""hg38""","""png""","""false""","""""",32.0,,35204014,1484937493.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-20 18:38:27.833140,71689,12.0
7269592,deeptools_coverage_matrix,2016-12-15 14:38:07.906763,slurm_normal,1481812846.0,0,1.0,main_w4_handler0,2388324,14584321,False,,8763467.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 27634420}]","""hg38""","""svg""","""true""","""PCA Blood-RT""",32.0,,34695148,1481812821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-15 14:40:48.589642,64160,25.0
21128147,deeptools_coverage_matrix,2017-01-20 22:12:07.122884,slurm_normal,1484950443.0,0,1.0,main_w4_handler0,2929242,14832511,False,,8992612.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 28020859}]","""rheMac3""","""png""","""false""","""""",32.0,,35485440,1484950428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-20 22:14:04.578067,87393,15.0
7002801,deeptools_coverage_matrix,2016-12-15 20:29:58.308029,slurm_normal,1481834000.0,0,1.0,main_w4_handler0,2929242,14587526,False,,8766639.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623167}]","""rheMac3""","""png""","""false""","""Rhesus H3K9ac""",32.0,,33845207,1481833923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-15 20:33:21.099154,87393,77.0
7728230,deeptools_coverage_matrix,2016-12-15 20:30:15.300995,slurm_normal,1481833953.0,0,1.0,main_w3_handler0,2929242,14587528,False,,8766640.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623165}]","""rheMac3""","""png""","""false""","""Rhesus H3K14ac""",32.0,,33845207,1481833926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-15 20:32:35.345088,87393,27.0
4052661,deeptools_coverage_matrix,2016-12-15 20:31:09.413692,slurm_normal,1481834001.0,0,1.0,main_w3_handler1,2929242,14587536,False,,8766646.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623161}]","""rheMac3""","""png""","""false""","""Rhesus H3K4me3""",32.0,,33845207,1481833977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-15 20:33:23.218309,87393,24.0
8269501,deeptools_coverage_matrix,2016-12-15 20:30:50.798184,slurm_normal,1481834013.0,0,1.0,main_w4_handler0,2929242,14587532,False,,8766648.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623162}]","""rheMac3""","""png""","""false""","""Rhesus H3K27me3""",32.0,,33845207,1481833987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-15 20:33:34.634748,87393,26.0
4052661,deeptools_coverage_matrix,2016-12-15 20:31:30.527821,slurm_normal,1481834041.0,0,1.0,main_w4_handler0,2929242,14587538,False,,8766651.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 27623161}]","""rheMac3""","""png""","""false""","""Rhesus Histone Modifications""",32.0,,33845207,1481834021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-15 20:34:03.402001,87393,20.0
1348130,deeptools_coverage_matrix,2016-12-14 16:23:08.737119,slurm_normal,1481732741.0,0,1.0,main_w4_handler1,2652603,14576323,False,,8755671.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 27634489}]","""hg38""","""pdf""","""false""","""TR1TR3TR5TR8""",32.0,,34804924,1481732705.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-14 16:25:42.732613,64006,36.0
3269185,deeptools_coverage_matrix,2016-12-15 09:07:25.500454,slurm_normal,1481792973.0,0,1.0,main_w4_handler1,2652603,14581085,False,,8760489.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 27641577}]","""hg38""","""pdf""","""false""","""BAMfiles""",32.0,,34863871,1481792951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-15 09:09:34.997966,64006,22.0
6729367,deeptools_coverage_matrix,2016-12-16 15:42:53.678727,slurm_normal,1481903166.0,0,1.0,main_w4_handler1,2388324,14593870,False,,8772335.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 27647408}]","""hg38""","""svg""","""false""","""""",32.0,,34695148,1481903144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-16 15:46:08.980354,64160,22.0
1843701,deeptools_coverage_matrix,2017-01-21 22:45:21.822955,slurm_normal,1485038851.0,0,1.0,main_w3_handler1,2955340,14837613,False,,8997981.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 28027248}]","""mm10""","""png""","""true""","""""",32.0,,35421683,1485038834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2017-01-21 22:47:34.372259,73725,17.0
11831714,deeptools_coverage_matrix,2016-12-17 12:31:29.037156,slurm_normal,1481978205.0,0,1.0,main_w4_handler1,2932103,14598849,False,,8777233.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 27670467}]","""mm9""","""png""","""false""","""""",32.0,,34909227,1481978193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-17 12:36:46.472359,96983,12.0
507635,deeptools_coverage_matrix,2016-12-17 19:48:18.979963,slurm_normal,1482004193.0,0,1.0,main_w3_handler1,1309910,14599870,False,,8778087.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27671693}]","""?""","""png""","""true""","""trial""",32.0,,33950001,1482004183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-17 19:49:55.565057,27375,10.0
444060,deeptools_coverage_matrix,2016-12-17 22:34:47.363790,slurm_normal,1482016253.0,0,1.0,main_w4_handler1,1309910,14600349,False,,8778611.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 27672594}]","""?""","""png""","""true""","""trial2""",32.0,,33950001,1482016239.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.6.0,2.3.6.0,,2016-12-17 23:10:55.419078,27375,14.0
