chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,long_reads,long_reads_filetype,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.bridges_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fastq_input1|__identifier__,parameters.fastq_input2|__identifier__,parameters.graph_clean.min_component_size,parameters.graph_clean.min_dead_end_size,parameters.long_reads.values,parameters.paired_unpaired.__current_case__,parameters.paired_unpaired.fastq_input1.values,parameters.paired_unpaired.fastq_input2.values,parameters.paired_unpaired.fastq_input_selector,parameters.pilon.min_polish_size,parameters.spades.kmer_count,parameters.spades.max_kmer_frac,parameters.spades.min_kmer_frac,parameters.uc_opt.lin_seq,parameters.uc_opt.min_fasta_length,parameters.uc_opt.mode,parameters.uc_opt.no_correct,parameters.uc_opt.no_pilon,parameters.uc_opt.no_rotate,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-06 19:11:41.221476,bridges_normal,1507317426.0,0,4137809,fastqsanger,4137809.0,fastqsanger,11.0,main_w4_handler2,3278148,17042975,False,,17042975,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31588936}]","[{'src': 'hda', 'id': 31588937}]",paired,,,,,,,normal,false,false,false,80.0,,40850521.0,1507317171.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-06 19:17:19.537428,112031,255.0
,,2017-10-08 17:39:45.401488,bridges_normal,1507486202.0,0,68942111,fastqsanger,68941429.0,fastqsanger,11.0,main_w3_handler2,2999384,17051826,False,,17051826,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31604607}]","[{'src': 'hda', 'id': 31604608}]",paired,,,,,,,normal,false,false,false,64.0,,41143967.0,1507484401.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-08 18:10:16.026085,100555,1801.0
,,2017-10-09 12:10:02.167659,bridges_normal,1507551536.0,0,4137809,fastqsanger,4137809.0,fastqsanger,11.0,main_w3_handler2,3279839,17055025,False,,17055025,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31606646}]","[{'src': 'hda', 'id': 31606647}]",paired,,,,,,,normal,false,false,false,64.0,,41153692.0,1507551013.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-09 12:19:22.966469,71656,523.0
,,2017-10-09 13:02:03.719440,bridges_normal,1507555663.0,0,253145414,fastqsanger,219014772.0,fastqsanger,11.0,main_w4_handler2,3280099,17055405,False,,17055405,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31610007}]","[{'src': 'hda', 'id': 31610008}]",paired,,,,,,,normal,false,false,false,64.0,,41156963.0,1507554138.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-09 13:27:56.051154,113123,1525.0
,,2017-10-09 13:57:18.234161,bridges_normal,1507559936.0,0,279038003,fastqsanger,259963491.0,fastqsanger,11.0,main_w4_handler2,3280099,17055812,False,,17055812,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31611012}]","[{'src': 'hda', 'id': 31611013}]",paired,,,,,,,normal,false,false,false,64.0,,41156963.0,1507557465.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-09 14:39:14.439653,113123,2471.0
,,2017-10-09 12:27:58.158138,bridges_normal,1507560708.0,0,259571088,fastqsanger,264333834.0,fastqsanger,11.0,main_w4_handler2,3280099,17055147,False,,17055147,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31608504}]","[{'src': 'hda', 'id': 31609047}]",paired,,,,,,,normal,false,false,false,64.0,,41156963.0,1507552097.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-09 14:51:58.466798,113123,8611.0
,,2017-10-09 15:44:35.775431,bridges_normal,1507567327.0,0,281893836,fastqsanger,283896042.0,fastqsanger,11.0,main_w4_handler2,3280099,17056771,False,,17056771,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31609484}]","[{'src': 'hda', 'id': 31610110}]",paired,,,,,,,normal,false,false,false,64.0,,41156963.0,1507563902.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-09 16:42:22.952956,113123,3425.0
,,2017-10-10 00:18:58.683948,bridges_normal,1507596634.0,0,309928361,fastqsanger,309669293.0,fastqsanger,11.0,main_w4_handler2,3278060,17059770,False,,17059770,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31618916}]","[{'src': 'hda', 'id': 31618915}]",paired,,,,,,,normal,false,false,false,64.0,,40824356.0,1507594756.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 00:50:49.964816,104543,1878.0
,,2017-10-10 07:54:17.714390,bridges_normal,1507625658.0,0,271345156,fastqsanger,252391352.0,fastqsanger,11.0,main_w3_handler2,3280099,17062049,False,,17062049,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31622722}]","[{'src': 'hda', 'id': 31622723}]",paired,,,,,,,normal,false,false,false,64.0,,41156963.0,1507622079.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 08:54:37.965264,113123,3579.0
,,2017-10-10 07:54:53.382964,bridges_normal,1507626854.0,0,388705956,fastqsanger,365982522.0,fastqsanger,10.0,main_w3_handler2,3280099,17062057,False,,17062057,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31622726}]","[{'src': 'hda', 'id': 31622727}]",paired,,,,,,,normal,false,false,false,64.0,,41156963.0,1507622121.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 09:14:23.785838,113123,4733.0
,,2017-10-10 07:53:33.457074,bridges_normal,1507623408.0,0,204660723,fastqsanger,159699263.0,fastqsanger,11.0,main_w4_handler2,3280099,17062035,False,,17062035,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31622717}]","[{'src': 'hda', 'id': 31622718}]",paired,,,,,,,normal,false,false,false,64.0,,41156963.0,1507622032.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 08:17:07.130864,113123,1376.0
,,2017-10-10 07:55:21.093873,bridges_normal,1507623652.0,0,171275976,fastqsanger,135100464.0,fastqsanger,11.0,main_w3_handler2,3280099,17062063,False,,17062063,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31622729}]","[{'src': 'hda', 'id': 31622730}]",paired,,,,,,,normal,false,false,false,80.0,,41156963.0,1507622141.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 08:21:06.033444,113123,1511.0
,,2017-10-10 10:52:05.433079,bridges_normal,1507634445.0,0,227966488,fastqsanger,198116214.0,fastqsanger,11.0,main_w4_handler2,3280099,17063815,False,,17063815,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31626333}]","[{'src': 'hda', 'id': 31626334}]",paired,,,,,,,normal,false,false,false,64.0,,41156963.0,1507632745.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 11:21:02.951326,113123,1700.0
,,2017-10-10 11:45:56.852213,bridges_normal,1507638618.0,0,422522030,fastqsanger,422257536.0,fastqsanger,11.0,main_w3_handler2,3278780,17064158,False,,17064158,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31626675}]","[{'src': 'hda', 'id': 31626674}]",paired,,,,,,,normal,false,false,false,64.0,,41116086.0,1507635981.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 12:30:36.903774,113022,2637.0
,,2017-10-10 12:30:49.147982,bridges_normal,1507640753.0,0,213161039,fastqsanger,164892531.0,fastqsanger,11.0,main_w3_handler2,3280099,17064544,False,,17064544,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31627506}]","[{'src': 'hda', 'id': 31627507}]",paired,,,,,,,normal,false,false,false,64.0,,41156963.0,1507638665.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 13:06:08.028939,113123,2088.0
,,2017-10-10 13:04:34.693754,bridges_normal,1507641992.0,0,189706715,fastqsanger,184640819.0,fastqsanger,11.0,main_w4_handler2,3280099,17065077,False,,17065077,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31628469}]","[{'src': 'hda', 'id': 31628470}]",paired,,,,,,,normal,false,false,false,80.0,,41156963.0,1507640690.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 13:26:55.596742,113123,1302.0
,,2017-10-10 13:42:59.744395,bridges_normal,1507645621.0,0,404257855,fastqsanger,404096341.0,fastqsanger,11.0,main_w3_handler2,3281744,17065637,False,,17065637,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31629122}]","[{'src': 'hda', 'id': 31629121}]",paired,,,,,,,normal,false,false,false,64.0,,41116086.0,1507643003.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 14:27:13.386757,113022,2618.0
,,2017-10-10 14:10:13.925138,bridges_normal,1507645655.0,0,85227868,fastqsanger,65374486.0,fastqsanger,11.0,main_w4_handler2,3280099,17066070,False,,17066070,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31629779}]","[{'src': 'hda', 'id': 31629780}]",paired,,,,,,,normal,false,false,false,80.0,,41156963.0,1507644624.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 14:27:43.565520,113123,1031.0
,,2017-10-10 18:49:20.508032,bridges_normal,1507663641.0,0,413497810,fastqsanger,413234008.0,fastqsanger,11.0,main_w3_handler2,3282171,17069315,False,,17069315,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31634571}]","[{'src': 'hda', 'id': 31634570}]",paired,,,,,,,normal,false,false,false,64.0,,41116086.0,1507661394.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 19:27:36.571218,113022,2247.0
,,2017-10-10 20:09:12.469031,bridges_normal,1507667799.0,0,348158458,fastqsanger,348048484.0,fastqsanger,11.0,main_w4_handler2,3282175,17070131,False,,17070131,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31635223}]","[{'src': 'hda', 'id': 31635222}]",paired,,,,,,,normal,false,false,false,64.0,,41116086.0,1507666170.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 20:36:54.063341,113022,1629.0
,,2017-10-10 21:24:09.420445,bridges_normal,1507672681.0,0,261884819,fastqsanger,261738387.0,fastqsanger,11.0,main_w4_handler2,3282338,17070895,False,,17070895,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31636774}]","[{'src': 'hda', 'id': 31636773}]",paired,,,,,,,normal,false,false,false,64.0,,41200137.0,1507670664.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 21:58:14.762868,113022,2017.0
,,2017-10-10 20:44:49.839100,bridges_normal,1507669902.0,0,303825698,fastqsanger,303750590.0,fastqsanger,11.0,main_w4_handler2,3282292,17070597,False,,17070597,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31636307}]","[{'src': 'hda', 'id': 31636306}]",paired,,,,,,,normal,false,false,false,64.0,,41116086.0,1507668307.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 21:11:57.783843,113022,1595.0
,,2017-10-10 21:22:28.006329,bridges_normal,1507672766.0,0,351757731,fastqsanger,351604337.0,fastqsanger,11.0,main_w4_handler2,3282336,17070887,False,,17070887,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31636748}]","[{'src': 'hda', 'id': 31636747}]",paired,,,,,,,normal,false,false,false,64.0,,41116086.0,1507670569.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 21:59:45.367287,113022,2197.0
,,2017-10-10 22:21:00.392180,bridges_normal,1507688022.0,0,2303927161,fastqsanger,2312845267.0,fastqsanger,11.0,main_w4_handler2,3282356,17071232,False,,17071232,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31637161}]","[{'src': 'hda', 'id': 31637227}]",paired,,,,,,1,normal,false,false,false,64.0,,41201310.0,1507674138.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-11 02:14:05.378705,105358,13884.0
,,2017-10-10 14:33:38.871579,bridges_normal,1507678103.0,0,2116396211,fastqsanger,2116396211.0,fastqsanger,11.0,main_w3_handler2,3232911,17066354,False,,17066354,pulsar_bridges,,2161701854.0,fastqsanger,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"[{'src': 'hda', 'id': 31325638}]",0,"[{'src': 'hda', 'id': 31323028}]","[{'src': 'hda', 'id': 31323032}]",paired,,,,,,300,conservative,false,false,false,64.0,,40678829.0,1507646130.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 23:29:54.521706,110556,31973.0
,,2017-10-10 22:12:43.107765,bridges_normal,1507675228.0,0,260972629,fastqsanger,260879191.0,fastqsanger,11.0,main_w4_handler2,3282367,17071192,False,,17071192,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31637170}]","[{'src': 'hda', 'id': 31637169}]",paired,,,,,,,normal,false,false,false,64.0,,41116086.0,1507673577.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 22:40:49.579502,113022,1651.0
,,2017-10-10 22:07:46.000355,bridges_normal,1507675373.0,0,271685591,fastqsanger,271465521.0,fastqsanger,11.0,main_w3_handler2,3282358,17071170,False,,17071170,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31637155}]","[{'src': 'hda', 'id': 31637154}]",paired,,,,,,,normal,false,false,false,64.0,,41200137.0,1507673285.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 22:43:03.497228,113022,2088.0
,,2017-10-10 22:58:13.327128,bridges_normal,1507678591.0,0,86722709,fastqsanger,,,11.0,main_w4_handler2,1988849,17071511,False,,17071511,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,2,"[{'src': 'hda', 'id': 31637439}]",,single,,,,,,,normal,false,false,false,64.0,,40650170.0,1507676315.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-10 23:36:50.589234,38662,2276.0
