chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,long_reads,long_reads_filetype,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.bridges_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fastq_input1|__identifier__,parameters.fastq_input2|__identifier__,parameters.graph_clean.min_component_size,parameters.graph_clean.min_dead_end_size,parameters.long_reads.values,parameters.paired_unpaired.__current_case__,parameters.paired_unpaired.fastq_input1.values,parameters.paired_unpaired.fastq_input2.values,parameters.paired_unpaired.fastq_input_selector,parameters.pilon.min_polish_size,parameters.spades.kmer_count,parameters.spades.max_kmer_frac,parameters.spades.min_kmer_frac,parameters.uc_opt.lin_seq,parameters.uc_opt.min_fasta_length,parameters.uc_opt.mode,parameters.uc_opt.no_correct,parameters.uc_opt.no_pilon,parameters.uc_opt.no_rotate,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-15 13:47:35.261232,bridges_normal,1513346260.0,0,61921977,fastqsanger,,,11.0,main_w3_handler2,3367053,17818628,False,,17818628,pulsar_bridges,,,,3170320964.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,2,"[{'src': 'hda', 'id': 32950005}]",,single,,,,,,5000,normal,false,false,false,80.0,,42680777.0,1513345735.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-12-15 13:57:57.428936,35017,525.0
,,2018-01-19 19:19:08.653642,bridges_normal,1516407835.0,0,3147189161,fastqsanger,3146120261.0,fastqsanger,11.0,main_w3_handler2,3232911,18087303,False,,18087303,pulsar_bridges,,217038182.0,fastqsanger,3170320084.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"[{'src': 'hda', 'id': 33356584}]",0,"[{'src': 'hda', 'id': 33360255}]","[{'src': 'hda', 'id': 33360257}]",paired,,,,,,,bold,false,false,false,80.0,,43246503.0,1516389755.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2018-01-20 00:24:16.369059,110556,18080.0
,,2018-01-19 20:17:45.970229,bridges_normal,1516405613.0,0,2874605357,fastqsanger,2874671177.0,fastqsanger,11.0,main_w3_handler2,3389805,18087686,False,,18087686,pulsar_bridges,,,,3170320084.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 33393442}]","[{'src': 'hda', 'id': 33393451}]",paired,,,,,,,normal,false,false,false,80.0,,43223547.0,1516393235.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2018-01-19 23:47:05.780130,117496,12378.0
,,2018-01-17 17:36:47.805916,bridges_normal,1516326404.0,0,1405013386,fastqsanger,1406627190.0,fastqsanger,11.0,main_w4_handler2,3232911,18063712,False,,18063712,pulsar_bridges,,101353923.0,fastqsanger,3170322324.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"[{'src': 'hda', 'id': 33355222}]",0,"[{'src': 'hda', 'id': 33354741}]","[{'src': 'hda', 'id': 33354764}]",paired,,,,,,,conservative,false,false,false,64.0,,43246503.0,1516315444.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2018-01-19 01:47:05.903106,110556,10960.0
,,2017-10-04 19:41:42.000312,bridges_normal,1507152542.0,0,556974573,fastqsanger,557029851.0,fastqsanger,11.0,main_w3_handler2,3275815,17026434,False,,17026434,pulsar_bridges,,163371846.0,fastqsanger,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"[{'src': 'hda', 'id': 31562128}]",0,"[{'src': 'hda', 'id': 31562126}]","[{'src': 'hda', 'id': 31562127}]",paired,,,,,,,normal,false,false,false,64.0,,41048107.0,1507146138.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-04 21:29:33.943460,621,6404.0
,,2017-10-05 02:39:03.011895,bridges_normal,1507172603.0,0,236333815,fastqsanger,236444099.0,fastqsanger,11.0,main_w4_handler2,3265085,17028072,False,,17028072,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31564153}]","[{'src': 'hda', 'id': 31564156}]",paired,,,,,,,normal,false,false,false,64.0,,40824356.0,1507171164.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-05 03:03:47.349736,104543,1439.0
,,2017-10-05 19:20:57.985681,bridges_normal,1507234539.0,0,27226468,fastqsanger,,,11.0,main_w4_handler2,3276965,17034230,False,,17034230,pulsar_bridges,,27226468.0,fastqsanger,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"[{'src': 'hda', 'id': 31574897}]",2,"[{'src': 'hda', 'id': 31574897}]",,single,,,,,,,conservative,false,false,false,64.0,,41068781.0,1507231274.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-05 20:16:01.546098,112894,3265.0
,,2017-10-06 08:55:42.562742,bridges_normal,1507281917.0,0,184930960,fastqsanger,184996424.0,fastqsanger,11.0,main_w4_handler2,3277446,17037494,False,,17037494,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31580419}]","[{'src': 'hda', 'id': 31580420}]",paired,,,,,,,normal,false,false,false,64.0,,41084219.0,1507280165.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-06 09:25:28.798652,112932,1752.0
,,2017-10-06 09:03:04.867646,bridges_normal,1507282568.0,0,193705994,fastqsanger,193842648.0,fastqsanger,11.0,main_w3_handler2,3277463,17037532,False,,17037532,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31580503}]","[{'src': 'hda', 'id': 31580504}]",paired,,,,,,,normal,false,false,false,64.0,,41084501.0,1507280610.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-06 09:36:20.380235,112934,1958.0
,,2017-10-06 08:56:02.561750,bridges_normal,1507283918.0,0,205254960,fastqsanger,205294578.0,fastqsanger,11.0,main_w4_handler2,3277444,17037496,False,,17037496,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31580417}]","[{'src': 'hda', 'id': 31580418}]",paired,,,,,,,normal,false,false,false,64.0,,41084072.0,1507281661.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-06 09:59:03.116857,112930,2257.0
,,2017-10-06 13:50:44.339717,bridges_normal,1507300531.0,0,244346149,fastqsanger,244755095.0,fastqsanger,11.0,main_w4_handler2,3277222,17040061,False,,17040061,pulsar_bridges,,,,3170323076.0,corral-repl,,0,no,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,0,"[{'src': 'hda', 'id': 31578313}]","[{'src': 'hda', 'id': 31578318}]",paired,,,,,,,normal,false,false,false,64.0,,40824356.0,1507297867.0,ok,17591292.0,toolshed.g2.bx.psu.edu/repos/iuc/unicycler/unicycler/0.4.1,0.4.1,,2017-10-06 14:35:43.757709,104543,2664.0
