create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-15 15:48:37.706217,slurm_normal_16gb,1458057660.0,0,,1.0,main_w2_handler1,2634475,12142389,False,,29739639,bam,6360292.roundup,slurm,,132112168.0,corral-repl,,"""492c2b18eac511e5a86e005056a51846""","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""",23848212,,,"""LENIENT""",32.0,,28969934.0,1458057622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-03-15 16:01:03.926751,80551.0,38.0
2016-06-22 20:14:14.489274,slurm_normal_16gb,1466626539.0,0,,1.0,main_w1_handler1,2747323,13241379,False,,29767766,bam,7427517.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b511a1d786c36d3dc6'}]",,"""LENIENT""",32.0,,31004431.0,1466626515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-06-22 20:15:42.691488,86097.0,24.0
2016-05-03 19:25:02.951046,slurm_normal_16gb,1462304129.0,0,,1.0,main_w1_handler2,2693498,12761358,False,,29739343,bam,6959387.roundup,slurm,,132112168.0,corral-repl,,"""af39c59e116411e6bd57005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5413eede7ae9fbd25'}]",,"""LENIENT""",32.0,,29628374.0,1462304102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-03 19:35:32.804894,67856.0,27.0
2016-05-03 19:41:50.851778,slurm_normal_16gb,1462305226.0,0,,1.0,main_w1_handler1,2693556,12761516,False,,29739346,bam,6959706.roundup,slurm,,132112168.0,corral-repl,,"""072ca56c116711e6860e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53725e66c4fc5f498'}]",,"""LENIENT""",32.0,,29628374.0,1462305214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-03 19:53:51.943110,67856.0,12.0
2016-05-03 22:00:05.596359,slurm_normal_16gb,1462315432.0,0,,1.0,main_w1_handler1,2693693,12762499,False,,29739344,bam,6961995.roundup,slurm,,132112168.0,corral-repl,,"""58ab0a42117a11e6968e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b564d6a6a575875696'}]",,"""LENIENT""",32.0,,29628641.0,1462315422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-03 22:43:56.734528,67856.0,10.0
2016-05-03 23:14:47.993435,slurm_normal_16gb,1462317973.0,0,,1.0,main_w2_handler1,2693734,12762861,False,,29739343,bam,6962544.roundup,slurm,,132112168.0,corral-repl,,"""a8528c96118411e6a615005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5358ca7c776dbd60d'}]",,"""LENIENT""",32.0,,29628641.0,1462317961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-03 23:26:16.877065,67856.0,12.0
2016-05-03 23:59:55.597028,slurm_normal_16gb,1462320594.0,0,,1.0,main_w1_handler0,2693756,12763047,False,,29739347,bam,6963038.roundup,slurm,,132112168.0,corral-repl,,"""16cc00c0118b11e6b340005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54468e51481faa0a0'}]",,"""LENIENT""",32.0,,29628641.0,1462320583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-04 00:09:59.579651,67856.0,11.0
2016-05-04 00:41:10.817046,slurm_normal_16gb,1462323055.0,0,,1.0,main_w1_handler1,2693781,12763263,False,,29739340,bam,6963622.roundup,slurm,,132112168.0,corral-repl,,"""d8409f7c119011e6a615005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de0514e3c5c1cbac'}]",,"""LENIENT""",32.0,,29628641.0,1462323031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-04 00:51:00.081912,67856.0,24.0
2016-05-04 00:59:54.601178,slurm_normal_16gb,1462324037.0,0,,1.0,main_w2_handler1,2693787,12763379,False,,29739340,bam,6963850.roundup,slurm,,132112168.0,corral-repl,,"""7a4ebaf4119311e6ba44005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9bf9c3e982b47fa'}]",,"""LENIENT""",32.0,,29628641.0,1462324026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-04 01:07:20.124317,67856.0,11.0
2016-05-07 23:06:20.004844,slurm_normal_16gb,1462662787.0,0,,1.0,main_w1_handler0,2697990,12818965,False,,29748889,bam,7020112.roundup,slurm,,132112168.0,corral-repl,,"""47456db614a811e6b2c2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b571304c25ee855bfe'}]",,"""LENIENT""",32.0,,29790294.0,1462662777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-07 23:13:09.443171,82924.0,10.0
2016-05-06 16:41:08.003048,slurm_normal_16gb,1462553842.0,0,,1.0,main_w1_handler1,2697025,12806685,False,,29739620,bam,7008236.roundup,slurm,,132112168.0,corral-repl,,"""4123ceaa13a911e6b886005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59443ae126079493f'}]",,"""LENIENT""",32.0,,30068325.0,1462553823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-06 16:57:25.807647,83796.0,19.0
2016-03-04 20:59:14.371473,slurm_normal_16gb,1457126966.0,0,,1.0,main_w1_handler0,2621717,12024020,False,,29739635,bam,6253406.roundup,slurm,,132112168.0,corral-repl,,"""ecec4aeee24b11e5803d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23675292,,,"""LENIENT""",32.0,,28548343.0,1457126932.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-03-04 21:29:31.337846,79124.0,34.0
2016-05-08 20:48:06.532958,slurm_normal_16gb,1462740532.0,0,,1.0,main_w1_handler2,2698358,12825044,False,,5110,bam,7025484.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5292b73fcae189874'}]",,"""LENIENT""",32.0,,29642069.0,1462740528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-08 20:48:55.072203,72952.0,4.0
2016-05-09 00:37:23.383245,slurm_normal_16gb,1462754283.0,0,,1.0,main_w2_handler1,2698358,12826322,False,,6863,bam,7027049.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a5be35281de04cd'}]",,"""LENIENT""",32.0,,29642069.0,1462754280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-09 00:38:05.545151,72952.0,3.0
2016-05-09 05:37:39.769873,slurm_normal_16gb,1462773259.0,0,,1.0,main_w2_handler1,2682872,12827842,False,,29739636,bam,7028993.roundup,slurm,,132112168.0,corral-repl,,"""20a7da1215a811e6b681005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d9964a04eb502e7'}]",,"""LENIENT""",32.0,,29796896.0,1462773250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-09 05:54:21.850483,83239.0,9.0
2016-05-09 06:13:50.627468,slurm_normal_16gb,1462775277.0,0,,1.0,main_w1_handler2,2682872,12828141,False,,29739636,bam,7029181.roundup,slurm,,132112168.0,corral-repl,,"""277f69d615ad11e685c0005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5310cb16b88287545'}]",,"""LENIENT""",32.0,,29796896.0,1462775260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-09 06:28:01.316052,83239.0,17.0
2016-05-09 12:10:34.479813,slurm_normal_16gb,1462802137.0,0,,1.0,main_w2_handler0,2699175,12830974,False,,29749264,bam,7033259.roundup,slurm,,132112168.0,corral-repl,,"""fdd5434e15de11e69dd3005056a51846""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bddacafe2af37d46'}]",,"""LENIENT""",32.0,,30064841.0,1462802127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-09 13:55:40.411928,79897.0,10.0
2016-05-09 11:55:14.683512,slurm_normal_16gb,1462799418.0,0,,1.0,main_w1_handler2,2699128,12830748,False,,29749263,bam,7032589.roundup,slurm,,132112168.0,corral-repl,,"""d5ad932815dc11e68cc9005056a51846""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b517891a4813f052d2'}]",,"""LENIENT""",32.0,,30064841.0,1462799405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-09 13:10:21.949076,79897.0,13.0
2016-05-09 12:44:19.951437,slurm_normal_16gb,1462805504.0,0,,1.0,main_w1_handler2,2699124,12831345,False,,29749265,bam,7033848.roundup,slurm,,132112168.0,corral-repl,,"""b95a1c2615e311e6bab7005056a51846""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a1c044dfe1bd428e'}]",,"""LENIENT""",32.0,,30064841.0,1462805494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-09 14:51:49.430737,79897.0,10.0
2016-05-11 21:35:46.759390,slurm_normal_16gb,1463008524.0,0,,1.0,main_w2_handler0,2702915,12861192,False,,29767163,bam,7062666.roundup,slurm,,132112168.0,corral-repl,,"""4965248617c011e69455005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5491dcaf6c04837ae'}]",,"""LENIENT""",32.0,,30029036.0,1463008508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-11 23:15:29.403319,82624.0,16.0
2016-05-10 15:07:55.823152,slurm_normal_16gb,1462932377.0,0,,1.0,main_w2_handler0,2699124,12845287,False,,29749263,bam,7050906.roundup,slurm,,132112168.0,corral-repl,,"""e61b725e16c011e685cc005056a51846""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b592459b9412980d03'}]",,"""LENIENT""",32.0,,30064841.0,1462932367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-11 02:06:22.591476,79897.0,10.0
2016-05-10 19:28:00.079690,slurm_normal_16gb,1462938942.0,0,,1.0,main_w1_handler0,2701080,12847821,False,,29749264,bam,7052095.roundup,slurm,,132112168.0,corral-repl,,"""48632a4616e511e6a03e005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a6b37d96272edb36'}]",,"""LENIENT""",32.0,,30064841.0,1462938914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-11 03:55:44.700230,79897.0,28.0
2016-05-11 07:01:45.149253,slurm_normal_16gb,1462951706.0,0,,1.0,main_w2_handler1,2701818,12852743,False,,29748839,bam,7053314.roundup,slurm,,132112168.0,corral-repl,,"""30661758174611e68d05005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5326497e25ca0597f'}]",,"""LENIENT""",32.0,,30064841.0,1462951697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-11 07:28:29.788648,79897.0,9.0
2016-05-12 09:23:01.829977,slurm_normal_16gb,1463045430.0,0,,1.0,main_w2_handler0,2703384,12865772,False,,29739651,bam,7066511.roundup,slurm,,132112168.0,corral-repl,,"""1457ecd4182311e6a78e005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580de4025590d076b'}]",,"""LENIENT""",32.0,,29987818.0,1463045421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-12 09:30:33.191257,83695.0,9.0
2016-05-11 09:14:55.918094,slurm_normal_16gb,1462959710.0,0,,1.0,main_w1_handler1,2701968,12853512,False,,29739359,bam,7054201.roundup,slurm,,132112168.0,corral-repl,,"""c143d852175811e6accd005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b536a2ba76724514a8'}]",,"""LENIENT""",32.0,,30092287.0,1462959656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-11 09:41:53.289646,82445.0,54.0
2016-05-12 10:53:26.429373,slurm_normal_16gb,1463051079.0,0,,1.0,main_w1_handler1,2703384,12866844,False,,29779277,bam,7067821.roundup,slurm,,132112168.0,corral-repl,,"""b6b495ca182f11e6b8c3005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58ee86ed2bd018c9e'}]",,"""LENIENT""",32.0,,29987818.0,1463051057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-05-12 11:04:42.606963,83695.0,22.0
2016-07-01 04:56:01.036198,slurm_normal_16gb,1467349005.0,0,,1.0,main_w2_handler0,2754674,13302518,False,,28131036,bam,7504331.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3e5bea6388c6005'}]",,"""LENIENT""",32.0,,31214889.0,1467348994.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-07-01 04:56:49.684246,85829.0,11.0
2016-03-19 19:12:39.451334,slurm_normal_16gb,1458415980.0,0,,1.0,main_w2_handler1,2639656,12194780,False,,29739638,bam,6408111.roundup,slurm,,132112168.0,corral-repl,,"""8676525cee0611e5aea8005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23929023,,,"""LENIENT""",32.0,,29078540.0,1458415947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-03-19 19:33:02.943167,76722.0,33.0
2016-03-19 20:51:32.106945,slurm_normal_16gb,1458423769.0,0,,1.0,main_w1_handler2,2639704,12195413,False,,29739639,bam,6408977.roundup,slurm,,132112168.0,corral-repl,,"""57a54bc8ee1411e5bf4d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23929829,,,"""LENIENT""",32.0,,29078540.0,1458423752.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-03-19 21:42:51.476030,76722.0,17.0
2016-03-19 23:07:40.104629,slurm_normal_16gb,1458431400.0,0,,1.0,main_w1_handler1,2639758,12195765,False,,29739636,bam,6409758.roundup,slurm,,132112168.0,corral-repl,,"""5c221e84ee2711e5b659005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23930305,,,"""LENIENT""",32.0,,29081616.0,1458431391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-03-19 23:50:01.207299,76722.0,9.0
2016-07-01 09:04:43.246975,slurm_normal_16gb,1467364298.0,0,,1.0,main_w2_handler0,2754817,13304041,False,,7401727,bam,7505901.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5272f1a8efd04a190'}]",,"""LENIENT""",32.0,,30608186.0,1467364292.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-07-01 09:11:41.039862,85458.0,6.0
2016-07-01 09:05:01.189878,slurm_normal_16gb,1467364412.0,0,,1.0,main_w2_handler0,2754817,13304056,False,,6016941,bam,7505924.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9d2d0ff7beeea4d'}]",,"""LENIENT""",32.0,,30608186.0,1467364406.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-07-01 09:14:02.460830,85458.0,6.0
2016-07-01 23:45:04.015517,slurm_normal_16gb,1467417250.0,0,,1.0,main_w2_handler1,2755589,13310490,False,,29739646,bam,7512227.roundup,slurm,,132112168.0,corral-repl,,"""cb0e05c83fe511e68766005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51d1eb07e395f1ff5'}]",,"""LENIENT""",32.0,,30608186.0,1467417241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-07-01 23:54:12.152633,85458.0,9.0
2016-07-01 09:04:46.941838,slurm_normal_16gb,1467364129.0,0,,1.0,main_w1_handler0,2754817,13304043,False,,5836545,bam,7505844.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5edb0f4c0a4f2961c'}]",,"""LENIENT""",32.0,,30608186.0,1467364122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-07-01 09:08:54.751188,85458.0,7.0
2016-07-01 09:04:48.254832,slurm_normal_16gb,1467364155.0,0,,1.0,main_w1_handler0,2754817,13304044,False,,6744892,bam,7505863.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52cb9d74a7ffa23ca'}]",,"""LENIENT""",32.0,,30608186.0,1467364148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-07-01 09:09:16.746968,85458.0,7.0
2016-07-01 09:04:56.760271,slurm_normal_16gb,1467364326.0,0,,1.0,main_w2_handler0,2754817,13304050,False,,6866703,bam,7505908.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51552b036a6ad39bf'}]",,"""LENIENT""",32.0,,30608186.0,1467364320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CleanSam/1.126.0,1.126.0,,2016-07-01 09:12:09.027821,85458.0,6.0
