create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.calc,parameters.chromInfo,parameters.dbkey,parameters.groups,parameters.label,parameters.otu.values,parameters.output,parameters.subsampling.__current_case__,parameters.subsampling.iters,parameters.subsampling.subsample,parameters.subsampling.use,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-19 07:50:27.660943,slurm_normal,1516348238.0,0,,1.0,main_w3_handler1,3397689,18081330,False,,12159953,slurm,,132112168.0,corral-repl,1310,mothur.shared,,"[""jclass"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""09"", ""10"", ""11"", ""12"", ""13""]",,"[{'src': 'hda', 'id': 33384209}]","""lt""",1,,,no,32.0,,43299908,1516348234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2018-01-19 07:50:39.816414,72172,4.0
2017-10-06 21:43:51.175027,slurm_normal,1507326263.0,0,,1.0,main_w4_handler0,3278085,17043805,False,,11101136.roundup,slurm,,132112168.0,corral-repl,20804,mothur.shared,,"[""jclass"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 31590249}]","""lt""",0,1000,2440,yes,32.0,,41097146,1507326250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2017-10-06 21:44:50.771831,112430,13.0
2017-12-19 17:09:38.535239,slurm_normal,1513703396.0,0,,1.0,main_w4_handler1,3363441,17851188,False,,11924308,slurm,,132112168.0,corral-repl,333716,mothur.shared,,"[""braycurtis"", ""jclass"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 33006359}]","""lt""",0,1000,,yes,32.0,,42668866,1513703391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2017-12-19 17:09:59.009375,112430,5.0
2017-12-20 00:31:51.953172,reserved_normal,1513729946.0,0,,1.0,main_w3_handler1,3280912,17854298,False,,11927042.roundup,slurm,,132112168.0,corral-repl,20898,mothur.shared,,"[""jclass"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 32993123}]","""lt""",0,1000,2440,yes,32.0,,42691248,1513729919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2017-12-20 00:32:29.502406,5254,27.0
2017-11-09 04:16:32.220617,slurm_normal,1510201045.0,0,,1.0,main_w3_handler0,3307905,17392014,False,,11452937,slurm,,132112168.0,corral-repl,102410,mothur.shared,,"[""jclass"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 32028813}]","""lt""",0,1000,14489,yes,32.0,,41627267,1510201010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2017-11-09 04:17:39.727514,36706,35.0
2017-11-09 23:02:55.354961,slurm_normal,1510268625.0,0,,1.0,main_w4_handler1,3315882,17404237,False,,11465641,slurm,,132112168.0,corral-repl,117015,mothur.shared,,"[""jclass"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 32209673}]","""lt""",0,1000,3000,yes,32.0,,40487806,1510268593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2017-11-09 23:04:03.227542,110860,32.0
2017-11-14 15:30:21.963473,slurm_normal,1510673438.0,0,,1.0,main_w4_handler0,3323166,17454870,False,,11512593,slurm,,132112168.0,corral-repl,65,mothur.shared,,"[""jclass""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 32309495}]","""lt""",0,1000,2440,yes,32.0,,41960222,1510673433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2017-11-14 15:30:43.503206,74066,5.0
2017-11-14 15:34:01.833405,slurm_normal,1510673657.0,0,,1.0,main_w3_handler0,3323166,17454932,False,,11512665,slurm,,132112168.0,corral-repl,65,mothur.shared,,"[""jclass""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 32309495}]","""lt""",0,1000,2440,yes,32.0,,41960222,1510673653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2017-11-14 15:34:22.654313,74066,4.0
2017-11-16 02:49:24.249823,slurm_normal,1510800577.0,0,,1.0,main_w4_handler1,3308920,17477051,False,,11534302,slurm,,132112168.0,corral-repl,655238,mothur.shared,,"[""jclass"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 32141533}]","""lt""",1,,,no,32.0,,41894613,1510800572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2017-11-16 02:49:41.790065,110821,5.0
2017-11-16 03:25:29.978503,slurm_normal,1510802849.0,0,,1.0,main_w3_handler1,3308920,17477192,False,,11534462,slurm,,132112168.0,corral-repl,655238,mothur.shared,,"[""jclass"", ""thetayc""]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"[{'src': 'hda', 'id': 32141533}]","""lt""",0,1000,15789,yes,32.0,,41894613,1510802751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_dist_shared/mothur_dist_shared/1.36.1.0,1.36.1.0,,2017-11-16 03:27:46.668126,110821,98.0
